numCinema;nomCinema;ancienneRegion;nouvelleRegion;adresseCinema;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;nbEcrans;nbFauteuils;nbSemainesActivite;nbSeances;nbEntrees2020;nbEntrees2019;evolutionEntrees;trancheEntrees;proprietaireCinema;programmateurCinema;AE;categorieAE;labelAE;genre;multiplexe;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude;geolocalisation
349524;ATLANTIC CINE;Poitou-Charentes;Nouvelle Aquitaine;ROUTE DE ROYAN;17415;Saintes;25288;17;17401;Saintes;29362;05-Unités urbaines de 20 000 à 100 000 hbts;8;1256;30;5823;110194;31870;2,457609037;De 100 à 150 000 entrées;BROCELIANDE;SARL GPCI;NON;NON;;FIXE;OUI;C;142;101;88;57,04496915;34,45953963;7,240745135;1,254746084;26;28,51803512;45.74154;-0.691811;45.74154, -0.691811
351333;CINEMA DE SAMATAN;Midi-Pyrénées;Occitanie;PLACE DES CORDELIERS;32410;Samatan;2377;32;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;187;30;198;4324;15131;-0,714229066;De 2 à 5 000 entrées;FOYER RURAL DE SAMATAN;SNC SAGEC - CINE 32 VEO;OUI;E;JPPR;FIXE;NON;R;156;116;18;56,18886608;29,52541964;9,02064968;5,265064606;72;37,95435334;43.490681;0.929457;43.490681, 0.929457
352923;REX;Aquitaine;Nouvelle Aquitaine;18 AV THIERS;24520;Sarlat-la-Canéda;9030;24;24205;Sarlat-la-Canéda;9030;06-autres communes et unités urbaines;6;979;31;3960;46798;9803;3,773844741;De 40 à 50 000 entrées;AMB 3V;;OUI;E;RDJPPR;FIXE;NON;I;249;159;101;87,00980392;12,99019608;0;0;137;38,48039216;44.885645;1.216981;44.885645, 1.216981
354301;ETOILE CINEMA;Bourgogne;Bourgogne - Franche-Comté;RUE DE LA HALLE AU BLE;21584;Saulieu;2473;21;21104;Saulieu;2473;06-autres communes et unités urbaines;1;151;30;349;5051;18427;-0,725891355;De 5 à 10 000 entrées;ASSOCIATION CINEMA THEATRE EXPRESSION SEDELOCIEN;SARL MC4 DISTRIBUTION;OUI;E;JP;FIXE;NON;I;116;93;0;56,89498899;26,46639907;8,532953515;8,105658423;51;41,0980189;47.280282;4.229497;47.280282, 4.229497
357672;TURENNE;Champagne-Ardenne;Grand-Est;17 AV DE VERDUN;08409;Sedan;17248;08;08401;Sedan;26148;05-Unités urbaines de 20 000 à 100 000 hbts;3;450;30;802;12388;21109;-0,413141314;De 10 à 20 000 entrées;SEDAN CINEMA;Nord Est Cinéma (Thirriot);NON;NON;;FIXE;NON;C;93;67;17;55,6405694;26,32562278;12,06405694;5,96975089;27;37,4911032;49.698315;4.947865;49.698315, 4.947865
360572;GRAND ECRAN;Lorraine;Grand-Est;PLACE ADRIEN PRINTZ;57647;Serémange-Erzange;4343;57;57601;Thionville;132722;04-Unités urbaines de 100 000 hbts ou plus;1;158;30;291;4578;3814;0,20031463;De 2 à 5 000 entrées;CENTRE SOCIO CULTUREL;;OUI;C;;FIXE;NON;B;92;71;0;65,35404515;16,78805645;14,01372057;3,844177823;47;63,67070628;49.317865;6.093266;49.317865, 6.093266
362074;LE NOUVEAU PALACE;Languedoc-Roussillon;Occitanie;24, AVENUE VICTOR HUGO;34301;Sète;43620;34;34502;Sète;91281;05-Unités urbaines de 20 000 à 100 000 hbts;3;299;16;1069;8260;37088;-0,777286454;De 5 à 10 000 entrées;VEO BASSIN DE THAU;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;C;60;48;32;64,60606061;23,2996633;4,417508418;7,676767677;23;41,27946128;43.408726;3.698237;43.408726, 3.698237
362773;SEZ ART;Champagne-Ardenne;Grand-Est;RUE DES LYS;51535;Sézanne;4996;51;51202;Sézanne;4996;06-autres communes et unités urbaines;2;319;31;1603;15853;548822;-0,971114496;De 10 à 20 000 entrées;ASSOCIATION CINEMA SEZ  ART;;OUI;E;JPPR;FIXE;NON;I;107;76;20;57,56202805;29,3635383;9,169363538;3,905070119;51;40,94929881;48.721194;3.729236;48.721194, 3.729236
363480;SALLE DES FETES;Rhône-Alpes;Auvergne - Rhône-Alpes;SALLE DES FETES;74272;Sillingy;5045;74;74601;Annecy;168098;04-Unités urbaines de 100 000 hbts ou plus;1;0;30;419;12783;209244;-0,938908643;De 10 à 20 000 entrées;CINEBUS;;OUI;C;JPPR;ITINERANT;NON;B;86;49;0;53,99213541;36,57035391;4,479398188;4,958112498;49;30,67190973;45.941027;6.035993;45.941027, 6.035993
364205;SIX N'ETOILES;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;RUE DE LA REPUBLIQUE;83129;Six-Fours-les-Plages;33339;83;00757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;3;450;30;2422;53113;546779;-0,902862034;De 50 à 80 000 entrées;L YRE SIX N ETOILES;;OUI;C;JPPR;FIXE;NON;B;178;109;57;47,24711908;39,59209804;4,536308762;8,624474117;80;21,25480154;43.093086;5.83938;43.093086, 5.83938
368403;SALLE PAUL ELUARD;Ile-de-France;Ile-de-France;PLACE MARCEL POINTET;93072;Stains;39551;93;00851;Paris;10706072;02-Grande Couronne;1;699;16;76;5833;4929;0,183404342;De 5 à 10 000 entrées;COMITE GESTION CENTRE LOISIRS CULTURE PAUL ELUARD;;NON;NON;;FIXE;NON;B;44;20;0;68,68814487;21,59401979;6,317119394;3,40071594;11;25,10353057;48.951678;2.381372;48.951678, 2.381372
368614;L'Autre Cité;Lorraine;Grand-Est;4 CHEMIN DES LOISIRS;55502;Stenay;2745;55;55105;Stenay;3173;06-autres communes et unités urbaines;1;210;24;341;4446;207665;-0,978590518;De 2 à 5 000 entrées;CENTRE SOCIAL ET CULTUREL CANTON STENAY;;NON;NON;;FIXE;NON;C;75;58;5;61,71087038;18,45349272;10,98244303;8,853193874;17;48,11355996;49.487702;5.197037;49.487702, 5.197037
369781;STAR SAINT EXUPERY;Alsace;Grand-Est;18, RUE DU 22 NOVEMBRE;67482;Strasbourg;277270;67;67701;Strasbourg (partie française);461101;04-Unités urbaines de 100 000 hbts ou plus;5;691;31;5147;78712;28230;1,788239462;De 50 à 80 000 entrées;CINEST;;OUI;A;RDJPPR;FIXE;NON;C;193;101;70;62,82112274;18,19695528;12,32159848;6,660323501;118;33,5394862;48.582805;7.74237;48.582805, 7.74237
373599;SALLE POLYVALENTE;Rhône-Alpes;Auvergne - Rhône-Alpes;SALLE DES FETES;38359;Saint Antoine l'Abbaye;1167;38;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;0;6;8;779;2652;-0,706259427;Moins de 2000 entrées;RATAJCZYK FREDERIC;;NON;NON;;ITINERANT;NON;R;7;1;0;63,04257958;35,17982637;1,446878876;0,330715172;2;18,54071931;45.174031;5.218117;45.174031, 5.218117
374021;LE CRATERE;Ile-de-France;Ile-de-France;RUE JEAN MOULIN;78537;Saint-Arnoult-en-Yvelines;6086;78;78202;Saint-Arnoult-en-Yvelines;6086;03-Petite couronne;1;439;30;513;12113;9958;0,216408917;De 10 à 20 000 entrées;COMMUNE DE SAINT ARNOULT EN YVELINES;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;NON;NON;;FIXE;NON;I;71;55;1;41,78615248;48,51288297;7,248855892;2,452108652;23;11,86738194;48.571134;1.933453;48.571134, 1.933453
374582;MAUCLERC;Bretagne;Bretagne;RUE ANNE DE BRETAGNE;35253;Saint-Aubin-du-Cormier;3732;35;35121;Saint-Aubin-du-Cormier;3732;06-autres communes et unités urbaines;2;293;30;368;7848;10531;-0,254771627;De 5 à 10 000 entrées;CINEMA MAUCLERC;SAS CINE DIFFUSION;OUI;E;JP;FIXE;NON;I;117;102;8;70,07682458;24,67349552;4,622279129;0,627400768;42;28,97567222;48.256952;-1.391536;48.256952, -1.391536
375012;STUDIO;Aquitaine;Nouvelle Aquitaine;PLACE DU CHAMP DE FOIRE;24376;Saint Aulaye-Puymangou;1448;24;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;186;24;146;1935;45027;-0,957025785;Moins de 2000 entrées;BURG RENE;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;R;69;49;0;61,1655926;21,40655646;8,19557299;9,232277949;26;63,56122163;45.201563;0.134975;45.201563, 0.134975
375325;FRANCOIS TRUFFAUT;Lorraine;Grand-Est;1 RUE DE LA CHAPELLE;57606;Saint-Avold;15748;57;57402;Saint-Avold (partie française);34694;05-Unités urbaines de 20 000 à 100 000 hbts;1;205;24;170;5453;529295;-0,989697617;De 5 à 10 000 entrées;COMMUNE DE SAINT AVOLD;;OUI;D;;FIXE;NON;C;73;42;0;59,31512434;23,52221769;7,11373828;10,04891969;50;43,29392581;49.106153;6.700789;49.106153, 6.700789
377892;M J C;Midi-Pyrénées;Occitanie;QUAI AUGUSTE SALESSES;46251;Saint-Céré;3476;46;46106;Saint-Céré;4572;06-autres communes et unités urbaines;1;284;23;257;2927;2629;0,113351084;De 2 à 5 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DE SAINT CERE;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;C;82;60;0;38,56190167;51,70650311;7,815801313;1,91579391;34;13,18446635;44.85779;1.896668;44.85779, 1.896668
378061;LE SERRE D AIGLE;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;CHANTEMERLE;05133;Saint-Chaffrey;1643;05;05301;Briançon;17468;06-autres communes et unités urbaines;2;170;11;324;1947;5542;-0,648682786;Moins de 2000 entrées;CINE GUIL;;NON;NON;;FIXE;NON;B;39;26;13;56,95355374;35,85865346;3,707669656;3,480123143;10;26,0607683;44.932417;6.590074;44.932417, 6.590074
382412;EMPIRE;Lorraine;Grand-Est;22 QUAI CARNOT;88413;Saint-Dié-des-Vosges;20079;88;88403;Saint-Dié-des-Vosges;41934;05-Unités urbaines de 20 000 à 100 000 hbts;4;900;31;2217;20905;273635;-0,923602609;De 20 à 30 000 entrées;CINEMA LORRAIN CINELOR;;OUI;D;;FIXE;NON;C;118;99;69;46,73782278;44,30574671;6,754376678;2,202053839;37;17,5201871;48.284403;6.952124;48.284403, 6.952124
383261;LE MELIES SAINT FRANCOIS;Rhône-Alpes;Auvergne - Rhône-Alpes;8 RUE DE LA VALSE;42218;Saint-Étienne;171057;42;00753;Saint-Étienne;373130;04-Unités urbaines de 100 000 hbts ou plus;2;477;23;1229;18962;72717;-0,739235667;De 10 à 20 000 entrées;AMIS DU BON CINEMA;;OUI;A;RDJPPR;FIXE;NON;C;192;86;13;51,21827668;35,69221417;7,623727268;5,465781875;148;31,2496834;45.43924;4.401579;45.43924, 4.401579
384532;GRAND ECRAN;Aquitaine;Nouvelle Aquitaine;26 RUE ADRIEN PIQUET;33397;Sainte-Eulalie;4576;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;7;1251;30;4819;70569;8756;7,059502056;De 50 à 80 000 entrées;GRAND ECRAN III;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);NON;NON;;FIXE;NON;B;124;99;83;58,97925417;29,41326206;7,203767341;4,403716431;32;38,71706758;44.906415;-0.484312;44.906415, -0.484312
385371;PLEIN AIR San Fiurenzu;Corse;Corse;Faggiole RD 81;2B298;Saint-Florent;1604;2B;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;299;11;74;1065;21396;-0,950224341;Moins de 2000 entrées;SOLUTIONS BUREAUTIQUE CORSE;;NON;NON;;FIXE;NON;R;36;35;10;63,38255467;26,71669491;6,665052852;3,235697571;7;24,33631889;42.676812;9.302536;42.676812, 9.302536
386192;LE COLISEE;Rhône-Alpes;Auvergne - Rhône-Alpes;7 BD GABRIEL COUSIN;42222;Saint-Galmier;5688;42;42501;Saint-Just-Saint-Rambert;60716;05-Unités urbaines de 20 000 à 100 000 hbts;1;202;30;576;8880;31047;-0,713982027;De 5 à 10 000 entrées;ASSOCIATION CINEMATOGRAPHIQUE BALDOMERIENNE;SNC SAGEC - CINE 32 VEO;OUI;D;JP;FIXE;NON;B;127;91;7;55,74453688;14,5601058;8,418041737;21,27731558;64;84,16350131;45.591253;4.316478;45.591253, 4.316478
386792;ESPACE JULES VERNE;Rhône-Alpes;Auvergne - Rhône-Alpes;RUE JEAN MEUNIER;42224;Saint-Genest-Malifaux;2874;42;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;221;28;134;4082;292792;-0,986058362;De 2 à 5 000 entrées;COMMUNE DE SAINT GENEST MALIFAUX;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;R;65;49;0;45,16638556;49,0696865;5,59794394;0,165983991;29;20,1429604;45.339698;4.414174;45.339698, 4.414174
390024;CINEMARINE;Pays de la Loire;Pays de la Loire;PLACE DE LA FELICITE;85222;Saint-Gilles-Croix-de-Vie;7540;85;85401;Saint-Hilaire-de-Riez;25377;05-Unités urbaines de 20 000 à 100 000 hbts;4;763;30;2456;57906;250418;-0,768762629;De 50 à 80 000 entrées;ACC CINEMARINE;SAS CINE DIFFUSION;OUI;D;JP;FIXE;NON;C;111;93;55;56,87365165;36,35016765;5,052894238;1,723286461;43;22,74582175;46.699163;-1.927816;46.699163, -1.927816
390184;MAX LINDER;Midi-Pyrénées;Occitanie;RUE GABRIEL FAURE;09261;Saint-Girons;6324;09;09203;Saint-Girons;9722;06-autres communes et unités urbaines;1;298;29;236;6343;55212;-0,885115555;De 5 à 10 000 entrées;COMMUNE DE SAINT GIRONS;;OUI;E;;FIXE;NON;C;91;65;0;56,03290676;32,75441804;9,71968312;1,492992078;39;30,77391834;42.983492;1.146819;42.983492, 1.146819
392710;LES AIGUILLES;Rhône-Alpes;Auvergne - Rhône-Alpes;LACHAL;73242;Saint-Jean-d'Arves;265;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;215;22;320;5998;23966;-0,749728782;De 5 à 10 000 entrées;COMMUNE DE SAINT JEAN D'ARVES;SARL MC4 DISTRIBUTION;OUI;E;;FIXE;NON;R;142;100;9;45,44642857;40,14880952;7,291666667;7,113095238;64;23,86904762;45.214928;6.260483;45.214928, 6.260483
397231;LE CARTUS;Rhône-Alpes;Auvergne - Rhône-Alpes;PLACE DE L EGLISE;38412;Saint-Laurent-du-Pont;4543;38;38124;Saint-Laurent-du-Pont;4543;06-autres communes et unités urbaines;1;187;30;264;4072;218926;-0,981400108;De 2 à 5 000 entrées;ASSOCIATION CULTURE ET LOISIRS CINEMA LE CARTUS;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;87;73;0;47,01754386;31,92982456;21,05263158;0;33;68,07017544;45.388247;5.73148;45.388247, 5.73148
400305;LES MELIES;Rhône-Alpes;Auvergne - Rhône-Alpes;20 BD RIONDEL;38416;Saint-Marcellin;8133;38;38401;Saint-Marcellin;21027;05-Unités urbaines de 20 000 à 100 000 hbts;2;330;28;787;14040;150471;-0,906692984;De 10 à 20 000 entrées;RATAJCZYK FREDERIC;SARL MC4 DISTRIBUTION;OUI;D;;FIXE;NON;C;149;127;48;70,07682976;20,48119693;6,975333603;2,466639709;62;43,67165386;45.155481;5.318377;45.155481, 5.318377
401371;SALLE JEANNE D ARC;Pays de la Loire;Pays de la Loire;17 BD DE LA FERRONNAYS;44180;Saint-Mars-la-Jaille;2400;44;44101;Saint-Mars-la-Jaille;2400;06-autres communes et unités urbaines;1;220;17;171;2430;20496;-0,881440281;De 2 à 5 000 entrées;ASSOCIATION JEANNE D'ARC CINEMA;SARL GPCI;NON;NON;;FIXE;NON;I;59;42;4;63,0952381;32,69704434;1,026272578;3,181444992;13;27,60673235;47.52339;-1.186562;47.52339, -1.186562
402242;LE LAC BLANC;Rhône-Alpes;Auvergne - Rhône-Alpes;VAL THORENS;73257;Les Belleville;2975;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;180;20;230;1501;705;1,129078014;Moins de 2000 entrées;FORUM INTERNATIONAL;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;R;84;66;5;62,65938069;18,06590495;12,05497599;7,219738367;27;54,89319424;45.295246;6.58263;45.295246, 6.58263
402493;LE GALET;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;PLACE FRANCOIS MITTERRAND;13097;Saint-Martin-de-Crau;13673;13;13301;Saint-Martin-de-Crau;13673;06-autres communes et unités urbaines;1;134;31;437;5469;148380;-0,963141933;De 5 à 10 000 entrées;CENTRE DE DEVELOPPEMENT CULTUREL;;OUI;E;;FIXE;NON;I;97;74;1;29,71695443;57,62807812;11,21992641;1,435041042;36;6,39682989;43.638749;4.813461;43.638749, 4.813461
404603;LE LIDO;Ile-de-France;Ile-de-France;70 AV DE LA REPUBLIQUE;94068;Saint-Maur-des-Fossés;75168;94;00851;Paris;10706072;02-Grande Couronne;1;425;31;834;23639;458137;-0,948401897;De 20 à 30 000 entrées;ATELIER THEATRE DE LA CITE;;OUI;C;RDJPPR;FIXE;NON;B;139;90;35;45,29673939;12,03377903;41,21510673;1,454374853;96;78,46586911;48.798427;2.485821;48.798427, 2.485821
405462;CINEMAS MARCEL PAGNOL;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;107 ROUTE DU PLAN DE LA TOUR;83115;Sainte-Maxime;14289;83;83310;Sainte-Maxime;18589;06-autres communes et unités urbaines;3;450;31;2496;36816;14182;1,595966718;De 30 à 40 000 entrées;LES CINEMAS DE SAINTE MAXIME;;NON;NON;;FIXE;NON;C;111;87;49;54,36404327;25,56881761;9,828422231;10,2387169;36;43,28608728;43.32495;6.62431;43.32495, 6.62431
405831;LE CELTIC;Bretagne;Bretagne;RUE THEODORE BOTREL;35297;Saint-Méen-le-Grand;4610;35;35202;Saint-Méen-le-Grand;5801;06-autres communes et unités urbaines;2;307;30;608;8335;6946;0,199971206;De 5 à 10 000 entrées;LES ENFANTS DE SAINT MEEN;SAS CINE DIFFUSION;OUI;E;JP;FIXE;NON;C;160;122;14;61,82108626;35,62300319;2,342917998;0,212992545;62;28,48775293;48.188591;-2.192564;48.188591, -2.192564
408122;VOX;Picardie;Hauts-de-France;RUE AMBROISE CROIZAT;80711;Saint-Ouen;1915;80;80206;Saint-Léger-lès-Domart;7323;06-autres communes et unités urbaines;1;176;19;112;2790;52944;-0,947302811;De 2 à 5 000 entrées;COMMUNE DE SAINT OUEN (SOMME);SARL CINEODE;NON;NON;;FIXE;NON;C;42;29;0;82,49075216;16,76942047;0,123304562;0,616522811;8;10,23427867;50.038633;2.123723;50.038633, 2.123723
408441;ESPACE 1789;Ile-de-France;Ile-de-France;7/9 RUE DES ROSIERS;93070;Saint-Ouen;48431;93;00851;Paris;10706072;02-Grande Couronne;2;668;28;1452;27621;11786;1,343543187;De 20 à 30 000 entrées;CENTRE AUDONIEN ET FRANCILIEN D'ART ET DE CULTURE;;OUI;C;RDJPPR;FIXE;NON;B;151;103;23;70,58340181;5,88879759;6,956998083;16,57080252;109;64,42070666;48.904144;2.339193;48.904144, 2.339193
408682;SAINT LOUIS;Aquitaine;Nouvelle Aquitaine;CINEMA;64493;Saint-Palais;1850;64;64102;Saint-Palais;2969;06-autres communes et unités urbaines;2;496;31;798;11593;2088;4,552203065;De 10 à 20 000 entrées;ASSOCIATION ARGITZE;SAINT LOUIS;OUI;E;RDJP;FIXE;NON;C;229;172;46;52,09033056;34,75782217;9,678274704;3,473572565;115;35,64168287;43.327875;-1.034919;43.327875, -1.034919
408744;LE SURF;Poitou-Charentes;Nouvelle Aquitaine;31 BIS RUE DU LOGIS VERT;17380;Saint-Palais-sur-Mer;3875;17;17402;Royan;35729;05-Unités urbaines de 20 000 à 100 000 hbts;1;195;25;357;2630;89939;-0,970757958;De 2 à 5 000 entrées;VALZ MICHEL;SARL CINEODE;NON;NON;;FIXE;NON;B;72;69;8;43,85232745;49,43820225;6,163723917;0,545746388;23;16,17977528;45.64428;-1.088823;45.64428, -1.088823
411461;ELDORADO;Poitou-Charentes;Nouvelle Aquitaine;5 RUE DE LA REPUBLIQUE;17385;Saint-Pierre-d'Oléron;6751;17;17204;Saint-Pierre-d'Oléron;6751;06-autres communes et unités urbaines;3;630;31;2013;32964;22945;0,436652866;De 30 à 40 000 entrées;LIEN OLERONNAIS POUR LA CULTURE L  ANIMATION ET LES LOISIRS;SNC SAGEC - CINE 32 VEO;OUI;E;RDJPPR;FIXE;NON;I;188;130;54;59,61053837;27,21649485;9,50744559;3,665521191;115;32,80641466;45.943128;-1.308557;45.943128, -1.308557
415471;MEGA CGR;Pays de la Loire;Pays de la Loire;ROUTE D'ALENCON;72320;Saint-Saturnin;2487;72;72701;Le Mans;210018;04-Unités urbaines de 100 000 hbts ou plus;12;2141;31;12334;182234;4591;38,69374864;De 150 à 200 000 entrées;SOCIETE DE PARTICIPATIONS CINEMATOGRAPHIQUES;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;153;108;105;64,78873239;23,72359155;7,306338028;4,181338028;25;34,28697183;48.06123;0.167196;48.06123, 0.167196
417332;LE SEJEFY S;Midi-Pyrénées;Occitanie;11 AV CHARLES DE GAULLE;81271;Saint-Sulpice-la-Pointe;8778;81;81204;Saint-Sulpice;8778;06-autres communes et unités urbaines;1;167;23;263;2753;12779;-0,784568433;De 2 à 5 000 entrées;VEO CINEMAS;SNC SAGEC - CINE 32 VEO;OUI;E;;FIXE;NON;I;93;74;0;69,18955124;27,59544541;3,215003349;0;54;40,09823621;43.77186;1.688125;43.77186, 1.688125
418121;LE FOYER;Rhône-Alpes;Auvergne - Rhône-Alpes;210 RUE DU CHANOINE PAVAILLER;69238;Saint-Symphorien-sur-Coise;3627;69;69103;Saint-Symphorien-sur-Coise;3627;06-autres communes et unités urbaines;2;376;27;525;6437;13239;-0,513785029;De 5 à 10 000 entrées;AEP CINEMA LE FOYER;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;117;87;3;59,71882641;15,77017115;14,50183374;10,0091687;49;76,20721271;45.629307;4.452451;45.629307, 4.452451
419912;GRAND ECRAN;Aquitaine;Nouvelle Aquitaine;24 AVENUE NATIONALE;40284;Saint-Vincent-de-Tyrosse;7661;40;40303;Saint-Vincent-de-Tyrosse;15408;06-autres communes et unités urbaines;1;286;30;405;7305;13060;-0,440658499;De 5 à 10 000 entrées;CINETYR;SAINT LOUIS;OUI;E;JP;FIXE;NON;C;155;120;9;15,58248825;58,38074037;19,61414791;6,422623464;83;13,66971721;43.660752;-1.304343;43.660752, -1.304343
421242;UGC TALENCE;Aquitaine;Nouvelle Aquitaine;ALLEE DU 7EME ART;33522;Talence;42171;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;12;2427;31;10020;111287;4277;25,01987374;De 100 à 150 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;NON;;FIXE;OUI;B;212;93;93;73,86449184;3,676286073;14,88080301;7,578419072;90;75,35759097;44.811682;-0.592543;44.811682, -0.592543
422432;LE LEM;Rhône-Alpes;Auvergne - Rhône-Alpes;62 AV DU 8 MAI 1945;69244;Tassin-la-Demi-Lune;21793;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;245;26;446;13772;190120;-0,92756154;De 10 à 20 000 entrées;ASSOCIATION DIFFUSION EXPLOITATION CINEMATOGRAPHIQUE SUD EST;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);OUI;C;JP;FIXE;NON;B;100;77;7;68,54388298;20,76462766;8,224734043;2,466755319;60;30,35239362;45.761019;4.761288;45.761019, 4.761288
423061;REGAIN;Rhône-Alpes;Auvergne - Rhône-Alpes;3 MONTEE DU CHATEAU;07319;Le Teil;8449;07;00551;Montélimar;55791;05-Unités urbaines de 20 000 à 100 000 hbts;2;189;30;1184;10444;1299429;-0,991962624;De 10 à 20 000 entrées;ASSOCIATION CINEBOL;SARL MC4 DISTRIBUTION;OUI;D;RDJP;FIXE;NON;B;174;145;4;37,37373737;62,62626263;0;0;96;0;44.550873;4.681776;44.550873, 4.681776
423501;LE BEGO;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;AV DU 16 SEPTEMBRE 1947;06163;Tende;2174;06;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;157;29;59;1175;7710;-0,847600519;Moins de 2000 entrées;ASSOCIATION MAISON DES JEUNES ET DE LA CULTURE;;NON;NON;;FIXE;NON;R;59;51;1;41,82389937;54,82180294;0,838574423;2,51572327;14;4,018169113;44.08886;7.593211;44.08886, 7.593211
424781;ST LOUIS;Basse-Normandie;Normandie;15 RUE DE LA CROIX;61484;Val-au-Perche;3737;61;61102;Le Theil;3737;06-autres communes et unités urbaines;1;221;21;173;3327;39168;-0,915058211;De 2 à 5 000 entrées;ASSOCIATION LE FOYER THEILLOIS;SARL GPCI;OUI;E;JP;FIXE;NON;C;60;44;0;57,77904112;30,81296191;5,381845746;6,026151222;25;23,91510328;48.265259;0.690629;48.265259, 0.690629
426761;LE ROC;Rhône-Alpes;Auvergne - Rhône-Alpes;IMMEUBLE LES EFFALEES;74279;Thollon-les-Mémises;760;74;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;193;19;178;1629;32222;-0,949444479;Moins de 2000 entrées;SOCIETE DES CINEMAS DU CHABLAIS;SARL CINEODE;NON;NON;;FIXE;NON;R;59;47;0;64,13536938;16,38464713;11,80354932;7,676434173;16;77,96120512;46.389621;6.718783;46.389621, 6.718783
427312;CINEMA SAINT-LOUIS;Pays de la Loire;Pays de la Loire;1 IMPASSE DE L EVECHE;49345;Bellevigne-en-Layon;5783;49;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;170;20;89;1540;6098;-0,747458183;Moins de 2000 entrées;SYNDICAT D INITIATIVE DE THOUARCE;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;R;66;51;0;41,77255067;42,5811194;7,203612307;8,442717631;31;28,37341174;47.267642;-0.502889;47.267642, -0.502889
428103;CINEMA;Rhône-Alpes;Auvergne - Rhône-Alpes;ZAC DU VAL CLARET;73296;Tignes;2569;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;282;21;530;6856;14934;-0,540913352;De 5 à 10 000 entrées;MONTAGNE CINE AUDIO;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;R;101;85;23;40,27714445;37,99716269;19,75730861;1,968384253;27;60,07751938;45.456559;6.900294;45.456559, 6.900294
428483;LE NORMANDY;Basse-Normandie;Normandie;BD DU MIDI;61486;Tinchebray-Bocage;4999;61;61104;Tinchebray;4999;06-autres communes et unités urbaines;1;280;24;84;2089;38622;-0,945911657;De 2 à 5 000 entrées;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;GENERIQUE;OUI;E;;FIXE;NON;I;73;51;0;55,21736363;17,32798676;12,83304691;14,6216027;30;81,64852651;48.763163;-0.732609;48.763163, -0.732609
428711;CINE PASSION;Aquitaine;Nouvelle Aquitaine;CINE PASSION;24553;Tocane-Saint-Apre;1667;24;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;200;29;225;7130;8838;-0,193256393;De 5 à 10 000 entrées;ASSOCIATION CINE PASSION EN PERIGORD;SNC SAGEC - CINE 32 VEO;OUI;E;JP;ITINERANT;NON;R;77;41;1;30,3246102;60,76441895;7,102031281;1,808939569;42;8,822759368;45.252655;0.493333;45.252655, 0.493333
