numCinema;nomCinema;ancienneRegion;nouvelleRegion;adresseCinema;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;nbEcrans;nbFauteuils;nbSemainesActivite;nbSeances;nbEntrees2020;nbEntrees2019;evolutionEntrees;trancheEntrees;proprietaireCinema;programmateurCinema;AE;categorieAE;labelAE;genre;multiplexe;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude;geolocalisation
127571;LE CYRANO;Picardie;Hauts-de-France;PLACE DU 8 MAI 1945;80222;Crécy-en-Ponthieu;1475;80;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;270;30;268;5271;29848;-0,823405253;De 5 à 10 000 entrées;ESPACE PONTHIEU MARQUENTERRE;;OUI;E;JP;FIXE;NON;R;84;55;1;57,93848712;26,24688279;9,517871987;6,296758105;30;44,59684123;50.253278;1.884465;50.253278, 1.884465
128114;LES TOILES 1;Picardie;Hauts-de-France;2, BOULEVARD VICTOR HUGO;60176;Crépy-en-Valois;15049;60;60303;Crépy-en-Valois;15049;06-autres communes et unités urbaines;4;548;31;2366;36329;16209;1,241285705;De 30 à 40 000 entrées;AMBIANCE COMPIEGNOISE;SARL NORD OUEST EXPLOITATION CINEMA;NON;NON;;FIXE;NON;I;133;100;52;65,6885349;27,41563614;4,736952421;2,158876546;59;31,64954936;49.231725;2.890294;49.231725, 2.890294
128142;L'AGORA-CINEPLAN;Languedoc-Roussillon;Occitanie;VOIE DOMITIENNE;34090;Le Crès;9220;34;34701;Montpellier;428909;04-Unités urbaines de 100 000 hbts ou plus;1;220;3;6;573;98632;-0,994190526;Moins de 2000 entrées;CINE PLAN;;NON;NON;;FIXE;NON;B;6;2;0;69,23076923;16,5311885;7,204586292;7,033455977;4;38,76957303;43.655112;3.943144;43.655112, 3.943144
128535;LA LUCARNE MJC;Ile-de-France;Ile-de-France;100 RUE JULIETTE SAVAR;94028;Créteil;90739;94;00851;Paris;10706072;02-Grande Couronne;1;92;29;684;6289;625517;-0,989945917;De 5 à 10 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU MONT MESLY;;OUI;C;JP;FIXE;NON;B;121;82;0;54,01902996;37,92524891;5,044484182;3,011236947;79;18,09832881;48.777428;2.466468;48.777428, 2.466468
136773;CINEAL;Bourgogne;Bourgogne - Franche-Comté;6 RUE DU PORT;58095;Decize;5623;58;58201;Decize;7550;06-autres communes et unités urbaines;2;345;17;499;6240;17143;-0,636003033;De 5 à 10 000 entrées;COMMUNE DE DECIZE;;OUI;E;;FIXE;NON;C;68;45;1;67,46283957;13,63403383;12,16811891;6,735007688;20;65,72014352;46.831224;3.459781;46.831224, 3.459781
138172;LE PESTEL;Rhône-Alpes;Auvergne - Rhône-Alpes;AV DE LA DIVISION DU TEXAS;26113;Die;4576;26;26110;Die;4576;06-autres communes et unités urbaines;1;207;30;546;16558;22018;-0,247978926;De 10 à 20 000 entrées;HENRY GERARD;;OUI;E;RDJPPR;FIXE;NON;I;121;92;1;65,65795507;21,46568852;10,09475776;2,781598655;87;42,44994651;44.750763;5.3764;44.750763, 5.3764
138595;CINE TOILES;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;AVENUE FRANCOIS CUZIN;04070;Digne-les-Bains;16246;04;04301;Digne-les-Bains;17038;06-autres communes et unités urbaines;4;767;31;2877;31377;24482;0,281635487;De 30 à 40 000 entrées;CINE ESPACE EVASION;;OUI;E;RDJP;FIXE;NON;C;183;134;106;50,16066937;32,27247061;11,62876649;5,938093527;94;52,95621375;44.087669;6.231264;44.087669, 6.231264
138715;DARCY;Bourgogne;Bourgogne - Franche-Comté;8, PLACE DARCY;21231;Dijon;155114;21;21701;Dijon;243244;04-Unités urbaines de 100 000 hbts ou plus;5;1005;17;2418;29111;35858;-0,188158849;De 20 à 30 000 entrées;DARCY PALACE;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;NON;C;42;29;26;63,44470744;9,382396653;18,87763527;8,295260637;26;86,23328012;47.323572;5.034663;47.323572, 5.034663
140082;CINEMA THEATRE MUNICIPAL;Picardie;Hauts-de-France;PLACE DE BURGEWEDEL;60200;Domfront;307;60;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;165;5;30;743;33089;-0,977545408;Moins de 2000 entrées;LIGUE DE L' ENSEIGNEMENT DE NORMANDIE;;NON;NON;;FIXE;NON;R;14;14;0;56,44416044;37,53440818;3,519465199;2,501966182;5;21,65749115;48.592827;-0.642599;48.592827, -0.642599
140521;ESPACE ERMITAGE;Ile-de-France;Ile-de-France;ALLEE STE THERESE;95199;Domont;15343;95;00851;Paris;10706072;03-Petite couronne;1;282;31;858;12286;5679;1,163409051;De 10 à 20 000 entrées;CENTRE SOCIAL CULTUREL DOMONTOIS;;NON;NON;;FIXE;NON;B;98;71;7;76,14850427;15,625;6,303418803;1,923076923;38;44,81837607;49.02987;2.333691;49.02987, 2.333691
142082;TIVOLI;Picardie;Hauts-de-France;4, RUE DE LAVARENNE;80253;Doullens;6321;80;80204;Doullens;6726;06-autres communes et unités urbaines;1;98;27;255;4883;13380;-0,635052317;De 2 à 5 000 entrées;RD DIFFUSION;SARL CINEODE;OUI;E;;FIXE;NON;C;75;63;0;52,00122524;43,15090872;3,747192158;1,100673882;19;13,87584235;50.159213;2.335821;50.159213, 2.335821
142371;LE FOYER;Basse-Normandie;Normandie;RUE DU CHEMIN DU BORD;14228;Douvres-la-Délivrande;5190;14;14302;Douvres-la-Délivrande - Luc-sur-Mer;14825;06-autres communes et unités urbaines;1;260;30;515;12815;4541;1,822065624;De 10 à 20 000 entrées;ASSOCIATION FOYER RURAL DE DOUVRES;;OUI;E;JP;FIXE;NON;C;117;85;6;67,11321122;24,98538581;7,234021824;0,667381138;64;20,47447389;49.295699;-0.380152;49.295699, -0.380152
142752;ESPACE CULTUREL DU PARC;Ile-de-France;Ile-de-France;PLACE MAURICE NILES;93029;Drancy;69568;93;00851;Paris;10706072;02-Grande Couronne;1;329;28;152;4291;22269;-0,807310611;De 2 à 5 000 entrées;COMMUNE DE DRANCY;;NON;NON;;FIXE;NON;B;42;33;0;51,75388154;37,89534215;3,933294997;6,417481311;13;24,96837263;48.927466;2.438309;48.927466, 2.438309
142995;CINE CENTRE;Centre;Centre - Val-de-Loire;5 ESPLANADE DU CHAMP DE FOIRE;28134;Dreux;30836;28;28401;Dreux;49055;05-Unités urbaines de 20 000 à 100 000 hbts;9;1544;31;7942;100581;9018;10,15335995;De 100 à 150 000 entrées;SOCIETE NOUVELLE DES CINEMAS DE DREUX;STE NOUVELLE DES CINEMAS DE DREUX (Brunet);OUI;D;PR;FIXE;OUI;C;223;132;113;47,28634031;43,10453917;6,408033183;3,201087339;91;19,30026012;48.731866;1.361178;48.731866, 1.361178
144230;CINEMA;Languedoc-Roussillon;Occitanie;FOYER RURAL L'OUSTAU PER TOU;30106;Durfort-et-Saint-Martin-de-Sossenac;689;30;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;0;5;19;1182;7174;-0,835238361;Moins de 2000 entrées;CINE GARRIGUES;;NON;NON;;ITINERANT;NON;R;11;4;0;59,29279862;30,28244933;9,163432514;1,261319534;5;29,8835705;43.990835;3.955297;43.990835, 3.955297
146576;LE VAUTIER;Languedoc-Roussillon;Occitanie;BOULEVARD VOLTAIRE;66065;Elne;8659;66;66401;Saint-Cyprien;53068;05-Unités urbaines de 20 000 à 100 000 hbts;1;157;28;234;3806;7551;-0,4959608;De 2 à 5 000 entrées;CINEMAGINAIRE;CINEMAGINAIRE;OUI;D;JP;FIXE;NON;C;93;70;11;59,19790759;9,590235397;25,95175821;5,260098808;39;54,31560593;42.601026;2.9735;42.601026, 2.9735
148227;CINES PALACE;Lorraine;Grand-Est;RUE SAINT MICHEL;88160;Épinal;31938;88;88501;Épinal;61800;05-Unités urbaines de 20 000 à 100 000 hbts;8;1600;30;5852;133042;778548;-0,829115225;De 100 à 150 000 entrées;SEM PALACE EPINAL;SEM DU PALACE EPINAL (Toussaint);OUI;D;RDJPPR;FIXE;OUI;C;229;159;98;51,85741017;40,67970479;5,515715086;1,947169955;116;19,59612846;48.177085;6.455937;48.177085, 6.455937
148321;SALLE SERGE GAINSBOURG;Ile-de-France;Ile-de-France;RUE DU GENERAL JULIEN;93031;Épinay-sur-Seine;54840;93;00851;Paris;10706072;02-Grande Couronne;1;180;9;29;1563;61577;-0,974617146;Moins de 2000 entrées;ESPACE CINEMA;;NON;NON;;FIXE;NON;B;6;0;0;59,40615998;23,2661201;11,87680035;5,450919566;6;58,74141369;48.95411;2.312115;48.95411, 2.312115
150801;REX;Midi-Pyrénées;Occitanie;10 BD DE GUIZARD;12096;Espalion;4545;12;12201;Espalion;5892;06-autres communes et unités urbaines;1;217;30;448;6351;502282;-0,987355709;De 5 à 10 000 entrées;VEO CINEMAS;SNC SAGEC - CINE 32 VEO;OUI;E;RDJP;FIXE;NON;C;147;90;0;61,83533448;14,09376787;20,75471698;3,316180675;92;48,94225272;44.523418;2.763821;44.523418, 2.763821
152882;LA ROTONDE A;Ile-de-France;Ile-de-France;102 RUE SAINT JACQUES;91223;Étampes;24271;91;91401;Étampes;29851;03-Petite couronne;3;338;31;3235;18658;629483;-0,970359803;De 10 à 20 000 entrées;OMNICOM;;NON;NON;;FIXE;NON;C;137;106;54;60,85538693;29,46193403;6,333876834;3,348802207;33;24,60805218;48.433642;2.155867;48.433642, 2.155867
154488;MEGA CGR;Ile-de-France;Ile-de-France;PLACE DE L'AGORA - CE 169;91228;Évry;53871;91;00851;Paris;10706072;03-Petite couronne;10;2052;31;9923;64630;255441;-0,746986584;De 50 à 80 000 entrées;ESPACE LOISIRS;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;133;90;88;71,78571429;19,35714286;8,857142857;0;25;48,78571429;48.627929;2.429517;48.627929, 2.429517
154813;JEAN GABIN;Limousin;Nouvelle Aquitaine;AVENUE DE LA PAIX;87064;Eymoutiers;2055;87;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;135;30;272;3703;7406;-0,5;De 2 à 5 000 entrées;ASSOCIATION EYMOUTIERS CINE VIDEO;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;R;145;110;0;65,44829069;16,68458396;14,27649968;3,590625672;92;46,69963449;45.738722;1.741383;45.738722, 1.741383
154921;JEAN RENOIR;Aquitaine;Nouvelle Aquitaine;RUE DE L HOTEL DE VILLE;33162;Eysines;22864;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;1;169;27;180;3275;16659;-0,803409568;De 2 à 5 000 entrées;COMITE EYSINAIS D'ACTION CULTURELLE;ARTEC;OUI;C;;FIXE;NON;B;112;88;1;65,46987952;27,57831325;3,686746988;3,265060241;59;33,3253012;44.879016;-0.6384;44.879016, -0.6384
155711;CINE ELLE LE FAOUET;Bretagne;Bretagne;41 RUE JEAN CORENTIN CARRE;56057;Le Faouët;2815;56;56109;Le Faouët;2815;06-autres communes et unités urbaines;1;326;30;226;3731;534529;-0,993020023;De 2 à 5 000 entrées;CINEMA ELLE;SAS CINE DIFFUSION;NON;NON;;FIXE;NON;I;122;91;1;58,67048425;28,13394747;7,89244367;5,303124611;58;56,940122;48.033874;-3.488682;48.033874, -3.488682
157011;ESPACE CULTUREL;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;2 RUE DU TERME;83055;Fayence;5670;83;83301;Fayence;11161;06-autres communes et unités urbaines;1;254;29;85;1754;30279;-0,942072063;Moins de 2000 entrées;ASSOCIATION MAISON POUR TOUS;SARL MC4 DISTRIBUTION;NON;NON;;FIXE;NON;C;79;69;2;66,9008587;9,953161593;23,1459797;0;28;46,99453552;43.620961;6.698294;43.620961, 6.698294
158801;JEAN RACINE;Picardie;Hauts-de-France;1 RUE JEAN RACINE;02307;La Ferté-Milon;2123;02;02107;La Ferté-Milon;2123;06-autres communes et unités urbaines;1;119;29;238;1724;11303;-0,847474122;Moins de 2000 entrées;LA FERTE MILON ANIMATIONS CULTURE ET LOISIRS;SARL CINEODE;NON;NON;;FIXE;NON;I;80;63;0;53,5971223;28,95683453;15,82733813;1,618705036;30;71,04316547;49.174952;3.127739;49.174952, 3.127739
159923;MAJESTIC;Rhône-Alpes;Auvergne - Rhône-Alpes;1, PLACE VOLTAIRE;42095;Firminy;16839;42;00753;Saint-Étienne;373130;04-Unités urbaines de 100 000 hbts ou plus;2;837;29;1199;17800;148985;-0,880524885;De 10 à 20 000 entrées;SOCIETE D'EXPLOITATION DU CINEMA LE MAJESTIC;;NON;NON;;FIXE;NON;B;92;69;30;0;100;0;0;32;100;45.389679;4.28977;45.389679, 4.28977
160410;NOTRE DAME DES SALLE;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;CINEMA SALLE ARTEA;83057;Flassans-sur-Issole;3485;83;83108;Flassans-sur-Issole;3485;06-autres communes et unités urbaines;1;96;30;80;2707;614679;-0,995596075;De 2 à 5 000 entrées;CINE BLEU FOYER RURAL;;OUI;E;;ITINERANT;NON;I;62;51;0;59,61162677;19,57311992;12,26040978;8,55484353;37;81,57993046;43.382416;6.204033;43.382416, 6.204033
162844;ERMITAGE;Ile-de-France;Ile-de-France;6 RUE DE FRANCE;77186;Fontainebleau;14974;77;77406;Fontainebleau;36517;03-Petite couronne;5;944;31;3412;29250;23639;0,237361987;De 20 à 30 000 entrées;L ERMITAGE;;OUI;D;RDJPPR;FIXE;NON;C;161;108;80;60,97416974;20,900369;12,01476015;6,110701107;109;35,76383764;48.404394;2.699594;48.404394, 2.699594
170435;MEGA KINE;Lorraine;Grand-Est;ROUTE DE METZ;57240;Freyming-Merlebach;13059;57;57501;Sarrebruck (ALL) - Forbach (partie française);83893;05-Unités urbaines de 20 000 à 100 000 hbts;10;2474;31;9454;71873;45108;0,593353729;De 50 à 80 000 entrées;MULTIPLEX;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;161;115;92;46,90994887;45,04559194;7,125110303;0,919348883;44;18,01898778;49.141819;6.81071;49.141819, 6.81071
172043;THEATRE ANDRE MALRAUX;Ile-de-France;Ile-de-France;1 BIS RUE GUILLEMETEAU;93032;Gagny;39603;93;00851;Paris;10706072;02-Grande Couronne;1;450;19;172;3952;27404;-0,855787476;De 2 à 5 000 entrées;ASSOCIATION LE CINEMA DE GAGNY;;OUI;C;;FIXE;NON;B;72;50;0;75,24472632;13,64263064;9,561560733;1,551082311;40;16,75168896;48.884043;2.529952;48.884043, 2.529952
172104;IMAG'IN CINEMA L'OLYMPIA;Midi-Pyrénées;Occitanie;RUE JOSEPH RIGAL;81099;Gaillac;15423;81;81303;Gaillac;18794;06-autres communes et unités urbaines;4;709;31;3288;60847;12654;3,808519045;De 50 à 80 000 entrées;CINE QUATRE VINGT UN;SNC SAGEC - CINE 32 VEO;OUI;E;RDJP;FIXE;NON;C;198;137;84;51,53744275;42,76596084;5,241826102;0,454770301;111;12,62346615;43.901202;1.895449;43.901202, 1.895449
172662;L'ARC EN CIEL;Languedoc-Roussillon;Occitanie;7 RUE EMILE PLANCHON;34111;Ganges;3950;34;34209;Ganges;7942;06-autres communes et unités urbaines;1;166;30;522;6064;14769;-0,589410251;De 5 à 10 000 entrées;MIREILLE LACAN ET CIE;SARL CINEODE;OUI;E;;FIXE;NON;C;108;88;17;51,55075188;36,79511278;7,82424812;3,829887218;48;34,63345865;43.936455;3.709731;43.936455, 3.709731
172741;PALACE;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;63 RUE CARNOT;05061;Gap;40776;05;05401;Gap;41248;05-Unités urbaines de 20 000 à 100 000 hbts;6;640;31;4972;41936;75681;-0,4458847;De 40 à 50 000 entrées;LE PALACE;SARL CINEPROFILMS;NON;NON;;FIXE;NON;C;99;78;70;62,55358236;32,33312921;4,500918555;0,612369871;13;38,82424985;44.557036;6.078807;44.557036, 6.078807
172860;CINESCOP;Poitou-Charentes;Nouvelle Aquitaine;Z.E. DE LA PENOTTE;16146;Garat;1999;16;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;6;873;31;6106;87612;1074288;-0,91844645;De 80 à 100 000 entrées;CINESCOP;SAS AGORA CINEMAS;OUI;E;;FIXE;NON;R;198;125;90;46,79342572;10,63486948;10,73155011;31,84015469;89;85,69126652;45.629474;0.233829;45.629474, 0.233829
172914;CINE GARCHES;Ile-de-France;Ile-de-France;86 GRANDE RUE;92033;Garches;17762;92;00851;Paris;10706072;02-Grande Couronne;2;434;27;727;8680;10395;-0,164983165;De 5 à 10 000 entrées;VILLE DE LIART;SARL GPCI;NON;NON;;FIXE;NON;B;106;90;27;43,82419485;47,75145946;7,579397224;0,844948465;51;16,16714617;48.844239;2.188722;48.844239, 2.188722
172961;CASINO;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;11 COURS FORBIN;13041;Gardanne;19749;13;00759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;2;163;30;1309;11413;3049;2,74319449;De 10 à 20 000 entrées;GARDANNE ACTION CINEMA;PROVENCAUX ASSOCIES;OUI;C;;FIXE;NON;B;149;102;9;50,43852481;19,88887073;17,94410851;11,72849594;80;87,28005665;43.454749;5.470731;43.454749, 5.470731
175923;CINEMA DU CASINO;Lorraine;Grand-Est;3, AVENUE DE LA VILLE DE VICHY;88196;Gérardmer;8294;88;88301;Gérardmer;9835;06-autres communes et unités urbaines;1;390;29;418;8839;348342;-0,974625512;De 5 à 10 000 entrées;CASINO DE GERARDMER;;NON;NON;;FIXE;NON;C;40;34;21;86,02381417;10,57973843;2,596135077;0,800312317;3;57,15401132;48.069277;6.867186;48.069277, 6.867186
176722;LE CLUB;Rhône-Alpes;Auvergne - Rhône-Alpes;ROUTE TANINGES;74134;Les Gets;1251;74;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;220;18;217;4676;26617;-0,824322801;De 2 à 5 000 entrées;BAUCINE;;NON;NON;;FIXE;NON;R;58;45;37;54,53414217;30,40908384;9,083838855;5,972935138;13;39,86623114;46.152434;6.657281;46.152434, 6.657281
176873;CINEMA LE PATIO;Rhône-Alpes;Auvergne - Rhône-Alpes;AVENUE DE LA GARE;01173;Gex;11687;01;01301;Gex;16504;06-autres communes et unités urbaines;1;110;28;497;5470;22451;-0,756358291;De 5 à 10 000 entrées;VILLE DE GEX;;OUI;E;RDJPPR;FIXE;NON;C;162;109;1;54,18765156;20,66778586;19,15687372;5,987688864;112;52,54616676;46.332254;6.05905;46.332254, 6.05905
178423;LE MANEGE;Champagne-Ardenne;Grand-Est;PLACE JACQUES SOURDILLE;08190;Givet;6699;08;08206;Givet;8421;06-autres communes et unités urbaines;2;465;30;948;9386;14180;-0,338081805;De 5 à 10 000 entrées;COMMUNE DE GIVET;;OUI;E;JP;FIXE;NON;C;104;83;20;70,57814376;22,03922914;4,494767542;2,887859553;29;35,00314519;50.135351;4.82068;50.135351, 4.82068
179902;LA POINTE DE CAUX;Haute-Normandie;Normandie;RUE PIERRE GLENISSON;76305;Gonfreville-l'Orcher;9234;76;76701;Le Havre;237578;04-Unités urbaines de 100 000 hbts ou plus;1;337;10;98;1617;32141;-0,949690427;Moins de 2000 entrées;VILLE DE GONFREVILLE L' ORCHER;;NON;NON;;FIXE;NON;B;34;16;0;55,00848896;40,57724958;4,41426146;0;11;15,95925297;49.504857;0.228509;49.504857, 0.228509
182282;L'ATELIER;Midi-Pyrénées;Occitanie;AVENUE PAUL MAZET;46128;Gramat;3649;46;46103;Gramat;3649;06-autres communes et unités urbaines;1;158;31;378;5529;2910;0,9;De 5 à 10 000 entrées;COMMUNE DE GRAMAT;SNC SAGEC - CINE 32 VEO;OUI;E;JP;FIXE;NON;I;147;104;1;39,74358974;31,94242864;7,885824867;20,42815675;72;40,62651185;44.775936;1.72351;44.775936, 1.72351
182931;LE VARLIN;Nord-Pas-de-Calais;Hauts-de-France;RUE DENIS PAPIN;59271;Grande-Synthe;23634;59;59602;Dunkerque;177103;04-Unités urbaines de 100 000 hbts ou plus;1;227;27;423;10851;33605;-0,677101622;De 10 à 20 000 entrées;REGIE PERSONNALISEE CINEMA LE VARLIN;;NON;NON;;FIXE;NON;B;59;45;2;56,11068896;21,01380446;17,43287741;5,442629179;10;72,25810537;51.018143;2.300028;51.018143, 2.300028
184053;CINEMA  STUDIO;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;15 RUE DU JEU DE BALLON;06069;Grasse;50937;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;2;230;23;795;5596;11708;-0,522036215;De 5 à 10 000 entrées;VILLE DE GRASSE;SARL MC4 DISTRIBUTION;OUI;C;;FIXE;NON;B;175;130;5;31,9585484;56,03049427;9,209705064;2,801252266;106;12,30916314;43.659584;6.922053;43.659584, 6.922053
184364;CINEMA SPORTICA;Nord-Pas-de-Calais;Hauts-de-France;LE POLDER CENTRE ZAC DU POLDER;59273;Gravelines;11586;59;59602;Dunkerque;177103;04-Unités urbaines de 100 000 hbts ou plus;2;369;30;967;11403;564824;-0,97981141;De 10 à 20 000 entrées;L ETOILE;;OUI;C;JP;FIXE;NON;B;122;91;21;80,54607509;16,04095563;3,412969283;0;43;39,76109215;51.003064;2.131258;51.003064, 2.131258
184581;CINEMAVIA;Franche-Comté;Bourgogne - Franche-Comté;3 QUAI MAVIA;70279;Gray;5484;70;70301;Gray;9470;06-autres communes et unités urbaines;2;252;28;847;13615;495495;-0,972522427;De 10 à 20 000 entrées;COMMUNAUTE DE COMMUNES DU VAL DE GRAY;;OUI;E;JPPR;FIXE;NON;C;108;60;14;57,4549969;34,3823712;5,232774674;2,929857232;63;26,75356921;47.448741;5.587904;47.448741, 5.587904
185116;PATHE CHAVANT;Rhône-Alpes;Auvergne - Rhône-Alpes;21 BOULEVARD MARECHAL LYAUTEY;38185;Grenoble;160649;38;38701;Grenoble;511598;04-Unités urbaines de 100 000 hbts ou plus;10;2984;31;8770;169675;15335;10,0645582;De 150 à 200 000 entrées;PATHE GRENOBLE CHAVANT;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;156;110;107;56,03690333;38,38748496;4,693140794;0,882470919;49;29,12154031;45.185486;5.731291;45.185486, 5.731291
186232;CINEMA DES FAMILLES;Bretagne;Bretagne;3 RUE DU GRIPP;56069;Groix;2262;56;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;236;30;120;4977;484744;-0,989732725;De 2 à 5 000 entrées;BERGER BOTERF HELENE;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;R;113;72;0;62,87744227;31,08348135;4,67732386;1,361752516;88;30,72824156;47.641631;-3.45272;47.641631, -3.45272
187191;L ODEON;Pays de la Loire;Pays de la Loire;7 PLACE DE L EGLISE;44067;Guémené-Penfao;5231;44;44122;Guémené-Penfao;5231;06-autres communes et unités urbaines;1;165;29;155;2730;31240;-0,912612036;De 2 à 5 000 entrées;ASSOCIATION L' ETENDARD;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;I;86;59;0;72,54178728;11,56970772;9,800168083;6,088336913;25;81,76767205;47.630162;-1.8325;47.630162, -1.8325
187441;LE BRETAGNE;Bretagne;Bretagne;2 RUE DES SABLONNIERES;35125;La Guerche-de-Bretagne;4281;35;35204;La Guerche-de-Bretagne;5391;06-autres communes et unités urbaines;1;270;22;148;3821;81568;-0,953155649;De 2 à 5 000 entrées;ASSOCIATION LES JONGLEURS;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;C;93;65;2;76,22363301;9,625230391;10,42391972;3,727216875;47;68,9739914;47.941328;-1.226507;47.941328, -1.226507
188681;ALLIANCE;Bretagne;Bretagne;22 RUE DE VANNES;35176;Guipry-Messac;6888;35;35207;Guipry;6888;06-autres communes et unités urbaines;1;185;31;283;6674;6440;0,036335404;De 5 à 10 000 entrées;CINEMA ALLIANCE;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;B;137;102;3;79,71952535;12,40560949;6,148867314;1,725997843;62;48,75943905;47.8255858;-1.8447579999999562;47.8255858, -1.8447579999999562
191372;LE PRÉVERT;Nord-Pas-de-Calais;Hauts-de-France;RUE DE MONTCEAU-LES-MINES;62413;Harnes;12595;62;00756;Douai - Lens;504537;04-Unités urbaines de 100 000 hbts ou plus;1;362;29;318;6706;10;669,6;De 5 à 10 000 entrées;COMMUNE DE HARNES;ENT. REG. CIN. NORD PAS DE CALAIS;NON;NON;;FIXE;NON;B;67;50;0;51,37888199;36,88198758;10,47204969;1,267080745;17;40,60869565;50.445859;2.905974;50.445859, 2.905974
193373;GAUMONT;Haute-Normandie;Normandie;QUAI DES ANTILLES;76351;Le Havre;172366;76;76701;Le Havre;237578;04-Unités urbaines de 100 000 hbts ou plus;12;2412;31;10527;149769;21346;6,016255973;De 100 à 150 000 entrées;GAUMONT LE HAVRE;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;205;118;105;40,98540686;45,49006357;6,85729974;6,667229837;53;27,70796815;49.48976;0.131344;49.48976, 0.131344
197622;CINEMA HENRI JEANSON;Basse-Normandie;Normandie;COURS DES FOSSES;14333;Honfleur;7454;14;00363;Honfleur;16740;06-autres communes et unités urbaines;1;199;30;482;6617;25513;-0,740642026;De 5 à 10 000 entrées;EXPLOITATION CINEMATOGRAPHIQUE LECHANTEUR PERE ET FILS;SARL NORD OUEST EXPLOITATION CINEMA;NON;NON;;FIXE;NON;C;109;88;7;77,83018868;21,02004717;0;1,149764151;39;21,875;49.419105;0.234146;49.419105, 0.234146
198721;LOU HAPCHOT;Aquitaine;Nouvelle Aquitaine;8 RUE LACHANAU;33203;Hourtin;3490;33;33103;Hourtin;3490;06-autres communes et unités urbaines;1;210;30;298;4163;494739;-0,991585462;De 2 à 5 000 entrées;QUEAU LUDOVIC CLAUDE;;NON;NON;;FIXE;NON;I;126;107;13;62,43739566;33,30550918;0;4,257095159;47;24,29048414;45.184656;-1.059343;45.184656, -1.059343
201524;LE CONTI;Ile-de-France;Ile-de-France;PLACE DU PATIS;95313;L' Isle-Adam;12249;95;00851;Paris;10706072;03-Petite couronne;5;739;30;2523;28222;20031;0,40891618;De 20 à 30 000 entrées;SPECTA;SARL GPCI;NON;NON;;FIXE;NON;B;162;103;62;54,44061962;26,55765921;13,97590361;5,025817556;67;59,46643718;49.110771;2.211976;49.110771, 2.211976
201632;SALLE DES FETES;Midi-Pyrénées;Occitanie;BLD DES MARTYRS DE MEILHAN;31239;L' Isle-en-Dodon;1677;31;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;237;28;72;936;25404;-0,963155409;Moins de 2000 entrées;CULTURE ET CINEMA;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;R;67;52;0;50,02965013;36,41035778;7,728800158;5,831191935;38;34,47321605;43.381163;0.836443;43.381163, 0.836443
201821;CINEMA CLUB 2000;Provence-Alpes-Côte-d'Azur;Provence-Alpes-Côte-d'Azur;STATION ISOLA 2000;06073;Isola;693;06;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;150;19;240;2862;41905;-0,931702661;De 2 à 5 000 entrées;CINE SAUSSET;SARL CINEODE;NON;NON;;FIXE;NON;R;43;32;4;62,25791214;32,35710912;3,1412376;2,243741143;8;47,8743505;44.18736;7.045728;44.18736, 7.045728
