numUniteUrbaine;nomUniteUrbaine;annee;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE
41501;Blois;2017;2;14;2835;1;23131;497039;3552879,3;10,81513853;1;3;683;4230;71505;395886,1;7,545889519
41501;Blois;2018;2;14;2835;1;23008;465865;3284787,8;10,20232742;1;3;683;4455;68255;376692,9;6,835459264
41501;Blois;2019;2;14;2835;1;22438;504214;3595384,7;11,36090488;1;3;683;4319;76386;424654,5;7,858100316
41501;Blois;2020;2;14;2831;1;10709;161292;1132200,8;7,589358185;1;3;683;2018;30182;171376,4;6,580416165
33701;Bordeaux;2010;19;103;19711;5;160165;4677991;28033901,88;16,26744581;7;20;3800;23056;710519;3447771,9;18,51267831
33701;Bordeaux;2011;19;103;19711;5;170568;4732938;28313820,64;15,53190345;8;21;4149;23273;769353;3758685,55;19,44850735
33701;Bordeaux;2012;20;109;20795;5;172434;4618854;27736589,93;15,05908833;9;22;4345;23975;744692;3613663,2;17,98626537
33701;Bordeaux;2013;19;108;20315;5;179670;4472846;27096885,35;14,0082803;10;26;5386;30093;890643;4377316,72;15,50152928
33701;Bordeaux;2014;19;108;20315;5;179428;4588170;27685030,38;14,33813565;10;26;5386;29947;922307;4529155,54;16,12114521
33701;Bordeaux;2015;19;108;20569;5;180313;4435177;27592472;13,88466757;9;25;5190;30974;901315;4461751,76;15,3977948
33701;Bordeaux;2016;20;115;21820;5;182035;4570039;28515163,51;14,04828234;9;25;5190;31550;992575;4980766,03;16,35869055
33701;Bordeaux;2017;20;115;21838;5;196767;4707259;29984160,36;13,40717803;9;25;5208;32903;967863;4886244,41;15,27117108
33701;Bordeaux;2018;20;115;21860;5;202126;4500112;28736527,9;12,43835635;9;25;5208;33055;967274;4920593,49;15,39722502
33701;Bordeaux;2019;19;115;21726;5;199434;4619510;29916307,01;12,91068364;8;21;4298;26397;767137;3938342,51;16,37841604
33701;Bordeaux;2020;19;115;21622;5;98602;1347374;8653093,42;7,644215874;9;25;5339;17078;342658;1776823,57;10,26574984
62503;Boulogne-sur-Mer;2010;1;7;944;;10122;218743;1365227,15;15,84452385;1;7;944;10122;218743;1365227,15;15,84452385
62503;Boulogne-sur-Mer;2011;1;7;944;;10552;222376;1416888,15;15,83362645;1;7;944;10552;222376;1416888,15;15,83362645
62503;Boulogne-sur-Mer;2012;1;7;944;;10416;204691;1256227,65;14,89974079;1;7;944;10416;204691;1256227,65;14,89974079
62503;Boulogne-sur-Mer;2013;1;7;944;;10239;183293;1086145,1;13,6305598;1;7;944;10239;183293;1086145,1;13,6305598
62503;Boulogne-sur-Mer;2014;1;7;944;;10416;204230;1191686,65;14,89369926;1;7;944;10416;204230;1191686,65;14,89369926
62503;Boulogne-sur-Mer;2015;1;7;944;;10482;226818;1304795,95;16,5213876;1;7;944;10482;226818;1304795,95;16,5213876
62503;Boulogne-sur-Mer;2016;1;7;944;;10572;230035;1334129,3;16,36944049;1;7;944;10572;230035;1334129,3;16,36944049
62503;Boulogne-sur-Mer;2017;1;7;944;;10902;227860;1356844,4;15,75847608;1;7;944;10902;227860;1356844,4;15,75847608
62503;Boulogne-sur-Mer;2018;1;7;944;;10873;210123;1255973,4;14,63332593;1;7;944;10873;210123;1255973,4;14,63332593
62503;Boulogne-sur-Mer;2019;1;7;944;;10767;220944;1314871,25;15,41307751;1;7;944;10767;220944;1314871,25;15,41307751
62503;Boulogne-sur-Mer;2020;1;7;944;;6013;65267;392774,2;8,176578107;1;7;944;6013;65267;392774,2;8,176578107
01501;Bourg-en-Bresse;2010;2;13;2619;1;15233;449661;3156147,5;14,45248859;1;4;681;2644;34149;191502,6;7,61667912
01501;Bourg-en-Bresse;2011;2;13;2619;1;15423;471118;3241223,85;14,78508932;1;4;681;2624;35547;195727,65;7,951566289
01501;Bourg-en-Bresse;2012;2;13;2619;1;16210;465880;3190422,9;14,16769936;1;4;681;3508;38103;216173;6,423600575
01501;Bourg-en-Bresse;2013;2;13;2619;1;15269;437045;3028152,1;13,86188514;1;4;681;2458;24229;139798;5,579492045
01501;Bourg-en-Bresse;2014;2;12;2532;1;15832;483026;3182426,5;14,59177992;1;3;594;3101;36768;208383;5,991513326
01501;Bourg-en-Bresse;2015;2;12;2532;1;15818;475880;3141838,2;14,40483495;1;3;594;3121;31766;179596,7;5,148393538
01501;Bourg-en-Bresse;2016;2;12;2532;1;15765;484076;3210091;14,68303426;1;3;594;3113;40045;225161,6;6,527898227
01501;Bourg-en-Bresse;2017;2;12;2532;1;16244;477419;3209918,6;14,15440435;1;3;594;3135;37259;211523,7;6,031501926
01501;Bourg-en-Bresse;2018;2;12;2532;1;16583;456994;3050461;13,21091253;1;3;594;3159;36364;208399,8;5,817197558
01501;Bourg-en-Bresse;2019;2;12;2532;1;16337;468851;3151673,5;13,75104632;1;3;594;3167;39369;227361,9;6,297971864
01501;Bourg-en-Bresse;2020;2;12;2532;1;7651;135791;893900,8;8,390753247;1;3;594;840;10416;58250,3;6,267902275
18501;Bourges;2010;2;13;2730;1;26387;542813;3445121,39;9,67664935;1;1;110;1171;36485;165741,8;28,32466423
18501;Bourges;2011;2;13;2730;1;25465;552611;3546914,98;10,25664869;1;1;110;1121;34729;153794,2;28,16397697
18501;Bourges;2012;2;13;2730;1;26100;515226;3265965;9,388940561;1;1;110;1209;30287;137862,9;22,77389277
18501;Bourges;2013;2;13;2730;1;25904;474124;3034556,95;8,727815471;1;1;110;1216;33685;164877,4;25,18316388
18501;Bourges;2014;2;13;2730;1;26156;502215;3250215,15;9,089956387;1;1;110;1258;34800;167295,3;25,1481428
18501;Bourges;2015;2;13;2730;1;26082;493321;3330528,6;8,999220879;1;1;110;1296;33270;154293,5;23,33754209
18501;Bourges;2016;2;13;2730;1;26130;502444;3361526,08;9,139734189;1;1;110;1307;41521;201569,2;28,8801558
18501;Bourges;2017;2;13;2730;1;26073;514695;3546112,28;9,389677785;1;1;110;1366;40776;199229,8;27,1369626
18501;Bourges;2018;2;13;2730;1;25816;476786;3255999,91;8,804084713;1;1;110;1365;37557;179339,2;25,01298701
18501;Bourges;2019;2;13;2730;1;25049;512226;3614446,56;9,739573747;1;1;110;1383;42030;209085,3;27,62768685
18501;Bourges;2020;2;13;2620;1;13025;152136;1081792,05;5,825111124;1;1;110;872;17338;87064,5;18,07547957
38501;Bourgoin-Jallieu;2010;2;12;2252;1;14677;542433;3621013,3;20,3071038;1;3;636;1548;23568;122525;7,149878044
38501;Bourgoin-Jallieu;2011;2;12;2252;1;14887;558497;3700194,4;20,49367078;1;3;636;1541;25370;134944,5;7,740278125
38501;Bourgoin-Jallieu;2012;2;12;2252;1;14785;538802;3576981,5;20,05044596;1;3;636;1470;20187;103884,5;6,408693499
38501;Bourgoin-Jallieu;2013;1;12;2010;1;15349;531625;3523060,5;20,21602292;;;;;;;
38501;Bourgoin-Jallieu;2014;1;12;2010;1;18311;609672;3865766,5;20,05556076;;;;;;;
38501;Bourgoin-Jallieu;2015;1;12;2010;1;18610;604567;3902940,45;19,44930936;;;;;;;
38501;Bourgoin-Jallieu;2016;1;12;2010;1;19165;523722;3590259,83;16,35453213;;;;;;;
38501;Bourgoin-Jallieu;2017;1;12;2010;1;19986;530834;3692605,91;16,09488705;;;;;;;
38501;Bourgoin-Jallieu;2018;1;12;2010;1;20417;507230;3575284,77;15,04347878;;;;;;;
38501;Bourgoin-Jallieu;2019;1;12;2010;1;20324;539333;3839619,88;16,15267099;1;12;2010;20324;539333;3839619,88;16,15267099
38501;Bourgoin-Jallieu;2020;1;12;2010;1;10012;143231;1014909,52;8,554480305;1;12;2010;10012;143231;1014909,52;8,554480305
29701;Brest;2010;5;31;5701;2;48850;1128626;6652336,96;12,86730428;2;7;902;10532;147800;663977,3;10,76152732
29701;Brest;2011;5;32;5751;2;49931;1150598;6762286,83;12,80078305;2;8;952;10659;167848;774288,4;12,14200199
29701;Brest;2012;5;32;5751;2;53174;1124785;6778681,4;12,00001579;2;8;952;12265;170373;783789,8;11,67132612
29701;Brest;2013;5;32;5751;2;52825;1038793;6141288,36;11,16351882;2;8;952;11932;168320;761579,1;11,97456543
29701;Brest;2014;5;32;5751;2;52222;1125756;6692975,47;12,26196449;2;8;952;12097;180691;808532;12,57540749
29701;Brest;2015;5;32;5751;2;51900;1098062;6767175,5;12,05421941;2;8;952;12256;167824;757307,2;11,48787032
29701;Brest;2016;5;32;5751;2;51077;1081159;6750436,54;12,05849103;2;8;952;11985;192024;885929,7;13,47995634
29701;Brest;2017;5;32;5751;2;52038;1079274;6719768,54;11,83010279;2;8;952;12490;182600;820147;12,29324161
29701;Brest;2018;5;33;5793;2;46441;994586;6256638,97;12,62974047;2;9;994;12687;188464;848421,62;12,68198935
29701;Brest;2019;5;33;5793;2;55736;1099672;7056727,87;11,47759568;2;9;994;14087;204011;928046,75;13,23753079
29701;Brest;2020;5;33;4958;2;28125;333788;2137881,27;8,32529374;2;9;994;8026;82871;374754,01;9,493528051
00554;Brive-la-Gaillarde;2010;2;12;2090;1;22449;400496;2539577,75;10,32574772;1;3;586;4869;62887;296179,7;6,68814263
00554;Brive-la-Gaillarde;2011;2;12;2090;1;22112;419561;2737033;10,99088243;1;3;586;4928;66314;330863,7;6,949754347
00554;Brive-la-Gaillarde;2012;2;12;2090;1;22503;389976;2508309,35;10,12171462;1;3;586;5105;61587;293486,1;6,219369954
00554;Brive-la-Gaillarde;2013;2;12;2090;1;22454;354269;2273188,3;9,234999828;1;3;586;5264;61852;295895,8;6,101439439
00554;Brive-la-Gaillarde;2014;2;12;2090;1;22837;398061;2574210,25;10,12230859;1;3;586;5450;67659;328753,3;6,420642776
00554;Brive-la-Gaillarde;2015;2;12;2090;1;22202;397208;2671245,75;10,47649417;1;3;586;5071;62490;312288,5;6,353147141
00554;Brive-la-Gaillarde;2016;2;12;2090;1;21986;385697;2567724,46;10,29496354;1;3;586;4812;62755;323196,3;6,733029558
00554;Brive-la-Gaillarde;2017;2;12;2091;1;22665;375447;2636998,91;9,667033748;1;3;587;5387;53314;274865,9;5,046375657
00554;Brive-la-Gaillarde;2018;2;12;2091;1;22622;367235;2563112,47;9,456335695;1;3;587;5389;50881;268406,6;4,831650487
00554;Brive-la-Gaillarde;2019;2;12;2091;1;22138;378571;2641703,44;10,07065695;1;3;587;5386;56986;298391,1;5,45801088
00554;Brive-la-Gaillarde;2020;2;12;2091;1;11654;113771;780846,14;5,676487464;1;3;587;3050;22953;124924,6;3,864128404
14601;Caen;2010;5;27;6174;1;46144;1630047;8234736,28;18,05323713;2;7;1486;11098;273402;1009366,6;14,47642991
14601;Caen;2011;5;27;6174;1;47424;1685798;8739699,96;18,04203742;2;7;1486;11153;301659;1120581,4;15,99736753
14601;Caen;2012;5;27;6174;1;49120;1619060;8672219,74;16,87135232;2;7;1486;11360;286093;1100316,1;14,93190966
14601;Caen;2013;5;30;6576;2;53261;1524943;8632709,38;15,15421907;2;7;1486;11358;278159;1096462,3;14,58016868
14601;Caen;2014;5;30;6576;2;56263;1683760;9744488,7;15,75615871;2;7;1486;11153;265304;1087728,3;14,16622882
14601;Caen;2015;5;30;6576;2;56329;1649083;9809605,41;15,44975882;2;7;1486;11795;252762;1037170,5;12,68353241
14601;Caen;2016;5;30;6576;2;55575;1660690;10117003,43;15,76494325;2;7;1486;11867;279338;1217676,8;13,88842346
14601;Caen;2017;5;30;6576;2;56157;1643259;10211229,05;15,48427275;2;7;1486;11855;262712;1175227,33;13,09955657
14601;Caen;2018;5;30;6576;2;55784;1540268;9756392,72;14,58072792;2;7;1486;11543;255810;1126308,3;13,16558081
14601;Caen;2019;5;30;6576;2;55511;1584237;10341994,42;15,04554728;2;7;1486;11958;274307;1210797,1;13,52122576
14601;Caen;2020;5;30;6576;2;26195;504073;3227261,23;10,14628257;2;7;1486;6064;115356;522231,6;11,21585831
62504;Calais;2010;2;16;2869;1;25029;566065;3632889,61;12,631077;1;4;498;5541;58224;271069,1;8,402010456
62504;Calais;2011;2;16;2869;1;25507;634018;3464519,49;13,74029457;1;4;498;5546;54587;263618;7,906747684
62504;Calais;2012;2;16;2869;1;26373;576036;3378673,45;12,14187399;1;4;498;5654;54074;254908,4;7,582447939
62504;Calais;2013;2;16;2869;1;24766;502212;3251564,99;11,11551314;1;4;498;5054;53401;254945,5;8,039921831
62504;Calais;2014;2;16;2869;1;24567;561090;3727428,65;12,52736992;1;4;498;5208;53362;252222,5;7,905352654
62504;Calais;2015;2;16;2869;1;26394;548403;3791630,5;11,46785672;1;4;498;5366;50372;245040,9;7,507563902
62504;Calais;2016;2;16;2869;1;27102;540883;3741200,55;10,9975111;1;4;498;5382;52005;257944,4;7,753735226
62504;Calais;2017;2;16;2869;1;29506;542108;3777849,77;10,08099638;1;4;498;5476;53608;261112,6;7,871294179
62504;Calais;2018;2;16;2869;1;29604;553372;3918538,81;10,26479084;1;4;498;5475;51881;259219,5;7,607530548
62504;Calais;2019;2;16;2869;1;27748;567593;4050046,4;11,29113627;1;4;498;5216;54187;271409,5;8,346760156
62504;Calais;2020;2;16;2869;1;13305;172055;1225910,43;7,186961672;1;4;498;2846;20002;106243,4;5,664443595
81501;Castres;2010;1;5;660;;7383;188110;1088224,1;19,28188286;1;5;660;7383;188110;1088224,1;19,28188286
81501;Castres;2011;1;5;660;;7345;209641;1248344,4;21,64693078;1;5;660;7345;209641;1248344,4;21,64693078
81501;Castres;2012;1;5;660;;7367;197188;1171900,5;20,42000246;1;5;660;7367;197188;1171900,5;20,42000246
81501;Castres;2013;1;5;660;;7435;184828;1093907,3;19,04591142;1;5;660;7435;184828;1093907,3;19,04591142
81501;Castres;2014;1;5;660;;7471;200522;1175487,8;20,44636502;1;5;660;7471;200522;1175487,8;20,44636502
81501;Castres;2015;1;5;660;;7627;195114;1240773,5;19,57825976;1;5;660;7627;195114;1240773,5;19,57825976
81501;Castres;2016;1;5;660;;7540;188702;1228380,3;19,00402635;1;5;660;7540;188702;1228380,3;19,00402635
81501;Castres;2017;1;5;660;;7621;183962;1229091,1;18,32533593;1;5;660;7621;183962;1229091,1;18,32533593
81501;Castres;2018;1;5;660;;8679;169746;1154528,2;14,86475599;1;5;660;8679;169746;1154528,2;14,86475599
81501;Castres;2019;1;5;660;;8473;178491;1200067,95;16,0589307;1;5;660;8473;178491;1200067,95;16,0589307
81501;Castres;2020;1;5;660;;4226;48333;311370,97;8,680246257;1;5;660;4226;48333;311370,97;8,680246257
51501;Châlons-en-Champagne;2010;2;10;1754;1;9424;263248;1850853,7;17,05783899;1;9;1601;8886;252806;1791876,7;17,30418432
51501;Châlons-en-Champagne;2011;2;10;1754;1;10462;285223;1999306,35;16,50028867;1;9;1601;9830;272221;1928918,85;16,68125091
51501;Châlons-en-Champagne;2012;2;10;1754;1;19588;272160;1781123,65;7,922263085;2;10;1754;19588;272160;1781123,65;7,922263085
51501;Châlons-en-Champagne;2013;2;10;1754;1;18207;260968;1695675,75;8,153438408;1;1;153;724;19176;80066;17,31123389
51501;Châlons-en-Champagne;2014;2;10;1754;1;18376;290866;1912204,05;9,018443617;1;1;153;746;20597;83993,5;18,04569907
51501;Châlons-en-Champagne;2015;2;10;1754;1;18056;289650;1958498,5;9,147335098;1;1;153;801;21662;86768,75;17,6756179
51501;Châlons-en-Champagne;2016;2;10;1754;1;18219;297205;1971468,59;9,350032655;1;1;153;807;24681;97866,7;19,98930923
51501;Châlons-en-Champagne;2017;2;10;1754;1;18426;306947;2037718,6;9,527299184;1;1;153;875;24171;95405,7;18,05490196
51501;Châlons-en-Champagne;2018;2;10;1754;1;18510;293271;1939417,03;9,0383708;1;1;153;908;27804;106515,5;20,01382051
51501;Châlons-en-Champagne;2019;2;10;1754;1;18137;293216;1949996,77;9,281851204;1;1;153;994;29913;115602;19,66899436
51501;Châlons-en-Champagne;2020;2;10;1754;1;9388;84877;543329,3;5,134995006;1;1;153;463;12592;51032;17,77551913
71501;Chalon-sur-Saône;2010;4;16;3220;;12222;288662;1895977,9;16,22499675;1;4;586;3674;120630;812533,25;22,25029973
71501;Chalon-sur-Saône;2011;4;16;3220;;12986;285030;1815938,8;15,4242939;1;4;586;3952;107351;667310,8;18,34987684
71501;Chalon-sur-Saône;2012;4;16;3220;;13391;258612;1680069,8;13,52109318;1;4;586;5000;104849;671570,2;14,55758946
71501;Chalon-sur-Saône;2013;3;11;2496;;12561;237483;1524621,2;13,29519346;1;4;586;5608;113894;705552,6;14,02129527
71501;Chalon-sur-Saône;2014;3;10;1556;;13225;257956;1597142,4;13,67921126;1;4;586;5846;131085;798315,6;15,28331584
71501;Chalon-sur-Saône;2015;3;11;2632;;13810;243044;1485416,84;11,12274033;1;4;722;6262;110161;644573,8;9,768774081
71501;Chalon-sur-Saône;2016;3;10;1556;;13203;228676;1327852,95;12,13652288;1;4;586;5859;106535;599592,7;12,42076349
71501;Chalon-sur-Saône;2017;3;10;1692;;13617;220179;1286629,15;10,41610193;1;4;722;5893;101957;564891,83;9,625404414
71501;Chalon-sur-Saône;2018;3;18;3493;1;15278;252171;1540729,01;10,2056914;1;4;722;5720;80742;439962,05;7,924513858
71501;Chalon-sur-Saône;2019;3;18;3493;1;27352;592680;3805308,43;14,98604256;1;4;722;5933;50781;262124;4,785473105
71501;Chalon-sur-Saône;2020;4;23;4179;1;14109;174133;1089061,58;8,579362291;1;4;722;2324;15803;77449,92;3,708553634
73601;Chambéry;2010;8;28;5136;1;33143;925230;6698307,95;15,12742876;4;12;1969;10339;155389;933892,7;10,02830583
73601;Chambéry;2011;8;28;5136;1;33511;927955;6588768,4;14,42102003;4;12;1969;10115;159410;937848,52;9,426693135
73601;Chambéry;2012;9;38;6747;2;39890;925162;6708529,6;13,24972811;4;12;1969;12471;163068;1000956,78;8,256561609
73601;Chambéry;2013;8;32;5357;2;43922;920421;6551174,13;12,69561267;4;12;1969;13036;180725;1098089,76;8,728572194
73601;Chambéry;2014;7;31;5201;2;45653;998911;6855316,24;13,17406548;4;12;1969;13553;184856;1129760,59;8,506886282
73601;Chambéry;2015;8;32;5231;2;45711;975246;6633383,82;13,09455604;4;12;1843;13619;170192;1055608,82;8,202253364
73601;Chambéry;2016;8;32;5357;2;47195;1025762;6994001,86;13,13157731;4;12;1969;14606;208834;1269017,4;8,798118992
73601;Chambéry;2017;8;32;5231;2;47562;994084;6892471,78;12,83478993;4;12;1843;14195;191021;1159664,88;8,754070654
73601;Chambéry;2018;8;32;5231;2;50144;962597;6729260,96;11,74933725;5;13;1984;15848;233533;1336734,1;9,676682863
73601;Chambéry;2019;8;32;5231;2;48629;988914;7206040,32;12,50037131;5;13;1984;16181;257160;1494045,3;10,46963111
73601;Chambéry;2020;8;32;5234;2;24416;304975;2216302,4;7,581938888;5;13;1987;7699;86704;505782,85;7,392975207
08501;Charleville-Mézières;2010;1;10;2008;1;17020;389590;2607639,8;11,51818684;1;10;2008;17020;389590;2607639,8;11,51818684
08501;Charleville-Mézières;2011;1;10;2008;1;17531;419422;2945574,7;11,98378702;;;;;;;
08501;Charleville-Mézières;2012;1;10;2008;1;17745;399062;2790277,5;11,42468608;1;10;2008;17745;399062;2790277,5;11,42468608
08501;Charleville-Mézières;2013;1;10;2008;1;17414;363539;2524628,05;10,59125492;1;10;2008;17414;363539;2524628,05;10,59125492
08501;Charleville-Mézières;2014;1;10;2008;1;17515;407842;2711120;11,80693851;1;10;2008;17515;407842;2711120;11,80693851
08501;Charleville-Mézières;2015;1;10;2008;1;17478;403964;2710461,5;11,76178401;1;10;2008;17478;403964;2710461,5;11,76178401
08501;Charleville-Mézières;2016;1;10;2008;1;17259;412182;2762457,7;12,15968649;1;10;2008;17259;412182;2762457,7;12,15968649
08501;Charleville-Mézières;2017;1;10;2008;1;17171;422140;2830438,8;12,50943453;1;10;2008;17171;422140;2830438,8;12,50943453
08501;Charleville-Mézières;2018;1;10;2008;1;17381;387085;2606074;11,26863356;1;10;2008;17381;387085;2606074;11,26863356
08501;Charleville-Mézières;2019;1;10;2008;1;17105;393926;2672627,7;11,74631658;1;10;2008;17105;393926;2672627,7;11,74631658
08501;Charleville-Mézières;2020;1;10;2008;1;7071;109478;751470,4;7,785578354;1;10;2008;7071;109478;751470,4;7,785578354
28501;Chartres;2010;1;10;1880;1;13261;420490;3058159,96;17,10322622;1;10;1880;13261;420490;3058159,96;17,10322622
28501;Chartres;2011;1;10;1880;1;13451;452111;3275665,1;18,0266897;1;10;1880;13451;452111;3275665,1;18,0266897
28501;Chartres;2012;1;10;1880;1;13770;432506;3154059,9;16,9632215;1;10;1880;13770;432506;3154059,9;16,9632215
28501;Chartres;2013;1;10;1880;1;13746;421236;2949364,5;16,51121761;1;10;1880;13746;421236;2949364,5;16,51121761
28501;Chartres;2014;1;10;1880;1;13026;466843;3131062,9;19,23102748;1;10;1880;13026;466843;3131062,9;19,23102748
28501;Chartres;2015;1;10;1880;1;13697;460073;3224127,1;18,32995943;1;10;1880;13697;460073;3224127,1;18,32995943
28501;Chartres;2016;1;10;1880;1;14208;475595;3298128,4;18,1102743;1;10;1880;14208;475595;3298128,4;18,1102743
28501;Chartres;2017;1;11;2041;1;14199;483772;3388225,1;18,64782708;1;11;2041;14199;483772;3388225,1;18,64782708
28501;Chartres;2018;1;11;2025;1;15940;453945;3144398,7;15,83325079;1;11;2025;15940;453945;3144398,7;15,83325079
28501;Chartres;2019;1;11;2025;1;16582;484744;3433041,5;16,30541471;1;11;2025;16582;484744;3433041,5;16,30541471
28501;Chartres;2020;1;11;2025;1;7639;137441;970850,9;9,979509625;1;11;2025;7639;137441;970850,9;9,979509625
36501;Châteauroux;2010;2;9;1406;1;12619;256339;1482944,24;13,45482298;2;9;1406;12619;256339;1482944,24;13,45482298
36501;Châteauroux;2011;2;9;1406;1;12759;289961;1707802,52;15,08253598;2;9;1406;12759;289961;1707802,52;15,08253598
36501;Châteauroux;2012;2;9;1406;1;12765;279614;1645778,48;14,57918274;2;9;1406;12765;279614;1645778,48;14,57918274
36501;Châteauroux;2013;2;9;1406;1;12769;255698;1499861,16;13,28501437;2;9;1406;12769;255698;1499861,16;13,28501437
36501;Châteauroux;2014;2;9;1406;1;12816;285764;1657379,5;14,74780806;2;9;1406;12816;285764;1657379,5;14,74780806
36501;Châteauroux;2015;2;9;1406;1;13168;275948;1723329,18;13,958029;2;9;1406;13168;275948;1723329,18;13,958029
36501;Châteauroux;2016;2;9;1406;1;13133;276174;1779971,12;13,94614624;2;9;1406;13133;276174;1779971,12;13,94614624
36501;Châteauroux;2017;2;9;1406;1;13046;271648;1784016,22;13,60178254;2;9;1406;13046;271648;1784016,22;13,60178254
36501;Châteauroux;2018;2;9;1406;1;15713;250597;1625782,44;10,64338911;2;9;1406;15713;250597;1625782,44;10,64338911
36501;Châteauroux;2019;2;9;1406;1;15660;263735;1737495,34;11,18287403;1;1;328;1452;34905;139746,7;7,329041524
36501;Châteauroux;2020;2;9;1406;1;8008;75399;481408,79;6,189702956;2;9;1406;8008;75399;481408,79;6,189702956
50501;Cherbourg-Octeville;2010;3;18;3841;1;32027;497968;3054865,3;7,369397159;2;6;1305;8506;79650;406345,3;4,451615716
50501;Cherbourg-Octeville;2011;3;18;3841;1;31737;521564;3268863,85;7,859131024;2;6;1305;8598;89079;462039,3;4,930882183
50501;Cherbourg-Octeville;2012;3;18;3841;1;32175;488130;3021630,7;7,267503319;2;6;1305;8707;87397;447324,2;4,777904549
50501;Cherbourg-Octeville;2013;3;18;3841;1;32061;437492;2694456,95;6,529928216;2;6;1305;8672;84066;425493,4;4,632603353
50501;Cherbourg-Octeville;2014;3;18;3841;1;33169;469575;2952968,9;6,776439478;2;6;1305;8866;78521;389808,4;4,21766347
50501;Cherbourg-Octeville;2015;3;18;3841;1;33561;467071;3077620,15;6,667066344;2;6;1305;9077;76081;390996,3;4,018586245
50501;Cherbourg-Octeville;2016;3;18;3841;1;33569;464464;3033299,07;6,636586098;2;6;1305;9139;86487;447705,85;4,527188413
50501;Cherbourg-Octeville;2017;3;18;3841;1;34069;461457;3095026,49;6,479940854;2;6;1305;9383;86802;453859,3;4,401177339
50501;Cherbourg-Octeville;2018;3;18;3841;1;33648;431390;2891419,74;6,141081886;2;6;1305;9197;81680;427612,63;4,218175959
50501;Cherbourg-Octeville;2019;3;18;3841;1;33015;458359;3134144;6,678541663;2;6;1305;9351;88068;455643,97;4,454544857
50501;Cherbourg-Octeville;2020;3;18;3792;1;16454;144089;991938,87;4,222067834;2;6;1305;4264;33214;177470,35;3,648522916
49501;Cholet;2010;2;13;2062;1;19459;362216;2039508;12,041343;1;4;694;4526;59427;256093,8;7,499734978
49501;Cholet;2011;2;13;2062;1;15695;400308;2361973,6;16,84108318;;;;;;;
49501;Cholet;2012;1;9;1368;1;15837;376785;2301294,5;15,86985025;;;;;;;
49501;Cholet;2013;1;9;1368;1;15934;351427;2129073,9;14,66749417;1;9;1368;15934;351427;2129073,9;14,66749417
49501;Cholet;2014;1;9;1368;1;15647;392862;2364056,3;16,62510341;1;9;1368;15647;392862;2364056,3;16,62510341
49501;Cholet;2015;1;10;1443;1;16939;402293;2386678,49;16,3574833;1;10;1443;16939;402293;2386678,49;16,3574833
49501;Cholet;2016;1;10;1443;1;17033;389023;2304077,95;15,96450263;1;10;1443;17033;389023;2304077,95;15,96450263
49501;Cholet;2017;1;10;1443;1;16660;400946;2466183,92;16,80899641;1;10;1443;16660;400946;2466183,92;16,80899641
49501;Cholet;2018;1;10;1443;1;16572;376258;2266399,22;15,88562425;1;10;1443;16572;376258;2266399,22;15,88562425
49501;Cholet;2019;1;10;1443;1;17129;402686;2458586,68;16,63648007;1;10;1443;17129;402686;2458586,68;16,63648007
49501;Cholet;2020;1;10;1443;1;9648;118531;720187,44;8,587273873;1;10;1443;9648;118531;720187,44;8,587273873
63701;Clermont-Ferrand;2010;6;33;5410;1;54922;1538363;10100411,05;17,27493477;4;12;1600;17491;291356;1628244,05;12,90966918
63701;Clermont-Ferrand;2011;6;33;5410;1;55166;1537724;10041886,7;17,01417176;4;12;1600;17090;307207;1717339,4;13,87953543
63701;Clermont-Ferrand;2012;6;33;5410;1;55283;1485029;9865929,43;16,57657817;3;7;923;9993;155518;803314,68;12,3050995
63701;Clermont-Ferrand;2013;7;40;6572;1;57902;1510391;9844542,1;16,13108421;4;12;1600;18295;286935;1621950,2;12,06251395
63701;Clermont-Ferrand;2014;7;40;6572;1;71070;1596666;10336500,3;13,85888805;4;12;1600;18962;274064;1533605,75;11,28274629
63701;Clermont-Ferrand;2015;7;40;6565;1;70731;1566911;10274944,55;13,67103851;4;12;1593;18903;244033;1361375,75;10,0803635
63701;Clermont-Ferrand;2016;7;40;6572;1;66358;1610898;10586652,04;14,98702298;4;12;1600;19071;289505;1627929,25;11,75258217
63701;Clermont-Ferrand;2017;8;52;8764;2;83923;1630178;10786505,35;11,80933954;4;12;1574;19201;263713;1474385,95;10,88848013
63701;Clermont-Ferrand;2018;8;52;8764;2;93773;1591731;10421826,09;10,22543901;4;12;1574;18885;250733;1404177,95;10,59873043
63701;Clermont-Ferrand;2019;8;52;8764;2;91439;1584039;10503731,33;10,51308638;4;12;1574;19199;262510;1470028,36;10,76782099
63701;Clermont-Ferrand;2020;8;52;8764;2;45035;456717;3132151,25;6,096476656;4;12;1574;9326;91335;529724,33;7,510410225
74502;Cluses;2010;3;3;1114;;1025;40031;190581,2;10,73810201;2;2;858;819;34679;150817,7;10,83522362
74502;Cluses;2011;3;3;1114;;1055;39908;197350,5;10,36582198;2;2;858;857;34669;158737;10,37037702
74502;Cluses;2012;3;3;1114;;1036;37518;187294,5;9,880073946;2;2;858;829;32895;153052,5;10,06757625
