semaine,annee,nbEntrees,recettes,nbSeances
semaine 0*,1993,
semaine 0*,1994,
semaine 20,2019,2824601,18550986,32,155328
semaine 20,2020,210,1050,2
semaine 21,1993,2260349,11745404,35,
semaine 21,1994,2275812,12408788,53,
semaine 21,1995,1810942,9702984,799,74943
semaine 21,1996,2456221,13420063,66,80210
semaine 21,1997,2189587,11658249,23,79767
semaine 21,1998,2284953,12463435,31,89220
semaine 21,1999,2382886,13187425,15,91386
semaine 21,2000,2138860,11463773,2,96282
semaine 21,2001,2275126,12502338,54,102903
semaine 21,2002,2928574,16602676,43,104427
semaine 21,2003,3258294,19112127,2,105701
semaine 21,2004,3316454,19906070,9,110658
semaine 21,2005,4674706,28475342,8,111494
semaine 21,2006,4948290,30874071,84,116954
semaine 21,2007,4468876,27208092,49,110409
semaine 21,2008,3113461,18946483,39,120490
semaine 21,2009,3145766,19284465,23,125719
semaine 21,2010,2352803,14397619,52,129394
semaine 21,2011,3662299,24114536,43,128457
semaine 21,2012,2800920,18241232,01,134258
semaine 21,2013,3897947,25324154,68,135106
semaine 21,2014,3682057,24341904,74,141710
semaine 21,2015,2790606,17980102,17,145733
semaine 21,2016,3086191,20171056,33,148471
semaine 21,2017,2778718,19068216,46,150792
semaine 21,2018,2398314,15607374,07,152882
semaine 21,2019,2727595,18075409,33,156725
semaine 21,2020,920,5551,6
semaine 22,1993,1949715,10230650,48,
semaine 22,1994,1880203,9555535,195,
semaine 22,1995,1938652,10391922,95,72430
semaine 22,1996,1738500,8834998,331,77561
semaine 22,1997,1914472,10180212,19,79875
semaine 22,1998,2680510,14744530,92,88680
semaine 22,1999,1456242,7710589,8,87607
semaine 22,2000,2019477,10835745,21,97869
semaine 22,2001,2180611,12154357,92,101542
semaine 22,2002,2113741,11919671,29,102635
semaine 22,2003,2323967,13650851,56,107014
semaine 22,2004,3538295,21438217,17,109184
semaine 22,2005,2620372,15601449,38,109843
semaine 22,2006,3195558,19458975,12,114195
semaine 22,2007,2388231,14219440,109241
semaine 22,2008,3119308,19270397,14,116829
semaine 22,2009,2472353,14871228,47,124653
semaine 22,2010,2781196,17044971,95,127431
semaine 22,2011,3338391,21237623,76,127736
semaine 22,2012,2821544,19121858,98,129747
semaine 22,2013,3496801,22488201,44,134962
semaine 22,2014,4193718,28401887,71,145866
semaine 22,2015,2362539,15271696,64,143098
semaine 22,2016,3107267,20716453,46,144602
semaine 22,2017,2884958,19505997,69,151191
semaine 22,2018,2202348,14411753,1,155509
semaine 22,2019,2855829,19623790,1,159860
semaine 22,2020,2816,15869,5,15
