numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;numCinema;geolocalisation;;;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;;;;;AE;categorieAE;labelAE;;;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude
307361;PICARDY;9 RUE ST SAUVEUR;COMMUNE DE PERONNE;SARL CINEODE;FIXE;NON;307361;49.930788, 2.936858;;;80620;Péronne;7652;80;80209;Péronne;9453;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;55;37;5;68,32298137;24,68944099;6,832298137;0,155279503;13;16,38198758;49.930788;2.936858
307943;LES BALADINS;27 BOULEVARD THALASSA;LES BALADINS;;FIXE;NON;307943;48.814855, -3.457451;;;22168;Perros-Guirec;7288;22;22403;Lannion;49438;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJP;;;B;132;96;31;69,14867517;18,2531894;8,930323847;3,66781158;67;32,76496565;48.814855;-3.457451
309891;MOLIERE;1 PLACE LEDRU ROLLIN;VILLE DE PEZENAS;;FIXE;NON;309891;43.460841, 3.42083;;;34199;Pézenas;8156;34;34215;Pézenas;9696;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;54;35;1;50,07330058;39,38170315;8,119647128;2,425349142;30;12,46109925;43.460841;3.42083
312973;L EUROPE;14 RUE SAINT NICOLAS;OFFICE DU TOURISME BASTIDES ET VALLONS DU GERS;SNC SAGEC - CINE 32 VEO;FIXE;NON;312973;43.604768, 0.0448;;;32319;Plaisance;1487;32;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;PR;;;R;158;118;12;61,80939922;19,24121968;16,52410184;2,425279259;78;25,8428097;43.604768;0.0448
313151;SELECT;8 RUE DU LAURIER;AEP DU CINEMA DE PLANCHER LES MINES;;FIXE;NON;313151;47.763891, 6.743534;;;70414;Plancher-les-Mines;1006;70;70101;Plancher-les-Mines;2969;06-autres communes et unités urbaines;;;;;NON;NON;;;;B;27;20;0;54,5850457;36,53315341;4,649451021;4,232349874;5;20,6649083;47.763891;6.743534
314471;LE DOURON;PLACE DE LAUNCESTON;ASSOCIATION CULTURELLE CINEMATOGRAPHIQUE;SAS CINE DIFFUSION;FIXE;NON;314471;48.655594, -3.630501;;;22194;Plestin-les-Grèves;3598;22;251;Plestin-les-Grèves;4945;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;C;157;128;56;59,37930507;27,04347161;8,483851217;5,093372111;77;41,52762896;48.655594;-3.630501
314601;CINE ARMOR;RUE DES FRERES LUMIERE;ASSOCIATION SAINT GUILLAUME;SAS CINE DIFFUSION;FIXE;NON;314601;48.578076, -2.061657;;;35228;Pleurtuit;6628;35;458;Dinard;32364;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;109;87;3;49,52011436;40,8004901;7,045129671;2,634265877;49;24,08957865;48.578076;-2.061657
315251;CINEMA LE DAUPHIN;1O RUE FOCH;ASSOCIATION CINEMA LE DAUPHIN;SAS CINE DIFFUSION;FIXE;NON;315251;48.657353, -4.170827;;;29185;Plouescat;3471;29;29118;Plouescat;3471;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;89;70;1;55,19323672;28,22061192;10,66827697;5,917874396;41;55,43478261;48.657353;-4.170827
317291;C 2 L;18 RUE CHARLES DE GAULLE;SOCIETE DES CINEMAS DE POISSY;UGC DIFFUSION;FIXE;NON;317291;48.92287, 2.029616;;;78498;Poissy;37093;78;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;81;70;60;57,27431793;17,54260903;15,10595554;10,07711749;17;71,84887564;48.92287;2.029616
318801;APOLLO;62 AVENUE DE LA REPUBLIQUE;ASSOCIATION APOLLO;;FIXE;NON;318801;48.803412, 2.611316;;;77373;Pontault-Combault;38370;77;851;Paris;10706072;03-Petite couronne;;;;;OUI;C;JP;;;B;143;113;10;43,2371531;47,10691912;6,23962272;3,416305061;66;14,50098366;48.803412;2.611316
319022;LA BOBINE;6 PLACE DE LA GARE;ASSOCIATION DU CINEMA DE PONTCHATEAU;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;319022;47.435409, -2.088906;;;44129;Pontchâteau;10604;44;44214;Pontchâteau;10604;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;105;65;0;56,17941271;29,8160697;11,10035495;2,904162633;48;36,01161665;47.435409;-2.088906
320411;CINEMA LE CONCORDE;PLACE ROBERT DE FLERS;ASSOCIATION DU CINEMA LE CONCORDE;;FIXE;NON;320411;49.285635, 0.185399;;;14514;Pont-l'Évêque;4498;14;14120;Pont-l'Évêque;5253;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;93;81;5;57,37463127;32,91192583;3,202697008;6,510745891;46;10,15592078;49.285635;0.185399
320771;PALACE;RUE DES PÊCHEURS;ASSOCIATION CINEMATOGRAPHIQUE LE PALACE;SARL CINEODE;FIXE;NON;320771;49.302107, 2.60337;;;60509;Pont-Sainte-Maxence;12601;60;60305;Pont-Sainte-Maxence;16997;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;C;124;103;33;64,60136674;27,81321185;4,965831435;2,619589977;55;40,77448747;49.302107;2.60337
320873;CINEVILLE;1 BOULEVARD DE LEO LAGRANGE;CINEVILLE;SAS CINE DIFFUSION;FIXE;NON;320873;47.434019, -0.500603;;;49246;Les Ponts-de-Cé;12488;49;49701;Angers;225978;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;99;64;55;50,94097519;44,11890505;3,421727973;1,518391788;18;18,09238666;47.434019;-0.500603
321121;CAMPING MUNICIPAL;CAMPING MUNICIPAL;ARTS ET TECHNIQUES;;ITINERANT;NON;321121;44.8722, -1.092786;;;33333;Le Porge;2875;33;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;93;80;10;77,23404255;17,44680851;5,319148936;0;41;45,10638298;44.8722;-1.092786
322721;SALLE DU THEATRE DE LA MAIRIE;SALLE DES FETES;SCENI QUA NON;;ITINERANT;NON;322721;47.184077, 3.945032;;;58205;Ouroux-en-Morvan;645;58;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JPPR;;;R;45;19;0;63,53142369;24,17699872;4,446344592;7,845233006;24;32,53527148;47.184077;3.945032
322952;CINEMA PAX;5 RUE DU MARECHAL JOFFRE;ASSOCIATION LE PAX (EX ASSOCIATION ST NICOLAS);SARL GPCI;FIXE;NON;322952;47.276193, -2.429727;;;44135;Le Pouliguen;4455;44;44601;Saint-Nazaire;152164;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;RDJP;;;B;149;118;58;72,51647238;21,09731374;2,863659402;3,522554486;97;32,64064876;47.276193;-2.429727
323493;L'ECHIQUIER;LA FOURNIERE;COMMUNAUTE DE COMMUNES DU PAYS DE POUZAUGES;SUD CINE;FIXE;NON;323493;46.773329, -0.84843;;;85182;Pouzauges;5525;85;85201;Pouzauges;5525;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;104;88;15;60,97053726;34,59272097;4,159445407;0,27729636;29;34,55805893;46.773329;-0.84843
328621;JEAN MARAIS;IMMEUBLE LE VOILE;SOCIETE ANONYME D ECONOMIE MIXTE DES ECRINS;SARL MC4 DISTRIBUTION;FIXE;NON;328621;44.82571, 6.498622;;;5110;Puy-Saint-Vincent;283;5;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;77;64;25;47,73706897;36,4070197;6,003694581;9,852216749;20;26,6317734;44.82571;6.498622
329792;LE PARADIS;13 PLACE HOCHE;COMMUNE DE QUIBERON;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;329792;47.480187, -3.121863;;;56186;Quiberon;4938;56;56201;Quiberon;4938;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;162;108;35;63,15461347;3,865336658;12,40648379;20,57356608;83;92,89276808;47.480187;-3.121863
330021;KATORZA;38 BOULEVARD DUPLEIX;LES CINEMAS DE L ODET;SAS CINE DIFFUSION;FIXE;NON;330021;47.994608, -4.102191;;;29232;Quimper;63508;29;29501;Quimper;80005;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;146;101;82;66,28868497;6,54547992;10,95914309;16,20669202;119;93,35333729;47.994608;-4.102191
330052;LA BOBINE;RUE BREMOND D ARS;COMMUNE DE QUIMPERLE;SAS CINE DIFFUSION;FIXE;NON;330052;47.874513, -3.545043;;;29233;Quimperlé;12018;29;29304;Quimperlé;14318;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;C;149;113;10;58,16017515;26,93926244;14,45220834;0,448354069;88;61,61853197;47.874513;-3.545043
335108;GAUMONT;12 RUE YVONNE JEAN HAFFEN;GAUMONT RENNES;LES CINEMAS GAUMONT PATHE;FIXE;OUI;335108;48.106343, -1.675345;;;35238;Rennes;215366;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;C;226;146;133;67,56005559;21,73913043;9,152273178;1,548540798;75;43,71649792;48.106343;-1.675345
336191;RICHELIEU;18 RUE DU GENERAL DE GAULLE;GUYOT FREDERIC PAUL ROGER;;FIXE;NON;336191;49.615851, -1.26046;;;50433;Réville;1092;50;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;109;88;17;58,83552632;35,48026316;4,697368421;0,986842105;46;23,45394737;49.615851;-1.26046
338342;CINEMA DE LA FORET BLANCHE;STATION DE RISOUL 1850;CINE GUIL;;FIXE;NON;338342;44.647615, 6.629737;;;5119;Risoul;638;5;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;60;48;19;57,01603666;17,13440244;20,21764032;5,63192058;18;77,73959527;44.647615;6.629737
339810;L'OPSIS;PLACE JEAN JAURES;COMMUNE DE ROCHE LA MOLIERE;;FIXE;NON;339810;45.434822, 4.32352;;;42189;Roche-la-Molière;9868;42;753;Saint-Étienne;373130;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;22;13;0;62,19163389;19,84268859;12,77261351;5,193063997;6;60,28780837;45.434822;4.32352
339852;LA COURSIVE;4 RUE ST JEAN DU PEROT;LA COURSIVE;;FIXE;NON;339852;46.156657, -1.154697;;;17300;La Rochelle;75404;17;17601;La Rochelle;128466;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;B;RDJPPR;;;C;87;45;31;58,97666068;12,43267504;7,383303411;21,20736086;74;76,75044883;46.156657;-1.154697
340411;SALLE DU CHATEAU;CENTRE CULTUREL;ASSOCIATION CONTACT RURAL CINEMA ARGENCE TARDOIRE BONNIEURE;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;340411;45.815626, 0.307695;;;16282;La Rochette;530;16;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;67;34;0;49,93956974;40,65748127;7,13077109;2,272177907;33;20,06284747;45.815626;0.307695
341321;LA GRANGE;FERME DE L'AYAU;COMMUNE DE ROISSY EN BRIE;SARL GPCI;FIXE;NON;341321;48.793178, 2.648662;;;77390;Roissy-en-Brie;23048;77;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;87;68;1;55,37977375;32,38921494;8,896827422;3,33418389;23;36,01258825;48.793178;2.648662
342071;MARCEL CARNE;66 RUE GAMBETTA;ASSOCIATION CINEMA EDEN;TUPIN;FIXE;NON;342071;48.516527, 3.723266;;;10323;Romilly-sur-Seine;14493;10;10301;Romilly-sur-Seine;16856;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;120;97;40;59,97474747;31,27104377;8,754208754;0;50;42,34006734;48.516527;3.723266
342900;CINEMA PAVILLON BLEU;RD 2085;COMMUNE DE ROQUEFORT LES PINS;SARL MC4 DISTRIBUTION;FIXE;NON;342900;43.665141, 7.049995;;;6105;Roquefort-les-Pins;6628;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;176;140;19;61,79915275;24,37910125;9,211728549;4,610017443;89;58,80887117;43.665141;7.049995
343750;UGC CINE CITE ROSNY;16 RUE CONRAD ADENAUER;UGC CINE CITE ILE DE FRANCE;UGC DIFFUSION;FIXE;OUI;343750;48.880702, 2.480345;;;93064;Rosny-sous-Bois;44728;93;851;Paris;10706072;02-Grande Couronne;;;;;NON;NON;;;;B;224;119;119;74,17995787;16,09990972;6,139030996;3,581101414;85;32,74149865;48.880702;2.480345
344352;LE DUPLEXE;47 GRAND' RUE;LES ECRANS DE ROUBAIX;UGC DIFFUSION;FIXE;OUI;344352;50.691883, 3.165548;;;59512;Roubaix;96077;59;59702;Lille (partie française);1039397;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;130;80;80;52,2811344;20,96177559;21,23304562;5,52404439;33;62,54007398;50.691883;3.165548
344590;PATHE DOCKS 76;BOULEVARD FERDINAND DE LESSEPS;PATHE ROUEN;LES CINEMAS GAUMONT PATHE;FIXE;OUI;344590;49.444934, 1.067208;;;76540;Rouen;110169;76;755;Rouen;467133;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;C;186;117;115;65,61230769;29,26769231;3,950769231;1,169230769;59;28,43076923;49.444934;1.067208
349322;LE STRAPONTIN;SAIN BEL;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;FIXE;NON;349322;45.809747, 4.596802;;;69171;Sain-Bel;2309;69;69303;L'Arbresle;20735;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;B;74;50;0;76,96275072;13,46704871;5,214899713;4,35530086;40;49,34097421;45.809747;4.596802
349492;GALLIA;67 COURS NATIONAL;PIZZO ANTOINE;SNC SAGEC - CINE 32 VEO;FIXE;NON;349492;45.747157, -0.634183;;;17415;Saintes;25288;17;17401;Saintes;29362;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJPPR;;;C;89;60;30;57,04755388;32,17014483;7,897137644;2,885163645;74;28,37267647;45.747157;-0.634183
349524;ATLANTIC CINE;ROUTE DE ROYAN;BROCELIANDE;SARL GPCI;FIXE;OUI;349524;45.74154, -0.691811;;;17415;Saintes;25288;17;17401;Saintes;29362;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;142;101;88;57,04496915;34,45953963;7,240745135;1,254746084;26;28,51803512;45.74154;-0.691811
351333;CINEMA DE SAMATAN;PLACE DES CORDELIERS;FOYER RURAL DE SAMATAN;SNC SAGEC - CINE 32 VEO;FIXE;NON;351333;43.490681, 0.929457;;;32410;Samatan;2377;32;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JPPR;;;R;156;116;18;56,18886608;29,52541964;9,02064968;5,265064606;72;37,95435334;43.490681;0.929457
352923;REX;18 AV THIERS;AMB 3V;;FIXE;NON;352923;44.885645, 1.216981;;;24520;Sarlat-la-Canéda;9030;24;24205;Sarlat-la-Canéda;9030;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;I;249;159;101;87,00980392;12,99019608;0;0;137;38,48039216;44.885645;1.216981
354301;ETOILE CINEMA;RUE DE LA HALLE AU BLE;ASSOCIATION CINEMA THEATRE EXPRESSION SEDELOCIEN;SARL MC4 DISTRIBUTION;FIXE;NON;354301;47.280282, 4.229497;;;21584;Saulieu;2473;21;21104;Saulieu;2473;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;116;93;0;56,89498899;26,46639907;8,532953515;8,105658423;51;41,0980189;47.280282;4.229497
357672;TURENNE;17 AV DE VERDUN;SEDAN CINEMA;Nord Est Cinéma (Thirriot);FIXE;NON;357672;49.698315, 4.947865;;;8409;Sedan;17248;8;8401;Sedan;26148;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;93;67;17;55,6405694;26,32562278;12,06405694;5,96975089;27;37,4911032;49.698315;4.947865
360572;GRAND ECRAN;PLACE ADRIEN PRINTZ;CENTRE SOCIO CULTUREL;;FIXE;NON;360572;49.317865, 6.093266;;;57647;Serémange-Erzange;4343;57;57601;Thionville;132722;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;92;71;0;65,35404515;16,78805645;14,01372057;3,844177823;47;63,67070628;49.317865;6.093266
362074;LE NOUVEAU PALACE;24, AVENUE VICTOR HUGO;VEO BASSIN DE THAU;SNC SAGEC - CINE 32 VEO;FIXE;NON;362074;43.408726, 3.698237;;;34301;Sète;43620;34;34502;Sète;91281;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;60;48;32;64,60606061;23,2996633;4,417508418;7,676767677;23;41,27946128;43.408726;3.698237
362773;SEZ ART;RUE DES LYS;ASSOCIATION CINEMA SEZ  ART;;FIXE;NON;362773;48.721194, 3.729236;;;51535;Sézanne;4996;51;51202;Sézanne;4996;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;I;107;76;20;57,56202805;29,3635383;9,169363538;3,905070119;51;40,94929881;48.721194;3.729236
363480;SALLE DES FETES;SALLE DES FETES;CINEBUS;;ITINERANT;NON;363480;45.941027, 6.035993;;;74272;Sillingy;5045;74;74601;Annecy;168098;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;JPPR;;;B;86;49;0;53,99213541;36,57035391;4,479398188;4,958112498;49;30,67190973;45.941027;6.035993
364205;SIX N'ETOILES;RUE DE LA REPUBLIQUE;L YRE SIX N ETOILES;;FIXE;NON;364205;43.093086, 5.83938;;;83129;Six-Fours-les-Plages;33339;83;757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;JPPR;;;B;178;109;57;47,24711908;39,59209804;4,536308762;8,624474117;80;21,25480154;43.093086;5.83938
368403;SALLE PAUL ELUARD;PLACE MARCEL POINTET;COMITE GESTION CENTRE LOISIRS CULTURE PAUL ELUARD;;FIXE;NON;368403;48.951678, 2.381372;;;93072;Stains;39551;93;851;Paris;10706072;02-Grande Couronne;;;;;NON;NON;;;;B;44;20;0;68,68814487;21,59401979;6,317119394;3,40071594;11;25,10353057;48.951678;2.381372
368614;L'Autre Cité;4 CHEMIN DES LOISIRS;CENTRE SOCIAL ET CULTUREL CANTON STENAY;;FIXE;NON;368614;49.487702, 5.197037;;;55502;Stenay;2745;55;55105;Stenay;3173;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;75;58;5;61,71087038;18,45349272;10,98244303;8,853193874;17;48,11355996;49.487702;5.197037
369781;STAR SAINT EXUPERY;18, RUE DU 22 NOVEMBRE;CINEST;;FIXE;NON;369781;48.582805, 7.74237;;;67482;Strasbourg;277270;67;67701;Strasbourg (partie française);461101;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;A;RDJPPR;;;C;193;101;70;62,82112274;18,19695528;12,32159848;6,660323501;118;33,5394862;48.582805;7.74237
373599;SALLE POLYVALENTE;SALLE DES FETES;RATAJCZYK FREDERIC;;ITINERANT;NON;373599;45.174031, 5.218117;;;38359;Saint Antoine l'Abbaye;1167;38;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;7;1;0;63,04257958;35,17982637;1,446878876;0,330715172;2;18,54071931;45.174031;5.218117
374021;LE CRATERE;RUE JEAN MOULIN;COMMUNE DE SAINT ARNOULT EN YVELINES;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;374021;48.571134, 1.933453;;;78537;Saint-Arnoult-en-Yvelines;6086;78;78202;Saint-Arnoult-en-Yvelines;6086;03-Petite couronne;;;;;NON;NON;;;;I;71;55;1;41,78615248;48,51288297;7,248855892;2,452108652;23;11,86738194;48.571134;1.933453
374582;MAUCLERC;RUE ANNE DE BRETAGNE;CINEMA MAUCLERC;SAS CINE DIFFUSION;FIXE;NON;374582;48.256952, -1.391536;;;35253;Saint-Aubin-du-Cormier;3732;35;35121;Saint-Aubin-du-Cormier;3732;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;117;102;8;70,07682458;24,67349552;4,622279129;0,627400768;42;28,97567222;48.256952;-1.391536
375012;STUDIO;PLACE DU CHAMP DE FOIRE;BURG RENE;SNC SAGEC - CINE 32 VEO;FIXE;NON;375012;45.201563, 0.134975;;;24376;Saint Aulaye-Puymangou;1448;24;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;69;49;0;61,1655926;21,40655646;8,19557299;9,232277949;26;63,56122163;45.201563;0.134975
375325;FRANCOIS TRUFFAUT;1 RUE DE LA CHAPELLE;COMMUNE DE SAINT AVOLD;;FIXE;NON;375325;49.106153, 6.700789;;;57606;Saint-Avold;15748;57;57402;Saint-Avold (partie française);34694;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;73;42;0;59,31512434;23,52221769;7,11373828;10,04891969;50;43,29392581;49.106153;6.700789
377892;M J C;QUAI AUGUSTE SALESSES;MAISON DES JEUNES ET DE LA CULTURE DE SAINT CERE;SNC SAGEC - CINE 32 VEO;FIXE;NON;377892;44.85779, 1.896668;;;46251;Saint-Céré;3476;46;46106;Saint-Céré;4572;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;82;60;0;38,56190167;51,70650311;7,815801313;1,91579391;34;13,18446635;44.85779;1.896668
378061;LE SERRE D AIGLE;CHANTEMERLE;CINE GUIL;;FIXE;NON;378061;44.932417, 6.590074;;;5133;Saint-Chaffrey;1643;5;5301;Briançon;17468;06-autres communes et unités urbaines;;;;;NON;NON;;;;B;39;26;13;56,95355374;35,85865346;3,707669656;3,480123143;10;26,0607683;44.932417;6.590074
382412;EMPIRE;22 QUAI CARNOT;CINEMA LORRAIN CINELOR;;FIXE;NON;382412;48.284403, 6.952124;;;88413;Saint-Dié-des-Vosges;20079;88;88403;Saint-Dié-des-Vosges;41934;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;118;99;69;46,73782278;44,30574671;6,754376678;2,202053839;37;17,5201871;48.284403;6.952124
383261;LE MELIES SAINT FRANCOIS;8 RUE DE LA VALSE;AMIS DU BON CINEMA;;FIXE;NON;383261;45.43924, 4.401579;;;42218;Saint-Étienne;171057;42;753;Saint-Étienne;373130;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;A;RDJPPR;;;C;192;86;13;51,21827668;35,69221417;7,623727268;5,465781875;148;31,2496834;45.43924;4.401579
384532;GRAND ECRAN;26 RUE ADRIEN PIQUET;GRAND ECRAN III;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);FIXE;NON;384532;44.906415, -0.484312;;;33397;Sainte-Eulalie;4576;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;124;99;83;58,97925417;29,41326206;7,203767341;4,403716431;32;38,71706758;44.906415;-0.484312
385371;PLEIN AIR San Fiurenzu;Faggiole RD 81;SOLUTIONS BUREAUTIQUE CORSE;;FIXE;NON;385371;42.676812, 9.302536;;;2B298;Saint-Florent;1604;2B;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;36;35;10;63,38255467;26,71669491;6,665052852;3,235697571;7;24,33631889;42.676812;9.302536
386192;LE COLISEE;7 BD GABRIEL COUSIN;ASSOCIATION CINEMATOGRAPHIQUE BALDOMERIENNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;386192;45.591253, 4.316478;;;42222;Saint-Galmier;5688;42;42501;Saint-Just-Saint-Rambert;60716;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;JP;;;B;127;91;7;55,74453688;14,5601058;8,418041737;21,27731558;64;84,16350131;45.591253;4.316478
386792;ESPACE JULES VERNE;RUE JEAN MEUNIER;COMMUNE DE SAINT GENEST MALIFAUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;386792;45.339698, 4.414174;;;42224;Saint-Genest-Malifaux;2874;42;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;65;49;0;45,16638556;49,0696865;5,59794394;0,165983991;29;20,1429604;45.339698;4.414174
390024;CINEMARINE;PLACE DE LA FELICITE;ACC CINEMARINE;SAS CINE DIFFUSION;FIXE;NON;390024;46.699163, -1.927816;;;85222;Saint-Gilles-Croix-de-Vie;7540;85;85401;Saint-Hilaire-de-Riez;25377;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;JP;;;C;111;93;55;56,87365165;36,35016765;5,052894238;1,723286461;43;22,74582175;46.699163;-1.927816
390184;MAX LINDER;RUE GABRIEL FAURE;COMMUNE DE SAINT GIRONS;;FIXE;NON;390184;42.983492, 1.146819;;;9261;Saint-Girons;6324;9;9203;Saint-Girons;9722;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;91;65;0;56,03290676;32,75441804;9,71968312;1,492992078;39;30,77391834;42.983492;1.146819
392710;LES AIGUILLES;LACHAL;COMMUNE DE SAINT JEAN D'ARVES;SARL MC4 DISTRIBUTION;FIXE;NON;392710;45.214928, 6.260483;;;73242;Saint-Jean-d'Arves;265;73;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;142;100;9;45,44642857;40,14880952;7,291666667;7,113095238;64;23,86904762;45.214928;6.260483
397231;LE CARTUS;PLACE DE L EGLISE;ASSOCIATION CULTURE ET LOISIRS CINEMA LE CARTUS;SNC SAGEC - CINE 32 VEO;FIXE;NON;397231;45.388247, 5.73148;;;38412;Saint-Laurent-du-Pont;4543;38;38124;Saint-Laurent-du-Pont;4543;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;87;73;0;47,01754386;31,92982456;21,05263158;0;33;68,07017544;45.388247;5.73148
400305;LES MELIES;20 BD RIONDEL;RATAJCZYK FREDERIC;SARL MC4 DISTRIBUTION;FIXE;NON;400305;45.155481, 5.318377;;;38416;Saint-Marcellin;8133;38;38401;Saint-Marcellin;21027;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;149;127;48;70,07682976;20,48119693;6,975333603;2,466639709;62;43,67165386;45.155481;5.318377
401371;SALLE JEANNE D ARC;17 BD DE LA FERRONNAYS;ASSOCIATION JEANNE D'ARC CINEMA;SARL GPCI;FIXE;NON;401371;47.52339, -1.186562;;;44180;Saint-Mars-la-Jaille;2400;44;44101;Saint-Mars-la-Jaille;2400;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;59;42;4;63,0952381;32,69704434;1,026272578;3,181444992;13;27,60673235;47.52339;-1.186562
402242;LE LAC BLANC;VAL THORENS;FORUM INTERNATIONAL;SARL MC4 DISTRIBUTION;FIXE;NON;402242;45.295246, 6.58263;;;73257;Les Belleville;2975;73;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;84;66;5;62,65938069;18,06590495;12,05497599;7,219738367;27;54,89319424;45.295246;6.58263
402493;LE GALET;PLACE FRANCOIS MITTERRAND;CENTRE DE DEVELOPPEMENT CULTUREL;;FIXE;NON;402493;43.638749, 4.813461;;;13097;Saint-Martin-de-Crau;13673;13;13301;Saint-Martin-de-Crau;13673;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;97;74;1;29,71695443;57,62807812;11,21992641;1,435041042;36;6,39682989;43.638749;4.813461
