numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;numCinema;geolocalisation;;;numCommune;nomCommune;populationCommune;numDepartement;numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine;situationGeographique;;;;;AE;categorieAE;labelAE;;;zoneCommune;nbFilmsProgrammes;nbFilmsInedits;nbFilmsSemaine1;PdMentreesFilmsFR;PdMentreesFilmsUSA;PdMentreesFilmsEUR;PdMentreesFilmsAutres;nbFilmsAE;PdMentreesFilmsAE;latitude;longitude
61132;LE CLAP;PLACE DE LA MAIRIE;ASSOCIATION CINEBOL;SARL MC4 DISTRIBUTION;FIXE;NON;61132;43.974273, 7.312365;;;84019;Bollène;13617;84;84301;Bollène;13617;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;I;145;127;3;68,92561983;20;7,079889807;3,994490358;73;42,88337925;43.974273;7.312365
67734;FOYER;PLACE DES NOYERS;ASSOCIATION DU CINEMA LE FOYER;SNC SAGEC - CINE 32 VEO;FIXE;NON;67734;45.295097, 4.558306;;;42023;Bourg-Argental;2902;42;42102;Bourg-Argental;2902;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;96;73;1;72,43846594;18,83228392;6,2965083;2,432741843;41;25,70120206;45.295097;4.558306
68212;AUDITORIUM DU CONSERVATOIRE;11 BD CARNOT;LES GEMEAUX SCENE NATIONALE;;FIXE;NON;68212;48.778884, 2.317531;;;92014;Bourg-la-Reine;20249;92;851;Paris;10706072;02-Grande Couronne;;;;;NON;NON;;;;B;3;0;0;57,96482954;32,7643181;5,894953588;3,375898773;3;26,93412597;48.778884;2.317531
68561;FAMILIA;MAIL ORYE;AMICALE DES ANCIENS ELEVES ECOLE LAIQUE;SOGECI;FIXE;NON;68561;47.28271, 0.171969;;;37031;Bourgueil;3896;37;37201;Bourgueil;6107;06-autres communes et unités urbaines;;;;;OUI;E;;;;C;97;72;4;72,27255802;23,29651235;3,822762815;0,608166811;62;25,43130197;47.28271;0.171969
68562;ABBAYE DE BOURGUEIL;AVENUE ARTHUR-LE-JOUTEUX;ASSOCIATION DE L'ABBAYE DE BOURGUEIL;;FIXE;NON;68562;47.281285, 0.171088;;;37031;Bourgueil;3896;37;37201;Bourgueil;6107;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;36;28;0;54,88743232;35,93616415;7,466514677;1,709888857;16;24,69364491;47.281285;0.171088
71942;LA BOBINE;30 RUE DE LA PETITE MOTTE;LE CINEMA LA BOBINE;SAS CINE DIFFUSION;FIXE;NON;71942;48.0505921, -1.8653428000000076;;;35037;Bréal-sous-Montfort;5815;35;35130;Bréal-sous-Montfort;5815;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;141;99;18;54,14035088;35,28070175;2,754385965;7,824561404;70;29,75438596;48.0505921;-1.8653428000000076
73099;LES STUDIOS;136 RUE JEAN JAURES;LES FEUX DE LA RAMPE;SAS CINE DIFFUSION;FIXE;NON;73099;48.396163, -4.477034;;;29019;Brest;139163;29;29701;Brest;200530;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;A;RDJPPR;;;C;233;162;153;65,28360185;18,09755021;11,74133745;4,877510483;182;41,35952328;48.396163;-4.477034
73371;LE FIEF;RUE DU FIEF;ASSOCIATION CINEMA LE FIEF CAFE;SUD CINE;FIXE;NON;73371;46.629207, -1.852443;;;85035;Bretignolles-sur-Mer;4434;85;85203;Bretignolles-sur-Mer;7035;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;77;67;0;44,11120841;44,65849387;6,304728546;4,925569177;31;68,97985989;46.629207;-1.852443
73582;NORMANDY;PLACE DE LA MAIRIE;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;GENERIQUE;FIXE;NON;73582;49.044986, -0.326254;;;14100;Bretteville-sur-Laize;1812;14;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;30;17;1;69,07688106;25,50867131;4,724839547;0,689608084;10;40,24989758;49.044986;-0.326254
77351;PATHE;6 RUE DES FRERES LUMIERE;PATHE BRUMATH;LES CINEMAS GAUMONT PATHE;FIXE;OUI;77351;48.744007, 7.692978;;;67067;Brumath;9840;67;67302;Brumath;11074;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;210;129;114;52,76504928;11,80089134;26,96629213;8,467767246;53;89,30387295;48.744007;7.692978
77733;CINEVILLE;15 AVENUE DE CEZAMBRE;CINEVILLE;SAS CINE DIFFUSION;FIXE;NON;77733;48.02898, -1.75349;;;35047;Bruz;17978;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;165;102;63;74,74209651;17,47088186;2,728785358;5,058236273;74;38,50249584;48.028980;-1.753490
78505;reg'Art;PLACE DU 19 MARS 1962;REGAIN;SARL MC4 DISTRIBUTION;FIXE;NON;78505;44.275689, 5.27174;;;26063;Buis-les-Baronnies;2287;26;26101;Buis-les-Baronnies;2287;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;I;171;137;1;46,41173389;34,52069146;11,41959141;7,647983237;108;45,02357255;44.275689;5.27174
80391;MEGA CGR;AVENUE DES FRERES LUMIERE;BUXEMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;80391;46.610272, 0.367025;;;86041;Buxerolles;9996;86;86601;Poitiers;130502;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;150;105;103;66,17727026;27,58020663;3,224578575;3,017944535;27;26,03588907;46.610272;0.367025
81311;SALLE LUX;PLACE DU CHATEAU;LE PARADIS;SNC SAGEC - CINE 32 VEO;FIXE;NON;81311;44.636357, -0.320145;;;33081;Cadillac;2761;33;33121;Cadillac;5066;06-autres communes et unités urbaines;;;;;OUI;E;RDJP;;;C;148;97;23;0;7,040662651;92,95933735;0;94;1,581325301;44.636357;-0.320145
81414;SALLE PIERRE DAURE;UNIVERSITE DE CAEN;AEP CINEMA LUX;;FIXE;NON;81414;49.17442, -0.333727;;;14118;Caen;106260;14;14601;Caen;198639;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;C;13;4;0;48,51178665;42,69188031;7,286292563;1,510040479;10;20,44011429;49.17442;-0.333727
81541;ESPACE  CENTRE;5 AV DE VERDUN;CAGNES CONGRES;;FIXE;NON;81541;43.662147, 7.148711;;;6027;Cagnes-sur-Mer;49322;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;JP;;;B;115;89;1;48,91336707;3,274784162;35,09973206;12,7121167;65;75,82613873;43.662147;7.148711
81545;CGR POLYGONE RIVIERA;AVENUE DES ALPES;CAP CINEMA CAGNES SUR MER;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;81545;43.661565, 7.1357;;;6027;Cagnes-sur-Mer;49322;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;140;104;101;57,07654775;20,37735251;13,78239655;8,763703187;23;68,48266903;43.661565;7.1357
82392;CINEMA D ARGOAT;4 RUE DU CLEUMEUR;ASSOCIATION LA BELLE EQUIPE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;82392;48.404288, -3.427185;;;22025;Callac;2211;22;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;JPPR;;;R;172;128;2;58,76474116;26,16430142;11,113332;3,957625425;104;45,09294423;48.404288;-3.427185
82603;SALLE MELIES;67 CHEMIN DE VASSIEUX;CALUIRE PAROISSES;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);FIXE;NON;82603;45.797955, 4.866922;;;69034;Caluire-et-Cuire;42292;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;83;67;1;59,02165196;30,3127506;4,370489174;6,29510826;51;43,74498797;45.797955;4.866922
83071;LE PALACE;17 RUE ML DE LATTRE DE TASSIGNY;LE PALACE;UGC DIFFUSION;FIXE;NON;83071;50.174792, 3.236568;;;59122;Cambrai;33004;59;59403;Cambrai;47459;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;117;78;66;57,38684088;31,55389641;6,840877275;4,218385441;32;33,62575828;50.174792;3.236568
84734;STUDIO 13;23 AV DU DOCTEUR PICAUD;MJC DE CANNES PICAUD;;FIXE;NON;84734;43.550716, 7.001343;;;6029;Cannes;74285;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;43;15;0;57,87237454;22,23825557;12,81064614;7,078723745;33;76,44700978;43.550716;7.001343
84774;PROSPER MERIMEE;25 AVENUE FRANCIS TOMER;CANNES CINEMA;;FIXE;NON;84774;43.54938, 6.981931;;;6029;Cannes;74285;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;34;0;0;53,2290217;35,84082446;9,948471057;0,981682777;26;30,46225599;43.54938;6.981931
84781;MIRAMAR;RUE PASTEUR - ANGLE CROISETTE;CANNES CINEMA;;FIXE;NON;84781;43.550134, 7.029043;;;6029;Cannes;74285;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;23;9;0;70,21276596;16,5903582;6,760032319;6,436843523;6;41,6105575;43.550134;7.029043
84782;ALEXANDRE III;19 BD ALEXANDRE III;CANNES CINEMA;;FIXE;NON;84782;43.546541, 7.036474;;;6029;Cannes;74285;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;17;0;0;45,49566704;46,76908502;5,419689215;2,315558734;10;17,66623631;43.546541;7.036474
86103;CGR CARCASSONNE;ZONE DU PONT ROUGE;CAP  CINEMA  CARCASSONNE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;86103;43.235546, 2.367714;;;11069;Carcassonne;45996;11;11501;Carcassonne;48527;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;208;151;129;48,85497451;44,92253018;3,960675557;2,261819752;89;13,11755816;43.235546;2.367714
86353;LE GRAND BLEU;CENTRE CULTUREL;ASSOCIATION CONTRECHAMP;SAS CINE DIFFUSION;FIXE;NON;86353;48.283143, -3.572343;;;29024;Carhaix-Plouguer;7305;29;271;Carhaix-Plouguer;9131;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;151;118;27;65,88491296;24,49226306;8,800773694;0,82205029;76;34,62282398;48.283143;-3.572343
86860;SALLE MULTISERVICE;1 ROUTE DEPARTEMENTALE 42;ASSOCIATION BEARN ADOUR TOURISME ET LOISIRS;SAINT LOUIS;ITINERANT;NON;86860;43.4817151, -0.2803853000000345;;;64167;Carrère;215;64;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;18;12;0;49,08029396;40,86226175;7,507874049;2,549570235;6;18,77139223;43.4817151;-0.2803853000000345
88111;LE MELIES;LE BEZINAT;ASSOCIATION CINEFOL 31;SNC SAGEC - CINE 32 VEO;FIXE;NON;88111;43.680383, 1.534648;;;31117;Castelmaurou;4168;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;C;;;;B;137;101;15;73,77210216;10,46168959;0;15,76620825;69;53,53634578;43.680383;1.534648
89105;CGR CASTRES;24 QUAI MIREDAMES;SOCIETE D'EXPLOITATION CINEMATOGRAPHIQUE;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;89105;43.606683, 2.243043;;;81065;Castres;41483;81;81501;Castres;56432;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJPPR;;;C;179;102;71;42,36423728;49,72932931;6,15419682;1,752236595;93;16,17471081;43.606683;2.243043
90191;CASINO;ESPLANADE DES OEUFS;SOCIETE D' EXPLOITATION DES CASINOS PYREEENS;;FIXE;NON;90191;42.88755, -0.114879;;;65138;Cauterets;933;65;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;90;74;12;57,61476427;36,11662531;5,052729529;1,215880893;27;23,61662531;42.88755;-0.114879
91492;CINEMA DU THEATRE;8 AVENUE CHARLES DE GAULLE;VILLE DE LA CELLE SAINT CLOUD;;FIXE;NON;91492;48.847416, 2.136047;;;78126;La Celle-Saint-Cloud;21037;78;851;Paris;10706072;03-Petite couronne;;;;;NON;NON;;;;B;88;64;1;62,00475181;29,87221473;6,305785655;1,817247801;54;23,20683234;48.847416;2.136047
92441;7EME ART;PLACE DE LA MAIRIE;ASSOCIATION CINEMA DU BOCAGE;SUD CINE;FIXE;NON;92441;46.821515, -0.668137;;;79062;Cerizay;4784;79;79204;Cerizay;5757;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;C;71;51;0;64,69408225;16,12838516;9,37479104;9,802741558;19;74,16917419;46.821515;-0.668137
94743;CLUB;1 RUE MONTORCY;SECIM;SNC SAGEC - CINE 32 VEO;FIXE;NON;94743;46.848712, -1.879118;;;85047;Challans;20133;85;85402;Challans;27389;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;JPPR;;;C;70;31;22;40,21319121;49,9031415;6,271716292;3,611951007;36;14,15466612;46.848712;-1.879118
95044;AXEL;69 RUE GLORIETTE;CINEMA RITZ SARL;SAS AGORA CINEMAS;FIXE;NON;95044;46.781288, 4.850256;;;71076;Chalon-sur-Saône;45390;71;71501;Chalon-sur-Saône;74911;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;125;83;44;66,2413416;18,44695589;7,254830478;8,056872038;111;58,73131608;46.781288;4.850256
95076;MEGARAMA;1 RUE RENE CASSIN;CINEMA RITZ SARL;SAS AGORA CINEMAS;FIXE;OUI;95076;46.775786, 4.864432;;;71076;Chalon-sur-Saône;45390;71;71501;Chalon-sur-Saône;74911;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;173;124;121;45,74732612;45,06899364;7,15332436;2,030355876;51;20,78827141;46.775786;4.864432
96184;VOX;22 COURS DU BARTAVEL;CHAMONIX SPECTACLES;;FIXE;NON;96184;45.923063, 6.86902;;;74056;Chamonix-Mont-Blanc;8906;74;74301;Chamonix-Mont-Blanc;11840;06-autres communes et unités urbaines;;;;;OUI;E;RDJP;;;C;136;104;52;65,09842939;29,65674081;4,342264231;0,90256556;65;24,47587236;45.923063;6.86902
96641;RHODO;LE CENTRE;SOCIETE DES CINEMAS DE COURCHEVEL;SARL MC4 DISTRIBUTION;FIXE;NON;96641;45.454122, 6.692461;;;73071;Champagny-en-Vanoise;605;73;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;75;58;1;55,76138148;31,20879121;9,262166405;3,767660911;18;21,16169545;45.454122;6.692461
99031;ELYSEE;25, AVENUE DU MARECHAL JOFFRE;CINE FRERES;;FIXE;NON;99031;49.191375, 2.464237;;;60141;Chantilly;10849;60;60402;Chantilly;37349;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;JPPR;;;C;138;89;57;33,7432744;54,57340507;11,68332052;0;60;83,08993082;49.191375;2.464237
103201;CINE ESPERANCE;3 RUE DE LA CONTERIE;FEDERATION ESPERANCE CHARTRES DE BRETAGNE;SAS CINE DIFFUSION;FIXE;NON;103201;48.040732, -1.692346;;;35066;Chartres-de-Bretagne;7355;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;103;81;6;37,22657293;54,05219129;6,991720727;1,729515047;53;11,44753733;48.040732;-1.692346
103561;VOX;PLACE DE L EGLISE;RENON IRENE EPOUSE VERGNAUD;SNC SAGEC - CINE 32 VEO;FIXE;NON;103561;45.823984, 0.44846;;;16085;Chasseneuil-sur-Bonnieure;3036;16;16103;Chasseneuil-sur-Bonnieure;3036;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;106;88;0;59,11881218;30,58151139;8,234297983;2,065378451;40;32,09954943;45.823984;0.44846
104164;ES RECOLLETS;RUE DU THEATRE;CINE-OFF;;FIXE;NON;104164;47.696864, 0.415325;;;72071;Montval-sur-Loir;6200;72;72204;Château-du-Loir;7439;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;94;63;0;56,35823136;31,91814823;8,476679751;3,24694066;55;22,53809744;47.696864;0.415325
104181;LE DUNOIS;17 RUE DE VARIZE;BENTABET HOCINE;;FIXE;NON;104181;48.071336, 1.331864;;;28088;Châteaudun;12980;28;28302;Châteaudun;16558;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;C;114;82;37;61,33835359;26,13383536;4,792058874;7,735752182;42;31,98699298;48.071336;1.331864
104642;COLISEE;1 PLACE DU COLISEE;COMMUNAUTE DE COMMUNES BRIANCE-COMBADE;SNC SAGEC - CINE 32 VEO;FIXE;NON;104642;45.714496, 1.608216;;;87040;Châteauneuf-la-Forêt;1603;87;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;100;82;0;52,71029027;27,17176354;13,55851402;6,559432163;49;72,62341973;45.714496;1.608216
104661;ESPACE MARCEL PAGNOL;RUE ERASME GUICHET;OFFICE MUNICIPAL DE LA CULTURE DE CHATEAUNEUF;;FIXE;NON;104661;43.383798, 5.16491;;;13026;Châteauneuf-les-Martigues;15057;13;759;Marseille - Aix-en-Provence;1585498;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;61;46;0;33,49056604;33,27044025;19,32389937;13,91509434;17;96,66666667;43.383798;5.16491
104851;LE BALZAC;16 PLACE ARISTIDE BRIAND;ASSOCIATION CENTRE CULTUREL DE CHATEAU RENAULT;;FIXE;NON;104851;47.592055, 0.915712;;;37063;Château-Renault;5036;37;37203;Château-Renault;7221;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;C;127;82;2;63,99506782;27,09960269;5,17422478;3,731104718;60;26,75709001;47.592055;0.915712
105375;LES 400 COUPS;4 RUE AIME RASSETEAU;MJC LES 400 COUPS;SNC SAGEC - CINE 32 VEO;FIXE;NON;105375;46.810802, 0.542436;;;86066;Châtellerault;31809;86;86401;Châtellerault;40693;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJPPR;;;C;101;57;15;70,15430937;11,7425668;16,74821227;1,354911554;87;66,57884833;46.810802;0.542436
106181;SELECT;46 RUE DU MARECHAL;ALLIANCE BOURGUIGNONNE CINEMATOGRAPHIQUE;;FIXE;NON;106181;47.858822, 4.57312;;;21154;Châtillon-sur-Seine;5385;21;21203;Châtillon-sur-Seine;5385;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;I;111;85;4;41,88446738;48,14526473;7,425614105;2,54465378;52;17,48559735;47.858822;4.57312
107043;A L'AFFICHE;7 PLACE EMILE GOGUENHEIM;LES ECRANS DE CHAUMONT;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;OUI;107043;48.110117, 5.13491;;;52121;Chaumont;22333;52;52401;Chaumont;23370;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;RDJP;;;C;214;157;111;52,57237031;43,83061049;3,597019203;0;101;23,04385211;48.110117;5.13491
108192;ATRIUM;3 PARVIS ROBERT SCHUMAN;REGIE CULTURELLE ATRIUM DE CHAVILLE;SARL GPCI;FIXE;NON;108192;48.813094, 2.192579;;;92022;Chaville;20001;92;851;Paris;10706072;02-Grande Couronne;;;;;NON;NON;;;;B;80;60;2;71,84600197;24,2053307;3,178677196;0,769990128;37;59,4076999;48.813094;2.192579
108932;CLUB;RUE DES VENELLES;ABC49 LES AMIS DU BON CINEMA;;FIXE;NON;108932;47.212271, -0.72686;;;49092;Chemillé-en-Anjou;21492;49;49210;Chemillé;21492;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;I;78;61;0;;;;;31;;47.212271;-0.72686
109792;CGR ODEON;51 RUE DU MARECHAL FOCH;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;109792;49.638968, -1.621407;;;50129;Cherbourg-en-Cotentin;80616;50;50501;Cherbourg-Octeville;83311;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;B;RDJPPR;;;C;226;149;123;54,01376732;38,94535566;5,126200391;1,914676638;189;20,4189683;49.638968;-1.621407
113131;LE CINE-MALICE;7 RUE LOUIS XIII;TEXIER PASCAL;SUD CINE;FIXE;NON;113131;46.148022, 0.295463;;;86078;Civray;2664;86;86113;Civray;4019;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;145;98;3;43,85138851;49,48790212;4,612317844;2,048391531;69;14,66868298;46.148022;0.295463
114032;ESPACE PHILIPPE NOIRET;PLACE CHARLES DE GAULLE;COMMUNE DE CLAYES SOUS BOIS;;FIXE;NON;114032;48.821274, 1.987156;;;78165;Les Clayes-sous-Bois;17645;78;851;Paris;10706072;03-Petite couronne;;;;;OUI;C;JP;;;B;137;94;11;59,22916183;23,35732528;12,42163919;4,991873694;67;27,49013234;48.821274;1.987156
118135;FRANCOIS TRUFFAUT;7 RUE CARCANO;ASSOCIATION OFFICE MUNICIPAL D'ANIMATION;;FIXE;NON;118135;48.763489, 5.589497;;;55122;Commercy;5826;55;55203;Commercy;5826;06-autres communes et unités urbaines;;;;;OUI;E;;;;I;62;58;1;59,93975904;26,37100125;8,13253012;5,556709597;32;41,04694641;48.763489;5.589497
119122;CINEMA MUNICIPAL;CINEMA MUNICIPAL;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;GENERIQUE;ITINERANT;NON;119122;49.06477, -1.036857;;;50139;Condé-sur-Vire;4082;50;50106;Condé-sur-Vire;4082;06-autres communes et unités urbaines;;;;;OUI;E;JP;;;I;42;21;0;63,46976176;11,66768479;5,497861943;19,36469151;18;71,10568112;49.06477;-1.036857
119281;JEAN VILAR;1 RUE DES DOCTEURS GRANDJEAN;CENTRE CULTUREL JEAN VILAR - CINEMA LUX;;FIXE;NON;119281;49.168276, 5.857616;;;54136;Conflans-en-Jarnisy;2356;54;54301;Jarny;12197;06-autres communes et unités urbaines;;;;;NON;NON;;;;B;39;31;1;69,82396569;16,3077473;8,748101153;5,120185864;11;81,90510231;49.168276;5.857616
125322;LE TRAVELLING;RUE ARISTIDE BRIAND;ASSOCIATION CULTURE ET RENCONTRES;SONHIR;FIXE;NON;125322;50.453829, 2.940575;;;62250;Courrières;10696;62;756;Douai - Lens;504537;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;B;55;45;2;44,6557589;40,69982088;12,04802778;2,596392439;9;25,31975614;50.453829;2.940575
126311;LE LONG-COURT;5 RUE PAUL MAUNDRELL;SOCIETE DU CINEMA MAJESTIC;;FIXE;NON;126311;49.050552, -1.444356;;;50147;Coutances;8688;50;50206;Coutances;9110;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;142;103;26;61,70255183;22,28867624;10,71570973;5,293062201;78;48,52472089;49.050552;-1.444356
127501;HENRI GEORGES CLOUZOT;RUE DU CHAMPS DE FOIRE;COMMUNE DE LA CRECHE;SNC SAGEC - CINE 32 VEO;FIXE;NON;127501;46.362399, -0.298072;;;79048;La Crèche;5524;79;79202;La Crèche;5524;06-autres communes et unités urbaines;;;;;OUI;E;JPPR;;;I;104;75;0;79,92508218;8,149224065;7,621741457;4,303952297;51;49,21642076;46.362399;-0.298072
127661;LA FAIENCERIE;ALLEE NELSON;OFFICE MUNICIPAL CULTUREL DE CREIL;;FIXE;NON;127661;49.259398, 2.472183;;;60175;Creil;35575;60;60601;Creil;120350;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;C;37;25;0;43,26502938;46,5722465;5,868615338;4,294108784;21;19,42895887;49.259398;2.472183
131031;LE CIGALON;COURS DE POURRIERES;ASSOCIATION CULTURE ET LOISIRS EDEN CINEMA;PROVENCAUX ASSOCIES;FIXE;NON;131031;43.774382, 5.440971;;;84042;Cucuron;1781;84;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;RDJPPR;;;R;126;84;2;65,57198782;19,44323619;11,57024793;3,414528056;93;37,62505437;43.774382;5.440971
133141;LES CARDINAUX;AVENUE PRAT GODET;CINE DAMGAN;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;133141;47.520393, -2.585183;;;56052;Damgan;1703;56;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;OUI;E;;;;R;108;90;4;49,48916868;43,59659163;5,362669041;1,551570647;39;20,65369452;47.520393;-2.585183
133621;LE FOYER;RUE ALFRED DORNIER;ASSOCIATION  DES FAMILLES DU  CANTON DE DAMPIERRE SUR SALON;;FIXE;NON;133621;47.553711, 5.676507;;;70198;Dampierre-sur-Salon;1281;70;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;R;40;28;0;56,88240884;39,13869854;3,643775321;0,335117291;13;19,30675737;47.553711;5.676507
136666;LE GRAND CLUB;11 AVENUE DU SABLAR;LE CLUB;SAR LE CLUB (Pfister);FIXE;NON;136666;43.714843, -1.055363;;;40088;Dax;20683;40;40402;Dax;49854;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;JP;;;C;140;116;107;58,21910194;37,96358848;3,097288376;0,720021207;44;11,16888003;43.714843;-1.055363
137663;CINE DESVRES;8, RUE VICTOR LENGAGNE;OFFICE DU TOURISME ET DE LA CULTURE DE DESVRES;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;137663;50.668276, 1.837675;;;62268;Desvres;5031;62;62203;Desvres;6474;06-autres communes et unités urbaines;;;;;NON;NON;;;;C;60;50;0;60,10999676;23,7463604;6,858621805;9,285021029;17;43,55871886;50.668276;1.837675
138352;CINEMAS GRAND FORUM;ESPLANADE ROSA LEROY;CINE DIEPPE;;FIXE;OUI;138352;49.921565, 1.079726;;;76217;Dieppe;29965;76;76404;Dieppe;37127;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;NON;NON;;;;C;218;151;105;60,64746323;23,97528501;8,911321904;6,465929858;90;53,4505265;49.921565;1.079726
138641;MAJESTIC;24 RUE NATIONALE;ENGELS WILLIAM;;FIXE;NON;138641;46.480212, 3.977127;;;71176;Digoin;7908;71;353;Digoin;10044;06-autres communes et unités urbaines;;;;;OUI;E;RDJPPR;;;C;202;139;42;55,90277778;36,03395062;4,822530864;3,240740741;97;35,53240741;46.480212;3.977127
138712;OLYMPIA;16 AV DU MARECHAL FOCH;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;138712;47.323594, 5.030088;;;21231;Dijon;155114;21;21701;Dijon;243244;04-Unités urbaines de 100 000 hbts ou plus;;;;;NON;NON;;;;C;145;99;91;63,54614558;11,86463452;9,440264128;15,14895577;40;87,73994165;47.323594;5.030088
138922;2 ALIZES SALLE LA MOUETTE;2 BD ALBERT 1ER;EMERAUDE CINEMAS;SAS CINE DIFFUSION;FIXE;NON;138922;48.635211, -2.055645;;;35093;Dinard;9936;35;458;Dinard;32364;05-Unités urbaines de 20 000 à 100 000 hbts;;;;;OUI;D;;;;C;114;84;63;64,63688115;28,37674659;5,69259962;1,293772641;58;32,82732448;48.635211;-2.055645
139503;CINE DOL;RUE DU LEGEARD;CINE DOL;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;139503;48.546939, -1.753756;;;35095;Dol-de-Bretagne;5646;35;35131;Dol-de-Bretagne;5646;06-autres communes et unités urbaines;;;;;NON;NON;;;;I;126;104;42;71,38868479;21,30786187;3,262307127;4,041146216;51;33,59294636;48.546939;-1.753756
