numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune
190281;LE MELIES;7, RUE DU THEATRE;CINEM'HAM;SARL CINEODE;FIXE;NON;49.747151, 3.074474;Hauts-de-France;80;80410
192833;CENTRE CULTUREL;SQUARE DU 8 MAI;ASSOCIATION CINEMA LE PARADISIO;SARL CINEODE;FIXE;NON;50.257558, 3.913904;Hauts-de-France;59;59291
193111;SIRIUS;5 RUE DUGUESCLIN;SOCIETE CINEMATOGRAPHIQUE HAVRAISE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;49.501072, 0.145711;Normandie;76;76351
193442;LA TOURNELLE;14 RUE DISPAN;VILLE DE L'HAY LES  ROSES;SARL GPCI;FIXE;NON;48.779749, 2.339014;Ile-de-France;94;94038
199951;MERIDIEN;ROUTE DE PAU;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;;FIXE;NON;43.242508, -0.005686;Occitanie;65;65226
201253;LE VULCAIN;10 RUE LEON BLUM;ASSOCIATION TRICOLORES DE LOCHRIST CINEMA;SAS CINE DIFFUSION;FIXE;NON;47.827604, -3.253047;Bretagne;56;56090
201753;LA STRADA;25 BOULEVARD PAUL PONS;ASSOCIATION LA STRADA;SARL MC4 DISTRIBUTION;FIXE;NON;43.916183, 5.048509;Provence-Alpes-Côte-d'Azur;84;84054
202891;ESPACE CULTUREL;RUE JEAN BAPTISTE RICHARD;UNIVERCINE;;FIXE;NON;45.557131, 5.910739;Auvergne - Rhône-Alpes;73;73137
203523;ESPACE GERARD PHILIPE;3, RUE CLEMENT HUMBERT;COMMUNAUTE DES COMMUNES DE JARNISY;;FIXE;NON;49.157279, 5.882037;Grand-Est;54;54273
204141;SALLE DE LA CANTINE;3, RUE DU GEYSER;CINEMAFOR;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;45.72693270000001, 3.834929299999999;Auvergne - Rhône-Alpes;42;42039
204312;REGENT;RUE HECTOR DESPRET;ASSOCIATION CINEMA LE REGENT;SONHIR;FIXE;NON;50.296328, 4.097609;Hauts-de-France;59;59324
208981;SALLE JACQUES BREL;SALLE JACQUES BREL;CINECRAN 81;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;43.474778, 2.646568;Occitanie;81;81115
212450;VOX;5 GRANDE RUE MAISON DIEU;PANORAMIC 21;;FIXE;NON;47.842504, 4.365197;Bourgogne - Franche-Comté;21;21336
212871;LE LALANO;LE LALANO;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.310067, 0.33742;Occitanie;65;65250
215183;MEGA CGR;RUE GUSTAVE ZEDE;IMAGE 56;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;47.775894, -3.35298;Bretagne;56;56098
218381;LOUIS JOUVET;1 AVENUE DE LA GARE;L'ECRAN;;FIXE;NON;42.988146, -0.425403;Nouvelle Aquitaine;64;64320
219191;MEGA CGR;ZAC DES COMMANDEURS;MONDLATTES;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.584563, 3.935363;Occitanie;34;34129
221712;LE SENECHAL;102 RUE NATIONALE;DESMAZES PATRICK;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.934628, 0.620319;Occitanie;32;32208
223593;EVEN;18 RUE ALSACE LORRAINE;ASSOCIATION CULTURELLE DE LA COTE DES LEGENDES;SAS CINE DIFFUSION;FIXE;NON;48.572208, -4.327487;Bretagne;29;29124
224165;CLAP CINE;RUE SALVADOR DALI;CINEX LOISIRS;;FIXE;NON;42.841052, 3.039151;Occitanie;11;11202
225444;GRAND ECRAN;56 AVENUE GALLIENI;SOCIETE D EXPLOITATION GRAND ECRAN;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);FIXE;OUI;44.913546, -0.237461;Nouvelle Aquitaine;33;33243
226211;SALLE ST MICHEL;1 RUE ARISTIDE BRIAND;ASSOCIATION CULTURELLE CINEMA SAINT MICHEL;SAS CINE DIFFUSION;FIXE;NON;48.213038, -1.504786;Bretagne;35;35152
226974;UGC;40/48 RUE DE BETHUNE;UGC SAS;UGC DIFFUSION;FIXE;OUI;50.633831, 3.063221;Hauts-de-France;59;59350
229082;TRIANON;BD DE LA PLAGE;SOCIETE NORMANDE D EXPLOITATION INDUSTRIELLE ET COMMERCIALE;;FIXE;NON;49.301809, -0.316265;Normandie;14;14365
230152;VIGNY;42 RUE BOURDILLET;NAGOT MARC;;FIXE;NON;47.129518, 0.993278;Centre - Val-de-Loire;37;37132
230301;LE CLUB;1 RUE JEAN MARIE LAMMENAIS;ASSOCIATION CINEMA LE CLUB;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.88976, -2.835941;Bretagne;56;56117
231939;THEATRE DE LONGJUMEAU;20 AVENUE DU GENERAL DE GAULLE;PRODUCENE;;FIXE;NON;48.679684, 2.313256;Ile-de-France;91;91345
232584;4C;RUE DES CORDELIERS;ESPACE COMMUNAUTAIRE LONS AGGLOMERATION;SARL MC4 DISTRIBUTION;FIXE;NON;46.674335, 5.555107;Bourgogne - Franche-Comté;39;39300
233001;CINEVILLE;4 BOULEVARD DU MARECHAL  JOFFRE;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;SAS CINE DIFFUSION;FIXE;OUI;47.751879, -3.366695;Bretagne;56;56121
234295;CINEMA BERNADETTE;6 AV MGR SCHOEPFER;JACALS;;FIXE;NON;43.095917, -0.055559;Occitanie;65;65286
235942;ESPACE RONSARD;PLACE DU CHAMP DE FOIRE;VILLE DU LUDE;;FIXE;NON;47.643316, 0.156442;Pays de la Loire;72;72176
236001;UGC CINE CITE;350 RUE DES MAZUROTS;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;48.617851, 6.173437;Grand-Est;54;54328
237903;PATHE;79 RUE DE LA REPUBLIQUE;PARAFRANCE COMMUNICATION;LES CINEMAS GAUMONT PATHE;FIXE;OUI;45.758734, 4.834873;Auvergne - Rhône-Alpes;69;69123
237933;COMOEDIA;13 AV BERTHELOT;UGC SAS;;FIXE;OUI;45.747368, 4.835557;Auvergne - Rhône-Alpes;69;69123
238244;CINEMA BELLECOMBE;61 RUE D INKERMANN;ASSOCIATION BIENFAISANCE CHARMETTES;;FIXE;NON;45.765819, 4.865911;Auvergne - Rhône-Alpes;69;69123
239353;CINE MARIVAUX;70 RUE MICHEL DEBRE;CINEMA MARIVAUX;LES CINEMAS GAUMONT PATHE;FIXE;OUI;46.316471, 4.838508;Bourgogne - Franche-Comté;71;71270
243839;SALLE LEONARD DE VINCI;ESTEREL GALLERY;AIX FILMS;;FIXE;NON;43.535959, 6.929182;Provence-Alpes-Côte-d'Azur;6;6079
245911;VOX;RUE DES ECOLES;CINEMA VOX;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.276444, 4.040561;Bourgogne - Franche-Comté;71;71275
248254;PLAZA;32/36 BOULEVARD DE MARE;ASSOCIATION PROMOTION ACTIVITE CULTURELLE AUDIOVISUELLE MARMANDE;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.497638, 0.168923;Nouvelle Aquitaine;47;47157
248763;ESPACE CULTUREL BEAUMARCHAIS;13 RUE DE LA REPUBLIQUE;VILLE DE MAROMME;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.479355, 1.042864;Normandie;76;76410
249451;BONNEVEINE;AVENUE DE HAMBOURG;SOCIETE DES CINEMAS DE BONNEVEINE;LES CINEMAS GAUMONT PATHE;FIXE;NON;43.249625, 5.389984;Provence-Alpes-Côte-d'Azur;13;13055
250410;CHATEAU DE LA BUZINE;56 TRAVERSE DE LA BUZINE;CINEMATHEQUE DE MARSEILLE;;FIXE;NON;43.294553, 5.498707;Provence-Alpes-Côte-d'Azur;13;13055
250751;LE SILVERADO;LA CLE DES CHANTS;LE BISTROT;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.611664, 0.44206;Nouvelle Aquitaine;16;16211
250935;JEAN RENOIR;ALLEE JEAN RENOIR;ASSOCIATION CINEMA RENOIR;;FIXE;NON;43.410526, 5.052683;Provence-Alpes-Côte-d'Azur;13;13056
254173;CINEMAZ;RUE DE L' HOTEL DE VILLE;LES TOILES DU REX;;FIXE;NON;43.250817, 1.677678;Occitanie;9;9185
255421;SALLE COMMUNALE;SALLE COMMUNALE;CINE ITINERANT RURAL BRESSE REVERMONT;;ITINERANT;NON;46.245266, 5.347704;Auvergne - Rhône-Alpes;1;1241
257772;LE STUDIO;CHEMIN DES DAMES;SOCIETE DU PATRONAGE SAINT MICHEL;SAS CINE DIFFUSION;FIXE;NON;48.19242, -2.416156;Bretagne;22;22147
258161;MERIGNAC CINE;PLACE CHARLES DE GAULLE;IPEC;;FIXE;NON;44.842142, -0.647041;Nouvelle Aquitaine;33;33281
259022;FAMILY FUN PARK;49 ROUTE DE SEMUSSAC;FAMILY FUN BOWLING;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.564042, -0.95352;Nouvelle Aquitaine;17;17230
260903;CENTRE D ART ET DE CULTURE;15 BOULEVARD DES NATIONS-UNIES;VILLE DE MEUDON;;FIXE;NON;48.81334, 2.235774;Ile-de-France;92;92048
260904;ESPACE CULTUREL ROBERT-DOISNEAU;16 AV DE LATTRE DE TASSIGNY;VILLE DE MEUDON;;FIXE;NON;48.7873, 2.23254;Ile-de-France;92;92048
262921;LE PARNASSE;3 AVENUE DE LA GARE;COMMUNE DE MIMIZAN;CINE LANDES;FIXE;NON;44.20143, -1.228686;Nouvelle Aquitaine;40;40184
263484;RIO;4 BIS RUE STE CECILE;VILLE DE MIRECOURT;;FIXE;NON;48.299898, 6.132591;Grand-Est;88;88304
263612;SALLE DES FETES;SALLE DES FETES;ASSOCIATION REGIONALE PROMOTION DU CINEMA;;ITINERANT;NON;45.871817, 4.913437;Auvergne - Rhône-Alpes;1;1249
263912;CONCORDE;4 AV DES BOSQUETS;ASSOCIATION MITRYENNE DE LOISIRS;SARL GPCI;FIXE;NON;48.956929, 2.603083;Ile-de-France;77;77294
264672;LA ROTONDE;PLACE DU 14 JUILLET;SCENE NATIONALE DE SENART;;FIXE;NON;48.628281, 2.589982;Ile-de-France;77;77296
266213;CINE'MONCLAR;PLACE DES CAPITOULS;ASSOCIATION CINEFOL 31;;FIXE;NON;43.966813, 1.584453;Occitanie;82;82115
266292;STELLA;RUE JEANNE D ARC;ASSOCIATION CINEMA DU BOCAGE;SUD CINE;FIXE;NON;46.724207, -0.587156;Nouvelle Aquitaine;79;79179
266361;UGC CINE CITE;RUE ERNEST COGNACQ;UGC CINE CITE MONDEVILLE;UGC DIFFUSION;FIXE;OUI;49.166065, -0.30018;Normandie;14;14437
266571;LA BOBINE;22 RUE DU COMMERCE;ASSOCIATION FOYER RURAL CENTRE SOCIAL ET CULTUREL;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.320215, -0.579262;Nouvelle Aquitaine;64;64393
267061;FOYER RURAL;SALLE RAYMOND DEVOS;CINE-OFF;;ITINERANT;NON;47.499906, 0.752013;Centre - Val-de-Loire;37;37153
270562;ROYAL CINEMA;18-20 RUE DU MARECHAL BOSQUET;ROYAL CINEMA;SARL GPCI;FIXE;NON;43.889338, -0.504397;Nouvelle Aquitaine;40;40192
271052;PALACE;16 BD DU PECHER;SOCIETE DU CINEMA PALACE - MONTELIMAR;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;44.561459, 4.748988;Auvergne - Rhône-Alpes;26;26198
272358;CINEMA JEAN GABIN;RUE DES ECOLES;OFFICE DU TOURISME DE MONTGENEVRE;SARL MC4 DISTRIBUTION;FIXE;NON;44.932175, 6.724754;Provence-Alpes-Côte-d'Azur;5;5085
272481;LE CINE;ALLEE DES PLATANES;ASS LES AMIS DU CINEMA;SAINT LOUIS;FIXE;NON;45.217551, -0.186333;Nouvelle Aquitaine;17;17241
274502;CINEMA LUX;1, RUE DU GÉNÉRAL LECLERC;CENTRE REGIONAL AUDIOVISUEL DE LORRAINE;;FIXE;NON;49.519626, 5.363556;Grand-Est;55;55351
274543;CHARLIE CHAPLIN;PLACE DU CENTENAIRE;COMMUNE DE MONTMELIAN;;FIXE;NON;45.500407, 6.048642;Auvergne - Rhône-Alpes;73;73171
274682;LE MONTMORELIEN;AVENUE D'AQUITAINE;LES BONIMENTEURS;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.396196, 0.130119;Nouvelle Aquitaine;16;16230
274702;L'EDEN;5 RUE DE PONTOISE;CINELAB MONTMORENCY;;FIXE;NON;48.988818, 2.318091;Ile-de-France;95;95428
274900;SALLE D'ANIMATION RURALE;CHEMIN DE CHAMBE;LE NAVIRE;;ITINERANT;NON;44.794674, 4.937598;Auvergne - Rhône-Alpes;26;26208
275311;GAUMONT MULTIPLEXE;235 RUE GEORGES MELIES;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.603985, 3.91557;Occitanie;34;34172
275336;Maison pour Tous et Cinéma Louis Feuillade;410 AVENUE DE BARCELONE;COMMUNE DE MONTPELLIER;;FIXE;NON;43.624323, 3.817591;Occitanie;34;34172
277331;RUITOR;CENTRE COMMERCIAL LES TERRASSES;DAVOINE ET COMPAGNIE;SARL MC4 DISTRIBUTION;FIXE;NON;45.62746, 6.848058;Auvergne - Rhône-Alpes;73;73176
278241;LA SALAMANDRE;RUE EUGENE POTTIER;LA SALAMANDRE;SAS CINE DIFFUSION;FIXE;NON;48.589341, -3.817369;Bretagne;29;29151
278802;LE PARIS;9 BIS GRANDE RUE;COMMUNAUTE DE COMMUNES DU VAL DE MORTEAU;;FIXE;NON;47.056013, 6.605836;Bourgogne - Franche-Comté;25;25411
278805;L ATALANTE;PLACE DE L HOTEL DE VILLE;MAISON DES JEUNES ET DE LA CULTURE DE MORTEAU;;FIXE;NON;47.05651, 6.604743;Bourgogne - Franche-Comté;25;25411
282631;KINEPOLIS;175 AVENUE ROBERT SCHUMAN;KINEPOLIS MULHOUSE;KINEPOLIS;FIXE;OUI;47.760377, 7.351564;Grand-Est;68;68224
282922;L ARVERNE;18 AVENUE HECTOR PESCHAUD;VILLE DE MURAT;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.110108, 2.86664;Auvergne - Rhône-Alpes;15;15138
