numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune
189741;MEGAREX;5 RUE GEORGES MELIES;SOCIETE DU CINEMA MEGAREX;SA CINEMA MEGAREX (Wernet);FIXE;OUI;48.80003, 7.834416;Grand-Est;67;67180
193185;LE STUDIO;3 RUE DU GENERAL SARRAIL;LES FILMS SEINE OCEAN;;FIXE;NON;49.492799, 0.120219;Normandie;76;76351
193731;ARC EN CIEL;9 RUE FERDINAND PIHEN;OCINE;SARL GPCI;FIXE;NON;50.724833, 2.533715;Hauts-de-France;59;59295
194671;CINEVILLE;AVENUE DU BORD DES EAUX;GAUMONT;SAS CINE DIFFUSION;FIXE;OUI;50.409044, 2.9707;Hauts-de-France;62;62427
198581;CASINO;41 RUE HENRI DOBERT;SARL REGENT CINEMA;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.304867, -0.074371;Normandie;14;14338
201041;CINEMA ST CHARLES;RUE DU PONT;CINEMA SAINT CHARLES;;FIXE;NON;47.403746, -0.921463;Pays de la Loire;49;49160
202162;ELYSEE;BOULEVARD ROOSEVELT;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE D'ISSOUDUN;;FIXE;NON;46.949327, 1.995229;Centre - Val-de-Loire;36;36088
202292;LE COLUCHE;ALLEES JEAN JAURES;REGIE CULTURELLE OUEST PROVENCE;;FIXE;NON;43.514195, 4.987268;Provence-Alpes-Côte-d'Azur;13;13047
202370;0SALLE GEORGES BRASSENS;SALLE GEORGES BRASSENS;CINESSONNE;;ITINERANT;NON;48.515193, 2.341767;Ile-de-France;91;91315
203343;SALLE DES ORMEAUX;RUE DES ECHOLERES;ASSOCIATION CINEMA DU BOCAGE;SUD CINE;FIXE;NON;46.414996, -1.574373;Pays de la Loire;85;85114
203672;SALLE SAINT MICHEL;RUE LOUIS TOUCHET;FAMILLES RURALES FEDERATION REGIONALE DES PAYS DE LA LOIRE;;FIXE;NON;47.5524248, -0.23296830000003865;Pays de la Loire;49;49163
204451;CASINO;8 RUE DE FRANCHEPRE;MAISON DES JEUNES ET DE LA CULTURE DE JOEUF;;FIXE;NON;49.229366, 6.019184;Grand-Est;54;54280
204507;Agnès Varda;Place Cassini;CINEODE;SARL CINEODE;FIXE;NON;47.983463, 3.395496;Bourgogne - Franche-Comté;89;89206
204891;FAMILIA;RUE SADI CARNOT;MARTEAU FLORENCE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.445545, -0.433778;Nouvelle Aquitaine;17;17197
205601;CENTRE CULTUREL;96 AVENUE DES BRUZACQUES;VILLE DE JOUY LE MOUTIER;;FIXE;NON;49.011314, 2.043572;Ile-de-France;95;95323
206924;CINEMA AGNES VARDA;37-39 GRANDE RUE;LE CENTRE CULTUREL DES PORTES DE L' ESSONNE;;FIXE;NON;48.688996, 2.376314;Ile-de-France;91;91326
209151;GAUMONT;105 LA MERIDIENNE;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.539479, 1.511109;Occitanie;31;31254
209494;LE FELIX;PLACE DE LA MAIRIE;COMMUNE DE LABOUHEYRE;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.213874, -0.919094;Nouvelle Aquitaine;40;40134
211844;CINEMA LE CINQ;5 RUE DELAMBRE;CINEFUTUR AUDIOVISUEL;SARL GPCI;FIXE;NON;48.879604, 2.706124;Ile-de-France;77;77243
213542;SALLE SEVIGNE;SALLE SEVIGNE;CINE BONNE NOUVELLE;;ITINERANT;NON;43.653486, 5.262357;Provence-Alpes-Côte-d'Azur;13;13050
213933;LE MELIES;3 RUE GAUGIRAN;CINEXPANSION  DU VAL DE LOIRE SARL;CVL;FIXE;NON;47.60131, 2.026127;Centre - Val-de-Loire;41;41106
214841;STUDIO;3 AV FOCH;LE ROHAN;SAS CINE DIFFUSION;FIXE;NON;48.510619, -4.069393;Bretagne;29;29105
215581;CENTRE CULTUREL  RENE RAYNAL;RUE DES RIBES;VILLE DE LANGOGNE;SARL MC4 DISTRIBUTION;FIXE;NON;44.726847, 3.856667;Occitanie;48;48080
215723;NEW VOX;15 RUE GRAND BIE;CRINON SERGE RAYMOND;;FIXE;NON;47.861736, 5.332835;Grand-Est;52;52269
216371;LE CAIRN;PLACE DE L EGLISE;SYNDICAT D'INITIATIVE DE LANS EN VERCORS;;FIXE;NON;45.128093, 5.589034;Auvergne - Rhône-Alpes;38;38205
216471;CHANTELOUVE;SALLE COMMUNALE;FOYER RURAL DE LANSLEVILLARD;MAURIENNE;FIXE;NON;45.302343, 6.947815;Auvergne - Rhône-Alpes;73;73290
221842;AMICAL CINE;35, RUE JOSEPH LEROY;AMICAL CINE;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;50.679317, 3.243787;Hauts-de-France;59;59339
223612;JEAN DUJARDIN;20 RUE DU PALAIS DE JUSTICE;ARTS ET TECHNIQUES;ARTEC;FIXE;NON;45.307833, -0.938774;Nouvelle Aquitaine;33;33240
227281;MAJESTIC;54 / 56 RUE DE BETHUNE;MAJESTIC SA;UGC DIFFUSION;FIXE;NON;50.633401, 3.06284;Hauts-de-France;59;59350
228122;ATELIER BARBARA;22-24 RUE ALSACE LORRAINE;KART OON SARL;;FIXE;NON;48.744182, 2.503331;Ile-de-France;94;94044
232572;LE PALACE;9 RUE PASTEUR;SOCIETE DES CINEMAS LONS LE SAUNIER;SAS AGORA CINEMAS;FIXE;NON;46.673494, 5.556147;Bourgogne - Franche-Comté;39;39300
233181;CINE LOROUX;RUE DE LA LIOTTERIE;ASSOCIATION CINE LOROUX;SARL GPCI;FIXE;NON;47.236043, -1.348969;Pays de la Loire;44;44084
235771;ESPACE;BOULEVARD PHELIPON;SOCIETE CINEMATOGRAPHIQUE LUCONNAISE;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.460681, -1.176832;Pays de la Loire;85;85128
237793;MAISON DE LA VALLEE;MAISON DE LA VALLEE;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;SNC SAGEC - CINE 32 VEO;FIXE;NON;42.87365, -0.003171;Occitanie;65;65295
237821;VOX;9 RUE DES REMPARTS;SCENI QUA NON;;FIXE;NON;46.790178, 3.969574;Bourgogne - Franche-Comté;58;58149
238032;ASTORIA;31-33 COURS VITTON;UGC SAS;UGC DIFFUSION;FIXE;NON;45.769811, 4.855776;Auvergne - Rhône-Alpes;69;69123
238163;Lumière Fourmi;68 RUE PIERRE CORNEILLE;KEUROGHLIAN FRANCOIS YERNOS;SARL EXHANTHUS;FIXE;NON;45.763283, 4.843832;Auvergne - Rhône-Alpes;69;69123
238886;PATHE VAISE;43 RUE DES DOCKS;PATHE VAISE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;45.787335, 4.812112;Auvergne - Rhône-Alpes;69;69123
240661;SALLE SAINT MICHEL;3 RUE AUBERT;ASSOCIATION SALLE SAINT MICHEL;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);FIXE;NON;47.252947, 6.800494;Bourgogne - Franche-Comté;25;25356
242852;ARMORIC CINEMA;RUE DANIEL RIALET;ASSOCIATION ARMORIC CINEMA;SAS CINE DIFFUSION;FIXE;NON;47.808963, -2.386134;Bretagne;56;56124
243552;REX;2 RUE DE LA GARE;ASSOCIATION CINEMAMERS;;FIXE;NON;48.347714, 0.363927;Pays de la Loire;72;72180
244491;LE ROYAL;409 AVENUE FELIX GENESLAY;CINEAMBUL 72;;FIXE;NON;47.968733, 0.203923;Pays de la Loire;72;72181
244700;MEGA CGR;PLACE HENRI DUNANT;RAYMANTES;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.989664, 1.715981;Ile-de-France;78;78361
247550;MAISTRALE;A ROTA;ASSOCIU SCOPRE;;FIXE;NON;42.235245, 8.804724;Corse;2A;2A154
249791;LES VARIETES;35 37 RUE VINCENT SCOTTO;SOCIETE BASTILLE SAINT ANTOINE;SARL UNIPERSONNELLE CINEMA LES VARIETES;FIXE;NON;43.297447, 5.379767;Provence-Alpes-Côte-d'Azur;13;13055
250412;GYPTIS;136 RUE LOUBON;FRICHE LA BELLE DE MAI;;FIXE;NON;43.312724, 5.384422;Provence-Alpes-Côte-d'Azur;13;13055
251251;TRIANON;4 RUE PAUL MENDRAS;TRIANON CINEMA;;FIXE;NON;44.551614, 3.291609;Occitanie;48;48092
251922;SALLE NOTRE-DAME;QUARTIER CHANTEGRENOUILLE;LA SOCIETE DES AMIS DU CINEMA INDEPENDANT;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.42733, 0.576514;Occitanie;32;32242
252212;LE FORUM;RUE DES DOUVES;OFFICE MUNICIPAL DES SPORTS LOISIRS CULTURE ANIMATION;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.868856, -0.320748;Nouvelle Aquitaine;17;17224
253164;LE PRE BOURGES;RUE DU HUIT MAI;LE PRE BOURGES;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.216795, 2.333982;Auvergne - Rhône-Alpes;15;15120
255072;PANORAMIC;90 ROUTE CRET DU MIDI;FORUM INTERNATIONAL;;FIXE;NON;45.861574, 6.626043;Auvergne - Rhône-Alpes;74;74173
256983;CINEMA CONFLUENCES MENNECY;ZAC MONTVRAIN II;CINEMA CONFLUENCES MENNECY;;FIXE;NON;48.564849, 2.441479;Ile-de-France;91;91386
257302;EDEN;11 RUE DE LA REPUBLIQUE;LES CINEMAS DE SAINT RAPHAEL (EX LIDO RIALTO CINEMA ST RAPHAEL);;FIXE;NON;43.775396, 7.50197;Provence-Alpes-Côte-d'Azur;6;6083
260602;CINEMA LE MONT D'OR;16 RUE DU VILLAGE;CINEMA OLYMPIA;SARL MC4 DISTRIBUTION;FIXE;NON;46.773516, 6.350469;Bourgogne - Franche-Comté;25;25380
261273;CINEMA L HORLOGE;1 PLACE LIEUTENANT GIRAUD;ASSOCIATION CINEMA L HORLOGE;SARL MC4 DISTRIBUTION;FIXE;NON;45.90391, 5.192869;Auvergne - Rhône-Alpes;1;1244
261730;MEGA CGR;CAP MALO - BORDURE D27 & RN 137;MONNEZIERES;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.202673, -1.730539;Bretagne;35;35177
262461;SALLE DES FETES;RUE DAME PERNETTE;MODERNE CINEMA;;ITINERANT;NON;46.36675, 5.996859;Auvergne - Rhône-Alpes;1;1247
264442;FRANCOIS TRUFFAUT;12 RUE DE LA POYAT;ASSOCIATION LA FRATERNELLE;;FIXE;NON;46.457868, 5.758014;Bourgogne - Franche-Comté;39;39333
267391;EDEN;7 RUE PORTE DU DROPT;USUREAU PAUL;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.650724, 0.079158;Nouvelle Aquitaine;33;33289
268841;CINE MONTAL;20 RUE DU PERRY;AEP MONTALBANAISE;SAS CINE DIFFUSION;FIXE;NON;48.200293, -2.049655;Bretagne;35;35184
269141;LE PHENIX;33 RUE D ABRANTES;ASSOCIATION CINE CITE;;FIXE;NON;47.6229, 4.338005;Bourgogne - Franche-Comté;21;21425
269222;LE GENERIQUE;10 RUE DE MONTS;ASSOCIATION LES AMIS DE L'ESPACE PIERRE MERY;CVL;FIXE;NON;47.286138, 0.703952;Centre - Val-de-Loire;37;37154
270633;HOLLYWOOD AVENUE;2 BIS,  AV PAUL DOUMER;VILLE DE MONTDIDIER;SARL CINEODE;FIXE;NON;49.647736, 2.570756;Hauts-de-France;80;80561
272392;LE CYRANO;114 AVENUE DE LA REPUBLIQUE;COMMUNAUTE D'AGGLOMERATION SENART VAL DE SEINE;;FIXE;NON;48.703763, 2.46109;Ile-de-France;91;91421
272701;VOX;PLACE BERTRAN DE BORN;VILLE DE MONTIGNAC;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.063871, 1.163498;Nouvelle Aquitaine;24;24291
273071;JACQUES BREL;RUE DE LA MARE AUX CARATS;VILLE DE MONTIGNY LE BRETONNEUX;;FIXE;NON;48.77004, 2.03446;Ile-de-France;78;78423
273182;CENTRE PICASSO;RUE GUY DE MAUPASSANT;OFFICE MUNICIPALE DE LA CULTURE (MONTIGNY);;FIXE;NON;48.997001, 2.200873;Ile-de-France;95;95424
273565;CINEMA LES ARTS;ZAC DE LA VALLEE                AVENUE DE LA BELLE ETOILE;NORD OUEST EXPLOITATION CINEMAS;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;49.534592, 0.181289;Normandie;76;76447
275334;CINEMA NESTOR BURMA;2 RUE MARCELIN ALBERT;COMMUNE DE MONTPELLIER;;FIXE;NON;43.61435, 3.828731;Occitanie;34;34172
275460;SALLE POLYVALENTE;SALLE POLYVALENTE;GRAND ECRAN;;ITINERANT;NON;44.495224, 4.20018;Auvergne - Rhône-Alpes;7;7189
277201;MAJESTIC;8 RUE DE GESNES;ASSOCIATION CINEMA LE MAJESTIC;SAS CINE DIFFUSION;FIXE;NON;48.136733, -0.555009;Pays de la Loire;53;53161
277721;CINELOISIRS;PLACE LEO BOUYSSOU;ASSOCIATION CINE LOISIRS;CINE LANDES;FIXE;NON;44.033295, -0.911916;Nouvelle Aquitaine;40;40197
277851;LE DAUPHIN;PLACE ANTOINE CHANOZ;DEFRANCE GILBERT ALPHONSE ALEXANDRE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.676633, 5.469622;Auvergne - Rhône-Alpes;38;38261
277893;SALLE DES FETES;SALLE DES FETES;FEDERATION DEPARTEMENTALE DES MJC DE LA SOMME;;ITINERANT;NON;49.780148, 2.47974;Hauts-de-France;80;80570
277940;CASINO;RUE DE L'INDUSTRIE;SOCIETE D'EXPLOITATION DE SPECTACLES;;FIXE;NON;46.523212, 6.020616;Bourgogne - Franche-Comté;39;39368
278231;RIALTO;3 RUE DE L HOSPICE;CINEMAS RIALTO;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;48.575673, -3.827938;Bretagne;29;29151
279192;LES PORTES DU SOLEIL;PLACE CENTRALE;CINEMONDE;;FIXE;NON;46.190882, 6.776907;Auvergne - Rhône-Alpes;74;74191
281723;REX;AVENUE DES BELLEVILLE;LES AMIS DU CINEMA;LES CINEMAS GAUMONT PATHE;FIXE;NON;45.483587, 6.527476;Auvergne - Rhône-Alpes;73;73181
282842;L'ESPACE CULTUREL SAINT GREGOIRE (EX- LE SAINT GREGOIRE);1 PLACE DES TUILERIES;SARL CINEMA FLORIVAL;;FIXE;NON;48.03997, 7.14025;Grand-Est;68;68226
282860;ESPACE RIED BRUN;2, RUE POINCARE;SYNDICAT MIXTE POLE RIED BRUN COLLEGE DE FORTSCHWIHR;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;48.101851, 7.468382;Grand-Est;68;68227
284111;UGC SAINT JEAN;54 RUE ST JEAN;PARAFRANCE COMMUNICATION;UGC DIFFUSION;FIXE;OUI;48.689694, 6.178976;Grand-Est;54;54395
284490;LES LUMIERES;49 RUE MAURICE THOREZ;SOCIETE D ECO MIXTE D AMENAGEMENT GESTION DE LA VILLE DE NANTERR;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;48.892601, 2.195729;Ile-de-France;92;92050
284662;CONCORDE;79 BD DE L EGALITE;CLOCHARD GERARD JACQUES;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.21118, -1.586751;Pays de la Loire;44;44109
284747;LE CINEMATOGRAPHE;12 BIS RUE DES CARMELITES;LE CINEMATOGRAPHE CINE-NANTES LOIRE-ATLANTIQUE;;FIXE;NON;47.216901, -1.551545;Pays de la Loire;44;44109
285872;CLUB;4 RUE DU DOCTEUR LEVRAT;P SERIGNAT ET COMPAGNIE;SARL MC4 DISTRIBUTION;FIXE;NON;46.153678, 5.603874;Auvergne - Rhône-Alpes;1;1269
286831;MELIES;9 RUE BEZOUT;LES MELIES;;FIXE;NON;48.265654, 2.695374;Ile-de-France;77;77333
288291;CIRCUIT 2;CINEMOBILE;AGENCE POUR DEVELOPPEMENT ACTIVITES TOURISTIQUES ET CULTURELLES;;ITINERANT;NON;47.940501, 2.182716;Centre - Val-de-Loire;45;45142
288922;LE MAJESTIC;PLACE ARISTIDE BRIAND;ASSOCIATION RENCONTRES CULTURELLES;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.68787, 0.246293;Nouvelle Aquitaine;86;86177
289783;CINE MAZARIN;RUE DE CHARLEVILLE;ETABLISSEMENTS IMBERDIS;LES CINEMAS GAUMONT PATHE;FIXE;OUI;46.989632, 3.150328;Bourgogne - Franche-Comté;58;58194
290022;RIALTO;4 RUE DE RIVOLI;CINEMA RIALTO;UGC MEDITERRANEE;FIXE;NON;43.696032, 7.258586;Provence-Alpes-Côte-d'Azur;6;6088
290032;VARIETES;5/7 BD VICTOR HUGO;CINEMA CASINO DES VARIETES;UGC MEDITERRANEE;FIXE;NON;43.699902, 7.26609;Provence-Alpes-Côte-d'Azur;6;6088
290063;ESPACE MAGNAN;31 RUE LOUIS DE COPPET;ESPACE MAGNAN;;FIXE;NON;43.692782, 7.245773;Provence-Alpes-Côte-d'Azur;6;6088
290191;PATHE LINGOSTIERE;604 ROUTE DE GRENOBLE;EUROPALACES NICE BOULOGNE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.671643, 7.203332;Provence-Alpes-Côte-d'Azur;6;6088
290388;PATHE NICE GARE DU SUD;PLACE DE LA GARE DU SUD;PATHE NICE GARE DU SUD;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.709724, 7.261413;Provence-Alpes-Côte-d'Azur;6;6088
291014;FORUM KINEPOLIS;130 RUE MICHEL DEBRE;FORUM KINEPOLIS;KINEPOLIS;FIXE;OUI;43.814338, 4.367462;Occitanie;30;30189
291027;CGR NIMES;ZAC DE LA GARE CENTRALE;CAP  CINEMA NIMES;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.856426, 4.403645;Occitanie;30;30189
291114;LE STUDIO;9 BOULEVARD MAIN;LE MOULIN DU ROC SCENE NATIONALE A NIORT;;FIXE;NON;46.326112, -0.468239;Nouvelle Aquitaine;79;79191
292341;LA FERME DU BUISSON;ALLEE DE LA FERME;LA FERME DU BUISSON;;FIXE;NON;48.84468, 2.624254;Ile-de-France;77;77337
296921;SALLE DU TISSAGE;SALLE DU TISSAGE;ASSOCIATION L'IMAGE BUISSONNIERE;;ITINERANT;NON;44.807704, 4.628561;Auvergne - Rhône-Alpes;7;7167
298142;POOM;CENTRE SPORTIF;CINE GUIL;;FIXE;NON;44.708057, 6.341919;Provence-Alpes-Côte-d'Azur;5;5096
301633;ATMOSPHERE;PARC JEANTET;COMMUNE D OYONNAX;SARL MC4 DISTRIBUTION;FIXE;NON;46.258908, 5.655149;Auvergne - Rhône-Alpes;1;1283
302485;CINEPAL;AVENUE DU 8 MAI 1945;NORD OUEST EXPLOITATION CINEMAS IDF;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;48.71031, 2.243459;Ile-de-France;91;91477
303122;BEAUSEJOUR;13 BLD J.L. BONNASSIEUX;ASSOCIATION CINEMA PANISSIERES;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.792194, 4.341577;Auvergne - Rhône-Alpes;42;42165
303281;CINE 104;104 AV JEAN LOLIVE;VILLE DE PANTIN;;FIXE;NON;48.89218, 2.408907;Ile-de-France;93;93055
303803;CIRCUIT DES PINS;11 AVENUE LEOPOLD DARMUZEY;L' ECRAN DES PINS;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;44.349894, -1.064305;Nouvelle Aquitaine;40;40217
305101;EDEN;QUAI ANTOINE FERCHAUD;VILLE DE PAUILLAC;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.201428, -0.746674;Nouvelle Aquitaine;33;33314
307502;CASTILLET 1;1 BOULEVARD WILSON;SOCIETE NOUVELLE D  ENTREPRISE DE SPECTACLES;SNES;FIXE;NON;42.701362, 2.894282;Occitanie;66;66136
312981;CINE PLAISANCE;1 RUE DES FAUVETTES;ECRAN 7;SARL GPCI;FIXE;NON;43.56314, 1.291519;Occitanie;31;31424
315411;LE CITHEA;RUE DES ECOLES;CINEMA JEANNE D'ARC;SAS CINE DIFFUSION;FIXE;NON;48.28043, -2.706503;Bretagne;22;22219
317394;CGR CASTILLE;24 PLACE DU MARECHAL LECLERC;LES CINEMAS PATHE GAUMONT;SARL LES FILMS DE LA ROCHELLE;FIXE;NON;46.580197, 0.338977;Nouvelle Aquitaine;86;86194
317613;CINE COMTE;19 RUE DU GENERAL DE GAULLE;CINEODE;SARL CINEODE;FIXE;NON;46.836349, 5.702889;Bourgogne - Franche-Comté;39;39434
317831;CHATEAU DE PLUVY;BRUSSIEU MILLE CLUB;CENTRE DE COORDINATION DES MONTS DU LYONNAIS;;ITINERANT;NON;45.640438, 4.467393;Auvergne - Rhône-Alpes;69;69155
318612;SALLE MJC;SALLE MJC;UNION DEPARTEMENTALE MAISON DES JEUNES & DE LA CULTURE COTE D OR;;ITINERANT;NON;47.306004, 5.410506;Bourgogne - Franche-Comté;21;21496
320333;CINEVILLE PONT L'ABBE;27 RUE DE LA GARE;CINEVILLE;SAS CINE DIFFUSION;FIXE;NON;47.863407, -4.229693;Bretagne;29;29220
321594;LE TRAIN CINEMA;1, RUE LOUIS ARAGON;LE TRAIN-THEATRE;;FIXE;NON;44.874731, 4.88233;Auvergne - Rhône-Alpes;26;26252
324021;LE PARC;RUE DU GRAND COULOIR;SOCIETE GESTION DES ACTIVITES TOURISTIQUES DE PRALOGNAN;SARL MC4 DISTRIBUTION;FIXE;NON;45.381523, 6.722351;Auvergne - Rhône-Alpes;73;73206
324212;LE NOUVEAU PALACE;15 RUE DU FAUBOURG;COMMUNE DE PRATS DE MOLLO - LA PRESTE;;FIXE;NON;42.403764, 2.481748;Occitanie;66;66150
329941;LE FAMILIA;58 RUE VAYSSE BARTHELEMY;CINEM AUDE 2000 VILLATGE AL PAIS;;FIXE;NON;42.875502, 2.184954;Occitanie;11;11304
330431;LE ROCHONEN;14 RUE ROCHONEN;ASSOCIATION LE ROCHONEN;SAS CINE DIFFUSION;FIXE;NON;48.401006, -2.912056;Bretagne;22;22262
331964;THEATRE MUNICIPAL;RUE JULES FERRY;ASSOCIATION LES AMIS RAONNAIS DU THEATRE;;FIXE;NON;48.406279, 6.8448;Grand-Est;88;88372
335751;SALLE DU FOYER;REX;CINE LUX;;ITINERANT;NON;45.186514, 4.029204;Auvergne - Rhône-Alpes;43;43162
336023;CINE GET;38 RUE GEORGES SABO;VEO CINEMAS;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.457554, 2.006074;Occitanie;31;31451
336432;CINEMA ST PAUL;38 RUE JULIEN DOUILLARD;CINEMA ST PAUL;SARL GPCI;FIXE;NON;47.183872, -1.543971;Pays de la Loire;44;44143
336801;MAX LINDER;RUE DES MOBILES DE COULMIERS;COMMUNE DE RIBERAC;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.244774, 0.339095;Nouvelle Aquitaine;24;24352
337051;MAJESTIC;26 RUE HENRI PROUST;ASSOCIATION LES RICHELAIS DU CARDINAL;;FIXE;NON;47.014742, 0.322461;Centre - Val-de-Loire;37;37196
337784;Ciné Rillieux;83 AVENUE DE L'EUROPE;URFOL CINE RILLIEUX;;FIXE;NON;45.81862, 4.904221;Auvergne - Rhône-Alpes;69;69286
338335;CINOCHE 4;AVENUE DE LA LIBERATION;ASSOCIATION GESTION SALLE ROBERT DESNOS;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;48.651395, 2.414242;Ile-de-France;91;91521
338461;CINE CHAPLIN;31 RUE JULES GUESDE;COMMUNE DE RIVE DE GIER;;FIXE;NON;45.528846, 4.614829;Auvergne - Rhône-Alpes;42;42186
339713;LA HALLE AUX GRAINS;1 RUE DES TANNEURS;LE BISTROT;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.740934, 0.383249;Nouvelle Aquitaine;16;16281
339911;MEGA CGR;AVENUE HENRI BECQUEREL;RAYLUMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;46.147254, -1.153689;Nouvelle Aquitaine;17;17300
341652;LE TRIANON;PL CARNOT ET 1 RUE ETIENNE DOLET;ASSOCIATION COMITE GESTION CINEMA TRIANON;;FIXE;NON;48.883869, 2.44086;Ile-de-France;93;93063
343010;LE MOULIN DE ROQUES;14 AVENUE DE LA GARE;COMMUNE DE ROQUES;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.510867, 1.379784;Occitanie;31;31458
343491;LE FOYER;AVENUE ANDRE JEAN;AEP JEAN BECQUE;SARL MC4 DISTRIBUTION;FIXE;NON;44.482369, 4.255896;Auvergne - Rhône-Alpes;7;7199
343762;ESPACE GEORGES SIMENON;PLACE CARNOT;COMMUNE DE ROSNY SOUS BOIS;;FIXE;NON;48.873327, 2.482728;Ile-de-France;93;93064
345631;QUINSONNET;RUE DES ECOLES;MODERNE CINEMA;;FIXE;NON;46.484074, 6.058293;Bourgogne - Franche-Comté;39;39470
347302;FAMILY;3 ET 5 RUE DE PLAISANCE;ASSOCIATION D EDUCATION POPULAIRE DE RUFFEC;SNC SAGEC - CINE 32 VEO;FIXE;NON;46.027187, 0.203603;Nouvelle Aquitaine;16;16292
348311;PALACE CARNOT;8 BIS RUE CARNOT;BOISRAME ROGER;;FIXE;NON;47.840861, -0.334058;Pays de la Loire;72;72264
350169;LE SALEYS;RUE DU MARECHAL LECLERC;ASSOCIATION CINEMATOGRAPHIQUE SALISIENNE FRANCOIS TRUFFAUT;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.471607, -0.927756;Nouvelle Aquitaine;64;64499
350641;LE 7 ÈME ART;5 PLACE DE LA MAIRIE;GONZALEZ PHILIPPE;ARTEC;FIXE;NON;44.550748, -0.869882;Nouvelle Aquitaine;33;33498
351441;LE CRIOU;RUE DES BILLETS;CINEMONDE;;FIXE;NON;46.0819758, 6.727133399999957;Auvergne - Rhône-Alpes;74;74258
353252;Centre Socio Culturel;26A rue de Phalsbourg;ASSOC CENTRE SOCIO CULTUREL SARRE UNION;;FIXE;NON;48.937213, 7.087489;Grand-Est;67;67434
353531;C2L CIN'HOCHE;6 RUE HOCHE;SERTEC;UGC DIFFUSION;FIXE;NON;48.937892, 2.159419;Ile-de-France;78;78586
356024;LE CUBIC;133, GRAND'RUE;SAVERNE CULTURES ET LOISIRS;;FIXE;NON;48.739119, 7.36694;Grand-Est;67;67437
357904;LE MAINGUE;PLACE DU PORT;ABC49 LES AMIS DU BON CINEMA;SAS CINE DIFFUSION;FIXE;NON;47.68565, -0.868807;Pays de la Loire;49;49331
358333;SELECT;48 RUE DU PRESIDENT POINCARE;SOCIETE GESTION EXPLOITATION CINEMATOGRAPHIQUES;;FIXE;NON;48.257586, 7.452058;Grand-Est;67;67462
359462;JEANNE D ARC;10 RUE DU CIMETIERE SAINT RIEUL;ASSOCIATION PATRONAGE SAINT RIEUL;SARL GPCI;FIXE;NON;49.208302, 2.585995;Hauts-de-France;60;60612
359622;L'AMBIANCE;10 RUE FLANDRES DUNKERQUE;ASSOCIATION PROMOTION DES ACTIVITES CINEMATOGRAPHIQUES SENONCHE;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;48.561662, 1.032664;Centre - Val-de-Loire;28;28373
359772;CINEMA CONFLUENCES SENS;RUE DES CANNETIERES;SOCIETE SENONAISE D'EXPLOITATION CINEMATOGRAPHIQUE;;FIXE;NON;48.176509, 3.284553;Bourgogne - Franche-Comté;89;89387
362414;CINE SEL;47 GRANDE RUE;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE SEVRES ESPACE LOI;SARL GPCI;FIXE;NON;48.82472689999999, 2.21509930000002;Ile-de-France;92;92072
