geolocalisation;latitude;longitude
47.41167, -1.965724;47.41167;-1.965724
44.761134, -0.654322;44.761134;-0.654322
43.552517, 7.015358;43.552517;7.015358
44.292217, -0.259312;44.292217;-0.259312
43.516624, 1.498262;43.516624;1.498262
49.525593, 0.72697;49.525593;0.72697
43.172524, 6.530347;43.172524;6.530347
43.947931, -0.041716;43.947931;-0.041716
43.203101, 1.083573;43.203101;1.083573
43.392145, 3.103753;43.392145;3.103753
42.486293, 2.749588;42.486293;2.749588
44.742006, -0.685394;44.742006;-0.685394
47.803369, 5.431466;47.803369;5.431466
45.566066, 5.923359;45.566066;5.923359
49.155627, 2.248819;49.155627;2.248819
45.061194, 4.302941;45.061194;4.302941
48.814397, 2.508133;48.814397;2.508133
44.068241, 5.987231;44.068241;5.987231
48.194912, -4.094078;48.194912;-4.094078
43.885453, 4.855476;43.885453;4.855476
48.886917, 2.156299;48.886917;2.156299
48.7407435, 2.764804799999979;48.7407435;2.764804799999979
45.877437, 4.7121;45.877437;4.7121
48.877872, 2.586341;48.877872;2.586341
49.642211, -1.613365;49.642211;-1.613365
48.880488, 2.772675;48.880488;2.772675
47.16663, 0.240401;47.16663;0.240401
43.177341, 5.610704;43.177341;5.610704
43.625579, 3.435522;43.625579;3.435522
45.776195, 3.081674;45.776195;3.081674
45.803623, 3.108544;45.803623;3.108544
46.050618, 6.587273;46.050618;6.587273
48.412765, -1.750635;48.412765;-1.750635
47.899073, -3.909554;47.899073;-3.909554
43.955916, 0.372655;43.955916;0.372655
42.627056, 8.921392;42.627056;8.921392
49.908852, 2.515061;49.908852;2.515061
42.301162, 9.151626;42.301162;9.151626
51.018022, 2.380798;51.018022;2.380798
49.334767, -0.457474;49.334767;-0.457474
44.773724, -0.348948;44.773724;-0.348948
44.726462, 5.02496;44.726462;5.02496
47.292765, -2.509877;47.292765;-2.509877
44.656708, 4.761992;44.656708;4.761992
48.517401, 2.627798;48.517401;2.627798
47.766235, 2.572005;47.766235;2.572005
45.768904, 4.955836;45.768904;4.955836
47.512144, 7.007276;47.512144;7.007276
44.527384, 5.066722;44.527384;5.066722
49.286704, -0.099295;49.286704;-0.099295
46.512529, 3.675133;46.512529;3.675133
47.319099, -2.074953;47.319099;-2.074953
49.3091816, -0.9051690000000008;49.3091816;-0.9051690000000008
45.147822, 5.718011;45.147822;5.718011
48.766594, 1.949214;48.766594;1.949214
49.287936, 1.008591;49.287936;1.008591
44.371085, 6.682435;44.371085;6.682435
48.971934, 2.305204;48.971934;2.305204
45.432581, 5.756014;45.432581;5.756014
48.605997, 1.675422;48.605997;1.675422
49.6480683, -1.6539331999999831;49.6480683;-1.6539331999999831
47.654375, -3.202141;47.654375;-3.202141
48.895422, -0.199598;48.895422;-0.199598
49.757837, 0.37728;49.757837;0.37728
45.750204, 4.225091;45.750204;4.225091
42.965028, 1.607346;42.965028;1.607346
42.960943, 1.609276;42.960943;1.609276
48.811271, 2.045243;48.811271;2.045243
43.959829, 5.781061;43.959829;5.781061
50.013373, 4.04454;50.013373;4.04454
43.432981, 6.732812;43.432981;6.732812
43.447733, 3.752698;43.447733;3.752698
46.097274, 3.197027;46.097274;3.197027
44.559365, 6.078993;44.559365;6.078993
48.971945, 2.399817;48.971945;2.399817
43.560669, -0.272312;43.560669;-0.272312
48.999982, 2.428131;48.999982;2.428131
44.737405, 1.38428;44.737405;1.38428
49.03242, 2.471796;49.03242;2.471796
49.413966, 1.041562;49.413966;1.041562
43.76859, 1.296013;43.76859;1.296013
45.187177, 5.722453;45.187177;5.722453
45.190618, 5.723517;45.190618;5.723517
47.908949, 7.211201;47.908949;7.211201
48.064952, -3.208011;48.064952;-3.208011
47.907692, -2.118355;47.907692;-2.118355
46.169796, 1.867356;46.169796;1.867356
44.662223, 6.649662;44.662223;6.649662
49.898867, 3.627448;49.898867;3.627448
44.874611, -0.677018;44.874611;-0.677018
50.780027, 3.127664;50.780027;3.127664
45.977393, 5.601461;45.977393;5.601461
49.288956, -1.544392;49.288956;-1.544392
46.87211, -1.013741;46.87211;-1.013741
49.920188, 4.084108;49.920188;4.084108
43.118684, 6.128014;43.118684;6.128014
46.72447, -2.348624;46.72447;-2.348624
48.81362, 2.389338;48.81362;2.389338
48.816711, 2.468136;48.816711;2.468136
47.668953, 7.496743;47.668953;7.496743
50.651234, 3.02797;50.651234;3.02797
45.557325, 6.763374;45.557325;6.763374
44.553056, -0.245112;44.553056;-0.245112
44.5231, -0.232774;44.5231;-0.232774
45.285761, 6.879713;45.285761;6.879713
49.569175, 3.623996;49.569175;3.623996
43.700824, 1.820322;43.700824;1.820322
43.600031, 1.239756;43.600031;1.239756
46.815557, 0.327879;46.815557;0.327879
43.200704, 2.758263;43.200704;2.758263
48.881921, 2.419546;48.881921;2.419546
49.145632, 0.228315;49.145632;0.228315
48.92579, 2.545121;48.92579;2.545121
50.651256, 2.975116;50.651256;2.975116
49.518361, 5.770719;49.518361;5.770719
49.216151, 1.170764;49.216151;1.170764
48.593047, 6.48972;48.593047;6.489720
45.787163, 4.799719;45.787163;4.799719
45.76732, 4.835049;45.76732;4.835049
45.779971, 4.832347;45.779971;4.832347
45.508685, 6.679705;45.508685;6.679705
48.801474, 2.430493;48.801474;2.430493
48.004856, 0.20079;48.004856;0.20079
43.525284, 0.161702;43.525284;0.161702
50.664345, 3.072348;50.664345;3.072348
45.821371, -1.108436;45.821371;-1.108436
49.06744, 6.148929;49.06744;6.148929
43.28385, 5.384511;43.28385;5.384511
43.300347, 5.399852;43.300347;5.399852
43.28624, 5.383262;43.28624;5.383262
43.289155, 5.481134;43.289155;5.481134
48.302362, -0.620404;48.302362;-0.620404
43.493101, 2.374957;43.493101;2.374957
44.519155, 3.499538;44.519155;3.499538
49.118892, 6.175464;49.118892;6.175464
43.089583, 1.87481;43.089583;1.87481
45.14954, 6.634433;45.14954;6.634433
44.132684, 1.066545;44.132684;1.066545
47.18723, -1.679304;47.18723;-1.679304
49.261576, 2.452904;49.261576;2.452904
44.016766, 1.361386;44.016766;1.361386
45.612675, 4.067565;45.612675;4.067565
46.674118, 4.364044;46.674118;4.364044
47.38864, -0.8621689999999944;47.38864;-0.8621689999999944
48.873643, 3.534231;48.873643;3.534231
43.607742, 3.880324;43.607742;3.880324
43.084724, 0.571254;43.084724;0.571254
48.862437, 2.442502;48.862437;2.442502
45.22819, 6.404581;45.22819;6.404581
45.616568, 4.675055;45.616568;4.675055
48.520588, 0.545946;48.520588;0.545946
43.617882, 6.97286;43.617882;6.97286
46.56427, 3.339458;46.56427;3.339458
47.733763, 7.30706;47.733763;7.30706
45.034377, 0.364624;45.034377;0.364624
48.689045, 6.178729;48.689045;6.178729
48.704545, 6.157804;48.704545;6.157804
48.691512, 6.195241;48.691512;6.195241
47.213357, -1.558244;47.213357;-1.558244
47.213603, -1.562528;47.213603;-1.562528
49.730796, 1.442643;49.730796;1.442643
48.87311, 2.510505;48.87311;2.510505
43.758956, -0.034329;43.758956;-0.034329
47.441735, -1.502661;47.441735;-1.502661
49.491272, 0.575902;49.491272;0.575902
47.535458, 2.042446;47.535458;2.042446
47.106949, 6.144394;47.106949;6.144394
49.130553, 2.511848;49.130553;2.511848
49.276964, -0.256313;49.276964;-0.256313
46.449057, 4.116424;46.449057;4.116424
47.799654, -4.356964;47.799654;-4.356964
43.413496, 5.356466;43.413496;5.356466
44.0967176, 6.928323500000033;44.0967176;6.928323500000033
45.182579, 0.718006;45.182579;0.718006
49.930788, 2.936858;49.930788;2.936858
48.814855, -3.457451;48.814855;-3.457451
43.460841, 3.42083;43.460841;3.42083
43.604768, 0.0448;43.604768;0.0448
47.763891, 6.743534;47.763891;6.743534
48.655594, -3.630501;48.655594;-3.630501
48.578076, -2.061657;48.578076;-2.061657
48.657353, -4.170827;48.657353;-4.170827
48.92287, 2.029616;48.92287;2.029616
48.803412, 2.611316;48.803412;2.611316
47.435409, -2.088906;47.435409;-2.088906
49.285635, 0.185399;49.285635;0.185399
49.302107, 2.60337;49.302107;2.60337
47.434019, -0.500603;47.434019;-0.500603
44.8722, -1.092786;44.8722;-1.092786
47.184077, 3.945032;47.184077;3.945032
47.276193, -2.429727;47.276193;-2.429727
46.773329, -0.84843;46.773329;-0.84843
44.82571, 6.498622;44.82571;6.498622
47.480187, -3.121863;47.480187;-3.121863
47.994608, -4.102191;47.994608;-4.102191
47.874513, -3.545043;47.874513;-3.545043
48.106343, -1.675345;48.106343;-1.675345
49.615851, -1.26046;49.615851;-1.26046
44.647615, 6.629737;44.647615;6.629737
45.434822, 4.32352;45.434822;4.32352
46.156657, -1.154697;46.156657;-1.154697
45.815626, 0.307695;45.815626;0.307695
48.793178, 2.648662;48.793178;2.648662
48.516527, 3.723266;48.516527;3.723266
43.665141, 7.049995;43.665141;7.049995
48.880702, 2.480345;48.880702;2.480345
50.691883, 3.165548;50.691883;3.165548
49.444934, 1.067208;49.444934;1.067208
45.809747, 4.596802;45.809747;4.596802
45.747157, -0.634183;45.747157;-0.634183
45.74154, -0.691811;45.74154;-0.691811
43.490681, 0.929457;43.490681;0.929457
44.885645, 1.216981;44.885645;1.216981
47.280282, 4.229497;47.280282;4.229497
49.698315, 4.947865;49.698315;4.947865
49.317865, 6.093266;49.317865;6.093266
43.408726, 3.698237;43.408726;3.698237
48.721194, 3.729236;48.721194;3.729236
45.941027, 6.035993;45.941027;6.035993
43.093086, 5.83938;43.093086;5.83938
48.951678, 2.381372;48.951678;2.381372
49.487702, 5.197037;49.487702;5.197037
48.582805, 7.74237;48.582805;7.74237
45.174031, 5.218117;45.174031;5.218117
48.571134, 1.933453;48.571134;1.933453
48.256952, -1.391536;48.256952;-1.391536
45.201563, 0.134975;45.201563;0.134975
49.106153, 6.700789;49.106153;6.700789
44.85779, 1.896668;44.85779;1.896668
44.932417, 6.590074;44.932417;6.590074
48.284403, 6.952124;48.284403;6.952124
45.43924, 4.401579;45.43924;4.401579
44.906415, -0.484312;44.906415;-0.484312
42.676812, 9.302536;42.676812;9.302536
45.591253, 4.316478;45.591253;4.316478
45.339698, 4.414174;45.339698;4.414174
46.699163, -1.927816;46.699163;-1.927816
42.983492, 1.146819;42.983492;1.146819
45.214928, 6.260483;45.214928;6.260483
45.388247, 5.73148;45.388247;5.73148
45.155481, 5.318377;45.155481;5.318377
47.52339, -1.186562;47.52339;-1.186562
45.295246, 6.58263;45.295246;6.58263
43.638749, 4.813461;43.638749;4.813461
48.798427, 2.485821;48.798427;2.485821
43.32495, 6.62431;43.32495;6.62431
48.188591, -2.192564;48.188591;-2.192564
50.038633, 2.123723;50.038633;2.123723
48.904144, 2.339193;48.904144;2.339193
43.327875, -1.034919;43.327875;-1.034919
45.64428, -1.088823;45.64428;-1.088823
45.943128, -1.308557;45.943128;-1.308557
48.06123, 0.167196;48.06123;0.167196
43.77186, 1.688125;43.77186;1.688125
45.629307, 4.452451;45.629307;4.452451
43.660752, -1.304343;43.660752;-1.304343
44.811682, -0.592543;44.811682;-0.592543
45.761019, 4.761288;45.761019;4.761288
44.550873, 4.681776;44.550873;4.681776
44.08886, 7.593211;44.08886;7.593211
48.265259, 0.690629;48.265259;0.690629
46.389621, 6.718783;46.389621;6.718783
47.267642, -0.502889;47.267642;-0.502889
45.456559, 6.900294;45.456559;6.900294
48.763163, -0.732609;48.763163;-0.732609
45.252655, 0.493333;45.252655;0.493333
44.391294, 0.311793;44.391294;0.311793
47.856492, 3.972991;47.856492;3.972991
43.124501, 5.96296;43.124501;5.96296
43.588909, 1.445984;43.588909;1.445984
43.60456, 1.44782;43.60456;1.44782
50.721235, 3.15888;50.721235;3.15888
43.726077, 5.547136;43.726077;5.547136
45.562468, 5.444145;45.562468;5.444145
46.562498, 4.912313;46.562498;4.912313
48.99649, 2.550261;48.99649;2.550261
45.297176, 5.483039;45.297176;5.483039
45.424402, 1.563016;45.424402;1.563016
48.008328, 6.71485;48.008328;6.71485
43.641892, 7.006394;43.641892;7.006394
44.930191, 4.893946;44.930191;4.893946
43.131815, 5.988887;43.131815;5.988887
45.174957, 6.493547;45.174957;6.493547
48.821779, 2.287439;48.821779;2.287439
48.367677, 2.957289;48.367677;2.957289
45.789822, 4.917721;45.789822;4.917721
44.954501, 1.70171;44.954501;1.70171
45.355735, -1.060588;45.355735;-1.060588
48.666901, 7.711243;48.666901;7.711243
49.159325, 5.38635;49.159325;5.38635
47.636582, 6.166288;47.636582;6.166288
47.14704, -0.536932;47.14704;-0.536932
45.244201, 6.263395;45.244201;6.263395
48.824654, 2.18397;48.824654;2.18397
43.398281, 1.715623;43.398281;1.715623
48.793428, 2.363199;48.793428;2.363199
48.735355, 2.416829;48.735355;2.416829
44.408808, 0.704017;44.408808;0.704017
45.770555, 4.874404;45.770555;4.874404
48.826124, 2.542402;48.826124;2.542402
48.838655, -0.892968;48.838655;-0.892968
43.447301, 5.250042;43.447301;5.250042
48.790948, 2.388152;48.790948;2.388152
45.365575, 5.589119;45.365575;5.589119
49.714863, 3.584145;49.714863;3.584145
45.390497, 3.946964;45.390497;3.946964
48.57924680000001, 2.2996356999999534;48.57924680000001;2.2996356999999534
48.032408, 3.296723;48.032408;3.296723
43.658327, 7.12373;43.658327;7.12373
43.43362, 5.050227;43.43362;5.050227
48.00072, -4.109877;48.00072;-4.109877
43.437442, 5.25529;43.437442;5.25529
47.38634, 0.653023;47.38634;0.653023
43.297725, 5.360374;43.297725;5.360374
45.182708, 0.762663;45.182708;0.762663
45.989161, 4.724226;45.989161;4.724226
47.345608, 0.608054;47.345608;0.608054
45.164059, 6.089026;45.164059;6.089026
44.182478, 2.786721;44.182478;2.786721
48.872431, 2.299525;48.872431;2.299525
48.843074, 2.324424;48.843074;2.324424
48.861555, 2.352217;48.861555;2.352217
48.842813, 2.330525;48.842813;2.330525
48.870455, 2.35466;48.870455;2.35466
48.858204, 2.282104;48.858204;2.282104
48.864763, 2.399555;48.864763;2.399555
48.853157, 2.370719;48.853157;2.370719
48.860238, 2.37214;48.860238;2.37214
48.847502, 2.371855;48.847502;2.371855
48.837759, 2.296259;48.837759;2.296259
48.833879, 2.330976;48.833879;2.330976
48.847502, 2.342301;48.847502;2.342301
48.836817, 2.349632;48.836817;2.349632
48.893315, 2.311503;48.893315;2.311503
48.852605, 2.406733;48.852605;2.406733
45.555539, 6.651442;45.555539;6.651442
43.699953, -0.265292;43.699953;-0.265292
43.524462, 5.439812;43.524462;5.439812
44.125939, 4.077527;44.125939;4.077527
45.394059, 6.075331;45.394059;6.075331
44.283294, 6.539965;44.283294;6.539965
47.62383, 7.236058;47.62383;7.236058
47.41057, 0.980035;47.41057;0.980035
47.364116, -1.178442;47.364116;-1.178442
45.928236, 2.829038;45.928236;2.829038
42.577018, 2.075079;42.577018;2.075079
45.912917, 6.125425;45.912917;6.125425
44.660258, -1.168378;44.660258;-1.168378
46.1393558, 6.124697400000059;46.1393558;6.124697400000059
43.005826, -0.095968;43.005826;-0.095968
48.745411, -0.019397;48.745411;-0.019397
48.058076, -1.148927;48.058076;-1.148927
42.955828, -0.213947;42.955828;-0.213947
48.906327, 2.284046;48.906327;2.284046
48.7102, 2.388137;48.7102;2.388137
43.671301, 1.43582;43.671301;1.43582
43.651097, 0.594265;43.651097;0.594265
49.020149, -0.629742;49.020149;-0.629742
45.1750733, 5.540751;45.1750733;5.540751
46.95158, 4.296621;46.95158;4.296621
47.793473, 3.56576;47.793473;3.56576
43.543431, 1.565026;43.543431;1.565026
50.124842, 3.926833;50.124842;3.926833
48.447747, 6.736992;48.447747;6.736992
50.740146, 2.736651;50.740146;2.736651
49.544612, 0.95126;49.544612;0.95126
47.215304, -1.465696;47.215304;-1.465696
47.877156, -3.017589;47.877156;-3.017589
47.353131, 6.359659;47.353131;6.359659
49.278064, -0.70355;49.278064;-0.70355
47.777284, 1.628684;47.777284;1.628684
45.338891, 5.057286;45.338891;5.057286
43.611508, 3.171558;43.611508;3.171558
47.63059, 6.861946;47.63059;6.861946
47.240015, 6.025346;47.240015;6.025346
47.21818, 5.973484;47.21818;5.973484
48.931156, 2.207081;48.931156;2.207081
44.92068, 1.841345;44.92068;1.841345
48.589226, 6.84543;48.589226;6.84543
49.983958, 3.455918;49.983958;3.455918
48.916548, 2.266897;48.916548;2.266897
44.8405, -0.582021;44.8405;-0.582021
45.401122, 2.498735;45.401122;2.498735
50.722562, 1.605722;50.722562;1.605722
48.837649, 2.239534;48.837649;2.239534
46.618744, 3.759124;46.618744;3.759124
45.953962, 1.755702;45.953962;1.755702
45.055549, 6.028706;45.055549;6.028706
46.206273, 5.22595;46.206273;5.22595
45.590599, 5.277321;45.590599;5.277321
45.622605, 6.777587;45.622605;6.777587
46.850232, -0.474956;46.850232;-0.474956
44.900658, 6.632743;44.900658;6.632743
49.471445, -1.631851;49.471445;-1.631851
45.158027, 1.529898;45.158027;1.529898
49.290634, -0.113862;49.290634;-0.113862
43.824209, 2.878911;43.824209;2.878911
44.162816, 4.889682;44.162816;4.889682
47.551609, -1.038715;47.551609;-1.038715
43.567121, 6.963836;43.567121;6.963836
43.576083, 7.017663;43.576083;7.017663
43.56912, 7.005225;43.56912;7.005225
49.452077, 1.037664;49.452077;1.037664
44.895434, -0.508506;44.895434;-0.508506
43.4765018, 6.182329100000061;43.4765018;6.182329100000061
43.215622, 5.538828;43.215622;5.538828
50.127719, 3.415275;50.127719;3.415275
43.837243, 5.040229;43.837243;5.040229
43.834515, 5.041736;43.834515;5.041736
46.84884, -1.872212;46.84884;-1.872212
45.548622, 5.986578;45.548622;5.986578
47.353192, -0.764716;47.353192;-0.764716
46.781473, 4.853059;46.781473;4.853059
48.398755, 2.80515;48.398755;2.80515
47.341938, 0.723719;47.341938;0.723719
46.68832, -1.052512;46.68832;-1.052512
48.110334, -1.405013;48.110334;-1.405013
46.810828, 1.697689;46.810828;1.697689
48.822643, 6.507084;48.822643;6.507084
46.2662845, 6.84154239999998;46.2662845;6.84154239999998
46.820621, 0.544345;46.820621;0.544345
48.800675, 2.288049;48.800675;2.288049
46.108833, -0.068552;46.108833;-0.068552
48.856412, 2.773682;48.856412;2.773682
44.907088, 4.421455;44.907088;4.421455
48.703333, 2.314917;48.703333;2.314917
47.061739, -0.881773;47.061739;-0.881773
43.175703, 5.604941;43.175703;5.604941
43.257218, 0.483469;43.257218;0.483469
44.814065, 5.63181;44.814065;5.63181
49.377974, 2.414916;49.377974;2.414916
45.778539, 3.081053;45.778539;3.081053
47.083295, -1.287262;47.083295;-1.287262
46.43482, 4.657216;46.43482;4.657216
45.904524, 6.425393;45.904524;6.425393
46.058081, 6.580638;46.058081;6.580638
43.250728, 6.537455;43.250728;6.537455
48.923862, 2.250041;48.923862;2.250041
46.287439, 2.74393;46.287439;2.74393
48.8506, -0.551002;48.8506;-0.551002
48.603813, 2.469302;48.603813;2.469302
48.959824, 2.189151;48.959824;2.189151
48.901327, 2.271867;48.901327;2.271867
45.755201, 3.536932;45.755201;3.536932
45.904817, 6.100656;45.904817;6.100656
48.786063, 2.444158;48.786063;2.444158
46.805596, 4.420044;46.805596;4.420044
48.242699, -4.494348;48.242699;-4.494348
47.049645, 6.481499;47.049645;6.481499
49.356857, 0.072039;49.356857;0.072039
47.314412, 5.048804;47.314412;5.048804
48.539414, 7.423392;48.539414;7.423392
48.521892, 7.500139;48.521892;7.500139
50.365337, 3.083696;50.365337;3.083696
50.375978, 3.075606;50.375978;3.075606
48.088483, -4.329101;48.088483;-4.329101
48.528741, 2.015215;48.528741;2.015215
51.033536, 2.372294;51.033536;2.372294
46.300709, 1.673061;46.300709;1.673061
48.992968, 2.278288;48.992968;2.278288
47.278354, 5.995713;47.278354;5.995713
44.644532, 2.564434;44.644532;2.564434
48.298541, -0.935976;48.298541;-0.935976
48.421595, 7.661242;48.421595;7.661242
48.626357, -2.833902;48.626357;-2.833902
46.712066, -1.314796;46.712066;-1.314796
48.5905665, -0.3580058000000008;48.5905665;-0.3580058000000008
47.699791, -0.080579;47.699791;-0.080579
48.749639, -0.563195;48.749639;-0.563195
46.529206, 0.279764;46.529206;0.279764
46.466465, -0.803028;46.466465;-0.803028
48.852329, 2.461111;48.852329;2.461111
42.505205, 2.040244;42.505205;2.040244
45.73125, 4.765987;45.73125;4.765987
48.752796, 2.313077;48.752796;2.313077
42.657224, 9.423381;42.657224;9.423381
48.794527, 0.298902;48.794527;0.298902
44.55986, 6.07839;44.55986;6.07839
43.124317, 6.009199;43.124317;6.009199
46.374596, 0.404662;46.374596;0.404662
47.241889, 5.217949;47.241889;5.217949
48.928469, 2.293206;48.928469;2.293206
47.733433, 2.650054;47.733433;2.650054
43.626338, 0.878691;43.626338;0.878691
48.413307, -0.814298;48.413307;-0.814298
48.141023, -3.606192;48.141023;-3.606192
43.544412, 4.131107;43.544412;4.131107
45.189425, 5.728332;45.189425;5.728332
43.420117, -1.60616;43.420117;-1.60616
44.932115, 4.875562;44.932115;4.875562
48.559935, -3.148205;48.559935;-3.148205
43.656112, -0.592314;43.656112;-0.592314
43.382881, -1.306533;43.382881;-1.306533
48.977726, -1.557167;48.977726;-1.557167
43.355543, -1.773311;43.355543;-1.773311
47.414702, -1.655686;47.414702;-1.655686
49.202885, -0.332513;49.202885;-0.332513
48.363571, -3.746066;48.363571;-3.746066
45.080667, 6.0585;45.080667;6.0585
45.090313, 6.07033;45.090313;6.07033
47.125566, 0.414813;47.125566;0.414813
49.320073, -1.104154;49.320073;-1.104154
43.614931, 1.089434;43.614931;1.089434
47.959564, -1.491109;47.959564;-1.491109
49.402871, 2.774688;49.402871;2.774688
48.842059, 6.241568;48.842059;6.241568
47.351751, 0.6454439999999977;47.351751;0.6454439999999977
43.538478, 2.263266;43.538478;2.263266
45.120045, 4.534213;45.120045;4.534213
43.593733, 3.082206;43.593733;3.082206
47.326633, 0.408328;47.326633;0.408328
48.72808, -3.460577;48.72808;-3.460577
49.564845, 3.62504;49.564845;3.62504
48.072111, -0.771727;48.072111;-0.771727
43.135578, 6.358877;43.135578;6.358877
42.935388, 1.849583;42.935388;1.849583
44.730648, -0.600381;44.730648;-0.600381
43.875113, -1.302436;43.875113;-1.302436
48.891726, 2.296363;48.891726;2.296363
48.616119, 2.547927;48.616119;2.547927
50.42314, 2.777484;50.42314;2.777484
45.854302, 1.256414;45.854302;1.256414
45.83291, 1.255375;45.83291;1.255375
45.845477, 1.276023;45.845477;1.276023
43.055193, 2.214156;43.055193;2.214156
43.732596, 3.314911;43.732596;3.314911
44.75382, 4.824625;44.75382;4.824625
47.010932, 0.084051;47.010932;0.084051
43.085637, -0.04492;43.085637;-0.04492
43.102921, -0.039469;43.102921;-0.039469
43.098225, -0.045524;43.098225;-0.045524
43.677738, 4.131204;43.677738;4.131204
47.820086, 6.375487;47.820086;6.375487
45.759486, 4.846313;45.759486;4.846313
45.765294, 4.834225;45.765294;4.834225
45.784585, 4.852131;45.784585;4.852131
48.946355, 2.147062;48.946355;2.147062
48.002865, 0.194124;48.002865;0.194124
43.419763, 5.213706;43.419763;5.213706
48.871284, 2.095564;48.871284;2.095564
43.273044, 5.391418;43.273044;5.391418
46.306676, 4.481344;46.306676;4.481344
46.9250409, -0.7596104000000423;46.9250409;-0.7596104000000423
48.916554, 1.821165;48.916554;1.821165
43.221421, -0.889467;43.221421;-0.889467
48.533449, 2.6548;48.533449;2.6548
50.641083, 2.637315;50.641083;2.637315
47.826282, 1.696401;47.826282;1.696401
45.532714, 2.146857;45.532714;2.146857
45.765107, 5.00317;45.765107;5.00317
43.421612, 3.601996;43.421612;3.601996
43.581558, 5.001721;43.581558;5.001721
44.975571, 6.50728;44.975571;6.50728
45.284509, 4.176668;45.284509;4.176668
43.618473, 6.771904;43.618473;6.771904
44.557962, 4.751413;44.557962;4.751413
46.338813, 2.602249;46.338813;2.602249
48.813222, 2.311441;48.813222;2.311441
46.179604, 6.706652;46.179604;6.706652
43.369451, -0.629102;43.369451;-0.629102
44.901927, 5.786028;44.901927;5.786028
48.900167, 2.21295;48.900167;2.21295
48.353974, 5.695801;48.353974;5.695801
45.8173155, 3.7672235;45.8173155;3.7672235
48.849023, 2.552482;48.849023;2.552482
45.523215, 0.659963;45.523215;0.659963
46.829294, -2.137105;46.829294;-2.137105
47.565293, -1.628355;47.565293;-1.628355
47.135748, 4.94934;47.135748;4.94934
49.339471, 1.08919;49.339471;1.08919
48.742445, 2.395558;48.742445;2.395558
44.493107, 6.556982;44.493107;6.556982
43.487215, -0.777436;43.487215;-0.777436
48.780228, -3.05216;48.780228;-3.05216
43.527952, 3.931577;43.527952;3.931577
48.712693, 2.363281;48.712693;2.363281
48.903037, 2.507379;48.903037;2.507379
45.418565, 4.675401;45.418565;4.675401
42.663168, 2.880281;42.663168;2.880281
49.301154, 5.786676;49.301154;5.786676
43.22419, 6.144814;43.22419;6.144814
44.376008, 4.701762;44.376008;4.701762
49.166275, -1.5704;49.166275;-1.5704
48.173277, 2.253059;48.173277;2.253059
47.998597, -2.096562;47.998597;-2.096562
48.590655, -2.553431;48.590655;-2.553431
47.963557, 6.457663;47.963557;6.457663
46.580669, 0.339687;46.580669;0.339687
47.359284, -0.860039;47.359284;-0.860039
45.580586, -0.546711;45.580586;-0.546711
49.354873, 0.511693;49.354873;0.511693
45.749757, 5.175101;45.749757;5.175101
47.383873, 6.769949;47.383873;6.769949
44.266447, 4.644976;44.266447;4.644976
47.750682, 0.192681;47.750682;0.192681
47.119337, -2.101111;47.119337;-2.101111
43.404425, 4.98382;43.404425;4.98382
43.39359, 4.796834;43.39359;4.796834
43.108927, 6.020419;43.108927;6.020419
44.734637, 4.59441;44.734637;4.59441
47.311707, 5.092506;47.311707;5.092506
43.822342, 1.724822;43.822342;1.724822
43.545097, 1.484818;43.545097;1.484818
47.643971, -2.08863;47.643971;-2.08863
49.256421, 4.026693;49.256421;4.026693
48.107745, -1.67277;48.107745;-1.67277
44.032421, 2.535913;44.032421;2.535913
48.194474, 7.323025;48.194474;7.323025
44.3078, 2.237623;44.3078;2.237623
45.894648, 3.119978;45.894648;3.119978
45.281368, 2.657031;45.281368;2.657031
48.65291, 2.418053;48.65291;2.418053
46.037107, 4.06479;46.037107;4.06479
46.066503, 6.314579;46.066503;6.314579
45.93763, -0.966174;45.93763;-0.966174
46.157744, -1.153595;46.157744;-1.153595
46.785295, 0.811448;46.785295;0.811448
44.34873, 2.57572;44.34873;2.57572
45.045939, 5.054595;45.045939;5.054595
45.046219, 5.050587;45.046219;5.050587
48.213608, -1.892787;48.213608;-1.892787
47.358326, 1.745177;47.358326;1.745177
48.237305, -3.316257;48.237305;-3.316257
49.438455, 1.096887;49.438455;1.096887
49.430638, 1.085206;49.430638;1.085206
48.862565, 2.194794;48.862565;2.194794
45.85878, 5.957306;45.85878;5.957306
43.637405, 5.099136;43.637405;5.099136
43.117504, 5.799215;43.117504;5.799215
49.11063, 7.070985;49.11063;7.070985
47.262131, -0.078279;47.262131;-0.078279
47.363726, -1.942308;47.363726;-1.942308
48.57649, 2.579118;48.57649;2.579118
47.49215, 4.334794;47.49215;4.334794
45.95807, 5.835541;45.95807;5.835541
49.382084, 3.326393;49.382084;3.326393
41.904436, 9.388834;41.904436;9.388834
50.174295, 4.093165;50.174295;4.093165
48.581785, 7.746387;48.581785;7.746387
48.871363, 2.229109;48.871363;2.229109
45.009604, -0.438522;45.009604;-0.438522
45.421496, 4.064272;45.421496;4.064272
44.803412, 3.275679;44.803412;3.275679
48.852362, 2.216385;48.852362;2.216385
48.93659, 2.358747;48.93659;2.358747
45.230283, 5.681963;45.230283;5.681963
45.4379, 4.395893;45.4379;4.395893
48.535934, 2.547053;48.535934;2.547053
46.996042, 2.252694;46.996042;2.252694
45.415068, 6.357553;45.415068;6.357553
45.59922, -0.993953;45.59922;-0.993953
48.971269, 2.274468;48.971269;2.274468
46.269476, -0.715321;46.269476;-0.715321
