geolocalisation;latitude;longitude
47.21118, -1.586751;47.21118;-1.586751
47.216901, -1.551545;47.216901;-1.551545
46.153678, 5.603874;46.153678;5.603874
48.265654, 2.695374;48.265654;2.695374
47.940501, 2.182716;47.940501;2.182716
46.68787, 0.246293;46.68787;0.246293
46.989632, 3.150328;46.989632;3.150328
43.696032, 7.258586;43.696032;7.258586
43.699902, 7.26609;43.699902;7.26609
43.692782, 7.245773;43.692782;7.245773
43.671643, 7.203332;43.671643;7.203332
43.709724, 7.261413;43.709724;7.261413
43.814338, 4.367462;43.814338;4.367462
43.856426, 4.403645;43.856426;4.403645
46.326112, -0.468239;46.326112;-0.468239
48.84468, 2.624254;48.84468;2.624254
44.807704, 4.628561;44.807704;4.628561
44.708057, 6.341919;44.708057;6.341919
46.258908, 5.655149;46.258908;5.655149
48.71031, 2.243459;48.71031;2.243459
45.792194, 4.341577;45.792194;4.341577
48.89218, 2.408907;48.89218;2.408907
44.349894, -1.064305;44.349894;-1.064305
45.201428, -0.746674;45.201428;-0.746674
42.701362, 2.894282;42.701362;2.894282
43.56314, 1.291519;43.56314;1.291519
48.28043, -2.706503;48.28043;-2.706503
46.580197, 0.338977;46.580197;0.338977
46.836349, 5.702889;46.836349;5.702889
45.640438, 4.467393;45.640438;4.467393
47.306004, 5.410506;47.306004;5.410506
47.863407, -4.229693;47.863407;-4.229693
44.874731, 4.88233;44.874731;4.88233
45.381523, 6.722351;45.381523;6.722351
42.403764, 2.481748;42.403764;2.481748
42.875502, 2.184954;42.875502;2.184954
48.401006, -2.912056;48.401006;-2.912056
48.406279, 6.8448;48.406279;6.8448
45.186514, 4.029204;45.186514;4.029204
43.457554, 2.006074;43.457554;2.006074
47.183872, -1.543971;47.183872;-1.543971
45.244774, 0.339095;45.244774;0.339095
47.014742, 0.322461;47.014742;0.322461
45.81862, 4.904221;45.81862;4.904221
48.651395, 2.414242;48.651395;2.414242
45.528846, 4.614829;45.528846;4.614829
45.740934, 0.383249;45.740934;0.383249
46.147254, -1.153689;46.147254;-1.153689
48.883869, 2.44086;48.883869;2.44086
43.510867, 1.379784;43.510867;1.379784
44.482369, 4.255896;44.482369;4.255896
48.873327, 2.482728;48.873327;2.482728
46.484074, 6.058293;46.484074;6.058293
46.027187, 0.203603;46.027187;0.203603
47.840861, -0.334058;47.840861;-0.334058
43.471607, -0.927756;43.471607;-0.927756
44.550748, -0.869882;44.550748;-0.869882
46.0819758, 6.727133399999957;46.0819758;6.727133399999957
48.937213, 7.087489;48.937213;7.087489
48.937892, 2.159419;48.937892;2.159419
48.739119, 7.36694;48.739119;7.36694
47.68565, -0.868807;47.68565;-0.868807
48.257586, 7.452058;48.257586;7.452058
49.208302, 2.585995;49.208302;2.585995
48.561662, 1.032664;48.561662;1.032664
48.176509, 3.284553;48.176509;3.284553
48.82472689999999, 2.21509930000002;48.82472689999999;2.21509930000002
44.194031, 5.94255;44.194031;5.94255
44.897861, 1.477417;44.897861;1.477417
43.753649, -1.327299;43.753649;-1.327299
48.582601, 7.745895;48.582601;7.745895
48.572723, 7.764957;48.572723;7.764957
47.765104, 2.374435;47.765104;2.374435
45.145584, 0.526425;45.145584;0.526425
47.3292625, -0.6707131000000572;47.3292625;-0.6707131000000572
48.799763, 2.067533;48.799763;2.067533
47.419122, 0.653805;47.419122;0.653805
48.284368, 6.952934;48.284368;6.952934
45.122686, 4.98172;45.122686;4.98172
45.472045, 4.505391;45.472045;4.505391
44.225131, 6.93274;44.225131;6.93274
45.73594, 4.79997;45.73594;4.79997
43.108339, 0.718892;43.108339;0.718892
45.696745, 4.795075;45.696745;4.795075
48.896605, 2.090977;48.896605;2.090977
43.388314, -1.659851;43.388314;-1.659851
46.793577, -2.061566;46.793577;-2.061566
45.832006, 6.161597;45.832006;6.161597
49.133075, 6.200124;49.133075;6.200124
45.319731, 4.616216;45.319731;4.616216
45.887637, 0.903224;45.887637;0.903224
49.505347, 2.430243;49.505347;2.430243
42.815993, 0.320259;42.815993;0.320259
48.634794, -2.105848;48.634794;-2.105848
48.651576, -2.00345;48.651576;-2.00345
45.660214, 4.558851;45.660214;4.558851
44.073396, 7.263839;44.073396;7.263839
45.21706, 6.474053;45.21706;6.474053
48.637713, 2.320768;48.637713;2.320768
44.203862, 1.018776;44.203862;1.018776
47.331071, -2.426378;47.331071;-2.426378
47.037392, -1.641091;47.037392;-1.641091
49.016764, -0.043436;49.016764;-0.043436
49.84044, 3.292065;49.84044;3.292065
45.87583, -0.681096;45.87583;-0.681096
43.758985, -0.574071;43.758985;-0.574071
43.786667, 5.762877;43.786667;5.762877
45.474022, 4.380177;45.474022;4.380177
45.482487, 4.429981;45.482487;4.429981
43.806585, 4.660803;43.806585;4.660803
50.527126, 3.168609;50.527126;3.168609
45.114054, 4.290647;45.114054;4.290647
47.881078, 6.765526;47.881078;6.765526
45.413265, 0.918749;45.413265;0.918749
45.99595, 6.239124;45.99595;6.239124
46.977963, -0.211033;46.977963;-0.211033
48.985746, -0.478263;48.985746;-0.478263
45.966024, -0.705655;45.966024;-0.705655
43.604016, 1.446784;43.604016;1.446784
45.796268, -1.166123;45.796268;-1.166123
48.991044, 2.524032;48.991044;2.524032
45.272941, 1.776816;45.272941;1.776816
44.014623, 4.419527;44.014623;4.419527
44.244391, 5.067667;44.244391;5.067667
45.44673400000001, 6.975815000000011;45.44673400000001;6.975815000000011
50.339838, 3.514954;50.339838;3.514954
45.164163, 6.429287;45.164163;6.429287
49.508042, -1.47082;49.508042;-1.47082
44.569752, 6.68318;44.569752;6.68318
49.030119, 2.021182;49.030119;2.021182
48.979213, 1.97461;48.979213;1.97461
44.996549, 4.552256;44.996549;4.552256
48.803954, 2.133847;48.803954;2.133847
49.833134, 3.902529;49.833134;3.902529
44.532911, 5.816268;44.532911;5.816268
45.238286, 5.888231;45.238286;5.888231
45.989404, 4.716509;45.989404;4.716509
48.681815, 2.379391;48.681815;2.379391
46.716996, 0.536753;46.716996;0.536753
50.68623, 3.14461;50.68623;3.14461
45.143821, 4.124759;45.143821;4.124759
44.6771389, 5.926679000000036;44.6771389;5.926679000000036
45.736994, 4.657674;45.736994;4.657674
45.398217, 6.56643;45.398217;6.56643
45.961254, 5.356402;45.961254;5.356402
47.634045, 6.139787;47.634045;6.139787
47.22562, 2.057905;47.22562;2.057905
45.693031, 5.895383;45.693031;5.895383
46.209005, 5.230481;46.209005;5.230481
43.923796, 2.144604;43.923796;2.144604
43.961546, 1.342434;43.961546;1.342434
43.2936968, 5.383868200000052;43.2936968;5.383868200000052
48.724173, 2.262676;48.724173;2.262676
48.065518, -1.626459;48.065518;-1.626459
46.242665, 6.021223;46.242665;6.021223
48.83393, 2.31652;48.83393;2.31652
48.852188, 2.342788;48.852188;2.342788
48.853361, 2.34211;48.853361;2.34211
48.843752, 2.324925;48.843752;2.324925
48.854455, 2.340132;48.854455;2.340132
48.875715, 2.294655;48.875715;2.294655
48.884303, 2.326888;48.884303;2.326888
48.883938, 2.328034;48.883938;2.328034
48.854674, 2.369381;48.854674;2.369381
48.841914, 2.324596;48.841914;2.324596
48.828166, 2.327463;48.828166;2.327463
48.847537, 2.352122;48.847537;2.352122
48.883487, 2.349853;48.883487;2.349853
48.848895, 2.282585;48.848895;2.282585
50.108677, 1.834667;50.108677;1.834667
49.048659, -1.595352;49.048659;-1.595352
48.762976, 0.62734;48.762976;0.62734
46.332847, -1.303138;46.332847;-1.303138
43.525387, 5.446893;43.525387;5.446893
47.983405, 0.148339;47.983405;0.148339
50.33114, 3.252155;50.33114;3.252155
46.191752, 6.231982;46.191752;6.231982
45.242757, 4.670325;45.242757;4.670325
43.57983, 7.122516;43.57983;7.122516
48.753029, 2.304782;48.753029;2.304782
48.801352, 2.330702;48.801352;2.330702
48.946909, 2.249331;48.946909;2.249331
48.943679, 2.24855;48.943679;2.24855
47.558659, 2.446881;47.558659;2.446881
43.674097, 4.627703;43.674097;4.627703
43.678479, 4.624726;43.678479;4.624726
44.174083, 2.607518;44.174083;2.607518
47.546509, -2.910816;47.546509;-2.910816
49.470467, 5.957243;49.470467;5.957243
49.770863, 1.753271;49.770863;1.753271
47.193943, 5.404892;47.193943;5.404892
47.490254, 3.909327;47.490254;3.909327
43.947217, 4.806805;43.947217;4.806805
50.408702, 2.824662;50.408702;2.824662
42.72135, 1.838852;42.72135;1.838852
42.788987, 0.591188;42.788987;0.591188
48.804045, 2.321692;48.804045;2.321692
48.869237, 2.417029;48.869237;2.417029
48.557714, -0.418487;48.557714;-0.418487
48.528643, 2.388787;48.528643;2.388787
44.277667, 2.43172;44.277667;2.43172
42.8964384, 0.06247450000000754;42.8964384;0.06247450000000754
43.558187, 6.006581;43.558187;6.006581
48.775088, 5.160512;48.775088;5.160512
49.380918, -1.77881;49.380918;-1.77881
42.697652, 9.448441;42.697652;9.448441
44.432356, -0.21416;44.432356;-0.21416
45.717264, 6.575641;45.717264;6.575641
47.440442, -0.217892;47.440442;-0.217892
44.368236, 4.268552;44.368236;4.268552
49.141412, 2.283076;49.141412;2.283076
45.759249, 5.690752;45.759249;5.690752
44.853174, 0.486443;44.853174;0.486443
43.476136, 5.167368;43.476136;5.167368
45.512152, 2.93212;45.512152;2.93212
48.855732, 1.875104;48.855732;1.875104
43.342559, 3.212618;43.342559;3.212618
43.481231, -1.559098;43.481231;-1.559098
44.39654, -1.166475;44.39654;-1.166475
48.766357, 7.85143;48.766357;7.85143
43.643857, 1.370839;43.643857;1.370839
48.564457, 6.411473;48.564457;6.411473
45.46093, 0.034513;45.46093;0.034513
47.9228694, 6.6550746000000345;47.9228694;6.6550746000000345
49.318522, 0.044034;49.318522;0.044034
44.841914, -0.577194;44.841914;-0.577194
44.841593, -0.562257;44.841593;-0.562257
44.838942, -0.572524;44.838942;-0.572524
46.585435, 3.054345;46.585435;3.054345
45.075098, 6.013937;45.075098;6.013937
51.070372, 2.519444;51.070372;2.519444
48.39126, -4.488243;48.39126;-4.488243
44.889994, 6.634449;44.889994;6.634449
43.407348, 6.063887;43.407348;6.063887
50.49234, 2.569387;50.49234;2.569387
42.680362, 2.934603;42.680362;2.934603
49.177395, -0.349774;49.177395;-0.349774
50.9517558, 1.8543260999999802;50.9517558;1.8543260999999802
43.35874, -1.397218;43.35874;-1.397218
43.552366, 7.016598;43.552366;7.016598
43.286407, 1.200892;43.286407;1.200892
43.216587, 2.352707;43.216587;2.352707
49.302896, -1.247604;49.302896;-1.247604
47.572383, -3.075775;47.572383;-3.075775
44.109395, 5.112026;44.109395;5.112026
44.050347, 5.047636;44.050347;5.047636
43.693325, 1.429742;43.693325;1.429742
44.313986, 0.084494;44.313986;0.084494
43.320632, 1.951331;43.320632;1.951331
43.001442, 1.33357;43.001442;1.33357
44.037315, 1.109842;44.037315;1.109842
43.882158, -1.145369;43.882158;-1.145369
44.162933, 1.538724;44.162933;1.538724
48.940758, 4.397745;48.940758;4.397745
48.956167, 4.363554;48.956167;4.363554
46.779485, 4.849123;46.779485;4.849123
45.563024, 5.924935;45.563024;5.924935
45.592248, 5.919227;45.592248;5.919227
46.748543, 5.906232;46.748543;5.906232
47.270881, -1.337067;47.270881;-1.337067
47.176632, 3.0219310999999607;47.176632;3.0219310999999607
49.773265, 4.716286;49.773265;4.716286
48.442342, 1.489294;48.442342;1.489294
46.501324, -1.733545;46.501324;-1.733545
48.045827, -1.499092;48.045827;-1.499092
47.826896, -0.705609;47.826896;-0.705609
47.931476, 2.928439;47.931476;2.928439
44.855415, 3.005081;44.855415;3.005081
46.206256, 4.339632;46.206256;4.339632
44.76726, 6.010559;44.76726;6.010559
46.568169, 0.647781;46.568169;0.647781
48.770432, 2.350955;48.770432;2.350955
48.766383, 2.414699;48.766383;2.414699
46.290173, 4.304916;46.290173;4.304916
45.77645, 3.08216;45.77645;3.08216
45.774394, 3.08166;45.774394;3.08166
45.807582, 3.109175;45.807582;3.109175
46.4211271, 4.821967699999959;46.4211271;4.821967699999959
48.90196, 2.309342;48.90196;2.309342
46.063557, 6.58368;46.063557;6.58368
43.803799, 7.330148;43.803799;7.330148
48.187388, 5.923709;48.187388;5.923709
43.527138, 6.149835;43.527138;6.149835
48.899883, 2.259136;48.899883;2.259136
48.926821, 2.391627;48.926821;2.391627
46.100564, 4.328791;46.100564;4.328791
45.701627, 2.260588;45.701627;2.260588
45.810538, 4.754801;45.810538;4.754801
44.557817, 2.274123;44.557817;2.274123
46.974658, 0.698463;46.974658;0.698463
49.923374, 1.081518;49.923374;1.081518
44.089715, 6.239647;44.089715;6.239647
48.461416, -2.047138;48.461416;-2.047138
46.350634, 6.137102;46.350634;6.137102
47.095429, 5.494926;47.095429;5.494926
44.379202, 4.696224000000029;44.379202;4.696224000000029
46.215275, 1.080037;46.215275;1.080037
48.091511, -4.330601;48.091511;-4.330601
50.300211, 3.390251;50.300211;3.390251
46.302008, 6.310919;46.302008;6.310919
43.532372, 6.472812;43.532372;6.472812
45.217931, 4.34228;45.217931;4.34228
51.033536, 2.372294;51.033536;2.372294
46.171552, 2.484461;46.171552;2.484461
46.400244, 6.59546;46.400244;6.59546
49.028048, 1.145355;49.028048;1.145355
48.155173, -0.401505;48.155173;-0.401505
43.695168, 5.030541;43.695168;5.030541
49.65116, 0.591603;49.65116;0.591603
47.718454, 1.941702;47.718454;1.941702
44.608696, 2.025755;44.608696;2.025755
43.850759, 0.663578;43.850759;0.663578
45.247083, 6.304557;45.247083;6.304557
49.187501, 6.899493;49.187501;6.899493
49.615296, 1.54519;49.615296;1.54519
50.339949, 1.569107;50.339949;1.569107
43.453954, 4.943629;43.453954;4.943629
48.348029, -1.19278;48.348029;-1.19278
45.990004, -1.097971;45.990004;-1.097971
45.191425, 6.648346;45.191425;6.648346
48.988437, 2.232576;48.988437;2.232576
43.839626, 1.390132;43.839626;1.390132
49.15552, 1.344766;49.15552;1.344766
43.721609, 7.149739;43.721609;7.149739
49.279682, 1.774186;49.279682;1.774186
45.969321, 6.446761;45.969321;6.446761
48.837706, -1.594566;48.837706;-1.594566
43.760736, 1.999613;43.760736;1.999613
49.747151, 3.074474;49.747151;3.074474
50.257558, 3.913904;50.257558;3.913904
49.501072, 0.145711;49.501072;0.145711
48.779749, 2.339014;48.779749;2.339014
43.242508, -0.005686;43.242508;-0.005686
47.827604, -3.253047;47.827604;-3.253047
43.916183, 5.048509;43.916183;5.048509
45.557131, 5.910739;45.557131;5.910739
49.157279, 5.882037;49.157279;5.882037
45.72693270000001, 3.834929299999999;45.72693270000001;3.834929299999999
50.296328, 4.097609;50.296328;4.097609
43.474778, 2.646568;43.474778;2.646568
47.842504, 4.365197;47.842504;4.365197
43.310067, 0.33742;43.310067;0.33742
47.775894, -3.35298;47.775894;-3.35298
42.988146, -0.425403;42.988146;-0.425403
43.584563, 3.935363;43.584563;3.935363
43.934628, 0.620319;43.934628;0.620319
48.572208, -4.327487;48.572208;-4.327487
42.841052, 3.039151;42.841052;3.039151
44.913546, -0.237461;44.913546;-0.237461
48.213038, -1.504786;48.213038;-1.504786
50.633831, 3.063221;50.633831;3.063221
49.301809, -0.316265;49.301809;-0.316265
47.129518, 0.993278;47.129518;0.993278
47.88976, -2.835941;47.88976;-2.835941
48.679684, 2.313256;48.679684;2.313256
46.674335, 5.555107;46.674335;5.555107
47.751879, -3.366695;47.751879;-3.366695
43.095917, -0.055559;43.095917;-0.055559
47.643316, 0.156442;47.643316;0.156442
48.617851, 6.173437;48.617851;6.173437
45.758734, 4.834873;45.758734;4.834873
45.747368, 4.835557;45.747368;4.835557
45.765819, 4.865911;45.765819;4.865911
46.316471, 4.838508;46.316471;4.838508
43.535959, 6.929182;43.535959;6.929182
46.276444, 4.040561;46.276444;4.040561
44.497638, 0.168923;44.497638;0.168923
49.479355, 1.042864;49.479355;1.042864
43.249625, 5.389984;43.249625;5.389984
43.294553, 5.498707;43.294553;5.498707
45.611664, 0.44206;45.611664;0.44206
43.410526, 5.052683;43.410526;5.052683
43.250817, 1.677678;43.250817;1.677678
46.245266, 5.347704;46.245266;5.347704
48.19242, -2.416156;48.19242;-2.416156
44.842142, -0.647041;44.842142;-0.647041
45.564042, -0.95352;45.564042;-0.95352
48.81334, 2.235774;48.81334;2.235774
48.7873, 2.23254;48.7873;2.23254
44.20143, -1.228686;44.20143;-1.228686
48.299898, 6.132591;48.299898;6.132591
45.871817, 4.913437;45.871817;4.913437
48.956929, 2.603083;48.956929;2.603083
48.628281, 2.589982;48.628281;2.589982
43.966813, 1.584453;43.966813;1.584453
46.724207, -0.587156;46.724207;-0.587156
49.166065, -0.30018;49.166065;-0.30018
43.320215, -0.579262;43.320215;-0.579262
47.499906, 0.752013;47.499906;0.752013
43.889338, -0.504397;43.889338;-0.504397
44.561459, 4.748988;44.561459;4.748988
44.932175, 6.724754;44.932175;6.724754
45.217551, -0.186333;45.217551;-0.186333
49.519626, 5.363556;49.519626;5.363556
45.500407, 6.048642;45.500407;6.048642
45.396196, 0.130119;45.396196;0.130119
48.988818, 2.318091;48.988818;2.318091
44.794674, 4.937598;44.794674;4.937598
43.603985, 3.91557;43.603985;3.91557
43.624323, 3.817591;43.624323;3.817591
45.62746, 6.848058;45.62746;6.848058
48.589341, -3.817369;48.589341;-3.817369
47.056013, 6.605836;47.056013;6.605836
47.05651, 6.604743;47.05651;6.604743
47.760377, 7.351564;47.760377;7.351564
45.110108, 2.86664;45.110108;2.86664
48.993874, 1.910246;48.993874;1.910246
43.465865, 1.326927;43.465865;1.326927
48.536154, 7.453136;48.536154;7.453136
47.555803, -2.484734;47.555803;-2.484734
48.687007, 6.172177;48.687007;6.172177
48.555127, 3.0133;48.555127;3.0133
49.148993, 0.902155;49.148993;0.902155
50.632496, 1.578876;50.632496;1.578876
48.885364, 2.268222;48.885364;2.268222
45.38274, 2.272379;45.38274;2.272379
45.87473, 4.841744;45.87473;4.841744
43.702059, 7.266941;43.702059;7.266941
46.337524, -0.481854;46.337524;-0.481854
47.448213, 0.694335;47.448213;0.694335
44.137785, 4.809487;44.137785;4.809487
47.901533, 1.900955;47.901533;1.900955
47.89856839999999, 1.9088173000000097;47.89856839999999;1.9088173000000097
48.698781, 2.189727;48.698781;2.189727
43.116608, 1.612993;43.116608;1.612993
43.301543, -0.372504;43.301543;-0.372504
43.302981, -0.369831;43.302981;-0.369831
45.371031, 4.797096;45.371031;4.797096
45.813639, 1.772698;45.813639;1.772698
48.768553, 7.258661;48.768553;7.258661
44.952219, -0.629792;44.952219;-0.629792
45.703741, 4.823295;45.703741;4.823295
48.80535, 2.578145;48.80535;2.578145
48.373269, -4.370987;48.373269;-4.370987
49.776307, 1.980512;49.776307;1.980512
45.53638, 5.670755;45.53638;5.670755
48.068322, -2.948573;48.068322;-2.948573
47.12792959999999, -2.215288200000032;47.12792959999999;-2.215288200000032
41.671492, 8.91212;41.671492;8.91212
48.559158, 3.304398;48.559158;3.304398
42.003231, 9.362695;42.003231;9.362695
43.288803, 6.130491;43.288803;6.130491
48.876233, 2.242749;48.876233;2.242749
48.885137, 2.239127;48.885137;2.239127
45.040387, 3.886089;45.040387;3.886089
48.931499, 7.660695;48.931499;7.660695
46.153096, 6.238556;46.153096;6.238556
48.012165, 6.601788;48.012165;6.601788
48.11601, -1.67887;48.11601;-1.67887
44.582404, -0.036426;44.582404;-0.036426
47.750793, 7.411718;47.750793;7.411718
48.724745, -3.984009;48.724745;-3.984009
43.839788, 6.151962;43.839788;6.151962
45.62416, -1.025656;45.62416;-1.025656
49.69929, 2.790104;49.69929;2.790104
44.453436, 4.339659;44.453436;4.339659
46.501653, -1.786349;46.501653;-1.786349
47.839188, -0.3382865999999467;47.839188;-0.3382865999999467
45.944805, 6.630005;45.944805;6.630005
44.915761, 6.542422;44.915761;6.542422
43.637886, 5.099752;43.637886;5.099752
47.94652, 1.895679;47.94652;1.895679
48.607433, 0.170941;48.607433;0.170941
47.274507, 1.55439;47.274507;1.55439
43.19314, 6.005894;43.19314;6.005894
45.51424, -1.123506;45.51424;-1.123506
48.935358, 7.883424;48.935358;7.883424
48.583754, 7.742752;48.583754;7.742752
48.772452, 2.512597;48.772452;2.512597
46.108206, -0.750249;46.108206;-0.750249
43.955721, 2.884014;43.955721;2.884014
49.329525, -0.385911;49.329525;-0.385911
44.682199, 6.075234;44.682199;6.075234
47.246308, -2.135768;47.246308;-2.135768
47.920147, 0.743555;47.920147;0.743555
43.19174, 5.713725;43.19174;5.713725
48.640036, 4.95025;48.640036;4.95025
47.363746, -1.0164589999999407;47.363746;-1.0164589999999407
45.03382, 3.095174;45.03382;3.095174
48.647712, 2.326708;48.647712;2.326708
43.682793, 1.486048;43.682793;1.486048
45.485115, -0.566824;45.485115;-0.566824
45.599999, 5.633175;45.599999;5.633175
48.506874, -1.241635;48.506874;-1.241635
49.597177, 3.378189;49.597177;3.378189
49.7511844, 0.40355909999993855;49.7511844;0.40355909999993855
47.224381, -1.625621;47.224381;-1.625621
46.556503, -1.061779;46.556503;-1.061779
46.905158, 3.842831;46.905158;3.842831
45.94953, -0.518149;45.94953;-0.518149
45.277364, 6.348249;45.277364;6.348249
43.16402, -1.237591;43.16402;-1.237591
44.079661, -1.257781;44.079661;-1.257781
46.144524, 6.080637;46.144524;6.080637
42.38271, 2.614735;42.38271;2.614735
43.08008, 0.480895;43.08008;0.480895
48.602575, -2.005943;48.602575;-2.005943
48.657589, -1.970525;48.657589;-1.970525
47.339858, -2.175644;47.339858;-2.175644
47.434568, -0.703599;47.434568;-0.703599
44.893791, -0.715027;44.893791;-0.715027
50.750679, 2.250328;50.750679;2.250328
49.044334, 2.106823;49.044334;2.106823
43.528827, 3.517645;43.528827;3.517645
44.353475, 4.739599;44.353475;4.739599
47.389603, 0.719808;47.389603;0.719808
46.307498, 3.289943;46.307498;3.289943
43.788778, 4.829098;43.788778;4.829098
43.269837, 6.635574;43.269837;6.635574
49.863, 0.706604;49.863;0.706604
45.176008, 4.816127;45.176008;4.816127
45.51138, 1.20357;45.51138;1.20357
46.465494, -1.62086;46.465494;-1.62086
45.898249, 4.4318;45.898249;4.4318
42.846422, 1.603935;42.846422;1.603935
49.026312, 2.224754;49.026312;2.224754
50.526289, 3.170036;50.526289;3.170036
49.657142, 3.298248;49.657142;3.298248
45.131093, 1.301938;45.131093;1.301938
44.637099, -1.153746;44.637099;-1.153746
47.805797, 7.101395;47.805797;7.101395
46.030249, 4.313447;46.030249;4.313447
49.482001, 2.884056;49.482001;2.884056
50.471998, 3.073172;50.471998;3.073172
48.676183, 5.893159;48.676183;5.893159
43.60903, 1.443975;43.60903;1.443975
50.699907, 3.155883;50.699907;3.155883
43.216817, 0.882662;43.216817;0.882662
47.365422, 0.680755;47.365422;0.680755
48.493105, -2.761907;48.493105;-2.761907
50.061473, 1.367587;50.061473;1.367587
48.291806, 4.080707;48.291806;4.080707
47.348261, -2.512088;47.348261;-2.512088
45.754303, 6.417593;45.754303;6.417593
47.876905, 7.309221;47.876905;7.309221
43.36278, -1.696856;43.36278;-1.696856
48.874168, 2.632366;48.874168;2.632366
49.271387, 1.212255;49.271387;1.212255
44.107657, 0.889685;44.107657;0.889685
44.93274, 4.89523;44.93274;4.89523
47.654885, -2.756096;47.654885;-2.756096
45.111573, 5.875976;45.111573;5.875976
47.802972, 1.06936;47.802972;1.06936
44.995012, 6.117879;44.995012;6.117879
47.167104, -1.467908;47.167104;-1.467908
45.520383, 4.86896;45.520383;4.86896
46.216827, 6.440326;46.216827;6.440326
45.999263, 5.031235;45.999263;5.031235
50.608989, 3.134086;50.608989;3.134086
48.935662, 2.333275;48.935662;2.333275
49.469111, 5.928509;49.469111;5.928509
48.845095, 2.434268;48.845095;2.434268
48.123858, -1.200713;48.123858;-1.200713
45.364057, 5.593001;45.364057;5.593001
49.150597, 6.146816;49.150597;6.146816
47.222987, -1.628379;47.222987;-1.628379
45.683172, 4.766021;45.683172;4.766021
44.89487, 4.642625;44.89487;4.642625
45.714055, -1.142718;45.714055;-1.142718
41.592115, 9.276211;41.592115;9.276211
47.489082, 6.838484;47.489082;6.838484
43.485068, -1.471948;43.485068;-1.471948
43.973656, 1.38232;43.973656;1.38232
48.081767, 7.355074;48.081767;7.355074
45.738623, 4.82112;45.738623;4.82112
45.566568, 5.91835;45.566568;5.91835
43.319282, -0.433455;43.319282;-0.433455
45.370156, 4.199354;45.370156;4.199354
43.36065, 5.330055;43.36065;5.330055
43.836195, 5.779884;43.836195;5.779884
43.578553, 1.262865;43.578553;1.262865
44.97498, 5.575891;44.97498;5.575891
48.873073, 2.298394;48.873073;2.298394
48.869654, 2.306873;48.869654;2.306873
48.86872, 2.347608;48.86872;2.347608
48.878512, 2.282965;48.878512;2.282965
48.84824, 2.340797;48.84824;2.340797
48.844244, 2.330407;48.844244;2.330407
48.872794, 2.296984;48.872794;2.296984
48.87561, 2.32791;48.87561;2.32791
48.885073, 2.371493;48.885073;2.371493
48.848213, 2.39311;48.848213;2.39311
48.833595, 2.38604;48.833595;2.38604
48.830408, 2.276322;48.830408;2.276322
48.853093, 2.344228;48.853093;2.344228
48.849504, 2.342788;48.849504;2.342788
48.849591, 2.342836;48.849591;2.342836
48.833574, 2.353775;48.833574;2.353775
48.876113, 2.295345;48.876113;2.295345
48.897016, 2.385181;48.897016;2.385181
50.115049, 1.824393;50.115049;1.824393
48.724181, 2.420302;48.724181;2.420302
46.431926, 1.830697;46.431926;1.830697
50.639733, 2.390569;50.639733;2.390569
45.68994, 5.909791;45.68994;5.909791
46.744249, -1.6164029999999912;46.744249;-1.6164029999999912
41.915976, 8.731036;41.915976;8.731036
41.915976, 8.731036;41.915976;8.731036
50.004652, 2.648257;50.004652;2.648257
45.217522, 6.343043;45.217522;6.343043
45.404713, 6.578019;45.404713;6.578019
45.547184, 3.745498;45.547184;3.745498
49.244796, 6.132187;49.244796;6.132187
49.246748, 1.416469;49.246748;1.416469
47.472132, -0.553522;47.472132;-0.553522
47.478647, -0.549339;47.478647;-0.549339
47.068237, 4.09482;47.068237;4.09482
43.875034, 5.396362;43.875034;5.396362
48.810228, 2.328168;48.810228;2.328168
44.792274, 6.558372;44.792274;6.558372
46.588805, 1.51986;46.588805;1.51986
50.686113, 2.894624;50.686113;2.894624
43.10327, -0.430803;43.10327;-0.430803
43.292517, 5.566079;43.292517;5.566079
45.756523, 3.143499;45.756523;3.143499
44.92393, 2.442797;44.92393;2.442797
45.037556, 6.081406;45.037556;6.081406
43.951249, 4.808538;43.951249;4.808538
43.062858, 0.15111;43.062858;0.15111
44.16605, 4.620681;44.16605;4.620681
43.662182, 4.013467;43.662182;4.013467
48.230581, 4.709869;48.230581;4.709869
42.695783, 9.447861;42.695783;9.447861
43.495508, -1.471382;43.495508;-1.471382
43.705177, 7.329524;43.705177;7.329524
50.427424, 1.879935;50.427424;1.879935
46.107207, 5.825389;46.107207;5.825389
45.57230759999999, 6.741789599999947;45.57230759999999;6.741789599999947
47.240272, 6.023995;47.240272;6.023995
43.349529, 6.177013;43.349529;6.177013
48.183726, -1.649328;48.183726;-1.649328
47.476369, -1.763766;47.476369;-1.763766
44.910625, -0.633757;44.910625;-0.633757
45.12999, -0.661334;45.12999;-0.661334
45.7445112, 4.006010699999933;45.7445112;4.006010699999933
48.774577, 2.486664;48.774577;2.486664
43.290386, 0.651246;43.290386;0.651246
48.83591, 2.239289;48.83591;2.239289
42.524735, 2.832419;42.524735;2.832419
47.10605, 2.431929;47.10605;2.431929
48.932361, 2.424858;48.932361;2.424858
50.770801, 3.08126;50.770801;3.08126
48.415251, 3.237856;48.415251;3.237856
48.391567, -4.434751;48.391567;-4.434751
48.696652, 2.607228;48.696652;2.607228
50.479971, 2.545868;50.479971;2.545868
44.845348, 0.909131;44.845348;0.909131
48.795796, 2.335316;48.795796;2.335316
49.168683, -0.337953;49.168683;-0.337953
45.804798, 4.853092;45.804798;4.853092
