numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune;nomCommune
309891;MOLIERE;1 PLACE LEDRU ROLLIN;VILLE DE PEZENAS;;FIXE;NON;43.460841, 3.42083;Occitanie;34;34199;Pezenas
312973;L EUROPE;14 RUE SAINT NICOLAS;OFFICE DU TOURISME BASTIDES ET VALLONS DU GERS;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.604768, 0.0448;Occitanie;32;32319;Plaisance
313151;SELECT;8 RUE DU LAURIER;AEP DU CINEMA DE PLANCHER LES MINES;;FIXE;NON;47.763891, 6.743534;Bourgogne - Franche-Comte;70;70414;Plancher-les-Mines
314471;LE DOURON;PLACE DE LAUNCESTON;ASSOCIATION CULTURELLE CINEMATOGRAPHIQUE;SAS CINE DIFFUSION;FIXE;NON;48.655594, -3.630501;Bretagne;22;22194;Plestin-les-Greves
314601;CINE ARMOR;RUE DES FRERES LUMIERE;ASSOCIATION SAINT GUILLAUME;SAS CINE DIFFUSION;FIXE;NON;48.578076, -2.061657;Bretagne;35;35228;Pleurtuit
315251;CINEMA LE DAUPHIN;1O RUE FOCH;ASSOCIATION CINEMA LE DAUPHIN;SAS CINE DIFFUSION;FIXE;NON;48.657353, -4.170827;Bretagne;29;29185;Plouescat
317291;C 2 L;18 RUE CHARLES DE GAULLE;SOCIETE DES CINEMAS DE POISSY;UGC DIFFUSION;FIXE;NON;48.92287, 2.029616;Ile-de-France;78;78498;Poissy
318801;APOLLO;62 AVENUE DE LA REPUBLIQUE;ASSOCIATION APOLLO;;FIXE;NON;48.803412, 2.611316;Ile-de-France;77;77373;Pontault-Combault
319022;LA BOBINE;6 PLACE DE LA GARE;ASSOCIATION DU CINEMA DE PONTCHATEAU;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.435409, -2.088906;Pays de la Loire;44;44129;Pontchateau
320411;CINEMA LE CONCORDE;PLACE ROBERT DE FLERS;ASSOCIATION DU CINEMA LE CONCORDE;;FIXE;NON;49.285635, 0.185399;Normandie;14;14514;Pont-l'eveque
320771;PALACE;RUE DES PeCHEURS;ASSOCIATION CINEMATOGRAPHIQUE LE PALACE;SARL CINEODE;FIXE;NON;49.302107, 2.60337;Hauts-de-France;60;60509;Pont-Sainte-Maxence
320873;CINEVILLE;1 BOULEVARD DE LEO LAGRANGE;CINEVILLE;SAS CINE DIFFUSION;FIXE;NON;47.434019, -0.500603;Pays de la Loire;49;49246;Les Ponts-de-Ce
321121;CAMPING MUNICIPAL;CAMPING MUNICIPAL;ARTS ET TECHNIQUES;;ITINERANT;NON;44.8722, -1.092786;Nouvelle Aquitaine;33;33333;Le Porge
322721;SALLE DU THEATRE DE LA MAIRIE;SALLE DES FETES;SCENI QUA NON;;ITINERANT;NON;47.184077, 3.945032;Bourgogne - Franche-Comte;58;58205;Ouroux-en-Morvan
322952;CINEMA PAX;5 RUE DU MARECHAL JOFFRE;ASSOCIATION LE PAX (EX ASSOCIATION ST NICOLAS);SARL GPCI;FIXE;NON;47.276193, -2.429727;Pays de la Loire;44;44135;Le Pouliguen
323493;L'ECHIQUIER;LA FOURNIERE;COMMUNAUTE DE COMMUNES DU PAYS DE POUZAUGES;SUD CINE;FIXE;NON;46.773329, -0.84843;Pays de la Loire;85;85182;Pouzauges
328621;JEAN MARAIS;IMMEUBLE LE VOILE;SOCIETE ANONYME D ECONOMIE MIXTE DES ECRINS;SARL MC4 DISTRIBUTION;FIXE;NON;44.82571, 6.498622;Provence-Alpes-Cote-d'Azur;5;5110;Puy-Saint-Vincent
329792;LE PARADIS;13 PLACE HOCHE;COMMUNE DE QUIBERON;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.480187, -3.121863;Bretagne;56;56186;Quiberon
330021;KATORZA;38 BOULEVARD DUPLEIX;LES CINEMAS DE L ODET;SAS CINE DIFFUSION;FIXE;NON;47.994608, -4.102191;Bretagne;29;29232;Quimper
330052;LA BOBINE;RUE BREMOND D ARS;COMMUNE DE QUIMPERLE;SAS CINE DIFFUSION;FIXE;NON;47.874513, -3.545043;Bretagne;29;29233;Quimperle
335108;GAUMONT;12 RUE YVONNE JEAN HAFFEN;GAUMONT RENNES;LES CINEMAS GAUMONT PATHE;FIXE;OUI;48.106343, -1.675345;Bretagne;35;35238;Rennes
336191;RICHELIEU;18 RUE DU GENERAL DE GAULLE;GUYOT FREDERIC PAUL ROGER;;FIXE;NON;49.615851, -1.26046;Normandie;50;50433;Reville
338342;CINEMA DE LA FORET BLANCHE;STATION DE RISOUL 1850;CINE GUIL;;FIXE;NON;44.647615, 6.629737;Provence-Alpes-Cote-d'Azur;5;5119;Risoul
339810;L'OPSIS;PLACE JEAN JAURES;COMMUNE DE ROCHE LA MOLIERE;;FIXE;NON;45.434822, 4.32352;Auvergne - Rhone-Alpes;42;42189;Roche-la-Moliere
339852;LA COURSIVE;4 RUE ST JEAN DU PEROT;LA COURSIVE;;FIXE;NON;46.156657, -1.154697;Nouvelle Aquitaine;17;17300;La Rochelle
340411;SALLE DU CHATEAU;CENTRE CULTUREL;ASSOCIATION CONTACT RURAL CINEMA ARGENCE TARDOIRE BONNIEURE;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;45.815626, 0.307695;Nouvelle Aquitaine;16;16282;La Rochette
341321;LA GRANGE;FERME DE L'AYAU;COMMUNE DE ROISSY EN BRIE;SARL GPCI;FIXE;NON;48.793178, 2.648662;Ile-de-France;77;77390;Roissy-en-Brie
342071;MARCEL CARNE;66 RUE GAMBETTA;ASSOCIATION CINEMA EDEN;TUPIN;FIXE;NON;48.516527, 3.723266;Grand-Est;10;10323;Romilly-sur-Seine
342900;CINEMA PAVILLON BLEU;RD 2085;COMMUNE DE ROQUEFORT LES PINS;SARL MC4 DISTRIBUTION;FIXE;NON;43.665141, 7.049995;Provence-Alpes-Cote-d'Azur;6;6105;Roquefort-les-Pins
343750;UGC CINE CITE ROSNY;16 RUE CONRAD ADENAUER;UGC CINE CITE ILE DE FRANCE;UGC DIFFUSION;FIXE;OUI;48.880702, 2.480345;Ile-de-France;93;93064;Rosny-sous-Bois
344352;LE DUPLEXE;47 GRAND' RUE;LES ECRANS DE ROUBAIX;UGC DIFFUSION;FIXE;OUI;50.691883, 3.165548;Hauts-de-France;59;59512;Roubaix
344590;PATHE DOCKS 76;BOULEVARD FERDINAND DE LESSEPS;PATHE ROUEN;LES CINEMAS GAUMONT PATHE;FIXE;OUI;49.444934, 1.067208;Normandie;76;76540;Rouen
349322;LE STRAPONTIN;SAIN BEL;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;FIXE;NON;45.809747, 4.596802;Auvergne - Rhone-Alpes;69;69171;Sain-Bel
349492;GALLIA;67 COURS NATIONAL;PIZZO ANTOINE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.747157, -0.634183;Nouvelle Aquitaine;17;17415;Saintes
349524;ATLANTIC CINE;ROUTE DE ROYAN;BROCELIANDE;SARL GPCI;FIXE;OUI;45.74154, -0.691811;Nouvelle Aquitaine;17;17415;Saintes
351333;CINEMA DE SAMATAN;PLACE DES CORDELIERS;FOYER RURAL DE SAMATAN;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.490681, 0.929457;Occitanie;32;32410;Samatan
352923;REX;18 AV THIERS;AMB 3V;;FIXE;NON;44.885645, 1.216981;Nouvelle Aquitaine;24;24520;Sarlat-la-Caneda
354301;ETOILE CINEMA;RUE DE LA HALLE AU BLE;ASSOCIATION CINEMA THEATRE EXPRESSION SEDELOCIEN;SARL MC4 DISTRIBUTION;FIXE;NON;47.280282, 4.229497;Bourgogne - Franche-Comte;21;21584;Saulieu
357672;TURENNE;17 AV DE VERDUN;SEDAN CINEMA;Nord Est Cinema (Thirriot);FIXE;NON;49.698315, 4.947865;Grand-Est;8;8409;Sedan
360572;GRAND ECRAN;PLACE ADRIEN PRINTZ;CENTRE SOCIO CULTUREL;;FIXE;NON;49.317865, 6.093266;Grand-Est;57;57647;Seremange-Erzange
362074;LE NOUVEAU PALACE;24, AVENUE VICTOR HUGO;VEO BASSIN DE THAU;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.408726, 3.698237;Occitanie;34;34301;Sete
362773;SEZ ART;RUE DES LYS;ASSOCIATION CINEMA SEZ  ART;;FIXE;NON;48.721194, 3.729236;Grand-Est;51;51535;Sezanne
363480;SALLE DES FETES;SALLE DES FETES;CINEBUS;;ITINERANT;NON;45.941027, 6.035993;Auvergne - Rhone-Alpes;74;74272;Sillingy
364205;SIX N'ETOILES;RUE DE LA REPUBLIQUE;L YRE SIX N ETOILES;;FIXE;NON;43.093086, 5.83938;Provence-Alpes-Cote-d'Azur;83;83129;Six-Fours-les-Plages
368403;SALLE PAUL ELUARD;PLACE MARCEL POINTET;COMITE GESTION CENTRE LOISIRS CULTURE PAUL ELUARD;;FIXE;NON;48.951678, 2.381372;Ile-de-France;93;93072;Stains
368614;L'Autre Cite;4 CHEMIN DES LOISIRS;CENTRE SOCIAL ET CULTUREL CANTON STENAY;;FIXE;NON;49.487702, 5.197037;Grand-Est;55;55502;Stenay
369781;STAR SAINT EXUPERY;18, RUE DU 22 NOVEMBRE;CINEST;;FIXE;NON;48.582805, 7.74237;Grand-Est;67;67482;Strasbourg
373599;SALLE POLYVALENTE;SALLE DES FETES;RATAJCZYK FREDERIC;;ITINERANT;NON;45.174031, 5.218117;Auvergne - Rhone-Alpes;38;38359;Saint Antoine l'Abbaye
374021;LE CRATERE;RUE JEAN MOULIN;COMMUNE DE SAINT ARNOULT EN YVELINES;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;48.571134, 1.933453;Ile-de-France;78;78537;Saint-Arnoult-en-Yvelines
374582;MAUCLERC;RUE ANNE DE BRETAGNE;CINEMA MAUCLERC;SAS CINE DIFFUSION;FIXE;NON;48.256952, -1.391536;Bretagne;35;35253;Saint-Aubin-du-Cormier
375012;STUDIO;PLACE DU CHAMP DE FOIRE;BURG RENE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.201563, 0.134975;Nouvelle Aquitaine;24;24376;Saint Aulaye-Puymangou
375325;FRANCOIS TRUFFAUT;1 RUE DE LA CHAPELLE;COMMUNE DE SAINT AVOLD;;FIXE;NON;49.106153, 6.700789;Grand-Est;57;57606;Saint-Avold
377892;M J C;QUAI AUGUSTE SALESSES;MAISON DES JEUNES ET DE LA CULTURE DE SAINT CERE;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.85779, 1.896668;Occitanie;46;46251;Saint-Cere
378061;LE SERRE D AIGLE;CHANTEMERLE;CINE GUIL;;FIXE;NON;44.932417, 6.590074;Provence-Alpes-Cote-d'Azur;5;5133;Saint-Chaffrey
382412;EMPIRE;22 QUAI CARNOT;CINEMA LORRAIN CINELOR;;FIXE;NON;48.284403, 6.952124;Grand-Est;88;88413;Saint-Die-des-Vosges
383261;LE MELIES SAINT FRANCOIS;8 RUE DE LA VALSE;AMIS DU BON CINEMA;;FIXE;NON;45.43924, 4.401579;Auvergne - Rhone-Alpes;42;42218;Saint-etienne
384532;GRAND ECRAN;26 RUE ADRIEN PIQUET;GRAND ECRAN III;STE D'EXPLOITATION GRAND ECRAN (FRIDMAN);FIXE;NON;44.906415, -0.484312;Nouvelle Aquitaine;33;33397;Sainte-Eulalie
385371;PLEIN AIR San Fiurenzu;Faggiole RD 81;SOLUTIONS BUREAUTIQUE CORSE;;FIXE;NON;42.676812, 9.302536;Corse;2B;2B298;Saint-Florent
386192;LE COLISEE;7 BD GABRIEL COUSIN;ASSOCIATION CINEMATOGRAPHIQUE BALDOMERIENNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.591253, 4.316478;Auvergne - Rhone-Alpes;42;42222;Saint-Galmier
386792;ESPACE JULES VERNE;RUE JEAN MEUNIER;COMMUNE DE SAINT GENEST MALIFAUX;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.339698, 4.414174;Auvergne - Rhone-Alpes;42;42224;Saint-Genest-Malifaux
390024;CINEMARINE;PLACE DE LA FELICITE;ACC CINEMARINE;SAS CINE DIFFUSION;FIXE;NON;46.699163, -1.927816;Pays de la Loire;85;85222;Saint-Gilles-Croix-de-Vie
390184;MAX LINDER;RUE GABRIEL FAURE;COMMUNE DE SAINT GIRONS;;FIXE;NON;42.983492, 1.146819;Occitanie;9;9261;Saint-Girons
392710;LES AIGUILLES;LACHAL;COMMUNE DE SAINT JEAN D'ARVES;SARL MC4 DISTRIBUTION;FIXE;NON;45.214928, 6.260483;Auvergne - Rhone-Alpes;73;73242;Saint-Jean-d'Arves
397231;LE CARTUS;PLACE DE L EGLISE;ASSOCIATION CULTURE ET LOISIRS CINEMA LE CARTUS;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.388247, 5.73148;Auvergne - Rhone-Alpes;38;38412;Saint-Laurent-du-Pont
400305;LES MELIES;20 BD RIONDEL;RATAJCZYK FREDERIC;SARL MC4 DISTRIBUTION;FIXE;NON;45.155481, 5.318377;Auvergne - Rhone-Alpes;38;38416;Saint-Marcellin
401371;SALLE JEANNE D ARC;17 BD DE LA FERRONNAYS;ASSOCIATION JEANNE D'ARC CINEMA;SARL GPCI;FIXE;NON;47.52339, -1.186562;Pays de la Loire;44;44180;Saint-Mars-la-Jaille
402242;LE LAC BLANC;VAL THORENS;FORUM INTERNATIONAL;SARL MC4 DISTRIBUTION;FIXE;NON;45.295246, 6.58263;Auvergne - Rhone-Alpes;73;73257;Les Belleville
402493;LE GALET;PLACE FRANCOIS MITTERRAND;CENTRE DE DEVELOPPEMENT CULTUREL;;FIXE;NON;43.638749, 4.813461;Provence-Alpes-Cote-d'Azur;13;13097;Saint-Martin-de-Crau
404603;LE LIDO;70 AV DE LA REPUBLIQUE;ATELIER THEATRE DE LA CITE;;FIXE;NON;48.798427, 2.485821;Ile-de-France;94;94068;Saint-Maur-des-Fosses
405462;CINEMAS MARCEL PAGNOL;107 ROUTE DU PLAN DE LA TOUR;LES CINEMAS DE SAINTE MAXIME;;FIXE;NON;43.32495, 6.62431;Provence-Alpes-Cote-d'Azur;83;83115;Sainte-Maxime
405831;LE CELTIC;RUE THEODORE BOTREL;LES ENFANTS DE SAINT MEEN;SAS CINE DIFFUSION;FIXE;NON;48.188591, -2.192564;Bretagne;35;35297;Saint-Meen-le-Grand
408122;VOX;RUE AMBROISE CROIZAT;COMMUNE DE SAINT OUEN (SOMME);SARL CINEODE;FIXE;NON;50.038633, 2.123723;Hauts-de-France;80;80711;Saint-Ouen
408441;ESPACE 1789;7/9 RUE DES ROSIERS;CENTRE AUDONIEN ET FRANCILIEN D'ART ET DE CULTURE;;FIXE;NON;48.904144, 2.339193;Ile-de-France;93;93070;Saint-Ouen
408682;SAINT LOUIS;CINEMA;ASSOCIATION ARGITZE;SAINT LOUIS;FIXE;NON;43.327875, -1.034919;Nouvelle Aquitaine;64;64493;Saint-Palais
408744;LE SURF;31 BIS RUE DU LOGIS VERT;VALZ MICHEL;SARL CINEODE;FIXE;NON;45.64428, -1.088823;Nouvelle Aquitaine;17;17380;Saint-Palais-sur-Mer
411461;ELDORADO;5 RUE DE LA REPUBLIQUE;LIEN OLERONNAIS POUR LA CULTURE L  ANIMATION ET LES LOISIRS;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.943128, -1.308557;Nouvelle Aquitaine;17;17385;Saint-Pierre-d'Oleron
415471;MEGA CGR;ROUTE D'ALENCON;SOCIETE DE PARTICIPATIONS CINEMATOGRAPHIQUES;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.06123, 0.167196;Pays de la Loire;72;72320;Saint-Saturnin
417332;LE SEJEFY S;11 AV CHARLES DE GAULLE;VEO CINEMAS;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.77186, 1.688125;Occitanie;81;81271;Saint-Sulpice-la-Pointe
418121;LE FOYER;210 RUE DU CHANOINE PAVAILLER;AEP CINEMA LE FOYER;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.629307, 4.452451;Auvergne - Rhone-Alpes;69;69238;Saint-Symphorien-sur-Coise
419912;GRAND ECRAN;24 AVENUE NATIONALE;CINETYR;SAINT LOUIS;FIXE;NON;43.660752, -1.304343;Nouvelle Aquitaine;40;40284;Saint-Vincent-de-Tyrosse
421242;UGC TALENCE;ALLEE DU 7EME ART;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;44.811682, -0.592543;Nouvelle Aquitaine;33;33522;Talence
422432;LE LEM;62 AV DU 8 MAI 1945;ASSOCIATION DIFFUSION EXPLOITATION CINEMATOGRAPHIQUE SUD EST;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);FIXE;NON;45.761019, 4.761288;Auvergne - Rhone-Alpes;69;69244;Tassin-la-Demi-Lune
423061;REGAIN;3 MONTEE DU CHATEAU;ASSOCIATION CINEBOL;SARL MC4 DISTRIBUTION;FIXE;NON;44.550873, 4.681776;Auvergne - Rhone-Alpes;7;7319;Le Teil
423501;LE BEGO;AV DU 16 SEPTEMBRE 1947;ASSOCIATION MAISON DES JEUNES ET DE LA CULTURE;;FIXE;NON;44.08886, 7.593211;Provence-Alpes-Cote-d'Azur;6;6163;Tende
424781;ST LOUIS;15 RUE DE LA CROIX;ASSOCIATION LE FOYER THEILLOIS;SARL GPCI;FIXE;NON;48.265259, 0.690629;Normandie;61;61484;Val-au-Perche
426761;LE ROC;IMMEUBLE LES EFFALEES;SOCIETE DES CINEMAS DU CHABLAIS;SARL CINEODE;FIXE;NON;46.389621, 6.718783;Auvergne - Rhone-Alpes;74;74279;Thollon-les-Memises
427312;CINEMA SAINT-LOUIS;1 IMPASSE DE L EVECHE;SYNDICAT D INITIATIVE DE THOUARCE;SAS CINE DIFFUSION;FIXE;NON;47.267642, -0.502889;Pays de la Loire;49;49345;Bellevigne-en-Layon
428103;CINEMA;ZAC DU VAL CLARET;MONTAGNE CINE AUDIO;SARL MC4 DISTRIBUTION;FIXE;NON;45.456559, 6.900294;Auvergne - Rhone-Alpes;73;73296;Tignes
428483;LE NORMANDY;BD DU MIDI;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;GENERIQUE;FIXE;NON;48.763163, -0.732609;Normandie;61;61486;Tinchebray-Bocage
428711;CINE PASSION;CINE PASSION;ASSOCIATION CINE PASSION EN PERIGORD;SNC SAGEC - CINE 32 VEO;ITINERANT;NON;45.252655, 0.493333;Nouvelle Aquitaine;24;24553;Tocane-Saint-Apre
428942;REX 1;RUE DU MARECHAL FOCH;ASSOCIATION POUR LA PROMOTION ET L'ANIMATION DU CINE A TONNEINS;SAINT LOUIS;FIXE;NON;44.391294, 0.311793;Nouvelle Aquitaine;47;47310;Tonneins
428961;CINEMA THEATRE;PLACE DE L HOTEL DE VILLE;VILLE DE TONNERRE;;FIXE;NON;47.856492, 3.972991;Bourgogne - Franche-Comte;89;89418;Tonnerre
429951;LE ROYAL;2 ET 4 RUE DU DOCTEUR;ASSOCIATION CINEMA LE ROYAL - TOULON;;FIXE;NON;43.124501, 5.96296;Provence-Alpes-Cote-d'Azur;83;83137;Toulon
430261;LE CRATERE;95 GRANDE RUE SAINT MICHEL;ASSOCIATION CINEFOL 31;;FIXE;NON;43.588909, 1.445984;Occitanie;31;31555;Toulouse
430446;GAUMONT WILSON;3 PLACE WILSON;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.60456, 1.44782;Occitanie;31;31555;Toulouse
430886;LES ECRANS;4, PROMENADE DE LA FRATERNITe;SOCIETE DES CINEMAS DE L  OUEST;UGC DIFFUSION;FIXE;NON;50.721235, 3.15888;Hauts-de-France;59;59599;Tourcoing
430923;RESEAU SUD LUBERON;43 BOULEVARD DE VERDUN;BASILIC DIFFUSION;;ITINERANT;NON;43.726077, 5.547136;Provence-Alpes-Cote-d'Azur;84;84133;La Tour-d'Aigues
431023;AUDITORIUM EQUINOXE;6 - 8 RUE DE L'HOTEL DE VILLE;CINEODE;SARL CINEODE;FIXE;NON;45.562468, 5.444145;Auvergne - Rhone-Alpes;38;38509;La Tour-du-Pin
431604;LA PALETTE;37 RUE DE LA REPUBLIQUE;FOURNIER CHRISTOPHE CINEMA;;FIXE;NON;46.562498, 4.912313;Bourgogne - Franche-Comte;71;71543;Tournus
433972;JACQUES TATI;29 BIS AV CHARLES DE GAULLE;ASSOCIATION TREMBLAYSIENNE POUR LE CINEMA;;FIXE;NON;48.99649, 2.550261;Ile-de-France;93;93073;Tremblay-en-France
436962;PARADISO;3 RUE PASTEUR;IMA 3;SARL MC4 DISTRIBUTION;FIXE;NON;45.297176, 5.483039;Auvergne - Rhone-Alpes;38;38517;Tullins
438622;CINEMA LOUIS JOUVET;PLACE DE LA LIBERATION;VILLE D'UZERCHE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.424402, 1.563016;Nouvelle Aquitaine;19;19276;Uzerche
439061;L'ENTR'ACTES;RUELLE DES VIAUX;VAGNEY LOISIRS;;FIXE;NON;48.008328, 6.71485;Grand-Est;88;88486;Vagney
439503;LES VISITEURS DU SOIR;QUARTIER DE LA VIGNASSE;LES VISITEURS DU SOIR;SARL MC4 DISTRIBUTION;FIXE;NON;43.641892, 7.006394;Provence-Alpes-Cote-d'Azur;6;6152;Valbonne
439942;LUX;36 BD DU GENERAL DE GAULLE;LUX SCENE NATIONALE DE VALENCE;;FIXE;NON;44.930191, 4.893946;Auvergne - Rhone-Alpes;26;26362;Valence
440286;SALLE HENRI VERNEUIL;LA COUPIANE;POLYMAGES;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.131815, 5.988887;Provence-Alpes-Cote-d'Azur;83;83144;La Valette-du-Var
441172;CINEMA VALMEINIER 1800;ESPACE CULTUREL LES ISLETTES;OFFICE DU TOURISME DE VALMEINIER;;FIXE;NON;45.174957, 6.493547;Auvergne - Rhone-Alpes;73;73307;Valmeinier
442002;LE VANVES;12 RUE SADI CARNOT;VILLE DE VANVES;;FIXE;NON;48.821779, 2.287439;Ile-de-France;92;92075;Vanves
442370;CINEMA CONFLUENCES VARENNES;PETIT FOSSARD;CINE MONTEREAU POINT COM;Montereau Point Com (Aubry);FIXE;OUI;48.367677, 2.957289;Ile-de-France;77;77482;Varennes-sur-Seine
444143;LES AMPHIS;RUE PIERRE COT;VILLE DE VAULX EN VELIN;;FIXE;NON;45.789822, 4.917721;Auvergne - Rhone-Alpes;69;69256;Vaulx-en-Velin
445201;FOYER RURAL;RUE DES MAQUISARDS;ASSOCIATION CINE SPECTACLES L'UXELLO;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.954501, 1.70171;Occitanie;46;46330;Vayrac
446204;OBAULABA PLEIN AIR;46 AVENUE DE L'EUROPE;ORGANISATION CINEMATOGRAPHIQUE FAVARD;;ITINERANT;NON;45.355735, -1.060588;Nouvelle Aquitaine;33;33540;Vendays-Montalivet
446302;LE DIAPASON;14 RUE JEAN HOLWEG;COMMUNE DE VENDENHEIM;;FIXE;NON;48.666901, 7.711243;Grand-Est;67;67506;Vendenheim
447622;CAROUSSEL;12 PLACE CHEVERT;BLN MAJESTIC;BLN MAJESTIC (Lengrand);FIXE;OUI;49.159325, 5.38635;Grand-Est;55;55545;Verdun
450575;CLUB 6;ESPACE VILLON;CINE 70;;FIXE;NON;47.636582, 6.166288;Bourgogne - Franche-Comte;70;70550;Vesoul
454032;CINE'FIL;PLACE SAINT JEAN;LE CINE FIL;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;FIXE;NON;47.14704, -0.536932;Pays de la Loire;49;49373;Lys-Haut-Layon
454712;ARIANE;IMMEUBLE CERES;SNC GIPPA ET GILBERT;MAURIENNE;FIXE;NON;45.244201, 6.263395;Auvergne - Rhone-Alpes;73;73318;Villarembert
455770;LE COLOMBIER;PLACE CHARLES DE GAULLE;COMMUNE D AVRAY;SARL GPCI;FIXE;NON;48.824654, 2.18397;Ile-de-France;92;92077;Ville-d'Avray
456362;CINE BOR;RUE BOR;ASSOCIATION CINEFOL 31;;FIXE;NON;43.398281, 1.715623;Occitanie;31;31582;Villefranche-de-Lauragais
456762;CINEMA D ART ROMAIN ROLLAND;18 RUE EUGENE VARLIN;THEATRE ROMAIN ROLLAND;;FIXE;NON;48.793428, 2.363199;Ile-de-France;94;94076;Villejuif
457983;ESPACE CULTUREL;56BIS AVENUE CARNOT;COMMUNE DE VILLENEUVE LE ROI;;FIXE;NON;48.735355, 2.416829;Ile-de-France;94;94077;Villeneuve-le-Roi
458401;CYRANO;9 BD DE LA MARINE;SARL MINAS;GRAND ECRAN;FIXE;NON;44.408808, 0.704017;Nouvelle Aquitaine;47;47323;Villeneuve-sur-Lot
460784;ZOLA;117 COURS EMILE ZOLA;ASSOCIATION POUR LE CINEMA;;FIXE;NON;45.770555, 4.874404;Auvergne - Rhone-Alpes;69;69266;Villeurbanne
461663;LE CASINO;13 RUE GUILLAUME BUDE;COMMUNE DE VILLIERS SUR MARNE;SARL GPCI;FIXE;NON;48.826124, 2.542402;Ile-de-France;94;94079;Villiers-sur-Marne
462953;LE BASSELIN;PLACE CASTEL;COMMUNE DE VIRE;;FIXE;NON;48.838655, -0.892968;Normandie;14;14762;Vire Normandie
463723;LES LUMIERES;ARCADES DES CITEAUX;SOCIETE D'ECONOMIE MIXTE VITROLLES ANIMATION;SARL MC4 DISTRIBUTION;FIXE;NON;43.447301, 5.250042;Provence-Alpes-Cote-d'Azur;13;13117;Vitrolles
463931;3 CINES ROBESPIERRE;19 AVENUE MAXIMILIEN ROBESPIERRE;VILLE DE VITRY SUR SEINE;;FIXE;NON;48.790948, 2.388152;Ile-de-France;94;94081;Vitry-sur-Seine
464692;PASSRL LES ECRANS;RUE GEORGES CLEMENCEAU;LE ROYAL;;FIXE;NON;45.365575, 5.589119;Auvergne - Rhone-Alpes;38;38563;Voiron
465920;SALLE DES FETES;SALLE DES FETES;FEDERATION DEPARTEMENTALE DES MAISONS DES JEUNES ET DE LA CULTUR;;ITINERANT;NON;49.714863, 3.584145;Hauts-de-France;2;2517;Montigny-sur-Crecy
710250;LE QUAI DES ARTS;LA GARE;IMAGES ET SONS DES 3 PROVINCES;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.390497, 3.946964;Auvergne - Rhone-Alpes;42;42318;Usson-en-Forez
718750;KINEPOLIS BRETIGNY;5 RUE MICHELE MORGAN;KINEPOLIS PROSPECTION;KINEPOLIS;FIXE;OUI;48.57924680000001, 2.2996356999999534;Ile-de-France;91;91103;Bretigny-sur-Orge
719400;SALLE ALAIN BASHUNG;PLACE DE LA LIBERTE;PANORAMIC;;FIXE;NON;48.032408, 3.296723;Bourgogne - Franche-Comte;89;89348;Saint-Julien-du-Sault
720000;POLE CULTUREL AUGUSTE ESCOFFIER;POLE CULTUREL AUGUSTE ESCOFFIER;COMMUNE DE VILLENEUVE LOUBET;SARL MC4 DISTRIBUTION;FIXE;NON;43.658327, 7.12373;Provence-Alpes-Cote-d'Azur;6;6161;Villeneuve-Loubet
720250;MAJESTIC PALACE;ZAC DES PLAINES DE FIGUEROLLES;SOCIETE D  EXPLOITATION DU PALACE;SAS D'EXPLOITATION DU PALACE (Lavalee);FIXE;OUI;43.43362, 5.050227;Provence-Alpes-Cote-d'Azur;13;13056;Martigues
721500;CINEVILLE;6 ESPLANADE MARIE DE KERSTRAT;CINEVILLE;SAS CINE DIFFUSION;FIXE;OUI;48.00072, -4.109877;Bretagne;29;29232;Quimper
