numCinema;nomCinema;adresseCinema;proprietaireCinema;programmateurCinema;genre;multiplexe;geolocalisation;nouvelleRegion;numDepartement;numCommune;nomCommune
376531;MEGARAMA LE TREMPLIN;COURCHEVEL 1850;AGORA CINEMAS;SAS AGORA CINEMAS;FIXE;NON;45.411405, 6.633802;Auvergne - Rhone-Alpes;73;73227;Courchevel
377271;CLUB;40 BD CLEMENCEAU;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;SAS CINE DIFFUSION;FIXE;NON;48.508095, -2.760537;Bretagne;22;22278;Saint-Brieuc
379013;LE TRIANON;PLACE DU 8 MAI;COMMUNE DE SAINT CIERS SUR GIRONDE;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.290626, -0.610204;Nouvelle Aquitaine;33;33389;Saint-Ciers-sur-Gironde
379403;MAISON DU PEUPLE 2;12 RUE DE LA POYAT;ASSOCIATION LA FRATERNELLE;;FIXE;NON;46.387715, 5.86346;Bourgogne - Franche-Comte;39;39478;Saint-Claude
381941;GAUMONT;8 RUE DU MONDIAL 1998;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;48.925395, 2.363117;Ile-de-France;93;93066;Saint-Denis
383245;ALHAMBRA;2/4/6 RUE PRAIRE;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;OUI;45.441579, 4.383999;Auvergne - Rhone-Alpes;42;42218;Saint-etienne
383585;LE MELIES;10 PLACE JEAN JAURES;SOCIETE BRAYTOISE D EXPLOITATION CINEMATOGRAPHIQUE S.B.E.C.;;FIXE;NON;45.441646, 4.387294;Auvergne - Rhone-Alpes;42;42218;Saint-etienne
383961;MONTLUC CINEMA;RUE CHAVIN DE LA MUSSE;ASSOCIATION DU MONTLUC CINEMA;SARL GPCI;FIXE;NON;47.275577, -1.779561;Pays de la Loire;44;44158;Saint-etienne-de-Montluc
385401;FOYER MUNICIPAL;FOYER MUNICIPAL;PANORAMIC;;ITINERANT;NON;47.815917, 3.799085;Bourgogne - Franche-Comte;89;89068;Chablis
385793;CINEMA LA BRECHE;138 RUE DE LA REPUBLIQUE;COMMUNAUTE DE COMMUNES DU PAYS FOYEN;SAINT LOUIS;FIXE;NON;44.842499, 0.219805;Nouvelle Aquitaine;33;33402;Sainte-Foy-la-Grande
386782;SALLE PINATEL;PLACE DE CHARLES DE GAULLE;COMMUNE DE SAINT GENEST LERPT;;FIXE;NON;43.234582, 3.107601;Auvergne - Rhone-Alpes;42;42223;Saint-Genest-Lerpt
387041;EVEIL CINEMA;RUE DU COURS;ASSOCIATION CULTURELLE D'ANIMATION MARMOTTE;SNC SAGEC - CINE 32 VEO;FIXE;NON;44.465282, 2.972204;Occitanie;12;12224;Saint Geniez d'Olt et d'Aubrac
388371;FOYER RURAL;FOYER RURAL;CINECO;;ITINERANT;NON;44.217236, 3.808519;Occitanie;48;48155;Saint-Germain-de-Calberte
390791;LUTETIA;18 RUE DES CALVAIRES;CINEMA LUTETIA;SARL GPCI;FIXE;NON;47.21395, -1.64939;Pays de la Loire;44;44162;Saint-Herblain
391331;REX;RUE WALDECK ROUSSEAU;GUYOT FREDERIC PAUL ROGER;;FIXE;NON;48.576008, -1.09371;Normandie;50;50484;Saint-Hilaire-du-Harcouet
398251;REX;BD HENRI BARBUSSE;COMMUNE DE SAINT LEONARD DE NOBLAT;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.838161, 1.487619;Nouvelle Aquitaine;87;87161;Saint-Leonard-de-Noblat
399432;ESPACE BORIS VIAN;2 RUE DU PRIEURE;ASSOCIATION FAMILIA CINEMA;;FIXE;NON;47.124726, -0.994734;Pays de la Loire;49;49301;Sevremoine
402249;LES FLOCONS;STATION LES MENUIRES;AGORA CINEMAS;;FIXE;NON;45.323346, 6.538468;Auvergne - Rhone-Alpes;73;73257;Les Belleville
404692;SALLE PATRICE LECONTE;10 RUE DU CHATEAU;CINE-OFF;;FIXE;NON;47.111089, 0.61914;Centre - Val-de-Loire;37;37226;Sainte-Maure-de-Touraine
405441;ROYAL;18 RUE ST LIVIER;CINEMA ROYAL;;FIXE;NON;48.699609, 6.207734;Grand-Est;54;54482;Saint-Max
407211;JACQUES TATI;33 BD VICTOR HUGO;LE THEATRE;;FIXE;NON;47.280291, -2.216623;Pays de la Loire;44;44184;Saint-Nazaire
407220;CINEVILLE;5 BD DE LA LEGION D'HONNEUR;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;SAS CINE DIFFUSION;FIXE;OUI;47.274768, -2.20402;Pays de la Loire;44;44184;Saint-Nazaire
409463;FOYER RURAL;RUE GEORGES PEZIERES;CINEMAGINAIRE;CINEMAGINAIRE;FIXE;NON;42.811446, 2.505248;Occitanie;66;66187;Saint-Paul-de-Fenouillet
411540;LES TOILES DU MOUN;447 AVENUE DU CORPS FRANC;ROYAL CINEMA;SARL GPCI;FIXE;NON;43.885758, -0.521675;Nouvelle Aquitaine;40;40281;Saint-Pierre-du-Mont
412322;LE REGENCY;OSCAR RICQUE;ASSOCIATION CULTURE ET CINEMA EN TERNOIS;ENT. REG. CIN. NORD PAS DE CALAIS;FIXE;NON;50.381554, 2.33712;Hauts-de-France;62;62767;Saint-Pol-sur-Ternoise
412415;CINE STAR;PLACE DU FOIRAIL;BRIQUE BERNARD;;FIXE;NON;43.48939, 2.758039;Occitanie;34;34284;Saint-Pons-de-Thomieres
412623;LE SCENARIO;PLACE CHARLES OTTINA;SAINT PRIEST CINEMA;;FIXE;NON;45.694405, 4.936379;Auvergne - Rhone-Alpes;69;69290;Saint-Priest
416701;CIN ETOILES;13 AV LAFAYETTE;CIN'ETOILES;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.24015, 4.233176;Auvergne - Rhone-Alpes;43;43224;Sainte-Sigolene
421997;MEGA CGR;AVENUE DES FORGES;CINE LOISIRS AQUITAINE;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.240399, 0.079601;Occitanie;65;65440;Tarbes
422160;MEGA CGR;BOULEVARD JACQUES DUCLOS;LANESMOND;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;43.536908, -1.461264;Nouvelle Aquitaine;40;40312;Tarnos
426120;GAUMONT;PARC MILLESIME;SOCIETE DES GRANDS ECRANS DE THILLOIS;LES CINEMAS GAUMONT PATHE;FIXE;OUI;49.254024, 3.962365;Grand-Est;51;51569;Thillois
426273;SCALA;23, PLACE DU MARCHE;ASSOCIATION CINE ESSAI;;FIXE;NON;49.357979, 6.167955;Grand-Est;57;57672;Thionville
426924;CINE LEMAN;63 AVENUE DE SENEVULLAZ;CINE LEMAN;SAS CINE LEMAN (Baud);FIXE;OUI;46.352812, 6.468439;Auvergne - Rhone-Alpes;74;74281;Thonon-les-Bains
429132;MEGA CGR;PROMENADE DU 7eME ART;MAUBIM;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;48.840592, 2.654959;Ile-de-France;77;77468;Torcy
430102;SALLE DES FETES;SALLE DES FETES;LAPORTA MICHEL;;ITINERANT;NON;42.666461, 2.836131;Occitanie;66;66213;Toulouges
430455;BORDEROUGE CINE;59, AVENUE MAURICE BOURGES-MAUNOURY;BORDEROUGE CINE;;FIXE;NON;43.642205, 1.45598;Occitanie;31;31555;Toulouse
431732;STUDIO DES URSULINES;2 RUE DES URSULINES;ANIMATION DES STUDIO DE TOURS;;FIXE;NON;47.394391, 0.697155;Centre - Val-de-Loire;37;37261;Tours
431801;MEGA CGR CENTRE;4 PLACE FRANCOIS TRUFFAUT;CINETOURS;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;47.366664, 0.706536;Centre - Val-de-Loire;37;37261;Tours
434682;LE CASINO;RUE DU DOCTEUR WILLEMUS;POLYMAGES;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.447455, 5.684694;Provence-Alpes-Cote-d'Azur;13;13110;Trets
437682;LE LUMIERE;AVENUE DES PYRENEES;ASSOCIATION CINEMA LE LUMIERE;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.654225, 1.491185;Occitanie;31;31561;L' Union
438461;CINEMA DE PRA LOU;PRA LOU;ALLEMANDI DELPHINE;SARL MC4 DISTRIBUTION;FIXE;NON;44.369873, 6.605179;Provence-Alpes-Cote-d'Azur;4;4226;Uvernet-Fours
439502;SOPHIA ANTIPOLIS;190 RUE FREDERIC MISTRAL;ALMA CENTRE CULTUREL;;FIXE;NON;43.619739, 7.039277;Provence-Alpes-Cote-d'Azur;6;6152;Valbonne
439990;PATHE;53 AVENUE DE ROMANS;PATHE VALENCE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;44.933197, 4.901186;Auvergne - Rhone-Alpes;26;26362;Valence
440961;LE CEP;8 BD EVARISTE DEJOIE;ASSOCIATION CINEMA LE CEP;SARL GPCI;FIXE;NON;47.162517, -1.264107;Pays de la Loire;44;44212;Vallet
441953;CENTRE DE LA CULTURE;ROUSSELET;AEP JEAN BECQUE;;FIXE;NON;44.402406, 4.132968;Auvergne - Rhone-Alpes;7;7334;Les Vans
444791;LA GRANGE;RUE AMBROISE PRO;COMMUNE DE VAUX LE PENIL;SARL CINEODE;FIXE;NON;48.527795, 2.689584;Ile-de-France;77;77487;Vaux-le-Penil
447605;MJC VERDUN SUR GARONNE;15 RUE CLEMENCE ISAURE;MAISON DES JEUNES ET DE LA CULTURE DE VERDUN SUR GARONNE;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.851122, 1.234903;Occitanie;82;82190;Verdun-sur-Garonne
448762;CINEMA THEATRE TRIANON;RUE DU CANON;COMMUNE DE VERNEUIL SUR AVRE;SARL NORD OUEST EXPLOITATION CINEMA;FIXE;NON;48.736789, 0.930047;Normandie;27;27679;Verneuil d'Avre et d'Iton
448981;THEATRE;1 PLACE DE PARIS;COINTIN ET COMPAGNIE;SARL GPCI;FIXE;NON;49.091924, 1.487671;Normandie;27;27681;Vernon
449661;UGC CYRANO;7 RUE RAMEAU;SOCIETE NOUVELLE DE GESTION CYRANO;UGC DIFFUSION;FIXE;OUI;48.807883, 2.130901;Ile-de-France;78;78646;Versailles
450503;CINEMA JEAN MARAIS;59 BD CARNOT;ASSOCIATION DU CENTRE DES ARTS ET LOISIRS DU VESINET;SARL GPCI;FIXE;NON;48.893988, 2.134326;Ile-de-France;78;78650;Le Vesinet
452961;ALBRET;Z A C DES TAMARIS;PEI;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.78629, -1.402582;Nouvelle Aquitaine;40;40328;Vieux-Boucau-les-Bains
454531;REX I;127 RUE LYCEE POLONAIS;MC4  DISTRIBUTION;Les cinemas GAUMONT-PATHE;FIXE;NON;45.070607, 5.549868;Auvergne - Rhone-Alpes;38;38548;Villard-de-Lans
463842;PIERRE BRASSEUR;18 GRANDE RUE DE VAUX;CINEMA DE LA RENAISSANCE;;FIXE;NON;48.727309, 4.586264;Grand-Est;51;51649;Vitry-le-Francois
464453;LE JEU DE PAUME;SQUARE DE LA REVOLUTION;LES CINEMAS ASSOCIES;;FIXE;NON;45.07319, 5.771446;Auvergne - Rhone-Alpes;38;38562;Vizille
465193;LE CAP;PLACE ARMAND PUGNOT;COMMUNE DE VOREPPE;SARL MC4 DISTRIBUTION;FIXE;NON;45.296452, 5.636354;Auvergne - Rhone-Alpes;38;38565;Voreppe
466201;SALLE POLYVALENTE;VRITZ SALLE POLYVALENTE;FAMILLES RURALES FEDERATION REGIONALE DES PAYS DE LA LOIRE;SEGECIS;ITINERANT;NON;47.476235, -2.158292;Pays de la Loire;44;44098;Missillac
468243;M.J.C.;ROUTE DE ZITTERSHEIM;ERSTEIN CINEMA;;ITINERANT;NON;48.918237, 7.370931;Grand-Est;67;67538;Wingen-sur-Moder
468473;LA NEF - RELAIS CULTUREL DE WISSEMBOURG;6, RUE DES ECOLES;COMMUNE DE WISSEMBOURG;;FIXE;NON;49.036084, 7.946947;Grand-Est;67;67544;Wissembourg
468533;GERARD PHILIPE;10 B RUE DE LA 1ERE ARMEE;VILLE DE WITTENHEIM;;FIXE;NON;47.822671, 7.337178;Grand-Est;68;68376;Wittenheim
469245;CINEMA PARADISO;2 RUE MARC SANGNIER;STUDIO 43;SARL GPCI;FIXE;NON;48.714932, 2.489765;Ile-de-France;91;91691;Yerres
470161;A RUSCANA PLEIN AIR;ROUTE DE PINARELLO;PINNA JEAN DANIEL;;FIXE;NON;41.687469, 9.365073;Corse;2A;2A362;Zonza
575001;MEGARAMA;44 AVENUE DE LA LONGUE BERTRANE;LES IMAGES;SAS AGORA CINEMAS;FIXE;OUI;48.930677, 2.320895;Ile-de-France;92;92078;Villeneuve-la-Garenne
700250;CINEMA LA PASSERELLE;CHEMIN DE LA PASSERELLE;LES PASSEURS;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);FIXE;NON;45.94045500000001, 4.77174500000001;Auvergne - Rhone-Alpes;1;1427;Trevoux
703300;RELAIS CULTUREL;AVENUE VAN GOGH;SOCIETE D ECONOMIE MIXTE DES SAINTES MARIES DE LA MER;;FIXE;NON;43.450397, 4.427827;Provence-Alpes-Cote-d'Azur;13;13096;Saintes-Maries-de-la-Mer
706850;TICKY HOLGADO;389 CHEMIN DE BLAZA;ASSOCIATION CINEFOL 31;;FIXE;NON;43.795535, 1.6077;Occitanie;31;31066;Bessieres
709650;ESPACE LUMIERE;PLACE LANGLADE;ESPACE LUMIERE BALBIGNY;SNC SAGEC - CINE 32 VEO;FIXE;NON;45.817369, 4.183976;Auvergne - Rhone-Alpes;42;42011;Balbigny
719456;LE MELIES;28 ALLEE HENRI FRENAY;LIGUE DE L ENSEIGNEMENT FEDERATION DEPARTEMENTALE DE L ISERE;;FIXE;NON;45.182643, 5.723905;Auvergne - Rhone-Alpes;38;38185;Grenoble
720700;OCINE;AVENUE DE LA GARE;LE PARIS;OCINE;FIXE;OUI;50.273088, 3.97037;Hauts-de-France;59;59392;Maubeuge
720950;CINEVILLE;RUE MARIE CURIE;CINEVILLE;SAS CINE DIFFUSION;FIXE;OUI;47.189868, -1.4869;Pays de la Loire;44;44190;Saint-Sebastien-sur-Loire
721200;CAPITOLE STUDIO;AVENUE DE SAINT TRONQUET;LE CAPITOLE;UGC MEDITERRANEE;FIXE;OUI;43.980769, 4.874683;Provence-Alpes-Cote-d'Azur;84;84092;Le Pontet
721250;CINEMAS LIDO 1;AVENUE VICTOR HUGO;LES CINEMAS DE SAINT RAPHAEL (EX LIDO RIALTO CINEMA ST RAPHAEL);;FIXE;NON;43.42402, 6.769447;Provence-Alpes-Cote-d'Azur;83;83118;Saint-Raphael
722760;PATHE;300 AVENUE DE L'UNIVERSITE;PATHE LA VALETTE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;43.137099, 6.003711;Provence-Alpes-Cote-d'Azur;83;83144;La Valette-du-Var
723480;KINEPOLIS FENOUILLET;15 RUE DES USINES;KINEPOLIS IMMO THIONVILLE;KINEPOLIS;FIXE;OUI;43.690447, 1.403453;Occitanie;31;31182;Fenouillet
723600;MEGARAMA;82 BOULEVARD VICTOR BORDIER;FORUM INTERNATIONAL;SAS AGORA CINEMAS;FIXE;OUI;48.994228, 2.194982;Ile-de-France;95;95424;Montigny-les-Cormeilles
724048;CINE LOIRE;141 RUE DU COLOMBIER;SOCIETE DES CINEMAS DE TOURS;LES CINEMAS GAUMONT PATHE;FIXE;OUI;47.416279, 0.702126;Centre - Val-de-Loire;37;37261;Tours
724120;UGC CINE CITE VELIZY;2 AVENUE DE L'EUROPE;UGC CINE CITE;UGC DIFFUSION;FIXE;OUI;48.78103, 2.189542;Ile-de-France;78;78640;Velizy-Villacoublay
724520;LE GRAND PALAIS;PLACE BESSIERES;SOCIETE CADURCIENNE D'EXPLOITATION CINEMATOGRAPHIQUE;SARL SOCIETE CADURCIENNE D'EXPLOITATION CINEMATOGRAPHIQUE;FIXE;NON;44.456197, 1.450773;Occitanie;46;46042;Cahors
31;UGC NORMANDIE;116 AVENUE DES CHAMPS ELYSEES;UGC SAS;UGC DIFFUSION;FIXE;NON;48.872265, 2.300938;Ile-de-France;75;75108;Paris 8e Arrondissement
321;PATHE;32 RUE LOUIS LEGRAND;GAUMONT;LES CINEMAS GAUMONT PATHE;FIXE;NON;48.870632, 2.334338;Ile-de-France;75;75102;Paris 2e Arrondissement
733;STUDIO GALANDE;42 RUE GALANDE;STUDIO GALANDE BERUCHET;;FIXE;NON;48.851619, 2.347076;Ile-de-France;75;75105;Paris 5e Arrondissement
802;UGC ROTONDE;103 BD DU MONTPARNASSE;UGC SAS;UGC DIFFUSION;FIXE;NON;48.842318, 2.328975;Ile-de-France;75;75106;Paris 6e Arrondissement
821;PARNASSIEN;98 BD DU MONTPARNASSE;LES CINQ PARNASSIENS;;FIXE;NON;48.842443, 2.327625;Ile-de-France;75;75114;Paris 14e Arrondissement
1791;LUMINOR HOTEL DE VILLE;20 RUE DU TEMPLE;CARLOTTA CINEMAS;;FIXE;NON;48.858689, 2.353591;Ile-de-France;75;75104;Paris 4e Arrondissement
3741;STUDIO 28;10 RUE THOLOZE;STUDIO 28;;FIXE;NON;48.886142, 2.335342;Ile-de-France;75;75118;Paris 18e Arrondissement
8291;L ARLEQUIN PANORAMA;76 RUE DE RENNES;LES ECRANS DE PARIS;;FIXE;NON;48.851278, 2.330648;Ile-de-France;75;75106;Paris 6e Arrondissement
8341;NOUVEL ODEON;6 RUE DE L ECOLE DE MEDECINE;CINEDEVIL;SARL EXHANTHUS;FIXE;NON;48.850764, 2.341747;Ile-de-France;75;75106;Paris 6e Arrondissement
8374;ECOLES CINEMA CLUB;23 RUE DES ECOLES;CINELUX;;FIXE;NON;48.848384, 2.348973;Ile-de-France;75;75105;Paris 5e Arrondissement
8451;STUDIO DES URSULINES;10 RUE DES URSULINES;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;;FIXE;NON;48.842733, 2.342044;Ile-de-France;75;75105;Paris 5e Arrondissement
8632;UGC  GOBELINS;66 BIS AV DES GOBELINS;UGC SAS;UGC DIFFUSION;FIXE;OUI;48.832888, 2.354241;Ile-de-France;75;75113;Paris 13e Arrondissement
9900;MK2 QUAI DE LOIRE;5/19 QUAI DE LA LOIRE;MK2 QUAI DE LOIRE;SA MK2 VISION;FIXE;NON;48.885067, 2.374123;Ile-de-France;75;75119;Paris 19e Arrondissement
10992;PANDORA;6 ALLEE SIMONE SIGNORET;CINE ACHERES PANDORA;;FIXE;NON;48.960956, 2.067774;Ile-de-France;78;78005;Acheres
11592;CGR AGEN;PLACE DU PIN;CAP CINEMA AGEN;SARL LES FILMS DE LA ROCHELLE;FIXE;OUI;44.204567, 0.624721;Nouvelle Aquitaine;47;47001;Agen
12454;CINEMA MUNICIPAL MARCEL PAGNOL;9 RUE VICTOR HUGO;GRAND ECRAN POUR TOUS;;FIXE;NON;43.566091, 4.189267;Occitanie;30;30003;Aigues-Mortes
12562;THEOPHILE DE VIAU;PLACE DE LA MAIRIE;CIRCUIT ARTS ET LOISIRS;SAINT LOUIS;FIXE;NON;44.299994, 0.336667;Nouvelle Aquitaine;47;47004;Aiguillon
13423;LE MAZARIN;3TER RUE MAZARINE - 6 RUE LAROQU;CINEMAZARIN;LES CINEMAS GAUMONT PATHE;FIXE;NON;43.526103, 5.448686;Provence-Alpes-Cote-d'Azur;13;13001;Aix-en-Provence
13686;L ELLIPSE;BD LOUIS CAMPI;MSGCINEMA;;FIXE;NON;41.943558, 8.753935;Corse;2A;2A004;Ajaccio
14114;Cinema SNA;P. DE L'AMITIE ENTRE LES PEUPLES;ASSOCIATION DE GESTION DE LA SCENE NATIONALE D'ALBI;SNC SAGEC - CINE 32 VEO;FIXE;NON;43.923796, 2.144604;Occitanie;81;81004;Albi
14445;PLANET'CINE;194 RUE DE BRETAGNE;LES ECRANS D' ALENCON;SAS CINE DIFFUSION;FIXE;NON;48.433552, 0.063775;Normandie;61;61001;Alencon
14693;LE POLE CULTUREL;82 RUE MARCEL BOURDARIAS;L'AVANT-SCENE;;FIXE;NON;48.807586, 2.422346;Ile-de-France;94;94002;Alfortville
17082;CASINO MUNICIPAL;4 AVENUE DU DOCTEUR BOUIX;SA CASINO D'AMELIE LES BAINS;CINEMAGINAIRE;FIXE;NON;42.472951, 2.670403;Occitanie;66;66003;Amelie-les-Bains-Palalda
17303;STUDIO ORSON WELLES;2 PLACE LEON GONTIER;MAISON DE LA CULTURE D AMIENS;;FIXE;NON;49.89407, 2.292451;Hauts-de-France;80;80021;Amiens
17326;GAUMONT;5 BOULEVARD DE BELFORT;GAUMONT PICARDIE;LES CINEMAS GAUMONT PATHE;FIXE;OUI;49.889445, 2.304933;Hauts-de-France;80;80021;Amiens
