numDepartement;annee;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;tauxOccupationAE;recettesAE;nbHabitantsDepartement;nbEtablissements
48;2013;7;1060;;5084;116036;672931,42;15,32275423;3;5;599;3991;89951;17,08360714;527245;76309;5
48;2014;7;1060;;5687;134198;748050,58;16,15162048;3;5;599;4179;97605;18,36814194;551598;76309;5
48;2015;7;1140;;5949;135492;743282,13;14,77014445;4;6;841;5477;123915;15,75175994;679004;76309;5
48;2016;7;1040;;6275;140943;758387,55;16,24182683;4;6;741;5799;127397;17,24820947;686661;76309;5
48;2017;7;1130;;6361;145593;768651,47;15,11084587;4;6;831;5987;136810;16,46837052;723762;76309;5
48;2018;7;1130;;6304;140618;743019,52;14,79561828;4;6;831;5869;128821;15,69768363;681981;76309;5
48;2019;7;1130;;6459;147096;795741,45;15,12107468;4;6;831;6003;134672;16,10629735;732117;76309;5
48;2020;7;1130;;3367;52292;275947,43;9,849132654;4;6;831;2987;46997;11,2699665;248922;76309;5
49;1966;65;26280;;;2109135;811613,5661;;;;;;;;;585563;
49;1967;63;26235;;;1913431;821165,1069;;;;;;;;;585563;
49;1968;61;25780;;;1892238;844890,7474;;;;;;;;;585563;
49;1969;58;24627;;;1664451;863150,0236;;;;;;;;;585563;
49;1970;48;20693;;;1567979;879531,1278;;;;;;;;;585563;
49;1971;45;19732;;;1441174;903723,7197;;;;;;;;;585563;
49;1972;47;20007;;;1502728;1073619,46;;;;;;;;;629849;
49;1973;44;18507;;;1444658;1202845,308;;;;;;;;;629849;
49;1974;44;18095;;;1399913;1349185,389;;;;;;;;;629849;
49;1975;41;17195;;;1363332;1534879,573;;;;;;;;;629849;
49;1976;48;17417;;;1488221;2141502,873;;;;;;;;;629849;
49;1977;45;16189;;;1447297;2355583,369;;;;;;;;;629849;
49;1978;42;14448;;;1600941;2847977,078;;;;;;;;;629849;
49;1979;42;13043;;;1630663;3180349,322;;;;;;;;;675321;
49;1980;49;13685;;;1628724;4017953,463;;;;;;;;;675321;
49;1981;47;13022;;;1824827;5077290,889;;;;;;;;;675321;
49;1982;51;13454;;;2000134;6117100,359;;;;;;;;;675321;
49;1983;50;12945;;;1975913;6556426,869;;;;;;;;;675321;
49;1984;56;13608;;;1862621;6526661,199;;;;;;;;;675321;
49;1985;59;13020;;;1712708;6329524,954;;;;;;;;;675321;
49;1986;61;13170;;;1797756;7069160,125;;;;;;;;;675321;
49;1987;59;13012;;;1424094,622;5901509,259;;;;;;;;;705882;
49;1988;56;12180;;;1330268,932;5791115,825;;;;;;;;;705882;
49;1989;58;12015;;;1293214,633;5815030,879;;;;;;;;;705882;
49;1990;58;12057;;;1316064,22;6038560,054;;;;;;;;;705882;
49;1991;55;11406;;;1201459,738;5880766,949;;;;;;;;;705882;
49;1992;53;10766;;41968;1169794;5863672,6;15,00806665;;;;;;;;705882;24
49;1993;53;10766;;40011;1312529;6680781,14;17,16577086;;;;;;;;705882;24
49;1994;52;10346;;43739;1258813;6546603,05;15,12948024;;;;;;;;705882;23
49;1995;53;10526;;45904;1316392;6995674;15,04500958;;;;;;;;732942;24
49;1996;52;10131;;46904;1369467;7383541,76;15,18862801;;;;;;;;732942;23
49;1997;54;10689;;46432;1421951;7743393,74;16,08473077;;;;;;;;732942;25
49;1998;54;10689;;45039;1678106;9424168,41;19,86587945;;;;;;;;732942;25
49;1999;54;10689;;46621;1414239;7883151,58;16,166118;;;;;;;;732942;25
49;2000;60;11775;1;45358;1428954;8072839,22;16,39614264;;;;;;;;732942;25
49;2001;55;11198;1;48231;1773303;10121071,9;17,78561852;;;;;;;;732942;24
49;2002;54;11102;1;50971;1786554;10437602,42;17,18941499;10;23;4033;19666;550246;17,73250455;2799564;732942;23
49;2003;54;11102;1;49481;1654692;9873242,28;16,5459471;10;23;4113;18927;485535;15,95451566;2455697;766659;23
49;2004;49;10171;1;49611;1887655;11357918,15;19,08727543;11;21;3771;17640;515817;18,22747049;2567104;766659;21
49;2005;50;9374;1;48965;1639948;9952167,11;17,64513856;9;20;3157;16369;418431;16,86356836;2130137;810186;21
49;2006;53;9789;1;50857;1809862;10997268,09;18,82511703;10;24;3677;22638;694607;20,57103139;3717402;810186;22
49;2007;52;9697;1;52581;1722203;10415094,88;17,83150182;10;26;3897;26288;706644;18,77715357;3772608;810186;21
49;2008;53;9724;1;52924;1763872;10863522,3;18,11178348;8;24;3421;25800;707550;19,48325522;3871637;810186;22
49;2009;62;11092;2;55847;1849943;11782850,53;17,97344609;8;24;3421;26064;732903;19,97376087;4069791;810186;23
49;2010;62;11092;2;70053;2092463;13666731,78;17,02115354;9;25;3695;26678;675444;17,88056802;3678457;810186;23
49;2011;62;11092;2;67740;2200656;14370208,4;18,40934461;9;22;3205;23097;661547;21,02440533;3732261;810186;23
49;2012;58;10398;2;68165;2034149;13494736,4;16,79001416;9;22;3205;23995;620057;18,94703294;3497488;810186;22
49;2013;58;10335;2;67772;1886556;12477350,65;15,87547601;11;32;4775;40122;941616;16,32850677;5440762;810186;22
49;2014;53;8718;2;64652;2046110;13270921,67;18,78207629;12;33;4935;39604;1021893;17,77687512;5854704;810186;21
49;2015;60;10202;2;70311;2107778;13701904,19;18,04697468;11;31;4779;40061;990812;17,13092917;5678989;810186;22
49;2016;60;9902;2;79595;2257314;14445952,61;17,09086548;12;34;5128;42852;1066034;17,59930952;6101619;810186;22
49;2017;63;10546;3;80890;2290149;14572753,25;17,05133413;15;40;5994;47019;1162682;17,94025634;6803664;810186;22
49;2018;63;10653;3;83092;2240575;14488314,79;16,11277515;14;39;5931;48832;1139699;16,32351496;6703553;810186;22
49;2019;63;10653;3;84075;2397935;15984500,39;17,09162872;15;40;6101;49516;1248939;17,72422847;7418045;810186;22
49;2020;63;10837;3;42975;775650;5046842,65;10,93555572;14;39;5898;26359;412225;11,04108846;2412595;810186;22
50;1966;46;18394;;;1344206;565267,9977;;;;;;;;;451939;
50;1967;45;18093;;;1213996;557025,8416;;;;;;;;;451939;
50;1968;47;18459;;;1180384;558306,1085;;;;;;;;;451939;
50;1969;44;17763;;;1068423;579039,3273;;;;;;;;;451939;
50;1970;43;17431;;;1099017;656109,0132;;;;;;;;;451939;
50;1971;42;17020;;;1037318;699938,563;;;;;;;;;451939;
50;1972;40;16095;;;1049122;800094,3659;;;;;;;;;451662;
50;1973;41;16238;;;1001705;875931,5016;;;;;;;;;451662;
50;1974;41;16294;;;1023699;1019490,302;;;;;;;;;451662;
50;1975;42;16010;;;1021246;1153806,271;;;;;;;;;451662;
50;1976;42;15710;;;975479;1262792,988;;;;;;;;;451662;
50;1977;43;14716;;;903199;1283682,01;;;;;;;;;451662;
50;1978;47;15550;;;997939;1530454,283;;;;;;;;;451662;
50;1979;46;15074;;;1021498;1734671,632;;;;;;;;;465948;
50;1980;43;13363;;;879947;1934994,824;;;;;;;;;465948;
50;1981;45;13597;;;972044;2445501,458;;;;;;;;;465948;
50;1982;44;12580;;;1116693;3182222,158;;;;;;;;;465948;
50;1983;44;12548;;;1059037;3314005,034;;;;;;;;;465948;
50;1984;50;12914;;;977368;3320531,681;;;;;;;;;465948;
50;1985;51;13005;;;944461;3434284,869;;;;;;;;;465948;
50;1986;49;12066;;;904499;3443641,782;;;;;;;;;465948;
50;1987;47;11031;;;698750,2521;2765963,299;;;;;;;;;479636;
50;1988;45;10047;;;636072,7264;2583922,488;;;;;;;;;479636;
50;1989;45;9703;;;648257,4755;2792492,405;;;;;;;;;479636;
50;1990;46;10043;;;648099,1795;2816830,042;;;;;;;;;479636;
50;1991;43;9648;;;643350,4024;2878747,769;;;;;;;;;479636;
50;1992;42;9498;;21964;588613;2775150,89;13,78098135;;;;;;;;479636;20
50;1993;42;9498;;21285;708725;3415529,65;16,67330486;;;;;;;;479636;20
50;1994;42;9498;;21240;624208;3037579,64;15,09478859;;;;;;;;479636;20
50;1995;40;8827;;22352;641331;3220180,24;14,82383533;;;;;;;;481471;18
50;1996;41;8905;;24069;686477;3464414,06;15,06109437;;;;;;;;481471;19
50;1997;41;8905;;24130;733832;3718568,95;15,77102282;;;;;;;;481471;19
50;1998;40;8546;;24343;931735;4962668,44;20,11377011;;;;;;;;481471;19
50;1999;39;8336;;25441;735885;3736097,14;15,02906311;;;;;;;;481471;18
50;2000;41;8805;;27273;771491;3908758,45;14,76358093;;;;;;;;481471;20
50;2001;41;8805;;28310;883611;4526394,48;15,73231259;;;;;;;;481471;20
50;2002;41;8805;;27964;840815;4366612,92;14,99461341;10;24;4541;18891;542450;16,04625297;2748496;481471;20
50;2003;52;11216;1;29641;748701;3946375,92;12,71626064;12;26;5077;17647;427351;13,28197916;2162574;492563;21
50;2004;53;11273;1;44671;967923;5100543,56;10,84741284;12;28;5388;20624;514442;13,61690031;2668492;492563;21
50;2005;47;10039;1;42627;831290;4383408,66;9,453644854;11;22;4297;13581;363543;13,82167172;1887865;499287;20
50;2006;47;10039;1;46316;1026751;5545217,38;10,73502798;11;25;5037;22323;534713;12,20438411;2882173;499287;20
50;2007;46;9546;1;45864;907790;4935736,14;9,634071069;11;26;4982;21733;458293;10,85253493;2446252;499287;19
50;2008;46;9546;1;47568;969042;5356983,45;9,937638636;8;18;3363;16600;346536;10,7314064;1827061;499287;19
50;2009;52;10304;2;51926;1026350;6015394,69;9,987567481;9;27;4707;24792;496807;10,91531348;2844806;499287;20
50;2010;50;9674;2;54072;1105807;6610324,31;10,54266745;11;30;5371;27860;615831;12,33161031;3582144;499287;19
50;2011;50;9674;2;54656;1223146;7579736,55;11,61211176;12;31;5525;28947;702788;13,50652525;4263657;499287;19
50;2012;50;9674;2;56077;1137710;6964797,17;10,46085466;13;32;5728;30886;694144;12,684738;4139582;499287;19
50;2013;50;9674;2;57287;1040106;6274289,54;9,405643788;13;32;5728;30950;631762;11,41076455;3687349;499287;19
50;2014;50;9674;2;62029;1196823;7185030,15;10,12820034;12;31;5525;34297;730770;12,14566824;4207635;499287;19
50;2015;50;9894;2;63275;1225266;7511235,95;10,21128862;12;31;5745;34935;749682;12,15613936;4346695;499287;19
50;2016;50;9454;2;64258;1259925;7686147,08;10,50354841;14;34;5924;37670;815572;12,50351271;4713377;499287;19
50;2017;50;9794;2;66256;1259969;7768110,98;9,965673737;16;36;6613;40884;874643;12,25100181;5082579;499287;19
50;2018;50;9794;2;66284;1212309;7478057,79;9,608542956;15;34;6344;39147;810318;11,63041006;4729608;499287;19
50;2019;50;9794;2;65865;1277074;7961574,23;10,23813303;15;26;5203;25860;541760;10,74014542;3018378;499287;19
50;2020;50;9693;2;34615;409019;2579555,51;6,347824117;17;37;6811;22181;292542;7,612970014;1732958;499287;19
51;1966;38;22051;;;1847265;848541,5965;;;;;;;;;485226;
51;1967;37;21539;;;1661278;862602,884;;;;;;;;;485226;
51;1968;33;20089;;;1598127;878697,0792;;;;;;;;;485226;
51;1969;33;20339;;;1400849;860923,963;;;;;;;;;485226;
51;1970;30;19208;;;1492680;1005384,957;;;;;;;;;485226;
51;1971;30;19011;;;1447121;1084533,133;;;;;;;;;485226;
51;1972;31;17416;;;1468349;1178367,18;;;;;;;;;530399;
51;1973;35;17661;;;1350992;1322202,98;;;;;;;;;530399;
51;1974;34;16463;;;1601622;1968071,688;;;;;;;;;530399;
51;1975;32;15551;;;1582049;2231635,153;;;;;;;;;530399;
51;1976;32;14786;;;1527270;2453001,95;;;;;;;;;530399;
51;1977;31;13742;;;1472489;2507775,967;;;;;;;;;530399;
51;1978;31;12870;;;1604386;2940137,235;;;;;;;;;530399;
51;1979;33;12645;;;1573999;3093060,673;;;;;;;;;543627;
51;1980;33;12645;;;1503067;3691763,789;;;;;;;;;543627;
51;1981;36;11913;;;1697877;4581858,872;;;;;;;;;543627;
51;1982;37;12133;;;1886710;5646644,521;;;;;;;;;543627;
51;1983;38;12243;;;1835763;5867644,068;;;;;;;;;543627;
51;1984;44;10782;;;1686307;5695715,42;;;;;;;;;543627;
51;1985;44;10602;;;1578937;5743796,316;;;;;;;;;543627;
51;1986;44;9667;;;1512547;5866974,334;;;;;;;;;543627;
51;1987;43;9348;;;1125332,956;4673699,956;;;;;;;;;558217;
51;1988;42;9262;;;1077919,022;4773031,586;;;;;;;;;558217;
51;1989;40;9030;;;1034800,683;4760238,491;;;;;;;;;558217;
51;1990;39;8782;;;1082196,849;5143422,776;;;;;;;;;558217;
51;1991;40;8854;;;1001670,053;4942496,921;;;;;;;;;558217;
51;1992;37;8130;;28988;924614;4768712,32;15,22596114;;;;;;;;558217;12
51;1993;30;6083;;26309;1063706;5565519,09;19,25455585;;;;;;;;558217;9
51;1994;30;5938;;30459;1076860;5557802,94;16,5421568;;;;;;;;558217;8
51;1995;30;5938;;32495;1089345;5961119,34;15,73487406;;;;;;;;565229;8
51;1996;30;5938;;33680;1101356;6113754,46;15,37010369;;;;;;;;565229;8
51;1997;30;5938;;35420;1194078;6663697,89;15,83677568;;;;;;;;565229;8
51;1998;31;6147;;34248;1360024;7759316,34;18,93511621;;;;;;;;565229;8
51;1999;31;6147;;36661;1171818;6692336,68;15,49212727;;;;;;;;565229;8
51;2000;43;8242;1;40673;1213968;6969380,64;15,0433207;;;;;;;;565229;9
51;2001;45;8719;1;53847;1546302;9072342,05;14,315595;;;;;;;;565229;9
51;2002;45;8719;1;55872;1480878;9058576,68;13,39620267;6;25;4830;26954;555253;10,42623299;3064777;565229;9
51;2003;45;8719;1;59291;1369747;8566156,49;11,84329755;6;25;4830;28332;508347;9,268853024;2828504;565841;9
51;2004;54;10280;2;64746;1530649;9667476,06;12,38524935;6;25;4765;26906;524448;10,15413944;2919779;565841;10
51;2005;54;10022;2;69686;1385970;8849575,99;10,73571861;6;25;4556;23802;370217;8,423106282;2009018;572293;10
51;2006;53;9867;2;69367;1527037;9821878,71;11,70833952;6;24;4401;23779;399491;9,053351617;2162662;572293;10
51;2007;53;9867;2;68013;1418626;9099579,15;11,10120252;5;22;4113;22075;362978;8,69583758;1962665;572293;10
51;2008;49;9088;2;63820;1502313;9857552,89;12,61822396;5;26;4782;28898;593785;11,4674474;3599912;572293;10
51;2009;49;9088;2;60422;1557908;10521852,12;14,06898036;5;26;4782;26156;602206;13,25227418;3695323;572293;10
51;2010;49;9088;2;58950;1571217;11134307,92;15,02929447;5;26;4782;24508;583703;14,71072418;3669353;572293;10
51;2011;48;8339;2;64043;1701283;12014506,04;15,43853201;5;25;4033;29354;654265;14,71776838;4191711;572293;10
51;2012;48;8339;2;71867;1579795;11057888,67;12,54483176;6;26;4186;39162;630957;10,13878223;3885727;572293;10
51;2013;47;8238;2;70760;1496496;10455745,01;12,08370359;5;17;2585;20429;361222;12,15129799;2062759;572293;9
51;2014;47;8238;2;71395;1656605;11555298,52;13,17712739;5;17;2585;20555;407067;13,54255522;2261723;572293;9
51;2015;47;8238;2;72249;1644305;11642290,22;13,09376976;5;17;2585;21181;401104;13,01569851;2237522;572293;9
51;2016;47;8238;2;73688;1705589;12045936,38;13,3886934;5;17;2585;21833;429042;13,51873722;2402562;572293;9
51;2017;48;8624;2;66728;1630168;11635097,27;14,37806335;6;19;2873;24678;474537;13,279059;2666272;572293;9
51;2018;41;7138;2;61932;1458725;10759140,62;13,58726658;6;19;2928;20044;355547;12,48463767;1954352;572293;8
51;2019;53;8824;3;69604;1608380;12042372,62;13,42739528;5;24;3719;20426;381488;11,65146634;2356713;572293;9
51;2020;48;8110;3;36887;496687;3564030,93;7,8479335;6;26;3900;16953;197560;7,716877016;1212571;572293;8
52;1966;24;10175;;;888243;316904,9191;;;;;;;;;214340;
52;1967;24;10164;;;809739;316807,5042;;;;;;;;;214340;
52;1968;23;9861;;;789868;315389,5758;;;;;;;;;214340;
52;1969;22;9611;;;655999;298954,3522;;;;;;;;;214340;
52;1970;20;8908;;;642619;310198,077;;;;;;;;;214340;
52;1971;18;8446;;;577646;311201,9538;;;;;;;;;214340;
52;1972;18;8446;;;597647;361212,8539;;;;;;;;;212304;
52;1973;18;8446;;;537979;396557,8536;;;;;;;;;212304;
52;1974;18;8117;;;509024;460598,9417;;;;;;;;;212304;
52;1975;18;8009;;;520768;532494,508;;;;;;;;;212304;
52;1976;18;7914;;;443609;518502,1274;;;;;;;;;212304;
52;1977;22;8734;;;420241;533238,7641;;;;;;;;;212304;
52;1978;22;8750;;;446543;611793,3035;;;;;;;;;212304;
52;1979;26;8595;;;463913;721840,3036;;;;;;;;;210670;
52;1980;26;8419;;;445661;928532,663;;;;;;;;;210670;
52;1981;26;7625;;;503550;1167157,146;;;;;;;;;210670;
52;1982;25;7390;;;561858;1470186,46;;;;;;;;;210670;
52;1983;26;7539;;;517893;1477814,247;;;;;;;;;210670;
52;1984;26;7538;;;457895;1405047,13;;;;;;;;;210670;
52;1985;22;6343;;;386751;1295603,828;;;;;;;;;210670;
52;1986;21;6083;;;330399;1210571,601;;;;;;;;;210670;
52;1987;15;4308;;;213671,6516;877663,0494;;;;;;;;;204067;
52;1988;14;3904;;;156451,317;663683,4936;;;;;;;;;204067;
52;1989;13;3418;;;159908,1716;698090,7852;;;;;;;;;204067;
52;1990;13;3418;;;189585,0999;842175,3954;;;;;;;;;204067;
52;1991;12;2972;;;182107,8282;852003,1201;;;;;;;;;204067;
52;1992;11;2625;;5384;162335;798661,76;14,10526883;;;;;;;;204067;6
52;1993;11;2625;;5733;225368;1147511,61;17,81511702;;;;;;;;204067;6
52;1994;11;2625;;6590;180843;959247,01;12,59399727;;;;;;;;204067;6
52;1995;10;2390;;6515;206079;1079329,54;13,94014664;;;;;;;;194873;5
52;1996;10;2390;;6623;192805;1007551,93;13,06258088;;;;;;;;194873;5
52;1997;10;2390;;6100;199061;1035232,96;14,46243824;;;;;;;;194873;5
52;1998;10;2390;;5096;219267;1227942,95;20,22612764;;;;;;;;194873;5
52;1999;10;2390;;5835;186485;966344,73;16,77213425;;;;;;;;194873;5
52;2000;10;2357;;5962;194819;976123,88;16,36497732;;;;;;;;194873;5
52;2001;10;2357;;6509;244790;1269339,62;17,3978863;;;;;;;;194873;5
52;2002;10;2357;;6389;230745;1233295,83;16,38632367;3;8;1445;5427;174098;18,2498784;917543;194873;5
52;2003;10;2357;;6405;203280;1099015,25;14,63521047;3;8;1445;5446;154588;16,33430227;833467;187652;5
52;2004;10;2157;;7506;230476;1267316,12;16,09215305;3;8;1445;6432;177141;15,55598683;968836;187652;5
52;2005;10;2198;;7386;187697;1030859,9;12,51840776;2;6;999;5447;123090;13,70058179;690758;178677;5
52;2006;14;2861;;10233;247301;1406584,58;11,56042154;1;7;1122;6152;118253;10,84583439;691502;178677;6
52;2007;14;2861;;13453;290675;1624574,3;11,55227526;1;7;1122;9150;163720;11,23939527;935649;178677;6
52;2008;14;2861;;13509;314800;1785530,09;12,42931518;1;7;1122;9063;179708;12,46113436;1039744;178677;6
52;2009;14;2861;;12129;289182;1704094,54;12,52557681;1;7;1122;8527;170960;12,66646218;1051099;178677;6
52;2010;14;2861;;12938;307528;1862212,45;12,7288501;1;7;1122;8418;187188;14,01810788;1189004;178677;6
52;2011;14;2861;;13567;343044;2078424,48;13,639671;1;7;1122;8791;201403;14,51352317;1267620;178677;6
52;2012;22;3995;1;16749;366355;2266738,07;12,89023343;2;8;1270;9667;200035;13,29588538;1297440;178677;7
52;2013;19;3141;1;23010;426329;2579845,62;12,09443285;3;10;1614;11967;217204;11,29880845;1348008;178677;5
52;2014;19;3141;1;22955;495448;2910184,57;14,11987335;4;18;2748;22739;484884;14,15003737;2864670;178677;5
52;2015;19;3141;1;23142;486114;2892831,14;13,8042998;4;18;2748;22812;470853;13,66994345;2818580;178677;5
52;2016;19;3141;1;23427;508813;3025115,87;14,37037857;4;18;2748;23068;491639;14,20379676;2940663;178677;5
52;2017;19;3143;1;24095;500465;2985965,16;13,54467756;4;18;2750;24166;499876;13,84083083;3005055;178677;5
52;2018;19;3143;1;24533;459642;2723390,67;12,25551534;3;17;2600;23262;437733;12,46329556;2621300;178677;5
52;2019;19;3143;1;24478;466369;2793325,14;12,4386627;3;17;2600;23175;444631;12,68867234;2689750;178677;5
52;2020;19;3143;1;12815;138748;806853,22;7,090838658;3;17;2600;12157;132817;7,227561783;777670;178677;5
53;1966;32;11437;;;699683;279266,3239;;;;;;;;;252762;
53;1967;32;11286;;;640481;279802,1822;;;;;;;;;252762;
53;1968;31;11117;;;586068;269205,2985;;;;;;;;;252762;
53;1969;30;10908;;;516110;267024,8202;;;;;;;;;252762;
53;1970;26;9873;;;470578;267539,4881;;;;;;;;;252762;
53;1971;25;9353;;;439852;267206,6919;;;;;;;;;252762;
53;1972;25;9306;;;454928;314438,7513;;;;;;;;;261789;
53;1973;24;9068;;;425332;337191,0049;;;;;;;;;261789;
53;1974;24;9159;;;441619;393104,2736;;;;;;;;;261789;
53;1975;23;8714;;;427965;443270,8242;;;;;;;;;261789;
53;1976;22;8459;;;407706;503254,1767;;;;;;;;;261789;
53;1977;20;7505;;;368868;501874,3607;;;;;;;;;261789;
53;1978;19;7005;;;400292;596722,0412;;;;;;;;;261789;
53;1979;18;6095;;;419088;690318,8776;;;;;;;;;271784;
53;1980;21;6309;;;457889;1043559,715;;;;;;;;;271784;
53;1981;22;6573;;;524649;1347094,55;;;;;;;;;271784;
53;1982;21;6143;;;610407;1717152,954;;;;;;;;;271784;
53;1983;23;5997;;;620041;1970498,371;;;;;;;;;271784;
53;1984;24;5976;;;567904;1892222,204;;;;;;;;;271784;
53;1985;24;5920;;;498977;1788566,019;;;;;;;;;271784;
53;1986;24;5920;;;483459;1805273,634;;;;;;;;;271784;
53;1987;24;5717;;;371465,0675;1425779,523;;;;;;;;;278037;
53;1988;24;5716;;;349363,733;1458083,562;;;;;;;;;278037;
53;1989;21;5336;;;316373,5512;1351755,349;;;;;;;;;278037;
53;1990;21;4986;;;313437,0916;1361335,658;;;;;;;;;278037;
53;1991;21;4986;;;326980,3742;1524324,361;;;;;;;;;278037;
53;1992;22;5136;;9816;307809;1461435,89;14,24103473;;;;;;;;278037;14
53;1993;22;5136;;9947;365631;1755189,03;16,64480022;;;;;;;;278037;14
53;1994;22;5136;;10225;325165;1607903,89;14,68989112;;;;;;;;278037;14
53;1995;21;4866;;10262;345512;1723161,97;15,35057633;;;;;;;;285338;13
53;1996;21;4866;;10563;357584;1815317,25;15,23203266;;;;;;;;285338;13
53;1997;21;4866;;10519;379891;1949463,92;16,42850038;;;;;;;;285338;13
53;1998;20;4569;;9811;464181;2441852,87;22,29209799;;;;;;;;285338;12
53;1999;20;4569;;9845;364130;1826343,89;17,05545306;;;;;;;;285338;12
53;2000;20;4569;;11660;425191;2109000,45;16,8249613;;;;;;;;285338;12
53;2001;20;4549;;12886;481861;2432889,3;17,05309076;;;;;;;;285338;12
53;2002;29;6393;1;16561;519085;2712500,81;14,58323091;9;17;3726;6416;243500;16,84191014;1158345;285338;13
53;2003;22;4824;1;17486;549092;3005432,01;15,04811438;9;20;4255;17374;546717;15,18126146;2998087;299000;11
53;2004;22;4824;1;18059;620437;3493296,57;16,7833369;9;20;4255;17708;605912;16,60335376;3420452;299000;11
53;2005;22;4453;1;17097;507748;2900676,24;15,17747931;9;20;4043;16938;499064;15,05479363;2856290;307940;11
53;2006;22;4453;1;17746;597891;3433171,41;16,89430095;8;18;3656;16450;558956;17,24138356;3226169;307940;11
53;2007;22;4453;1;17363;555844;3193748,09;16,05870584;9;20;4043;17252;552404;16,1097931;3180784;307940;11
53;2008;22;4453;1;18427;610930;3568241,82;16,59610026;9;20;4043;18287;605624;16,6323286;3547692;307940;11
53;2009;22;4453;1;18225;595506;3545375,79;16,47912568;9;20;4043;17995;585304;16,37530499;3490184;307940;11
53;2010;23;4553;1;19271;631849;3880237,81;17,1133265;9;21;4143;19155;628253;17,08390257;3865751;307940;11
53;2011;23;4553;1;20164;694042;4307139,13;17,77843013;9;21;4143;20042;685929;17,64904761;4264192;307940;11
53;2012;24;4750;1;21861;660925;4044588,51;15,65540092;9;22;4340;21952;668359;16,02123927;4103705;307940;11
53;2013;23;4630;1;22740;617820;3735652,65;14,16321233;8;19;3893;19484;574909;14,95068484;3513250;307940;10
53;2014;23;4630;1;22707;683909;4084023,81;15,57940666;9;22;4340;22483;678132;15,67247845;4060392;307940;10
53;2015;23;4630;1;23044;701729;4186789,08;15,77768614;9;22;4340;22685;687417;15,68602171;4113067;307940;10
53;2016;23;4630;1;22442;685511;4074425,63;15,95301256;8;21;4086;21601;656702;15,96403181;3933028;307940;10
53;2017;23;4555;1;21273;669880;4064842,24;16,45463406;8;19;3818;18426;623838;17,4345253;3840043;307940;10
53;2018;24;4617;1;25385;684105;4141609,09;14,81043603;8;20;3953;21261;591735;14,71670099;3630860;307940;10
53;2019;24;4617;1;26771;731594;4490437,27;15,23341083;8;22;4073;26014;709139;15,41988667;4392718;307940;10
53;2020;24;4617;1;13265;208706;1291544,23;8,788694198;9;23;4327;13153;206722;8,829142037;1282792;307940;10
54;1966;90;46181;;;4046941;1647407,376;;;;;;;;;705413;
54;1967;89;45298;;;3623336;1670439,526;;;;;;;;;705413;
54;1968;83;42959;;;3439416;1638591,097;;;;;;;;;705413;
54;1969;80;41079;;;2878783;1561514,55;;;;;;;;;705413;
54;1970;74;38716;;;2870087;1737317,995;;;;;;;;;705413;
54;1971;64;33195;;;2644315;1820824,078;;;;;;;;;705413;
54;1972;58;30199;;;2513354;1957584,567;;;;;;;;;722588;
54;1973;57;27741;;;2151494;1970579,322;;;;;;;;;722588;
54;1974;56;25995;;;2205713;2500750,811;;;;;;;;;722588;
54;1975;58;26241;;;2219349;3007148,182;;;;;;;;;722588;
54;1976;55;24319;;;2079174;3211529,567;;;;;;;;;722588;
54;1977;55;23175;;;1996730;3368294,721;;;;;;;;;722588;
54;1978;52;20412;;;2003136;3657444,772;;;;;;;;;722588;
54;1979;51;19575;;;1969787;3881390,244;;;;;;;;;716846;
54;1980;52;19039;;;1911795;4675056,292;;;;;;;;;716846;
54;1981;52;17938;;;2036275;5529165,479;;;;;;;;;716846;
54;1982;57;18642;;;2170420;6637893,795;;;;;;;;;716846;
54;1983;59;18777;;;2104144;6860106,074;;;;;;;;;716846;
54;1984;63;18511;;;2028243;7005080,211;;;;;;;;;716846;
54;1985;66;18636;;;1837349;6809737,529;;;;;;;;;716846;
54;1986;65;17465;;;1870816;7404921,034;;;;;;;;;716846;
54;1987;61;15926;;;1541245,563;6267407,622;;;;;;;;;711822;
54;1988;56;14538;;;1304763,391;5574710,696;;;;;;;;;711822;
54;1989;53;13530;;;1253649,494;5635213,843;;;;;;;;;711822;
54;1990;54;13669;;;1281016,917;5981108,777;;;;;;;;;711822;
54;1991;54;13512;;;1226732,587;6060481,424;;;;;;;;;711822;
54;1992;44;11381;;33441;1182195;5917809,45;15,57092195;;;;;;;;711822;25
54;1993;39;9794;;31679;1434347;7198533,45;20,56626125;;;;;;;;711822;22
54;1994;40;9960;;34972;1349126;6897778,85;17,71763072;;;;;;;;711822;23
54;1995;40;9960;;35572;1426999;7353942,16;18,97939716;;;;;;;;713779;23
54;1996;41;10060;;37579;1441724;7444230,05;18,5834173;;;;;;;;713779;24
54;1997;53;12054;1;40869;1537539;7695911,93;18,49488754;;;;;;;;713779;25
54;1998;53;12160;1;63195;1925718;9893975,59;16,00654519;;;;;;;;713779;25
54;1999;53;12128;1;65270;1667262;8651549,11;13,46095685;;;;;;;;713779;25
54;2000;52;11259;1;61667;1828748;9440776;15,75313732;;;;;;;;713779;24
54;2001;58;12287;1;59718;2092785;10914489,24;18,56649947;;;;;;;;713779;24
54;2002;56;12312;1;67739;2218496;11945283,6;16,86007209;5;8;1359;8072;209785;19,5804372;924329;713779;22
