numCommune;nomCommune;populationCommune;situationGeographique;zoneCommune;numDepartement;nouvelleRegion;numUniteUrbaine
33281;Merignac;70127;04-Unites urbaines de 100 000 hbts ou plus;B;33;Nouvelle Aquitaine;33701
17230;Meschers-sur-Gironde;3087;05-Unites urbaines de 20 000 a 100 000 hbts;B;17;Nouvelle Aquitaine;17402
92048;Meudon;45317;02-Grande Couronne;B;92;Ile-de-France;851
92048;Meudon;45317;02-Grande Couronne;B;92;Ile-de-France;851
40184;Mimizan;6927;06-autres communes et unites urbaines;I;40;Nouvelle Aquitaine;40203
88304;Mirecourt;5325;06-autres communes et unites urbaines;C;88;Grand-Est;88205
1249;Miribel;9574;04-Unites urbaines de 100 000 hbts ou plus;B;1;Auvergne - Rhone-Alpes;758
77294;Mitry-Mory;19847;03-Petite couronne;B;77;Ile-de-France;851
77296;Moissy-Cramayel;17630;03-Petite couronne;B;77;Ile-de-France;851
82115;Monclar-de-Quercy;1945;04-Unites urbaines de 100 000 hbts ou plus;R;82;Occitanie;0
79179;Moncoutant;3161;06-autres communes et unites urbaines;I;79;Nouvelle Aquitaine;79105
14437;Mondeville;9719;04-Unites urbaines de 100 000 hbts ou plus;B;14;Normandie;14601
64393;Monein;4473;06-autres communes et unites urbaines;C;64;Nouvelle Aquitaine;64302
37153;Monnaie;4298;06-autres communes et unites urbaines;I;37;Centre - Val-de-Loire;37106
40192;Mont-de-Marsan;30629;05-Unites urbaines de 20 000 a 100 000 hbts;C;40;Nouvelle Aquitaine;40401
26198;Montelimar;38397;05-Unites urbaines de 20 000 a 100 000 hbts;C;26;Auvergne - Rhone-Alpes;551
5085;Montgenevre;510;04-Unites urbaines de 100 000 hbts ou plus;R;5;Provence-Alpes-Cote-d'Azur;0
17241;Montguyon;1593;04-Unites urbaines de 100 000 hbts ou plus;R;17;Nouvelle Aquitaine;0
55351;Montmedy;2199;06-autres communes et unites urbaines;I;55;Grand-Est;55103
73171;Montmelian;4112;06-autres communes et unites urbaines;C;73;Auvergne - Rhone-Alpes;73202
16230;Montmoreau;2591;04-Unites urbaines de 100 000 hbts ou plus;R;16;Nouvelle Aquitaine;0
95428;Montmorency;21258;03-Petite couronne;B;95;Ile-de-France;851
26208;Montoison;1908;04-Unites urbaines de 100 000 hbts ou plus;R;26;Auvergne - Rhone-Alpes;0
34172;Montpellier;277639;04-Unites urbaines de 100 000 hbts ou plus;C;34;Occitanie;34701
34172;Montpellier;277639;04-Unites urbaines de 100 000 hbts ou plus;C;34;Occitanie;34701
73176;Montvalezan;695;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
29151;Morlaix;14830;05-Unites urbaines de 20 000 a 100 000 hbts;C;29;Bretagne;29403
25411;Morteau;6849;06-autres communes et unites urbaines;C;25;Bourgogne - Franche-Comte;25204
25411;Morteau;6849;06-autres communes et unites urbaines;C;25;Bourgogne - Franche-Comte;25204
68224;Mulhouse;110370;04-Unites urbaines de 100 000 hbts ou plus;C;68;Grand-Est;68701
15138;Murat;1951;06-autres communes et unites urbaines;I;15;Auvergne - Rhone-Alpes;15101
78440;Les Mureaux;32048;03-Petite couronne;B;78;Ile-de-France;851
31395;Muret;25264;04-Unites urbaines de 100 000 hbts ou plus;B;31;Occitanie;31701
67313;Mutzig;5926;05-Unites urbaines de 20 000 a 100 000 hbts;C;67;Grand-Est;67401
56143;Muzillac;4988;06-autres communes et unites urbaines;I;56;Bretagne;56116
54395;Nancy;105162;04-Unites urbaines de 100 000 hbts ou plus;C;54;Grand-Est;54701
77327;Nangis;8593;03-Petite couronne;I;77;Ile-de-France;77208
27428;Le Neubourg;4099;06-autres communes et unites urbaines;C;27;Normandie;27201
62604;Neufchatel-Hardelot;3750;06-autres communes et unites urbaines;C;62;Hauts-de-France;62207
92051;Neuilly-sur-Seine;60910;02-Grande Couronne;B;92;Ile-de-France;851
19148;Neuvic;1689;04-Unites urbaines de 100 000 hbts ou plus;R;19;Nouvelle Aquitaine;0
69143;Neuville-sur-Saone;7376;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
6088;Nice;342522;04-Unites urbaines de 100 000 hbts ou plus;C;6;Provence-Alpes-Cote-d'Azur;6701
79191;Niort;58952;05-Unites urbaines de 20 000 a 100 000 hbts;C;79;Nouvelle Aquitaine;79501
37172;Notre-Dame-d'Oe;4045;04-Unites urbaines de 100 000 hbts ou plus;B;37;Centre - Val-de-Loire;37701
84087;Orange;29561;04-Unites urbaines de 100 000 hbts ou plus;B;84;Provence-Alpes-Cote-d'Azur;754
45234;Orleans;114644;04-Unites urbaines de 100 000 hbts ou plus;C;45;Centre - Val-de-Loire;45701
45234;Orleans;114644;04-Unites urbaines de 100 000 hbts ou plus;C;45;Centre - Val-de-Loire;45701
91471;Orsay;16530;03-Petite couronne;B;91;Ile-de-France;851
9225;Pamiers;15317;05-Unites urbaines de 20 000 a 100 000 hbts;C;9;Occitanie;9401
64445;Pau;77215;04-Unites urbaines de 100 000 hbts ou plus;C;64;Nouvelle Aquitaine;64601
64445;Pau;77215;04-Unites urbaines de 100 000 hbts ou plus;C;64;Nouvelle Aquitaine;64601
38298;Le Peage-de-Roussillon;6622;05-Unites urbaines de 20 000 a 100 000 hbts;B;38;Auvergne - Rhone-Alpes;556
87117;Peyrat-le-Chateau;952;04-Unites urbaines de 100 000 hbts ou plus;R;87;Nouvelle Aquitaine;0
57540;Phalsbourg;4729;06-autres communes et unites urbaines;C;57;Grand-Est;57201
33322;Le Pian-Medoc;6442;04-Unites urbaines de 100 000 hbts ou plus;B;33;Nouvelle Aquitaine;33701
69152;Pierre-Benite;10257;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
94059;Le Plessis-Trevise;20102;02-Grande Couronne;B;94;Ile-de-France;851
29189;Plougastel-Daoulas;13436;04-Unites urbaines de 100 000 hbts ou plus;B;29;Bretagne;29701
80630;Poix-de-Picardie;2402;06-autres communes et unites urbaines;I;80;Hauts-de-France;80106
38315;Le Pont-de-Beauvoisin;3574;06-autres communes et unites urbaines;C;38;Auvergne - Rhone-Alpes;360
56178;Pontivy;14117;06-autres communes et unites urbaines;C;56;Bretagne;56303
44136;Prefailles;1213;05-Unites urbaines de 20 000 a 100 000 hbts;B;44;Pays de la Loire;44401
2A249;Propriano;3806;06-autres communes et unites urbaines;C;2A;Corse;2A104
77379;Provins;11683;03-Petite couronne;C;77;Ile-de-France;77303
2B251;Prunelli-di-Fiumorbo;3578;06-autres communes et unites urbaines;I;2B;Corse;2B101
83100;Puget-Ville;4177;06-autres communes et unites urbaines;I;83;Provence-Alpes-Cote-d'Azur;83111
92062;Puteaux;45146;02-Grande Couronne;B;92;Ile-de-France;851
92062;Puteaux;45146;02-Grande Couronne;B;92;Ile-de-France;851
43157;Le Puy-en-Velay;18909;05-Unites urbaines de 20 000 a 100 000 hbts;C;43;Auvergne - Rhone-Alpes;43401
67388;Reichshoffen;5397;06-autres communes et unites urbaines;C;67;Grand-Est;67305
74220;Reignier-esery;7585;04-Unites urbaines de 100 000 hbts ou plus;B;74;Auvergne - Rhone-Alpes;652
88383;Remiremont;7741;05-Unites urbaines de 20 000 a 100 000 hbts;C;88;Grand-Est;88401
35238;Rennes;215366;04-Unites urbaines de 100 000 hbts ou plus;C;35;Bretagne;35701
33352;La Reole;4173;06-autres communes et unites urbaines;C;33;Nouvelle Aquitaine;33206
68278;Rixheim;13990;04-Unites urbaines de 100 000 hbts ou plus;B;68;Grand-Est;68701
29239;Roscoff;3354;06-autres communes et unites urbaines;B;29;Bretagne;29305
4172;Roumoules;746;04-Unites urbaines de 100 000 hbts ou plus;R;4;Provence-Alpes-Cote-d'Azur;0
17306;Royan;18393;05-Unites urbaines de 20 000 a 100 000 hbts;C;17;Nouvelle Aquitaine;17402
80685;Roye;5972;06-autres communes et unites urbaines;I;80;Hauts-de-France;80203
7201;Ruoms;2258;06-autres communes et unites urbaines;C;7;Auvergne - Rhone-Alpes;7111
85194;Les Sables-d'Olonne;13940;05-Unites urbaines de 20 000 a 100 000 hbts;C;85;Pays de la Loire;85403
72264;Sable-sur-Sarthe;12496;06-autres communes et unites urbaines;C;72;Pays de la Loire;72302
74256;Sallanches;16050;05-Unites urbaines de 20 000 a 100 000 hbts;C;74;Auvergne - Rhone-Alpes;462
5161;La Salle-les-Alpes;1003;06-autres communes et unites urbaines;B;5;Provence-Alpes-Cote-d'Azur;5301
13103;Salon-de-Provence;44836;05-Unites urbaines de 20 000 a 100 000 hbts;C;13;Provence-Alpes-Cote-d'Azur;13501
45302;Saran;16259;04-Unites urbaines de 100 000 hbts ou plus;B;45;Centre - Val-de-Loire;45701
61464;Sees;4209;06-autres communes et unites urbaines;I;61;Normandie;61107
41242;Selles-sur-Cher;4625;06-autres communes et unites urbaines;I;41;Centre - Val-de-Loire;41111
83131;Sollies-Toucas;5756;04-Unites urbaines de 100 000 hbts ou plus;B;83;Provence-Alpes-Cote-d'Azur;757
33514;Soulac-sur-Mer;2621;06-autres communes et unites urbaines;I;33;Nouvelle Aquitaine;33104
67474;Soultz-sous-Forets;3127;06-autres communes et unites urbaines;I;67;Grand-Est;67115
67482;Strasbourg;277270;04-Unites urbaines de 100 000 hbts ou plus;C;67;Grand-Est;67701
94071;Sucy-en-Brie;26264;02-Grande Couronne;B;94;Ile-de-France;851
17434;Surgeres;6750;06-autres communes et unites urbaines;I;17;Nouvelle Aquitaine;17203
12208;Saint-Affrique;8236;06-autres communes et unites urbaines;C;12;Occitanie;12202
14562;Saint-Aubin-sur-Mer;2418;06-autres communes et unites urbaines;B;14;Normandie;14302
5132;Saint-Bonnet-en-Champsaur;2021;04-Unites urbaines de 100 000 hbts ou plus;R;5;Provence-Alpes-Cote-d'Azur;0
44154;Saint-Brevin-les-Pins;13492;05-Unites urbaines de 20 000 a 100 000 hbts;C;44;Pays de la Loire;44401
72269;Saint-Calais;3281;06-autres communes et unites urbaines;C;72;Pays de la Loire;72116
83112;Saint-Cyr-sur-Mer;12103;04-Unites urbaines de 100 000 hbts ou plus;B;83;Provence-Alpes-Cote-d'Azur;757
52448;Saint-Dizier;25182;05-Unites urbaines de 20 000 a 100 000 hbts;C;52;Grand-Est;460
49244;Mauges-sur-Loire;18356;06-autres communes et unites urbaines;C;49;Pays de la Loire;49208
15187;Saint-Flour;6630;06-autres communes et unites urbaines;I;15;Auvergne - Rhone-Alpes;15201
91549;Sainte-Genevieve-des-Bois;35857;03-Petite couronne;B;91;Ile-de-France;851
31484;Saint-Genies-Bellevue;2342;04-Unites urbaines de 100 000 hbts ou plus;B;31;Occitanie;31701
17331;Saint-Genis-de-Saintonge;1240;04-Unites urbaines de 100 000 hbts ou plus;R;17;Nouvelle Aquitaine;0
73236;Saint-Genix-sur-Guiers;2384;06-autres communes et unites urbaines;B;73;Auvergne - Rhone-Alpes;167
35271;Saint-Georges-de-Reintembault;1556;04-Unites urbaines de 100 000 hbts ou plus;R;35;Bretagne;0
2680;Saint-Gobain;2269;06-autres communes et unites urbaines;I;2;Hauts-de-France;2109
33417;Sainte-Helene;2732;04-Unites urbaines de 100 000 hbts ou plus;R;33;Nouvelle Aquitaine;0
44162;Saint-Herblain;45786;04-Unites urbaines de 100 000 hbts ou plus;B;44;Pays de la Loire;44701
85223;Sainte-Hermine;2884;04-Unites urbaines de 100 000 hbts ou plus;R;85;Pays de la Loire;0
58246;Saint-Honore-les-Bains;756;04-Unites urbaines de 100 000 hbts ou plus;R;58;Bourgogne - Franche-Comte;0
17347;Saint-Jean-d'Angely;7106;06-autres communes et unites urbaines;C;17;Nouvelle Aquitaine;17207
73248;Saint-Jean-de-Maurienne;7809;06-autres communes et unites urbaines;C;73;Auvergne - Rhone-Alpes;73301
64485;Saint-Jean-Pied-de-Port;1580;06-autres communes et unites urbaines;C;64;Nouvelle Aquitaine;64106
40266;Saint-Julien-en-Born;1589;04-Unites urbaines de 100 000 hbts ou plus;R;40;Nouvelle Aquitaine;0
74243;Saint-Julien-en-Genevois;14085;04-Unites urbaines de 100 000 hbts ou plus;B;74;Auvergne - Rhone-Alpes;652
66179;Saint-Laurent-de-Cerdans;1136;04-Unites urbaines de 100 000 hbts ou plus;R;66;Occitanie;0
65389;Saint-Laurent-de-Neste;921;04-Unites urbaines de 100 000 hbts ou plus;R;65;Occitanie;0
35288;Saint-Malo;45719;05-Unites urbaines de 20 000 a 100 000 hbts;I;35;Bretagne;35402
35288;Saint-Malo;45719;05-Unites urbaines de 20 000 a 100 000 hbts;I;35;Bretagne;35402
44176;Saint-Malo-de-Guersac;3181;06-autres communes et unites urbaines;B;44;Pays de la Loire;44207
49306;Saint-Martin-du-Fouilloux;1670;04-Unites urbaines de 100 000 hbts ou plus;R;49;Pays de la Loire;0
33449;Saint-Medard-en-Jalles;30547;04-Unites urbaines de 100 000 hbts ou plus;B;33;Nouvelle Aquitaine;33701
62765;Saint-Omer;14343;05-Unites urbaines de 20 000 a 100 000 hbts;C;62;Hauts-de-France;62501
95572;Saint-Ouen-l'Aumone;24498;03-Petite couronne;B;95;Ile-de-France;851
34281;Saint-Pargoire;2241;04-Unites urbaines de 100 000 hbts ou plus;R;34;Occitanie;0
26324;Saint-Paul-Trois-Chateaux;8969;06-autres communes et unites urbaines;C;26;Auvergne - Rhone-Alpes;26203
37233;Saint-Pierre-des-Corps;15745;04-Unites urbaines de 100 000 hbts ou plus;B;37;Centre - Val-de-Loire;37701
3254;Saint-Pourcain-sur-Sioule;5090;06-autres communes et unites urbaines;I;3;Auvergne - Rhone-Alpes;3201
13100;Saint-Remy-de-Provence;9775;06-autres communes et unites urbaines;C;13;Provence-Alpes-Cote-d'Azur;13302
83119;Saint-Tropez;4305;06-autres communes et unites urbaines;C;83;Provence-Alpes-Cote-d'Azur;83304
76655;Saint-Valery-en-Caux;4209;06-autres communes et unites urbaines;I;76;Normandie;76119
26333;Saint-Vallier;3935;06-autres communes et unites urbaines;C;26;Auvergne - Rhone-Alpes;269
87187;Saint-Yrieix-la-Perche;6813;06-autres communes et unites urbaines;I;87;Nouvelle Aquitaine;87203
85288;Talmont-Saint-Hilaire;7363;06-autres communes et unites urbaines;I;85;Pays de la Loire;85204
69243;Tarare;10639;06-autres communes et unites urbaines;C;69;Auvergne - Rhone-Alpes;69302
9306;Tarascon-sur-Ariege;3231;06-autres communes et unites urbaines;C;9;Occitanie;9201
95607;Taverny;26077;03-Petite couronne;B;95;Ile-de-France;851
59586;Templeuve-en-Pevele;5930;06-autres communes et unites urbaines;C;59;Hauts-de-France;59211
2738;Tergnier;13734;05-Unites urbaines de 20 000 a 100 000 hbts;C;2;Hauts-de-France;2402
24547;Terrasson-Lavilledieu;6173;06-autres communes et unites urbaines;C;24;Nouvelle Aquitaine;265
33529;La Teste-de-Buch;26110;05-Unites urbaines de 20 000 a 100 000 hbts;C;33;Nouvelle Aquitaine;33501
68334;Thann;7898;05-Unites urbaines de 20 000 a 100 000 hbts;C;68;Grand-Est;68402
69248;Thizy-les-Bourgs;6150;06-autres communes et unites urbaines;I;69;Auvergne - Rhone-Alpes;69203
60636;Thourotte;4584;05-Unites urbaines de 20 000 a 100 000 hbts;B;60;Hauts-de-France;60502
59592;Thumeries;3942;04-Unites urbaines de 100 000 hbts ou plus;B;59;Hauts-de-France;756
54528;Toul;16021;05-Unites urbaines de 20 000 a 100 000 hbts;C;54;Grand-Est;54402
31555;Toulouse;471941;04-Unites urbaines de 100 000 hbts ou plus;C;31;Occitanie;31701
59599;Tourcoing;96809;04-Unites urbaines de 100 000 hbts ou plus;B;59;Hauts-de-France;59702
31028;Aurignac;1201;04-Unites urbaines de 100 000 hbts ou plus;R;31;Occitanie;0
37261;Tours;136252;04-Unites urbaines de 100 000 hbts ou plus;C;37;Centre - Val-de-Loire;37701
22360;Tregueux;8411;05-Unites urbaines de 20 000 a 100 000 hbts;B;22;Bretagne;22501
76711;Le Treport;4935;05-Unites urbaines de 20 000 a 100 000 hbts;C;76;Normandie;453
10387;Troyes;60928;04-Unites urbaines de 100 000 hbts ou plus;C;10;Grand-Est;10601
44211;La Turballe;4460;06-autres communes et unites urbaines;C;44;Pays de la Loire;44206
73303;Ugine;7042;06-autres communes et unites urbaines;C;73;Auvergne - Rhone-Alpes;73203
68343;Ungersheim;2177;06-autres communes et unites urbaines;B;68;Grand-Est;68207
64545;Urrugne;9674;04-Unites urbaines de 100 000 hbts ou plus;B;64;Nouvelle Aquitaine;751
77479;Vaires-sur-Marne;13579;03-Petite couronne;B;77;Ile-de-France;851
27701;Val-de-Reuil;13269;05-Unites urbaines de 20 000 a 100 000 hbts;C;27;Normandie;27402
82186;Valence;5277;06-autres communes et unites urbaines;C;82;Occitanie;82202
26362;Valence;62479;04-Unites urbaines de 100 000 hbts ou plus;C;26;Auvergne - Rhone-Alpes;651
56260;Vannes;53200;05-Unites urbaines de 20 000 a 100 000 hbts;C;56;Bretagne;56501
38567;Chamrousse;462;04-Unites urbaines de 100 000 hbts ou plus;R;38;Auvergne - Rhone-Alpes;0
41269;Vendome;16716;05-Unites urbaines de 20 000 a 100 000 hbts;C;41;Centre - Val-de-Loire;41401
38253;Les Deux Alpes;1894;04-Unites urbaines de 100 000 hbts ou plus;R;38;Auvergne - Rhone-Alpes;0
44215;Vertou;23124;04-Unites urbaines de 100 000 hbts ou plus;B;44;Pays de la Loire;44701
38544;Vienne;29162;05-Unites urbaines de 20 000 a 100 000 hbts;C;38;Auvergne - Rhone-Alpes;556
74301;Villard;760;04-Unites urbaines de 100 000 hbts ou plus;R;74;Auvergne - Rhone-Alpes;0
1443;Villars-les-Dombes;4460;06-autres communes et unites urbaines;I;1;Auvergne - Rhone-Alpes;1122
59009;Villeneuve-d'Ascq;61920;04-Unites urbaines de 100 000 hbts ou plus;B;59;Hauts-de-France;59702
92078;Villeneuve-la-Garenne;24433;02-Grande Couronne;B;92;Ile-de-France;851
54580;Villerupt;9552;05-Unites urbaines de 20 000 a 100 000 hbts;C;54;Grand-Est;366
94080;Vincennes;49461;02-Grande Couronne;B;94;Ile-de-France;851
35360;Vitre;17798;06-autres communes et unites urbaines;I;35;Bretagne;35302
38563;Voiron;20529;04-Unites urbaines de 100 000 hbts ou plus;B;38;Auvergne - Rhone-Alpes;38701
57751;Woippy;13608;04-Unites urbaines de 100 000 hbts ou plus;B;57;Grand-Est;57701
44162;Saint-Herblain;45786;04-Unites urbaines de 100 000 hbts ou plus;B;44;Pays de la Loire;44701
69027;Brignais;11327;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
7338;Vernoux-en-Vivarais;1946;04-Unites urbaines de 100 000 hbts ou plus;R;7;Auvergne - Rhone-Alpes;0
17225;Les Mathes;1945;04-Unites urbaines de 100 000 hbts ou plus;R;17;Nouvelle Aquitaine;0
2A247;Porto-Vecchio;11826;06-autres communes et unites urbaines;I;2A;Corse;2A301
25031;Audincourt;14121;04-Unites urbaines de 100 000 hbts ou plus;C;25;Bourgogne - Franche-Comte;25601
64102;Bayonne;49207;04-Unites urbaines de 100 000 hbts ou plus;C;64;Nouvelle Aquitaine;751
82121;Montauban;59982;05-Unites urbaines de 20 000 a 100 000 hbts;C;82;Occitanie;82501
68066;Colmar;70284;05-Unites urbaines de 20 000 a 100 000 hbts;C;68;Grand-Est;68501
69123;Lyon;513275;04-Unites urbaines de 100 000 hbts ou plus;C;69;Auvergne - Rhone-Alpes;758
73065;Chambery;59697;04-Unites urbaines de 100 000 hbts ou plus;C;73;Auvergne - Rhone-Alpes;73601
64335;Lescar;9958;04-Unites urbaines de 100 000 hbts ou plus;B;64;Nouvelle Aquitaine;64601
43012;Aurec-sur-Loire;6102;04-Unites urbaines de 100 000 hbts ou plus;B;43;Auvergne - Rhone-Alpes;753
13055;Marseille;861635;04-Unites urbaines de 100 000 hbts ou plus;C;13;Provence-Alpes-Cote-d'Azur;759
4112;Manosque;21754;05-Unites urbaines de 20 000 a 100 000 hbts;C;4;Provence-Alpes-Cote-d'Azur;4401
31526;La Salvetat-Saint-Gilles;8007;04-Unites urbaines de 100 000 hbts ou plus;B;31;Occitanie;31701
38090;Chateau-Bernard;276;04-Unites urbaines de 100 000 hbts ou plus;R;38;Auvergne - Rhone-Alpes;0
75108;Paris 8e Arrondissement;36694;01-Paris;C;75;Ile-de-France;851
75108;Paris 8e Arrondissement;36694;01-Paris;C;75;Ile-de-France;851
75102;Paris 2e Arrondissement;20796;01-Paris;C;75;Ile-de-France;851
75117;Paris 17e Arrondissement;168533;01-Paris;C;75;Ile-de-France;851
75106;Paris 6e Arrondissement;42428;01-Paris;C;75;Ile-de-France;851
75106;Paris 6e Arrondissement;42428;01-Paris;C;75;Ile-de-France;851
75108;Paris 8e Arrondissement;36694;01-Paris;C;75;Ile-de-France;851
75109;Paris 9e Arrondissement;59408;01-Paris;C;75;Ile-de-France;851
75119;Paris 19e Arrondissement;185654;01-Paris;C;75;Ile-de-France;851
75112;Paris 12e Arrondissement;142340;01-Paris;C;75;Ile-de-France;851
75112;Paris 12e Arrondissement;142340;01-Paris;C;75;Ile-de-France;851
75115;Paris 15e Arrondissement;234994;01-Paris;C;75;Ile-de-France;851
75105;Paris 5e Arrondissement;59333;01-Paris;C;75;Ile-de-France;851
75105;Paris 5e Arrondissement;59333;01-Paris;C;75;Ile-de-France;851
75105;Paris 5e Arrondissement;59333;01-Paris;C;75;Ile-de-France;851
75113;Paris 13e Arrondissement;183216;01-Paris;C;75;Ile-de-France;851
75117;Paris 17e Arrondissement;168533;01-Paris;C;75;Ile-de-France;851
75119;Paris 19e Arrondissement;185654;01-Paris;C;75;Ile-de-France;851
80001;Abbeville;23278;05-Unites urbaines de 20 000 a 100 000 hbts;C;80;Hauts-de-France;80401
94001;Ablon-sur-Seine;5527;02-Grande Couronne;B;94;Ile-de-France;851
36001;Aigurande;1458;04-Unites urbaines de 100 000 hbts ou plus;R;36;Centre - Val-de-Loire;0
62014;Aire-sur-la-Lys;9853;04-Unites urbaines de 100 000 hbts ou plus;B;62;Hauts-de-France;752
73008;Aix-les-Bains;29822;04-Unites urbaines de 100 000 hbts ou plus;B;73;Auvergne - Rhone-Alpes;73601
85003;Aizenay;9212;06-autres communes et unites urbaines;I;85;Pays de la Loire;85206
2A004;Ajaccio;68462;05-Unites urbaines de 20 000 a 100 000 hbts;I;2A;Corse;2A501
2A004;Ajaccio;68462;05-Unites urbaines de 20 000 a 100 000 hbts;I;2A;Corse;2A501
80016;Albert;9931;06-autres communes et unites urbaines;I;80;Hauts-de-France;80301
73013;Albiez-Montrond;382;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
73015;Les Allues;1848;04-Unites urbaines de 100 000 hbts ou plus;R;73;Auvergne - Rhone-Alpes;0
63003;Ambert;6743;06-autres communes et unites urbaines;C;63;Auvergne - Rhone-Alpes;63203
57019;Amneville;10657;04-Unites urbaines de 100 000 hbts ou plus;B;57;Grand-Est;57701
27016;Les Andelys;8141;06-autres communes et unites urbaines;C;27;Normandie;27207
49007;Angers;151520;04-Unites urbaines de 100 000 hbts ou plus;C;49;Pays de la Loire;49701
49007;Angers;151520;04-Unites urbaines de 100 000 hbts ou plus;C;49;Pays de la Loire;49701
71009;Anost;728;04-Unites urbaines de 100 000 hbts ou plus;R;71;Bourgogne - Franche-Comte;0
84003;Apt;11846;06-autres communes et unites urbaines;C;84;Provence-Alpes-Cote-d'Azur;84302
94003;Arcueil;21516;02-Grande Couronne;B;94;Ile-de-France;851
5006;L' Argentiere-la-Bessee;2307;06-autres communes et unites urbaines;I;5;Provence-Alpes-Cote-d'Azur;5101
36006;Argenton-sur-Creuse;4954;06-autres communes et unites urbaines;C;36;Centre - Val-de-Loire;36203
59017;Armentieres;25066;05-Unites urbaines de 20 000 a 100 000 hbts;C;59;Hauts-de-France;59501
64062;Arudy;2206;06-autres communes et unites urbaines;C;64;Nouvelle Aquitaine;64105
13005;Aubagne;45410;04-Unites urbaines de 100 000 hbts ou plus;B;13;Provence-Alpes-Cote-d'Azur;759
63014;Aubiere;10012;04-Unites urbaines de 100 000 hbts ou plus;B;63;Auvergne - Rhone-Alpes;63701
15014;Aurillac;25875;05-Unites urbaines de 20 000 a 100 000 hbts;C;15;Auvergne - Rhone-Alpes;15401
38020;Auris;201;04-Unites urbaines de 100 000 hbts ou plus;R;38;Auvergne - Rhone-Alpes;0
84007;Avignon;92130;04-Unites urbaines de 100 000 hbts ou plus;C;84;Provence-Alpes-Cote-d'Azur;754
65059;Bagneres-de-Bigorre;7571;06-autres communes et unites urbaines;C;65;Occitanie;65301
30028;Bagnols-sur-Ceze;18203;05-Unites urbaines de 20 000 a 100 000 hbts;C;30;Occitanie;30401
34022;Baillargues;7105;06-autres communes et unites urbaines;C;34;Occitanie;34212
10033;Bar-sur-Aube;4978;06-autres communes et unites urbaines;C;10;Grand-Est;10201
2B033;Bastia;44355;05-Unites urbaines de 20 000 a 100 000 hbts;C;2B;Corse;2B501
64102;Bayonne;49207;04-Unites urbaines de 100 000 hbts ou plus;C;64;Nouvelle Aquitaine;751
6011;Beaulieu-sur-Mer;3726;04-Unites urbaines de 100 000 hbts ou plus;B;6;Provence-Alpes-Cote-d'Azur;6701
62100;Beaurainville;2083;06-autres communes et unites urbaines;C;62;Hauts-de-France;62111
1033;Bellegarde-sur-Valserine;11809;06-autres communes et unites urbaines;C;1;Auvergne - Rhone-Alpes;357
73150;La Plagne Tarentaise;3685;06-autres communes et unites urbaines;B;73;Auvergne - Rhone-Alpes;73201
25056;Besancon;116676;04-Unites urbaines de 100 000 hbts ou plus;C;25;Bourgogne - Franche-Comte;25602
83018;Besse-sur-Issole;3049;06-autres communes et unites urbaines;C;83;Provence-Alpes-Cote-d'Azur;83206
35024;Betton;10879;06-autres communes et unites urbaines;C;35;Bretagne;35301
44015;Blain;9638;06-autres communes et unites urbaines;I;44;Pays de la Loire;44213
33056;Blanquefort;15425;04-Unites urbaines de 100 000 hbts ou plus;B;33;Nouvelle Aquitaine;33701
33058;Blaye;4813;06-autres communes et unites urbaines;C;33;Nouvelle Aquitaine;33301
42019;Boen-sur-Lignon;3308;06-autres communes et unites urbaines;C;42;Auvergne - Rhone-Alpes;42201
94011;Bonneuil-sur-Marne;16903;02-Grande Couronne;B;94;Ile-de-France;851
31080;Boulogne-sur-Gesse;1593;04-Unites urbaines de 100 000 hbts ou plus;R;31;Occitanie;0
92012;Boulogne-Billancourt;117931;02-Grande Couronne;B;92;Ile-de-France;851
66024;Le Boulou;5554;06-autres communes et unites urbaines;I;66;Occitanie;66201
18033;Bourges;66071;05-Unites urbaines de 20 000 a 100 000 hbts;C;18;Centre - Val-de-Loire;18501
93013;Le Bourget;16239;02-Grande Couronne;B;93;Ile-de-France;851
59098;Bousbecque;4908;04-Unites urbaines de 100 000 hbts ou plus;B;59;Hauts-de-France;59702
77051;Bray-sur-Seine;2222;03-Petite couronne;C;77;Ile-de-France;77116
29019;Brest;139163;04-Unites urbaines de 100 000 hbts ou plus;C;29;Bretagne;29701
77053;Brie-Comte-Robert;16635;03-Petite couronne;I;77;Ile-de-France;77306
62178;Bruay-la-Buissiere;22119;04-Unites urbaines de 100 000 hbts ou plus;C;62;Hauts-de-France;752
24068;Le Buisson-de-Cadouin;1999;04-Unites urbaines de 100 000 hbts ou plus;R;24;Nouvelle Aquitaine;0
94016;Cachan;30433;02-Grande Couronne;B;94;Ile-de-France;851
14118;Caen;106260;04-Unites urbaines de 100 000 hbts ou plus;C;14;Normandie;14601
69034;Caluire-et-Cuire;42292;04-Unites urbaines de 100 000 hbts ou plus;B;69;Auvergne - Rhone-Alpes;758
44025;Campbon;3974;04-Unites urbaines de 100 000 hbts ou plus;R;44;Pays de la Loire;0
