region;annee;pourcentage
Nord-Pas-de-Calais;2010;27,23363593
Nord-Pas-de-Calais;2011;17,55355909
Nord-Pas-de-Calais;2012;27,54029432
Nord-Pas-de-Calais;2013;24,01449511
Nord-Pas-de-Calais;2014;23,95452356
Nord-Pas-de-Calais;2015;25,25962515
Pays de la Loire;2005;28,9
Pays de la Loire;2006;28,8
Pays de la Loire;2007;31,7
Pays de la Loire;2008;34,29781228
Pays de la Loire;2009;34,67799009
Pays de la Loire;2010;27,29411765
Pays de la Loire;2011;19,55307263
Pays de la Loire;2012;22,48641304
Pays de la Loire;2013;24,7908654
Pays de la Loire;2014;23,25120911
Pays de la Loire;2015;22,40578479
Picardie;2005;26
Picardie;2006;24,7
Picardie;2007;31,1
Picardie;2008;27,44425386
Picardie;2009;27,81954887
Picardie;2010;25,75757576
Picardie;2011;19,30783242
Picardie;2012;25,82524272
Picardie;2013;26,8877533
Picardie;2014;26,66202446
Picardie;2015;25,26871509
Poitou-Charentes;2005;24,1
Poitou-Charentes;2006;21,2
Poitou-Charentes;2007;25,7
Poitou-Charentes;2008;27,24358974
Poitou-Charentes;2009;29,83606557
Poitou-Charentes;2010;19,90740741
Poitou-Charentes;2011;18,39258114
Poitou-Charentes;2012;19,72413793
Poitou-Charentes;2013;18,64589965
Poitou-Charentes;2014;20,02820939
Poitou-Charentes;2015;20,07480602
Provence-Alpes-Côte-d'Azur;2005;17,3
Provence-Alpes-Côte-d'Azur;2006;18
Provence-Alpes-Côte-d'Azur;2007;21
Provence-Alpes-Côte-d'Azur;2008;20,46843177
Provence-Alpes-Côte-d'Azur;2009;22,27695676
Provence-Alpes-Côte-d'Azur;2010;20,59788553
Provence-Alpes-Côte-d'Azur;2011;13,91752577
Provence-Alpes-Côte-d'Azur;2012;19,3254818
Provence-Alpes-Côte-d'Azur;2013;17,84449783
Provence-Alpes-Côte-d'Azur;2014;16,26830541
Provence-Alpes-Côte-d'Azur;2015;15,94958659
Rhône-Alpes;2005;26,6
Rhône-Alpes;2006;22,8
Rhône-Alpes;2007;29,3
Rhône-Alpes;2008;31,65048544
Rhône-Alpes;2009;31,35653409
Rhône-Alpes;2010;23,54392892
Rhône-Alpes;2011;18,74120956
Rhône-Alpes;2012;21,5942029
Rhône-Alpes;2013;20,37717966
Rhône-Alpes;2014;19,77595328
Rhône-Alpes;2015;18,69096155
Alsace;2005;20,3
Alsace;2006;18,6
Alsace;2007;19,2
Alsace;2008;19,37172775
Alsace;2009;18,99070385
Alsace;2010;18,45082681
Alsace;2011;21,6152019
Alsace;2012;20,2247191
Alsace;2013;17,83418103
Alsace;2014;14,05142125
Alsace;2015;17,84138823
Aquitaine;2005;17,1
Aquitaine;2006;16
Aquitaine;2007;14,6
Aquitaine;2008;16,96921863
Aquitaine;2009;16,54259719
Aquitaine;2010;15,78947368
Aquitaine;2011;15,99707816
Aquitaine;2012;14,95946942
Aquitaine;2013;14,399822
Aquitaine;2014;12,85562553
Aquitaine;2015;12,37040969
Auvergne;2005;20,5
Auvergne;2006;19,3
Auvergne;2007;15,7
Auvergne;2008;16,85144124
Auvergne;2009;16,55913978
Auvergne;2010;14,71471471
Auvergne;2011;17,71561772
Auvergne;2012;15,12605042
Auvergne;2013;13,35780709
Auvergne;2014;14,687052
Auvergne;2015;14,45292248
Basse-Normandie;2005;16,1
Basse-Normandie;2006;20,3
Basse-Normandie;2007;15,4
Basse-Normandie;2008;21,05263158
Basse-Normandie;2009;22,69662921
Basse-Normandie;2010;22,16494845
Basse-Normandie;2011;22,30392157
Basse-Normandie;2012;19,18604651
Basse-Normandie;2013;19,94454063
Basse-Normandie;2014;12,70223507
Basse-Normandie;2015;14,3685441
Bourgogne;2005;22,4
Bourgogne;2006;19,1
Bourgogne;2007;15,5
Bourgogne;2008;17,71929825
Bourgogne;2009;17,27272727
Bourgogne;2010;18,54219949
Bourgogne;2011;17,55319149
Bourgogne;2012;13,60123648
Bourgogne;2013;12,43914727
Bourgogne;2014;14,8061305
Bourgogne;2015;15,42050145
Bretagne;2005;17,5
Bretagne;2006;17,9
Bretagne;2007;15,6
Bretagne;2008;17,89560895
Bretagne;2009;19,1522763
Bretagne;2010;18,56607812
Bretagne;2011;20,17133956
Bretagne;2012;17,6344086
Bretagne;2013;16,8887966
Bretagne;2014;15,20611273
Bretagne;2015;14,10941639
Centre;2005;18
Centre;2006;16,6
Centre;2007;16,3
Centre;2008;19,05252317
Centre;2009;20,1446281
Centre;2010;18,12400636
Centre;2011;18,84210526
Centre;2012;18,31916903
Centre;2013;14,33951969
Centre;2014;14,83757856
Centre;2015;13,28112045
Champagne-Ardenne;2005;19,6
Champagne-Ardenne;2006;20,1
Champagne-Ardenne;2007;18,1
Champagne-Ardenne;2008;19,58224543
Champagne-Ardenne;2009;17,64705882
Champagne-Ardenne;2010;18,62745098
Champagne-Ardenne;2011;18,56763926
Champagne-Ardenne;2012;13,86363636
Champagne-Ardenne;2013;15,56587142
Champagne-Ardenne;2014;16,51371084
Champagne-Ardenne;2015;13,81504915
Corse;2005;
Corse;2006;
Corse;2007;
Corse;2008;
Corse;2009;
Corse;2010;
Corse;2011;
Corse;2012;
Corse;2013;
Corse;2014;
Corse;2015;
Franche-Comté;2005;16,9
Franche-Comté;2006;15,8
Franche-Comté;2007;17,6
Franche-Comté;2008;21,03825137
Franche-Comté;2009;22,5388601
Franche-Comté;2010;16,66666667
Franche-Comté;2011;17,15116279
Franche-Comté;2012;19,54674221
Franche-Comté;2013;11,86212186
Franche-Comté;2014;14,27801372
Franche-Comté;2015;11,12944929
Haute-Normandie;2005;18,9
Haute-Normandie;2006;22,2
Haute-Normandie;2007;16,4
Haute-Normandie;2008;16,80960549
Haute-Normandie;2009;19,16666667
Haute-Normandie;2010;20,50632911
Haute-Normandie;2011;18,53741497
Haute-Normandie;2012;15,67043619
Haute-Normandie;2013;15,38043008
Haute-Normandie;2014;11,62296308
Haute-Normandie;2015;12,34936703
Ile-de-France;2005;20,9
Ile-de-France;2006;21,2
Ile-de-France;2007;20,8
Ile-de-France;2008;18,87900019
Ile-de-France;2009;21,782931
Ile-de-France;2010;20,77180792
Ile-de-France;2011;21,55892888
Ile-de-France;2012;20,64301552
Ile-de-France;2013;20,71545008
Ile-de-France;2014;20,41829399
Ile-de-France;2015;20,9605079
Languedoc-Roussillon;2005;15,3
Languedoc-Roussillon;2006;14,1
Languedoc-Roussillon;2007;15,8
Languedoc-Roussillon;2008;18,51851852
Languedoc-Roussillon;2009;15,37717602
Languedoc-Roussillon;2010;14,91108071
Languedoc-Roussillon;2011;16,58767773
Languedoc-Roussillon;2012;12,82527881
Languedoc-Roussillon;2013;14,75509683
Languedoc-Roussillon;2014;13,17613944
Languedoc-Roussillon;2015;15,17230965
Limousin;2005;
Limousin;2006;
Limousin;2007;
Limousin;2008;
Limousin;2009;
Limousin;2010;20,33333333
Limousin;2011;
Limousin;2012;
Limousin;2013;
Limousin;2014;
Limousin;2015;
Lorraine;2005;22,8
Lorraine;2006;19,3
Lorraine;2007;20,1
Lorraine;2008;22,3830735
Lorraine;2009;18,26280624
Lorraine;2010;19,76923077
Lorraine;2011;22,58064516
Lorraine;2012;18,43515541
Lorraine;2013;17,68903451
Lorraine;2014;15,01978389
Lorraine;2015;16,87685212
Midi-Pyrénées;2005;15,9
Midi-Pyrénées;2006;16,2
Midi-Pyrénées;2007;16,5
Midi-Pyrénées;2008;21,03849597
Midi-Pyrénées;2009;20,32450897
Midi-Pyrénées;2010;19,83519717
Midi-Pyrénées;2011;20,42139384
Midi-Pyrénées;2012;19,41328732
Midi-Pyrénées;2013;18,90774464
Midi-Pyrénées;2014;19,15945339
Midi-Pyrénées;2015;16,15232624
Nord-Pas-de-Calais;2005;20,1
Nord-Pas-de-Calais;2006;20,3
Nord-Pas-de-Calais;2007;18,7
Nord-Pas-de-Calais;2008;21,33152174
Nord-Pas-de-Calais;2009;18,07639836
Nord-Pas-de-Calais;2010;18,10797898
Nord-Pas-de-Calais;2011;19,6959226
Nord-Pas-de-Calais;2012;18,57042747
Nord-Pas-de-Calais;2013;18,03089264
Nord-Pas-de-Calais;2014;16,08396465
Nord-Pas-de-Calais;2015;17,69278702
Pays de la Loire;2005;17,8
Pays de la Loire;2006;15,5
Pays de la Loire;2007;18,5
Pays de la Loire;2008;19,68948483
Pays de la Loire;2009;19,74522293
Pays de la Loire;2010;19,38823529
Pays de la Loire;2011;21,01955307
Pays de la Loire;2012;22,07880435
Pays de la Loire;2013;19,16955049
Pays de la Loire;2014;19,03018011
Pays de la Loire;2015;17,67277659
Picardie;2005;17,3
Picardie;2006;19
Picardie;2007;16,6
Picardie;2008;20,41166381
Picardie;2009;18,98496241
Picardie;2010;18,56060606
Picardie;2011;20,4007286
Picardie;2012;18,6407767
Picardie;2013;13,77327615
Picardie;2014;16,3454508
Picardie;2015;16,323569
Poitou-Charentes;2005;12,6
Poitou-Charentes;2006;17,9
Poitou-Charentes;2007;18
Poitou-Charentes;2008;16,98717949
Poitou-Charentes;2009;14,75409836
Poitou-Charentes;2010;17,70833333
Poitou-Charentes;2011;17,77434312
Poitou-Charentes;2012;15,17241379
Poitou-Charentes;2013;14,7344719
Poitou-Charentes;2014;10,80430726
Poitou-Charentes;2015;14,29902907
Provence-Alpes-Côte-d'Azur;2005;16,9
Provence-Alpes-Côte-d'Azur;2006;17
Provence-Alpes-Côte-d'Azur;2007;15,3
Provence-Alpes-Côte-d'Azur;2008;18,22810591
Provence-Alpes-Côte-d'Azur;2009;14,8877942
Provence-Alpes-Côte-d'Azur;2010;15,20233321
Provence-Alpes-Côte-d'Azur;2011;16,44329897
Provence-Alpes-Côte-d'Azur;2012;14,34689507
Provence-Alpes-Côte-d'Azur;2013;13,45824335
Provence-Alpes-Côte-d'Azur;2014;14,71223437
Provence-Alpes-Côte-d'Azur;2015;13,58949867
Rhône-Alpes;2005;19,7
Rhône-Alpes;2006;20,6
Rhône-Alpes;2007;19
Rhône-Alpes;2008;19,14563107
Rhône-Alpes;2009;19,49573864
Rhône-Alpes;2010;20,33563672
Rhône-Alpes;2011;22,15189873
Rhône-Alpes;2012;19,63768116
Rhône-Alpes;2013;17,67815741
Rhône-Alpes;2014;16,9205314
Rhône-Alpes;2015;16,13468593
Alsace;2005;23,3
Alsace;2006;26,1
Alsace;2007;25,8
Alsace;2008;26,83246073
Alsace;2009;23,10756972
Alsace;2010;30,54830287
Alsace;2011;30,04750594
Alsace;2012;31,96004994
Alsace;2013;27,35347666
Alsace;2014;28,35097401
Alsace;2015;26,35537009
Aquitaine;2005;30,4
Aquitaine;2006;28,4
Aquitaine;2007;28,1
Aquitaine;2008;25,01973165
Aquitaine;2009;26,88172043
Aquitaine;2010;27,73684211
Aquitaine;2011;25,05478451
Aquitaine;2012;29,91893884
Aquitaine;2013;28,11988482
Aquitaine;2014;26,96779327
Aquitaine;2015;28,25040771
Auvergne;2005;27,3
Auvergne;2006;25,8
Auvergne;2007;31,7
Auvergne;2008;26,16407982
Auvergne;2009;27,31182796
Auvergne;2010;32,43243243
Auvergne;2011;31,23543124
Auvergne;2012;32,98319328
Auvergne;2013;26,03082973
Auvergne;2014;22,219375
Auvergne;2015;23,86781898
Basse-Normandie;2005;24,9
Basse-Normandie;2006;22,5
Basse-Normandie;2007;27,5
Basse-Normandie;2008;24
Basse-Normandie;2009;28,53932584
Basse-Normandie;2010;27,49140893
Basse-Normandie;2011;26,47058824
Basse-Normandie;2012;27,71317829
Basse-Normandie;2013;23,41390016
Basse-Normandie;2014;22,04327785
Basse-Normandie;2015;24,62780759
Bourgogne;2005;23,4
Bourgogne;2006;27,4
Bourgogne;2007;28,8
Bourgogne;2008;24,38596491
Bourgogne;2009;26,36363636
Bourgogne;2010;25,95907928
Bourgogne;2011;28,54609929
Bourgogne;2012;28,28438949
Bourgogne;2013;25,80162685
Bourgogne;2014;27,75430004
Bourgogne;2015;23,14233912
Bretagne;2005;24,4
Bretagne;2006;24,8
Bretagne;2007;26,6
Bretagne;2008;25,26926263
Bretagne;2009;24,33281005
Bretagne;2010;29,53451043
Bretagne;2011;29,12772586
Bretagne;2012;31,7562724
Bretagne;2013;27,15431531
Bretagne;2014;27,06909426
Bretagne;2015;24,92727851
Centre;2005;25,8
Centre;2006;26,8
Centre;2007;25,7
Centre;2008;26,77651905
Centre;2009;24,48347107
Centre;2010;25,59618442
Centre;2011;29,15789474
Centre;2012;28,98961284
Centre;2013;30,13176781
Centre;2014;28,56227689
Centre;2015;26,40465466
Champagne-Ardenne;2005;28,4
Champagne-Ardenne;2006;25,2
Champagne-Ardenne;2007;31,8
Champagne-Ardenne;2008;25,32637076
Champagne-Ardenne;2009;25,83120205
Champagne-Ardenne;2010;29,60784314
Champagne-Ardenne;2011;27,5862069
Champagne-Ardenne;2012;34,09090909
Champagne-Ardenne;2013;33,76725484
Champagne-Ardenne;2014;25,25477971
Champagne-Ardenne;2015;22,4458383
Corse;2005;
Corse;2006;
Corse;2007;
Corse;2008;
Corse;2009;
Corse;2010;
Corse;2011;
Corse;2012;
Corse;2013;
Corse;2014;
Corse;2015;
Franche-Comté;2005;28,2
Franche-Comté;2006;30
Franche-Comté;2007;30
Franche-Comté;2008;24,59016393
Franche-Comté;2009;26,68393782
Franche-Comté;2010;27,13178295
Franche-Comté;2011;26,74418605
Franche-Comté;2012;29,74504249
Franche-Comté;2013;28,00986651
Franche-Comté;2014;29,92085444
Franche-Comté;2015;33,30937467
Haute-Normandie;2005;30,2
Haute-Normandie;2006;25,4
Haute-Normandie;2007;29
Haute-Normandie;2008;29,5025729
Haute-Normandie;2009;27,83333333
Haute-Normandie;2010;29,11392405
Haute-Normandie;2011;29,25170068
Haute-Normandie;2012;24,23263328
Haute-Normandie;2013;22,95015921
Haute-Normandie;2014;21,8372602
Haute-Normandie;2015;22,51951327
Ile-de-France;2005;24,3
Ile-de-France;2006;25,1
Ile-de-France;2007;19,8
Ile-de-France;2008;22,74190494
Ile-de-France;2009;22,98042197
Ile-de-France;2010;25,32572279
Ile-de-France;2011;25,58417193
Ile-de-France;2012;26,16407982
Ile-de-France;2013;26,2615698
Ile-de-France;2014;24,36657363
Ile-de-France;2015;25,04482404
Languedoc-Roussillon;2005;30,4
Languedoc-Roussillon;2006;29,2
Languedoc-Roussillon;2007;28,7
Languedoc-Roussillon;2008;23,90572391
Languedoc-Roussillon;2009;24,9516441
Languedoc-Roussillon;2010;27,49658003
Languedoc-Roussillon;2011;27,01421801
Languedoc-Roussillon;2012;28,0669145
Languedoc-Roussillon;2013;24,84480322
Languedoc-Roussillon;2014;21,81057302
Languedoc-Roussillon;2015;22,49776692
Limousin;2005;
Limousin;2006;
Limousin;2007;
Limousin;2008;
Limousin;2009;
Limousin;2010;26,66666667
Limousin;2011;
Limousin;2012;
Limousin;2013;
Limousin;2014;
Limousin;2015;
Lorraine;2005;25,6
Lorraine;2006;27,4
Lorraine;2007;27,9
Lorraine;2008;28,17371938
Lorraine;2009;25,50111359
Lorraine;2010;26,46153846
Lorraine;2011;31,33640553
Lorraine;2012;29,15326902
Lorraine;2013;31,24405291
Lorraine;2014;26,91365358
Lorraine;2015;29,66994858
Midi-Pyrénées;2005;29,6
Midi-Pyrénées;2006;30,7
Midi-Pyrénées;2007;28,3
Midi-Pyrénées;2008;26,76812892
Midi-Pyrénées;2009;27,32707088
Midi-Pyrénées;2010;29,01706886
Midi-Pyrénées;2011;27,39059968
Midi-Pyrénées;2012;28,4728214
Midi-Pyrénées;2013;26,34884815
Midi-Pyrénées;2014;27,63380097
Midi-Pyrénées;2015;25,44310606
Nord-Pas-de-Calais;2005;26,1
Nord-Pas-de-Calais;2006;26,5
Nord-Pas-de-Calais;2007;26,7
Nord-Pas-de-Calais;2008;24,25271739
Nord-Pas-de-Calais;2009;26,19372442
Nord-Pas-de-Calais;2010;29,19254658
Nord-Pas-de-Calais;2011;29,23289565
Nord-Pas-de-Calais;2012;26,06867554
Nord-Pas-de-Calais;2013;25,58915265
Nord-Pas-de-Calais;2014;24,97679414
Nord-Pas-de-Calais;2015;22,05441341
Pays de la Loire;2005;22,5
Pays de la Loire;2006;24,3
Pays de la Loire;2007;26,4
Pays de la Loire;2008;24,20606916
Pays de la Loire;2009;21,65605096
Pays de la Loire;2010;27,34117647
Pays de la Loire;2011;26,88547486
Pays de la Loire;2012;27,7173913
Pays de la Loire;2013;25,50702601
Pays de la Loire;2014;22,21756753
Pays de la Loire;2015;24,43977533
Picardie;2005;28,2
Picardie;2006;25,2
Picardie;2007;27,7
Picardie;2008;26,58662093
Picardie;2009;27,81954887
Picardie;2010;28,03030303
Picardie;2011;27,14025501
Picardie;2012;27,76699029
Picardie;2013;27,01089737
Picardie;2014;22,65883761
Picardie;2015;24,64008738
Poitou-Charentes;2005;27,2
Poitou-Charentes;2006;25,6
Poitou-Charentes;2007;26,4
Poitou-Charentes;2008;22,91666667
Poitou-Charentes;2009;24,42622951
Poitou-Charentes;2010;28,93518519
Poitou-Charentes;2011;27,82071097
Poitou-Charentes;2012;29,51724138
Poitou-Charentes;2013;23,20833086
Poitou-Charentes;2014;22,19217116
Poitou-Charentes;2015;18,84289345
Provence-Alpes-Côte-d'Azur;2005;30,6
Provence-Alpes-Côte-d'Azur;2006;28,8
Provence-Alpes-Côte-d'Azur;2007;29,1
Provence-Alpes-Côte-d'Azur;2008;27,44399185
Provence-Alpes-Côte-d'Azur;2009;30,48713738
Provence-Alpes-Côte-d'Azur;2010;28,39956252
Provence-Alpes-Côte-d'Azur;2011;27,73195876
Provence-Alpes-Côte-d'Azur;2012;29,49678801
Provence-Alpes-Côte-d'Azur;2013;26,11499192
Provence-Alpes-Côte-d'Azur;2014;24,53511238
Provence-Alpes-Côte-d'Azur;2015;25,45107315
Rhône-Alpes;2005;25,8
Rhône-Alpes;2006;27,7
Rhône-Alpes;2007;26,3
Rhône-Alpes;2008;23,41747573
Rhône-Alpes;2009;25,88778409
Rhône-Alpes;2010;28,99802567
Rhône-Alpes;2011;27,46132208
Rhône-Alpes;2012;28,36956522
Rhône-Alpes;2013;26,26550527
Rhône-Alpes;2014;26,31826802
Rhône-Alpes;2015;26,67900037
Alsace;2005;25,1
Alsace;2006;25,5
Alsace;2007;23,6
Alsace;2008;22,2513089
Alsace;2009;23,90438247
Alsace;2010;24,36901654
Alsace;2011;30,16627078
Alsace;2012;26,09238452
Alsace;2013;32,73212087
Alsace;2014;36,35044671
Alsace;2015;37,49846189
Aquitaine;2005;31,2
Aquitaine;2006;34,6
Aquitaine;2007;32
Aquitaine;2008;32,67561168
Aquitaine;2009;31,34822167
Aquitaine;2010;35,73684211
Aquitaine;2011;43,24324324
Aquitaine;2012;35,51952837
Aquitaine;2013;37,93726852
Aquitaine;2014;43,41758105
Aquitaine;2015;42,48688593
Auvergne;2005;28,1
Auvergne;2006;32,8
Auvergne;2007;25,9
Auvergne;2008;25,05543237
Auvergne;2009;26,88172043
Auvergne;2010;27,92792793
Auvergne;2011;33,1002331
Auvergne;2012;27,5210084
Auvergne;2013;40,45654518
Auvergne;2014;40,33025744
Auvergne;2015;42,07041449
Basse-Normandie;2005;33,3
Basse-Normandie;2006;34
Basse-Normandie;2007;25,8
Basse-Normandie;2008;24,42105263
Basse-Normandie;2009;20,4494382
Basse-Normandie;2010;28,17869416
Basse-Normandie;2011;32,35294118
Basse-Normandie;2012;29,26356589
Basse-Normandie;2013;34,85330394
Basse-Normandie;2014;42,51495043
Basse-Normandie;2015;38,8448552
Bourgogne;2005;26,9
Bourgogne;2006;25,7
Bourgogne;2007;25,6
Bourgogne;2008;24,9122807
Bourgogne;2009;27,27272727
Bourgogne;2010;28,90025575
Bourgogne;2011;36,17021277
Bourgogne;2012;35,39412674
Bourgogne;2013;40,06920318
Bourgogne;2014;40,73371784
Bourgogne;2015;43,30478812
Bretagne;2005;27,2
Bretagne;2006;30,1
Bretagne;2007;27,5
Bretagne;2008;24,93786247
Bretagne;2009;24,48979592
Bretagne;2010;26,91278759
Bretagne;2011;31,77570093
Bretagne;2012;27,45519713
Bretagne;2013;32,55783588
Bretagne;2014;37,85166732
Bretagne;2015;42,67229836
Centre;2005;29,7
Centre;2006;31,3
Centre;2007;29
Centre;2008;24,40782698
Centre;2009;26,13636364
Centre;2010;28,21939587
Centre;2011;31,47368421
Centre;2012;30,97261568
Centre;2013;34,20114048
Centre;2014;38,55748719
Centre;2015;40,83309984
Champagne-Ardenne;2005;22,9
Champagne-Ardenne;2006;27,7
Champagne-Ardenne;2007;20,4
Champagne-Ardenne;2008;28,98172324
Champagne-Ardenne;2009;25,06393862
Champagne-Ardenne;2010;28,43137255
Champagne-Ardenne;2011;31,56498674
Champagne-Ardenne;2012;22,95454545
Champagne-Ardenne;2013;28,91039016
Champagne-Ardenne;2014;32,19978229
Champagne-Ardenne;2015;37,07643725
Corse;2005;
Corse;2006;
Corse;2007;
Corse;2008;
Corse;2009;
Corse;2010;
Corse;2011;
Corse;2012;
Corse;2013;
Corse;2014;
Corse;2015;
Franche-Comté;2005;25,6
Franche-Comté;2006;24,2
Franche-Comté;2007;22,7
Franche-Comté;2008;21,31147541
Franche-Comté;2009;25,12953368
Franche-Comté;2010;29,26356589
Franche-Comté;2011;35,1744186
Franche-Comté;2012;22,94617564
Franche-Comté;2013;38,89343849
Franche-Comté;2014;36,25761979
Franche-Comté;2015;36,8346297
Haute-Normandie;2005;26,5
Haute-Normandie;2006;28,7
Haute-Normandie;2007;23,9
Haute-Normandie;2008;23,84219554
Haute-Normandie;2009;24
Haute-Normandie;2010;26,96202532
Haute-Normandie;2011;32,82312925
Haute-Normandie;2012;30,69466882
Haute-Normandie;2013;36,59753715
Haute-Normandie;2014;39,39949207
Haute-Normandie;2015;37,54955742
Ile-de-France;2005;35,4
Ile-de-France;2006;30
Ile-de-France;2007;28,5
Ile-de-France;2008;27,64627911
Ile-de-France;2009;26,11670785
Ile-de-France;2010;28,92418414
Ile-de-France;2011;35,85195293
Ile-de-France;2012;29,84478936
Ile-de-France;2013;34,88555916
Ile-de-France;2014;39,91702445
Ile-de-France;2015;36,97937948
Languedoc-Roussillon;2005;37,3
Languedoc-Roussillon;2006;38,2
Languedoc-Roussillon;2007;33,6
Languedoc-Roussillon;2008;35,1010101
Languedoc-Roussillon;2009;33,94584139
Languedoc-Roussillon;2010;36,86730506
Languedoc-Roussillon;2011;42,55924171
Languedoc-Roussillon;2012;36,52416357
Languedoc-Roussillon;2013;38,74674677
Languedoc-Roussillon;2014;44,09927064
Languedoc-Roussillon;2015;43,00758236
Limousin;2005;
Limousin;2006;
Limousin;2007;
Limousin;2008;
Limousin;2009;
Limousin;2010;32
Limousin;2011;
Limousin;2012;
Limousin;2013;
Limousin;2014;
Limousin;2015;
Lorraine;2005;26,4
Lorraine;2006;28
Lorraine;2007;23,1
Lorraine;2008;21,71492205
Lorraine;2009;20,93541203
Lorraine;2010;23,61538462
Lorraine;2011;28,34101382
Lorraine;2012;26,68810289
Lorraine;2013;30,70555535
Lorraine;2014;37,13522555
Lorraine;2015;32,47840752
Midi-Pyrénées;2005;28,7
Midi-Pyrénées;2006;30,6
Midi-Pyrénées;2007;28,7
Midi-Pyrénées;2008;23,54521038
Midi-Pyrénées;2009;22,80102477
Midi-Pyrénées;2010;26,72160094
Midi-Pyrénées;2011;34,19773096
Midi-Pyrénées;2012;30,54357204
Midi-Pyrénées;2013;34,16283405
Midi-Pyrénées;2014;33,91562141
Midi-Pyrénées;2015;37,71276387
Nord-Pas-de-Calais;2005;23
Nord-Pas-de-Calais;2006;24,5
Nord-Pas-de-Calais;2007;22,5
Nord-Pas-de-Calais;2008;26,5625
Nord-Pas-de-Calais;2009;24,69304229
Nord-Pas-de-Calais;2010;25,46583851
Nord-Pas-de-Calais;2011;33,51762267
Nord-Pas-de-Calais;2012;27,82060266
Nord-Pas-de-Calais;2013;32,3654596
Nord-Pas-de-Calais;2014;34,98471765
Nord-Pas-de-Calais;2015;34,99317442
Pays de la Loire;2005;30,6
Pays de la Loire;2006;31,4
Pays de la Loire;2007;23,7
Pays de la Loire;2008;21,80663373
Pays de la Loire;2009;23,92073602
Pays de la Loire;2010;25,97647059
Pays de la Loire;2011;32,54189944
Pays de la Loire;2012;27,7173913
Pays de la Loire;2013;30,5325581
Pays de la Loire;2014;35,50104325
Pays de la Loire;2015;35,48166328
Picardie;2005;28
Picardie;2006;31
Picardie;2007;24,8
Picardie;2008;25,55746141
Picardie;2009;25,37593985
Picardie;2010;27,65151515
Picardie;2011;33,15118397
Picardie;2012;27,76699029
Picardie;2013;32,32807318
Picardie;2014;34,33368713
Picardie;2015;33,76762853
Poitou-Charentes;2005;36,3
Poitou-Charentes;2006;35,3
Poitou-Charentes;2007;29,8
Poitou-Charentes;2008;32,8525641
Poitou-Charentes;2009;30,98360656
Poitou-Charentes;2010;33,44907407
Poitou-Charentes;2011;36,01236476
Poitou-Charentes;2012;35,5862069
Poitou-Charentes;2013;43,41129758
Poitou-Charentes;2014;46,97531219
Poitou-Charentes;2015;46,78327146
Provence-Alpes-Côte-d'Azur;2005;35,2
Provence-Alpes-Côte-d'Azur;2006;36,2
Provence-Alpes-Côte-d'Azur;2007;34,6
Provence-Alpes-Côte-d'Azur;2008;33,85947047
Provence-Alpes-Côte-d'Azur;2009;32,34811166
Provence-Alpes-Côte-d'Azur;2010;35,80021874
Provence-Alpes-Côte-d'Azur;2011;41,90721649
Provence-Alpes-Côte-d'Azur;2012;36,83083512
Provence-Alpes-Côte-d'Azur;2013;42,5822669
Provence-Alpes-Côte-d'Azur;2014;44,48434784
Provence-Alpes-Côte-d'Azur;2015;45,00984159
Rhône-Alpes;2005;27,9
Rhône-Alpes;2006;29
Rhône-Alpes;2007;25,4
Rhône-Alpes;2008;25,78640777
Rhône-Alpes;2009;23,25994318
Rhône-Alpes;2010;27,12240869
Rhône-Alpes;2011;31,64556962
Rhône-Alpes;2012;30,39855072
Rhône-Alpes;2013;35,67915766
Rhône-Alpes;2014;36,9852473
Rhône-Alpes;2015;38,49535215
Alsace;2005;26,4
Alsace;2006;25,8
Alsace;2007;25,9
Alsace;2008;23,69109948
Alsace;2009;27,22443559
Alsace;2010;26,02262837
Alsace;2011;37,05463183
Alsace;2012;28,33957553
Alsace;2013;28,32203533
Alsace;2014;28,89553301
Alsace;2015;28,99119211
Aquitaine;2005;24,3
Aquitaine;2006;25,2
Aquitaine;2007;29,4
Aquitaine;2008;25,01973165
Aquitaine;2009;25,97187758
Aquitaine;2010;24,10526316
Aquitaine;2011;27,02702703
Aquitaine;2012;24,90788504
Aquitaine;2013;27,25967758
Aquitaine;2014;25,34478935
Aquitaine;2015;28,27479723
Auvergne;2005;25,3
Auvergne;2006;23
Auvergne;2007;28,6
Auvergne;2008;29,93348115
Auvergne;2009;26,66666667
Auvergne;2010;27,77777778
Auvergne;2011;29,37062937
Auvergne;2012;26,68067227
Auvergne;2013;24,9209117
Auvergne;2014;28,10069356
Auvergne;2015;30,24085492
Basse-Normandie;2005;26,6
Basse-Normandie;2006;24,8
Basse-Normandie;2007;27,8
Basse-Normandie;2008;26,52631579
Basse-Normandie;2009;24,71910112
Basse-Normandie;2010;19,75945017
Basse-Normandie;2011;23,52941176
Basse-Normandie;2012;24,41860465
Basse-Normandie;2013;26,19770589
Basse-Normandie;2014;21,81796799
Basse-Normandie;2015;24,87494194
Bourgogne;2005;25,5
Bourgogne;2006;23,7
Bourgogne;2007;26,1
Bourgogne;2008;25,43859649
Bourgogne;2009;28,54545455
Bourgogne;2010;22,76214834
Bourgogne;2011;28,90070922
Bourgogne;2012;28,28438949
Bourgogne;2013;23,11011664
Bourgogne;2014;25,2003013
Bourgogne;2015;25,97940917
Bretagne;2005;20,6
Bretagne;2006;26,3
Bretagne;2007;28,4
Bretagne;2008;26,67771334
