region;annee;pourcentage
Centre - Val-de-Loire;2019;12,82932227
Centre - Val-de-Loire;2020;16,27947105
Corse;2016;
Corse;2017;
Corse;2018;
Corse;2019;
Corse;2020;
Grand-Est;2016;15,39429179
Grand-Est;2017;9,916413389
Grand-Est;2018;13,29683128
Grand-Est;2019;10,82364198
Grand-Est;2020;12,19060629
Hauts-de-France;2016;15,51871565
Hauts-de-France;2017;9,42632643
Hauts-de-France;2018;13,54369134
Hauts-de-France;2019;12,13474064
Hauts-de-France;2020;12,38591523
Ile-de-France;2016;25,42800466
Ile-de-France;2017;18,1993824
Ile-de-France;2018;26,2890123
Ile-de-France;2019;22,39557862
Ile-de-France;2020;23,7618876
Normandie;2016;12,82789404
Normandie;2017;8,550762611
Normandie;2018;12,66559436
Normandie;2019;12,00302986
Normandie;2020;12,01334369
Nouvelle Aquitaine;2016;14,39233043
Nouvelle Aquitaine;2017;9,104334864
Nouvelle Aquitaine;2018;11,74592007
Nouvelle Aquitaine;2019;10,66434313
Nouvelle Aquitaine;2020;11,81977224
Occitanie;2016;13,72638169
Occitanie;2017;10,68564952
Occitanie;2018;15,84155662
Occitanie;2019;13,94868731
Occitanie;2020;15,82120738
Pays de la Loire;2016;13,05491237
Pays de la Loire;2017;8,649041903
Pays de la Loire;2018;11,96340628
Pays de la Loire;2019;10,41945612
Pays de la Loire;2020;11,08429672
Provence-Alpes-Côte-d'Azur;2016;16,19125147
Provence-Alpes-Côte-d'Azur;2017;10,6026
Provence-Alpes-Côte-d'Azur;2018;16,287463
Provence-Alpes-Côte-d'Azur;2019;14,1854442
Provence-Alpes-Côte-d'Azur;2020;15,18675293
Auvergne - Rhône-Alpes;2016;44,43307828
Auvergne - Rhône-Alpes;2017;40,63916193
Auvergne - Rhône-Alpes;2018;48,59404592
Auvergne - Rhône-Alpes;2019;43,42573921
Auvergne - Rhône-Alpes;2020;42,45888423
Bourgogne - Franche-Comté;2016;44,79118323
Bourgogne - Franche-Comté;2017;38,96095253
Bourgogne - Franche-Comté;2018;46,60570529
Bourgogne - Franche-Comté;2019;41,20655209
Bourgogne - Franche-Comté;2020;39,79107559
Bretagne;2016;47,60873766
Bretagne;2017;44,82497475
Bretagne;2018;50,97593097
Bretagne;2019;45,16207041
Bretagne;2020;46,30425485
Centre - Val-de-Loire;2016;39,4652929
Centre - Val-de-Loire;2017;39,99362756
Centre - Val-de-Loire;2018;46,44776288
Centre - Val-de-Loire;2019;42,48338043
Centre - Val-de-Loire;2020;45,61399704
Corse;2016;
Corse;2017;
Corse;2018;
Corse;2019;
Corse;2020;
Grand-Est;2016;49,49496389
Grand-Est;2017;44,26376377
Grand-Est;2018;48,62990374
Grand-Est;2019;44,23235985
Grand-Est;2020;45,09554224
Hauts-de-France;2016;46,86857307
Hauts-de-France;2017;44,49099506
Hauts-de-France;2018;49,30773384
Hauts-de-France;2019;45,56224787
Hauts-de-France;2020;44,98784186
Ile-de-France;2016;44,14774998
Ile-de-France;2017;46,3222745
Ile-de-France;2018;49,35854332
Ile-de-France;2019;45,95259319
Ile-de-France;2020;47,89880716
Normandie;2016;43,3730845
Normandie;2017;37,58787001
Normandie;2018;42,77881292
Normandie;2019;39,94669262
Normandie;2020;42,85583441
Nouvelle Aquitaine;2016;46,38873608
Nouvelle Aquitaine;2017;43,87608772
Nouvelle Aquitaine;2018;50,17047126
Nouvelle Aquitaine;2019;46,37865395
Nouvelle Aquitaine;2020;51,83753008
Occitanie;2016;50,71199505
Occitanie;2017;47,52869908
Occitanie;2018;50,40913719
Occitanie;2019;45,37843317
Occitanie;2020;51,91766048
Pays de la Loire;2016;41,73407405
Pays de la Loire;2017;40,59692261
Pays de la Loire;2018;48,38991545
Pays de la Loire;2019;43,4827454
Pays de la Loire;2020;45,94490482
Provence-Alpes-Côte-d'Azur;2016;48,66180072
Provence-Alpes-Côte-d'Azur;2017;48,0239869
Provence-Alpes-Côte-d'Azur;2018;51,26538125
Provence-Alpes-Côte-d'Azur;2019;48,02027895
Provence-Alpes-Côte-d'Azur;2020;50,4564411
Auvergne - Rhône-Alpes;2016;41,27867933
Auvergne - Rhône-Alpes;2017;48,78127178
Auvergne - Rhône-Alpes;2018;35,34775421
Auvergne - Rhône-Alpes;2019;43,44403892
Auvergne - Rhône-Alpes;2020;39,1002502
Bourgogne - Franche-Comté;2016;39,08633081
Bourgogne - Franche-Comté;2017;48,20952923
Bourgogne - Franche-Comté;2018;38,10591045
Bourgogne - Franche-Comté;2019;45,90882551
Bourgogne - Franche-Comté;2020;43,93784196
Bretagne;2016;38,11246143
Bretagne;2017;45,18952676
Bretagne;2018;36,51277456
Bretagne;2019;45,04060376
Bretagne;2020;40,60214153
Centre - Val-de-Loire;2016;41,41633471
Centre - Val-de-Loire;2017;47,63536956
Centre - Val-de-Loire;2018;38,7027687
Centre - Val-de-Loire;2019;44,6872973
Centre - Val-de-Loire;2020;38,10653191
Corse;2016;
Corse;2017;
Corse;2018;
Corse;2019;
Corse;2020;
Grand-Est;2016;35,11074432
Grand-Est;2017;45,81982284
Grand-Est;2018;38,07326498
Grand-Est;2019;44,94399817
Grand-Est;2020;42,71385147
Hauts-de-France;2016;37,61271128
Hauts-de-France;2017;46,08267851
Hauts-de-France;2018;37,14857482
Hauts-de-France;2019;42,30301149
Hauts-de-France;2020;42,62624291
Ile-de-France;2016;30,42424536
Ile-de-France;2017;35,4783431
Ile-de-France;2018;24,35244438
Ile-de-France;2019;31,65182819
Ile-de-France;2020;28,33930524
Normandie;2016;43,79902146
Normandie;2017;53,86136738
Normandie;2018;44,55559272
Normandie;2019;48,05027751
Normandie;2020;45,1308219
Nouvelle Aquitaine;2016;39,21893349
Nouvelle Aquitaine;2017;47,01957742
Nouvelle Aquitaine;2018;38,08360867
Nouvelle Aquitaine;2019;42,95700292
Nouvelle Aquitaine;2020;36,34269769
Occitanie;2016;35,56162327
Occitanie;2017;41,7856514
Occitanie;2018;33,74930619
Occitanie;2019;40,67287952
Occitanie;2020;32,26113214
Pays de la Loire;2016;45,21101358
Pays de la Loire;2017;50,75403548
Pays de la Loire;2018;39,64667827
Pays de la Loire;2019;46,09779848
Pays de la Loire;2020;42,97079845
Provence-Alpes-Côte-d'Azur;2016;35,14694781
Provence-Alpes-Côte-d'Azur;2017;41,3734131
Provence-Alpes-Côte-d'Azur;2018;32,44715575
Provence-Alpes-Côte-d'Azur;2019;37,79427685
Provence-Alpes-Côte-d'Azur;2020;34,35680597
Alsace;2005;47,6
Alsace;2006;47,8
Alsace;2007;50,2
Alsace;2008;50,91623037
Alsace;2009;48,33997344
Alsace;2010;52,74151436
Alsace;2011;50,35629454
Alsace;2012;48,43945069
Alsace;2013;46,66844683
Alsace;2014;49,20525971
Alsace;2015;58,41364363
Aquitaine;2005;42,7
Aquitaine;2006;47,8
Aquitaine;2007;46,3
Aquitaine;2008;44,59352802
Aquitaine;2009;44,33416046
Aquitaine;2010;48,89473684
Aquitaine;2011;45,87289993
Aquitaine;2012;48,12085483
Aquitaine;2013;48,83948238
Aquitaine;2014;44,21002263
Aquitaine;2015;48,0171551
Auvergne;2005;45,8
Auvergne;2006;50,2
Auvergne;2007;48,6
Auvergne;2008;49,88913525
Auvergne;2009;49,46236559
Auvergne;2010;52,85285285
Auvergne;2011;48,01864802
Auvergne;2012;47,89915966
Auvergne;2013;47,34658674
Auvergne;2014;48,21765685
Auvergne;2015;42,39566626
Basse-Normandie;2005;48
Basse-Normandie;2006;49,7
Basse-Normandie;2007;47,6
Basse-Normandie;2008;38,10526316
Basse-Normandie;2009;40,4494382
Basse-Normandie;2010;42,61168385
Basse-Normandie;2011;43,38235294
Basse-Normandie;2012;46,89922481
Basse-Normandie;2013;48,61336572
Basse-Normandie;2014;43,41097305
Basse-Normandie;2015;44,12334197
Bourgogne;2005;49,5
Bourgogne;2006;47,8
Bourgogne;2007;48,3
Bourgogne;2008;39,8245614
Bourgogne;2009;43,27272727
Bourgogne;2010;48,08184143
Bourgogne;2011;45,74468085
Bourgogne;2012;47,29520866
Bourgogne;2013;46,12792623
Bourgogne;2014;44,97708217
Bourgogne;2015;44,0830263
Bretagne;2005;47,4
Bretagne;2006;47
Bretagne;2007;46,3
Bretagne;2008;43,74482187
Bretagne;2009;43,56357928
Bretagne;2010;46,60246121
Bretagne;2011;41,19937695
Bretagne;2012;41,93548387
Bretagne;2013;43,86903085
Bretagne;2014;48,52128495
Bretagne;2015;45,12070662
Centre;2005;47,3
Centre;2006;44,6
Centre;2007;42,5
Centre;2008;44,79917611
Centre;2009;45,1446281
Centre;2010;46,97933227
Centre;2011;44,84210526
Centre;2012;42,68177526
Centre;2013;42,82866448
Centre;2014;42,88735244
Centre;2015;40,62325431
Champagne-Ardenne;2005;45,8
Champagne-Ardenne;2006;46,6
Champagne-Ardenne;2007;45,4
Champagne-Ardenne;2008;45,4308094
Champagne-Ardenne;2009;38,61892583
Champagne-Ardenne;2010;44,90196078
Champagne-Ardenne;2011;41,11405836
Champagne-Ardenne;2012;46,13636364
Champagne-Ardenne;2013;41,91894926
Champagne-Ardenne;2014;43,79443668
Champagne-Ardenne;2015;43,32256381
Corse;2005;
Corse;2006;
Corse;2007;
Corse;2008;
Corse;2009;
Corse;2010;
Corse;2011;
Corse;2012;
Corse;2013;
Corse;2014;
Corse;2015;
Franche-Comté;2005;50,3
Franche-Comté;2006;50,9
Franche-Comté;2007;50,2
Franche-Comté;2008;46,99453552
Franche-Comté;2009;51,29533679
Franche-Comté;2010;52,51937984
Franche-Comté;2011;50,58139535
Franche-Comté;2012;50,99150142
Franche-Comté;2013;51,39743702
Franche-Comté;2014;56,1909915
Franche-Comté;2015;55,39890834
Haute-Normandie;2005;43,9
Haute-Normandie;2006;48,6
Haute-Normandie;2007;45,8
Haute-Normandie;2008;44,76843911
Haute-Normandie;2009;45,33333333
Haute-Normandie;2010;49,11392405
Haute-Normandie;2011;42,17687075
Haute-Normandie;2012;47,17285945
Haute-Normandie;2013;43,84904118
Haute-Normandie;2014;44,37781944
Haute-Normandie;2015;42,22398221
Ile-de-France;2005;45,8
Ile-de-France;2006;44
Ile-de-France;2007;45,3
Ile-de-France;2008;42,98428328
Ile-de-France;2009;48,27979472
Ile-de-France;2010;51,17260206
Ile-de-France;2011;46,83609074
Ile-de-France;2012;44,74501109
Ile-de-France;2013;47,86777003
Ile-de-France;2014;47,20669763
Ile-de-France;2015;46,30230597
Languedoc-Roussillon;2005;52,4
Languedoc-Roussillon;2006;48,7
Languedoc-Roussillon;2007;47,3
Languedoc-Roussillon;2008;43,85521886
Languedoc-Roussillon;2009;46,51837524
Languedoc-Roussillon;2010;46,03283174
Languedoc-Roussillon;2011;43,88625592
Languedoc-Roussillon;2012;42,65799257
Languedoc-Roussillon;2013;41,58929787
Languedoc-Roussillon;2014;41,98943614
Languedoc-Roussillon;2015;41,58128919
Limousin;2005;
Limousin;2006;
Limousin;2007;
Limousin;2008;
Limousin;2009;
Limousin;2010;44
Limousin;2011;
Limousin;2012;
Limousin;2013;
Limousin;2014;
Limousin;2015;
Lorraine;2005;49,2
Lorraine;2006;50,6
Lorraine;2007;47,3
Lorraine;2008;42,65033408
Lorraine;2009;50,33407572
Lorraine;2010;51,61538462
Lorraine;2011;44,23963134
Lorraine;2012;46,08788853
Lorraine;2013;47,75764089
Lorraine;2014;49,54516464
Lorraine;2015;46,36008908
Midi-Pyrénées;2005;47,2
Midi-Pyrénées;2006;47,6
Midi-Pyrénées;2007;50,1
Midi-Pyrénées;2008;47,98567592
Midi-Pyrénées;2009;46,02903501
Midi-Pyrénées;2010;49,61742201
Midi-Pyrénées;2011;45,86709887
Midi-Pyrénées;2012;48,66264021
Midi-Pyrénées;2013;49,57398681
Midi-Pyrénées;2014;49,72725555
Midi-Pyrénées;2015;47,36832989
Nord-Pas-de-Calais;2005;44,8
Nord-Pas-de-Calais;2006;46,5
Nord-Pas-de-Calais;2007;42,7
Nord-Pas-de-Calais;2008;44,08967391
Nord-Pas-de-Calais;2009;43,86084584
Nord-Pas-de-Calais;2010;49,68944099
Nord-Pas-de-Calais;2011;47,61575674
Nord-Pas-de-Calais;2012;44,56902593
Nord-Pas-de-Calais;2013;45,07307215
Nord-Pas-de-Calais;2014;45,9508148
Nord-Pas-de-Calais;2015;44,78471741
Pays de la Loire;2005;48,8
Pays de la Loire;2006;50,5
Pays de la Loire;2007;48,5
Pays de la Loire;2008;46,78899083
Pays de la Loire;2009;44,65675867
Pays de la Loire;2010;48,09411765
Pays de la Loire;2011;44,62290503
Pays de la Loire;2012;40,76086957
Pays de la Loire;2013;44,38939696
Pays de la Loire;2014;47,10763224
Pays de la Loire;2015;48,36915275
Picardie;2005;43,9
Picardie;2006;47,1
Picardie;2007;45,1
Picardie;2008;42,3670669
Picardie;2009;46,9924812
Picardie;2010;48,35858586
Picardie;2011;43,35154827
Picardie;2012;49,32038835
Picardie;2013;46,9440014
Picardie;2014;46,43711194
Picardie;2015;46,27790642
Poitou-Charentes;2005;48,4
Poitou-Charentes;2006;49,5
Poitou-Charentes;2007;48
Poitou-Charentes;2008;46,79487179
Poitou-Charentes;2009;45,40983607
Poitou-Charentes;2010;50,11574074
Poitou-Charentes;2011;46,36785162
Poitou-Charentes;2012;45,37931034
Poitou-Charentes;2013;42,45218162
Poitou-Charentes;2014;48,31864983
Poitou-Charentes;2015;48,20515289
Provence-Alpes-Côte-d'Azur;2005;48,4
Provence-Alpes-Côte-d'Azur;2006;47,3
Provence-Alpes-Côte-d'Azur;2007;46
Provence-Alpes-Côte-d'Azur;2008;45,26476578
Provence-Alpes-Côte-d'Azur;2009;43,45922277
Provence-Alpes-Côte-d'Azur;2010;46,5184105
Provence-Alpes-Côte-d'Azur;2011;44,17525773
Provence-Alpes-Côte-d'Azur;2012;43,30835118
Provence-Alpes-Côte-d'Azur;2013;46,37674782
Provence-Alpes-Côte-d'Azur;2014;47,24916784
Provence-Alpes-Côte-d'Azur;2015;45,82834905
Rhône-Alpes;2005;48,3
Rhône-Alpes;2006;48,4
Rhône-Alpes;2007;47,7
Rhône-Alpes;2008;42,7961165
Rhône-Alpes;2009;43,78551136
Rhône-Alpes;2010;47,95162883
Rhône-Alpes;2011;43,24894515
Rhône-Alpes;2012;45,94202899
Rhône-Alpes;2013;45,25344153
Rhône-Alpes;2014;46,15244025
Rhône-Alpes;2015;50,253744
Alsace;2005;52,4
Alsace;2006;52,2
Alsace;2007;49,8
Alsace;2008;49,08376963
Alsace;2009;51,66002656
Alsace;2010;47,25848564
Alsace;2011;49,64370546
Alsace;2012;51,56054931
Alsace;2013;53,33155317
Alsace;2014;50,79474029
Alsace;2015;41,58635637
Aquitaine;2005;57,4
Aquitaine;2006;52,2
Aquitaine;2007;53,6
Aquitaine;2008;55,40647198
Aquitaine;2009;55,66583954
Aquitaine;2010;51,10526316
Aquitaine;2011;54,12710007
Aquitaine;2012;51,87914517
Aquitaine;2013;51,16051762
Aquitaine;2014;55,78997737
Aquitaine;2015;51,9828449
Auvergne;2005;53,7
Auvergne;2006;49,8
Auvergne;2007;51,1
Auvergne;2008;50,11086475
Auvergne;2009;50,53763441
Auvergne;2010;47,14714715
Auvergne;2011;51,98135198
Auvergne;2012;52,10084034
Auvergne;2013;52,65341326
Auvergne;2014;51,78234315
Auvergne;2015;57,60433374
Basse-Normandie;2005;51,6
Basse-Normandie;2006;50,3
Basse-Normandie;2007;52,6
Basse-Normandie;2008;61,89473684
Basse-Normandie;2009;59,5505618
Basse-Normandie;2010;57,38831615
Basse-Normandie;2011;56,61764706
Basse-Normandie;2012;53,10077519
Basse-Normandie;2013;51,38663428
Basse-Normandie;2014;56,58902695
Basse-Normandie;2015;55,87665803
Bourgogne;2005;50,7
Bourgogne;2006;52,2
Bourgogne;2007;51,8
Bourgogne;2008;60,1754386
Bourgogne;2009;56,72727273
Bourgogne;2010;51,91815857
Bourgogne;2011;54,25531915
Bourgogne;2012;52,70479134
Bourgogne;2013;53,87207377
Bourgogne;2014;55,02291783
Bourgogne;2015;55,9169737
Bretagne;2005;52,6
Bretagne;2006;53
Bretagne;2007;53,8
Bretagne;2008;56,25517813
Bretagne;2009;56,43642072
Bretagne;2010;53,39753879
Bretagne;2011;58,80062305
Bretagne;2012;58,06451613
Bretagne;2013;56,13096915
Bretagne;2014;51,47871505
Bretagne;2015;54,87929338
Centre;2005;52,7
Centre;2006;55,4
Centre;2007;57,4
Centre;2008;55,20082389
Centre;2009;54,8553719
Centre;2010;53,02066773
Centre;2011;55,15789474
Centre;2012;57,31822474
Centre;2013;57,17133552
Centre;2014;57,11264756
Centre;2015;59,37674569
Champagne-Ardenne;2005;54,4
Champagne-Ardenne;2006;53,4
Champagne-Ardenne;2007;54,4
Champagne-Ardenne;2008;54,5691906
Champagne-Ardenne;2009;61,38107417
Champagne-Ardenne;2010;55,09803922
Champagne-Ardenne;2011;58,88594164
Champagne-Ardenne;2012;53,86363636
Champagne-Ardenne;2013;58,08105074
Champagne-Ardenne;2014;56,20556332
Champagne-Ardenne;2015;56,67743619
Corse;2005;
Corse;2006;
Corse;2007;
Corse;2008;
Corse;2009;
Corse;2010;
Corse;2011;
Corse;2012;
Corse;2013;
Corse;2014;
Corse;2015;
Franche-Comté;2005;49,7
Franche-Comté;2006;49,1
Franche-Comté;2007;49,8
Franche-Comté;2008;53,00546448
Franche-Comté;2009;48,70466321
Franche-Comté;2010;47,48062016
Franche-Comté;2011;49,41860465
Franche-Comté;2012;49,00849858
Franche-Comté;2013;48,60256298
Franche-Comté;2014;43,8090085
Franche-Comté;2015;44,60109166
Haute-Normandie;2005;55,9
Haute-Normandie;2006;51,4
Haute-Normandie;2007;54,2
Haute-Normandie;2008;55,23156089
Haute-Normandie;2009;54,66666667
Haute-Normandie;2010;50,88607595
Haute-Normandie;2011;57,82312925
Haute-Normandie;2012;52,82714055
Haute-Normandie;2013;56,15095882
Haute-Normandie;2014;55,62218056
Haute-Normandie;2015;57,77601779
Ile-de-France;2005;54,2
Ile-de-France;2006;56
Ile-de-France;2007;54,7
Ile-de-France;2008;57,01571672
Ile-de-France;2009;51,72020528
Ile-de-France;2010;48,82739794
Ile-de-France;2011;53,16390926
Ile-de-France;2012;55,25498891
Ile-de-France;2013;52,13222997
Ile-de-France;2014;52,79330237
Ile-de-France;2015;53,69769403
Languedoc-Roussillon;2005;47,6
Languedoc-Roussillon;2006;51,3
Languedoc-Roussillon;2007;52,6
Languedoc-Roussillon;2008;56,14478114
Languedoc-Roussillon;2009;53,48162476
Languedoc-Roussillon;2010;53,96716826
Languedoc-Roussillon;2011;56,11374408
Languedoc-Roussillon;2012;57,34200743
Languedoc-Roussillon;2013;58,41070213
Languedoc-Roussillon;2014;58,01056386
Languedoc-Roussillon;2015;58,41871081
Limousin;2005;
Limousin;2006;
Limousin;2007;
Limousin;2008;
Limousin;2009;
Limousin;2010;56
Limousin;2011;
Limousin;2012;
Limousin;2013;
Limousin;2014;
Limousin;2015;
Lorraine;2005;50,8
Lorraine;2006;49,4
Lorraine;2007;52,6
Lorraine;2008;57,34966592
Lorraine;2009;49,66592428
Lorraine;2010;48,38461538
Lorraine;2011;55,76036866
Lorraine;2012;53,91211147
Lorraine;2013;52,24235911
Lorraine;2014;50,45483536
Lorraine;2015;53,63991092
Midi-Pyrénées;2005;52,6
Midi-Pyrénées;2006;52,4
Midi-Pyrénées;2007;49,9
Midi-Pyrénées;2008;52,01432408
Midi-Pyrénées;2009;53,97096499
Midi-Pyrénées;2010;50,38257799
Midi-Pyrénées;2011;54,13290113
Midi-Pyrénées;2012;51,33735979
Midi-Pyrénées;2013;50,42601319
Midi-Pyrénées;2014;50,27274445
Midi-Pyrénées;2015;52,63167011
Nord-Pas-de-Calais;2005;55,2
Nord-Pas-de-Calais;2006;53,5
Nord-Pas-de-Calais;2007;57,3
Nord-Pas-de-Calais;2008;55,91032609
Nord-Pas-de-Calais;2009;56,13915416
Nord-Pas-de-Calais;2010;50,31055901
Nord-Pas-de-Calais;2011;52,38424326
Nord-Pas-de-Calais;2012;55,43097407
Nord-Pas-de-Calais;2013;54,92692785
Nord-Pas-de-Calais;2014;54,0491852
Nord-Pas-de-Calais;2015;55,21528259
Pays de la Loire;2005;51,1
Pays de la Loire;2006;49,5
Pays de la Loire;2007;51,6
Pays de la Loire;2008;53,21100917
Pays de la Loire;2009;55,34324133
Pays de la Loire;2010;51,90588235
Pays de la Loire;2011;55,37709497
Pays de la Loire;2012;59,23913043
Pays de la Loire;2013;55,61060304
Pays de la Loire;2014;52,89236776
Pays de la Loire;2015;51,63084725
Picardie;2005;56,1
Picardie;2006;52,9
Picardie;2007;54,9
Picardie;2008;57,6329331
Picardie;2009;53,0075188
Picardie;2010;51,64141414
Picardie;2011;56,64845173
Picardie;2012;50,67961165
Picardie;2013;53,0559986
Picardie;2014;53,56288806
Picardie;2015;53,72209358
Poitou-Charentes;2005;51,8
Poitou-Charentes;2006;50,5
Poitou-Charentes;2007;52,1
Poitou-Charentes;2008;53,20512821
Poitou-Charentes;2009;54,59016393
Poitou-Charentes;2010;49,88425926
Poitou-Charentes;2011;53,63214838
Poitou-Charentes;2012;54,62068966
Poitou-Charentes;2013;57,54781838
Poitou-Charentes;2014;51,68135017
Poitou-Charentes;2015;51,79484711
Provence-Alpes-Côte-d'Azur;2005;51,6
Provence-Alpes-Côte-d'Azur;2006;52,7
Provence-Alpes-Côte-d'Azur;2007;54
Provence-Alpes-Côte-d'Azur;2008;54,73523422
Provence-Alpes-Côte-d'Azur;2009;56,54077723
Provence-Alpes-Côte-d'Azur;2010;53,4815895
Provence-Alpes-Côte-d'Azur;2011;55,82474227
Provence-Alpes-Côte-d'Azur;2012;56,69164882
Provence-Alpes-Côte-d'Azur;2013;53,62325218
Provence-Alpes-Côte-d'Azur;2014;52,75083216
Provence-Alpes-Côte-d'Azur;2015;54,17165095
Rhône-Alpes;2005;51,7
Rhône-Alpes;2006;51,6
Rhône-Alpes;2007;52,2
Rhône-Alpes;2008;57,2038835
Rhône-Alpes;2009;56,21448864
Rhône-Alpes;2010;52,04837117
Rhône-Alpes;2011;56,75105485
Rhône-Alpes;2012;54,05797101
Rhône-Alpes;2013;54,74655847
Rhône-Alpes;2014;53,84755975
Rhône-Alpes;2015;49,746256
Alsace;2005;31,1
Alsace;2006;29,8
Alsace;2007;31,7
Alsace;2008;31,54450262
Alsace;2009;33,99734396
Alsace;2010;26,63185379
Alsace;2011;18,17102138
Alsace;2012;21,72284644
Alsace;2013;22,08022143
Alsace;2014;21,24715803
Alsace;2015;18,3047798
Aquitaine;2005;21,3
Aquitaine;2006;20,9
Aquitaine;2007;25,2
Aquitaine;2008;25,33543804
Aquitaine;2009;25,22746071
Aquitaine;2010;20,73684211
Aquitaine;2011;15,70489408
Aquitaine;2012;19,60206338
Aquitaine;2013;19,54302466
Aquitaine;2014;16,75900015
Aquitaine;2015;16,89229667
Auvergne;2005;24,3
Auvergne;2006;22,1
Auvergne;2007;26,9
Auvergne;2008;31,92904656
Auvergne;2009;29,24731183
Auvergne;2010;24,92492492
Auvergne;2011;17,94871795
Auvergne;2012;24,3697479
Auvergne;2013;20,15481799
Auvergne;2014;22,76331556
Auvergne;2015;19,60884405
Basse-Normandie;2005;25,1
Basse-Normandie;2006;23,1
Basse-Normandie;2007;31,7
Basse-Normandie;2008;30,52631579
Basse-Normandie;2009;28,31460674
Basse-Normandie;2010;22,16494845
Basse-Normandie;2011;18,87254902
Basse-Normandie;2012;23,8372093
Basse-Normandie;2013;21,78825528
Basse-Normandie;2014;22,73953665
Basse-Normandie;2015;22,15879311
Bourgogne;2005;27,5
Bourgogne;2006;27,8
Bourgogne;2007;29,9
Bourgogne;2008;32,98245614
Bourgogne;2009;29,09090909
Bourgogne;2010;26,59846547
Bourgogne;2011;17,73049645
Bourgogne;2012;22,7202473
Bourgogne;2013;21,69002271
Bourgogne;2014;16,70585161
Bourgogne;2015;18,13237131
Bretagne;2005;31
Bretagne;2006;27,2
Bretagne;2007;30,4
Bretagne;2008;31,89726595
Bretagne;2009;32,02511774
Bretagne;2010;24,98662386
Bretagne;2011;18,92523364
Bretagne;2012;23,15412186
Bretagne;2013;23,39905221
Bretagne;2014;19,87312569
Bretagne;2015;18,29100673
Centre;2005;26,9
Centre;2006;25,2
Centre;2007;28,8
Centre;2008;29,76313079
Centre;2009;29,23553719
Centre;2010;28,06041335
Centre;2011;20,52631579
Centre;2012;21,71860246
Centre;2013;21,32757202
Centre;2014;18,04265736
Centre;2015;19,48112505
Champagne-Ardenne;2005;29,1
Champagne-Ardenne;2006;27
Champagne-Ardenne;2007;29,9
Champagne-Ardenne;2008;26,10966057
Champagne-Ardenne;2009;31,45780051
Champagne-Ardenne;2010;23,33333333
Champagne-Ardenne;2011;22,28116711
Champagne-Ardenne;2012;29,09090909
Champagne-Ardenne;2013;21,75648358
Champagne-Ardenne;2014;26,03172716
Champagne-Ardenne;2015;26,6626753
Corse;2005;
Corse;2006;
Corse;2007;
Corse;2008;
Corse;2009;
Corse;2010;
Corse;2011;
Corse;2012;
Corse;2013;
Corse;2014;
Corse;2015;
Franche-Comté;2005;29,6
Franche-Comté;2006;29,9
Franche-Comté;2007;29,7
Franche-Comté;2008;33,06010929
Franche-Comté;2009;25,64766839
Franche-Comté;2010;26,9379845
Franche-Comté;2011;20,93023256
Franche-Comté;2012;27,76203966
Franche-Comté;2013;21,23457314
Franche-Comté;2014;19,54351205
Franche-Comté;2015;18,72654634
Haute-Normandie;2005;24,6
Haute-Normandie;2006;23,8
Haute-Normandie;2007;30,8
Haute-Normandie;2008;29,84562607
Haute-Normandie;2009;29
Haute-Normandie;2010;23,41772152
Haute-Normandie;2011;19,3877551
Haute-Normandie;2012;29,40226171
Haute-Normandie;2013;25,07187357
Haute-Normandie;2014;27,14028465
Haute-Normandie;2015;27,58156228
Ile-de-France;2005;19,4
Ile-de-France;2006;23,7
Ile-de-France;2007;30,9
Ile-de-France;2008;30,73281575
Ile-de-France;2009;29,11993918
Ile-de-France;2010;24,97828515
Ile-de-France;2011;17,00494627
Ile-de-France;2012;23,3481153
Ile-de-France;2013;18,13742095
Ile-de-France;2014;15,29810794
Ile-de-France;2015;17,01528858
Languedoc-Roussillon;2005;16,8
Languedoc-Roussillon;2006;18,4
Languedoc-Roussillon;2007;21,8
Languedoc-Roussillon;2008;22,47474747
Languedoc-Roussillon;2009;25,72533849
Languedoc-Roussillon;2010;20,7250342
Languedoc-Roussillon;2011;13,83886256
Languedoc-Roussillon;2012;22,58364312
Languedoc-Roussillon;2013;21,65335318
Languedoc-Roussillon;2014;20,9140169
Languedoc-Roussillon;2015;19,32234107
Limousin;2005;
Limousin;2006;
Limousin;2007;
Limousin;2008;
Limousin;2009;
Limousin;2010;21
Limousin;2011;
Limousin;2012;
Limousin;2013;
Limousin;2014;
Limousin;2015;
Lorraine;2005;25,2
Lorraine;2006;25,3
Lorraine;2007;28,6
Lorraine;2008;27,72828508
Lorraine;2009;35,30066815
Lorraine;2010;30,15384615
Lorraine;2011;17,74193548
Lorraine;2012;25,72347267
Lorraine;2013;20,36135722
Lorraine;2014;20,93133698
Lorraine;2015;20,97479178
Midi-Pyrénées;2005;26
Midi-Pyrénées;2006;22,4
Midi-Pyrénées;2007;26,7
Midi-Pyrénées;2008;28,64816473
Midi-Pyrénées;2009;29,54739539
Midi-Pyrénées;2010;24,42613302
Midi-Pyrénées;2011;17,99027553
Midi-Pyrénées;2012;21,57031924
Midi-Pyrénées;2013;20,58057317
Midi-Pyrénées;2014;19,29112423
Midi-Pyrénées;2015;20,69180383
Nord-Pas-de-Calais;2005;30,6
Nord-Pas-de-Calais;2006;28,7
Nord-Pas-de-Calais;2007;32,2
Nord-Pas-de-Calais;2008;27,85326087
Nord-Pas-de-Calais;2009;31,03683492
